sector,founded,area_served,notes,name,headquarters,industry
distillers & vintners,1777,,distiller,gessler,vienna,consumer goods
defense,1963,,small arms,glock ges.m.b.h.,deutsch-wagram,industrials
durable household products,1885,,"ceramics, art",goldscheider ceramics,vienna,consumer goods
furnishings,1952,,furniture industry,julius blum,höchst,consumer goods
beverages,1862,,coffee,julius meinl,vienna,consumer goods
telecommunications equipment,1892,,telematics,kapsch,vienna,technology
furnishings,1973[3],,furniture,kika,vienna,consumer goods
nondurable household products,1887,,school supplies,kores,vienna,consumer goods
automobiles,1934,,motorcycles,ktm,mattighofen,consumer goods
commodity chemicals,1938,,cellulose fiber,lenzing ag,lenzing,basic materials
industrial machinery,1738,,"heating, commercial kitchens",löblich & co.,vienna,industrials
specialized consumer services,2003,,shopping community,lyoness,graz,consumer services
automobiles,2001,,automobiles & components manufacturer,magna steyr,graz,consumer goods
containers & packaging,1950,,packaging,mayr-melnhof,vienna,industrials
business training & employment agencies,1971,,executive search,neumann international,vienna,industrials
airlines,2003,,budget airline,niki,schwechat,consumer services
computer hardware,2005,,computer cooling systems,noctua,vienna,consumer goods
automobiles,1907,,"automotive, now part of man se",öaf,floridsdorf,consumer goods
railroads,1923,,state railways,öbb,vienna,industrials
exploration & production,1956,,"petroleum, global 500 firm",omv,vienna,oil & gas
biotechnology,2005,,biopharma,onepharm,vienna,health care
asset managers,1967,,government stockholder,österreichische industrieholding ag,vienna,financials
delivery services,1999,,postal services,österreichische post,vienna,logistics
commercial vehicles & trucks,1932,,cranes for trucks,palfinger,salzburg,industrials
beverages,1856,,beverages,pfanner,lauterach,consumer goods
recreational products,1824,,playing cards,piatnik & söhne,vienna,consumer goods
commodity chemicals,1921,,powder metallurgy,plansee group,breitenwang,basic materials
automobiles,1899,,"bikes, now part of magna steyr",puch,graz,consumer goods
banks,1927,,banking,raiffeisen,vienna,financials
beverages,1987,,beverages,red bull gmbh,fuschl am see,consumer goods
industrial suppliers,1834,,fireproof industry,rhi ag,vienna,industrials
commercial vehicles & trucks,1866,,fire vehicles,rosenbauer,leonding,industrials
auto components,1920,,"aircraft, marine & vehicle engines, now part of bombardier recreational products",rotax,gunskirchen,industrials
software,2009,,smartphone apps,runtastic,pasching,technology
commodity chemicals,1824,,rubber products,semperit,vienna,basic materials
electronic equipment,1977,,access systems,skidata,grödig,industrials
defense,1864,,weapons and cars; see magna steyr,steyr mannlicher,sankt ulrich bei steyr,industrials
auto components,2001,,diesel engines,steyr motors gmbh,sankt ulrich bei steyr,industrials
automobiles,1907,,"tractors, now part of cnh industrial",steyr tractor,floridsdorf,consumer goods
heavy construction,1835,,construction,strabag,vienna,industrials
distillers & vintners,1832,,rum,stroh,klagenfurt,consumer goods
clothing & accessories,1895,,jewelry and optical instruments,swarovski,wattens,consumer goods
autonomous robots,2010,,robots for hazardous environments,taurob,vienna,robotics
fixed line telecommunications,1998,,telecom,telekom austria,vienna,telecommunications
travel & tourism,2010,,"multi-day group tours, tour booking service",tourradar,vienna,consumer services
automobiles,2012,,super sport cars,tushek&spigel supercars,graz,consumer goods
full line insurance,1922,,insurance,uniqa,vienna,financials
alternative electricity,1947,,"utilities, hydroelectric",verbund,vienna,utilities
full line insurance,1824,,insurance,vienna insurance group,vienna,financials
iron & steel,1938,,steelmaker,voestalpine,linz,basic materials
building materials & fixtures,1819,,bricks,wienerberger,vienna,industrials
building materials & fixtures,1950,,lighting,zumtobel lighting group,dornbirn,industrials
airlines,1964,,charter airline,abelag aviation,zaventem,consumer services
biotechnology,2001,,biopharma,ablynx,ghent[7],health care
-,1876,,"construction, real estate, financial services",ackermans & van haaren,antwerp,conglomerates
industrial engineering,1870,,compressors,af compressors,liege,industrials
real estate holding and development,1824,,real estate,ag real estate,brussels,financials
consumer finance,1990,,financing,ageas,brussels,financials
computer services,1867,,digital imaging and it solutions,agfa-gevaert,mortsel,technology
business support services,1946,,trade association,agoria,brussels,industrials
computer services,1994,,it,aim productions,hove,technology
food products,1980,,soy products,alpro,ghent[8],consumer goods
brewers,2008,,"breweries, distributors; see also inbev brands",anheuser-busch inbev,leuven,consumer goods
water,1880,,water utility,antwerp water works,antwerp,utilities
water,1990,,wastewater,aquafin,antwerp,utilities
delivery services,1999,,"cargo airline, part of asl airlines ireland",asl airlines belgium,liège,industrials
clothing and accessories,1964,,textile,associated weavers,ronse,consumer goods
farming and fishing,1890,,agriculture,aveve,aalter,consumer goods
delivery services,1949,,ground handling,aviapartner,brussels,industrials
computer hardware,1934,,display manufacturer,barco,kortrijk,technology
business support services,1993,,communications and design,base,brussels,industrials
clothing and accessories,1959,,textiles,beaulieu international group,wielsbeke,consumer goods
real estate holding and development,1995,,real estate,befimmo,brussels,financials
specialty chemicals,1880,,metal transformations and coatings,bekaert,kortrijk,basic materials
restaurants and bars,1998,,cafe/restaurant,belgian beer café,leuven,consumer services
specialty finance,2001,,financial ngo,belgian investment company for developing countries,brussels,financials
delivery services,2000,,postal services,bpost,brussels,industrials
airlines,2006,,"flag carrier airline, part of lufthansa (germany)",brussels airlines,brussels,consumer services
specialty finance,1984,,financing,brussels regional investment company,brussels,financials
iron and steel,1817,,partially defunct in 1998,cockerill sambre,seraing,basic materials
general mining,1860,,lime and limestone mining,carmeuse,louvain-la-neuve,basic materials
toys,1970,,games,cartamundi,turnhout,consumer goods
food products,1996,,chocolatier,cavalier chocolate,eeklo,consumer goods
commercial vehicles and trucks,1906,,"farm equipment, defunct 1991",claeys,zedelgem,industrials
real estate services,1983,,real estate,cofinimmo,brussels,financials
food retailers and wholesalers,1925,,"retail, supermarkets",colruyt group,halle,consumer services
marine transportation,1895,,shipping,compagnie maritime belge,antwerp,industrials
food products,1925,,confectioner,confiserie roodthooft,antwerp,consumer goods
publishing,2000,,newspaper,copiepresse,brussels,consumer services
travel and tourism,1991,,state-owned public transportation,de lijn,mechelen,consumer services
commodity chemicals,1937,,pvc,deceuninck,hooglede,basic materials
food products,1867,,food,delhaize group,brussels,consumer goods
heavy construction,1991,,infrastructure,deme,zwijndrecht,industrials
specialized consumer services,1805,,automotive services,d'ieteren,brussels,consumer services
clothing and accessories,1992,,textiles,domo group,ghent,consumer goods
nondurable household products,1979,,cleaning products,ecover,malle,consumer goods
financial services,2005,,money movement,effortel,brussels,financials
building materials and fixtures,1949,,lighting,etap lighting,malle,consumer goods
biotechnology,1985,,biotech,eurogentec,seraing,health care
telecommunications equipment,1994,,broadcasting equipment,evs broadcast equipment,liège,technology
computer hardware,1976,,"computers, previously a part of ferranti (uk)",ferranti computer systems,antwerp,technology
exploration and production,2001,,"natural gas, subsidiary of suez",fluxys,brussels,oil and gas
general mining,1922,,mining,forrest group,wavre,basic materials
equity investment instruments,1980[9],,investing,gimv,brussels,financials
food products,1926,,chocolatier,godiva chocolatier,brussels,consumer goods
publishing,1935,,"printing, document management",group joos,turnhout,consumer services
diversified industrials,1902,,industrial holdings,groupe bruxelles lambert,brussels,industrials
food products,1960,,chocolatier,guylian,sint-niklaas,consumer goods
computer services,1984,,technology research center,imec,leuven,technology
automobiles,1906,,"automotive, revived in 2009",imperia automobiles,liège,consumer goods
biotechnology,1985,,"diagnostics, ivd",innogenetics,ghent,health care
building materials and fixtures,1938,,"construction, maritime maintenance",jan de nul,aalst,industrials
pharmaceuticals,1953,,"pharma, subsidiary of johnson & johnson",janssen pharmaceutica,beerse,health care
commercial vehicles and trucks,1881,,buses,jonckheere,roeselare,industrials
delivery services,1854,,logistics,katoen natie,antwerp,industrials
banks,1985,,bank,kbc bank,brussels,financials
investment services,1998,,investments,keytrade bank,brussels,financials
recreational services,1997,,movie theaters,kinepolis,ghent,consumer services
software,1996,,game developer,larian studios,ghent,technology
clothing and accessories,1997,,textiles,libeco-lagae,meulebeke,consumer goods
food retailers and wholesalers,1875,,"retail, supermarkets",louis delhaize group,charleroi,consumer services
computer services,1999,,geographic information systems (gis),luciad nv,leuven,technology
computer services,1990,,3d printing solutions,materialise nv,leuven,technology
nonferrous metals,1919,,mining,metallo-chimique,beerse,basic materials
consumer electronics,1990,,electronics,mutoh europe nv,ostend,consumer goods
business support services,1987,,design consulting,namahn,brussels,industrials
rail transport,1926,,passenger rail,national railway company of belgium,brussels,consumer services
diversified industrials,1981,,industrial holding,compagnie nationale à portefeuille (cnp),gerpinnes,industrials
general mining,2007,,mining,nyrstar,balen,basic materials
computer hardware,1986,,wireless technology,option n.v.,leuven,technology
publishing,1913,,book publishing,proost,turnhout,consumer services
mobile telecommunications,1994,,"mobile network, part of proximus group",proximus,brussels,telecommunications
fixed line telecommunications,1930,,state-owned telecommunications,proximus group,brussels,telecommunications
investment services,1979,,investments,regional investment company of wallonia,liège,financials
aluminum,1965,,aluminium,reynaers aluminium,duffel,basic materials
asset managers,1786,,financial services group,rhj international,brussels,financials
recreational products,1997,,bicycles,ridley bikes,paal,consumer goods
recreational products,1923,,ball manufacturing,saluc,péruwelz,consumer goods
consumer electronics,2000,,electronics,septentrio,leuven,consumer goods
clothing and accessories,1908,,textiles,seyntex,oostrozebeke,consumer goods
aerospace,1989,,helicopters,skytech,brussels,industrials
equity investment instruments,1898,,investing,sofina,brussels,financials
specialty chemicals,1863,,industrial chemicals,solvay s.a.,brussels,basic materials
specialty chemicals,1966,,silicone,soudal,turnhout,basic materials
food products,1836,,sugar,sugar refinery of tienen,tienen,consumer goods
fixed line telecommunications,1996,,broadband cable,telenet,mechelen,telecommunications
delivery services,1985,,freight,teleroute,brussels,industrials
commercial vehicles and trucks,1969,,"spare parts, accessories",thermote & vanhalst,waregem,industrials
airlines,2001,,charter airline,thomas cook airlines belgium,zaventem,consumer services
pharmaceuticals,1994,,"pharma, subsidiary of johnson & johnson (us)",tibotec,mechelen,health care
biotechnology,2000,,biomedical,tigenix,leuven,health care
business support services,1986,,engineering,tractebel,brussels,industrials
business support services,1968,,"local search, directories",truvo,antwerp,industrials
airlines,2003,,airline,tuifly belgium,zaventem,consumer services
pharmaceuticals,1928,,pharma,ucb,brussels,health care
broadcasting and entertainment,2010,,film studio,umedia,brussels,consumer services
general mining,1989,,materials and mining,umicore,brussels,basic materials
containers and packaging,1939,,bookbinding,unibind,brussels,industrials
general mining,1906,,"mining, defunct 1966",union minière du haut katanga,brussels,basic materials
