00-avengers-headquarters_continent,02-GioPonSpiz-country,07-silvestri-country,08-slytherin-country
asia,china,,usa
asia,usa,,south korea
americas,usa,,uk
europe,uk,,india
americas,italy,,usa
asia,usa,,china
asia,china,,canada
asia,south korea,,china
americas,usa,,japan
asia,india,,usa
asia,india,,uk
americas,china,,china
europe,usa,,india
europe,uk,,china
oceania,china,,australia
asia,japan,,china
americas,china,,south korea
europe,canada,,usa
oceania,australia,,usa
americas,switzerland,,australia
asia,usa,,switzerland
asia,china,,usa
asia,australia,,usa
americas,usa,,usa
europe,south korea,,germany
americas,china,,india
americas,usa,,germany
europe,usa,,usa
asia,india,,mexico
americas,germany,,usa
americas,usa,,china
asia,usa,,china
asia,germany,,bermuda
americas,bermuda,,usa
asia,china,,usa
asia,china,,mexico
americas,usa,,china
asia,mexico,,usa
americas,china,,china
americas,usa,,mexico
asia,taiwan,,taiwan
asia,china,,italy
americas,mexico,,usa
americas,usa,,taiwan
americas,usa,,canada
americas,italy,,usa
europe,usa,,uk
asia,mexico,,italy
asia,taiwan,,japan
americas,malaysia,,japan
americas,uk,,malaysia
europe,canada,,china
americas,usa,,usa
asia,china,,china
americas,usa,,singapore
asia,italy,,usa
oceania,japan,,japan
asia,japan,,usa
americas,japan,,china
asia,usa,,usa
asia,singapore,,uk
europe,australia,,china
americas,usa,,australia
asia,china,,denmark
asia,usa,,canada
americas,uk,,usa
europe,china,,norway
europe,china,,bermuda
americas,usa,,uk
asia,denmark,,uk
asia,norway,,malaysia
europe,usa,,france
americas,malaysia,,usa
americas,canada,,sweden
europe,france,,china
asia,uk,,india
europe,bermuda,,china
asia,uk,,saudi arabia
asia,china,,france
europe,china,,usa
americas,sweden,,china
europe,saudi arabia,,sweden
europe,france,,japan
europe,sweden,,china
asia,japan,,china
americas,india,,belgium
asia,china,,usa
europe,usa,,usa
americas,usa,,china
americas,belgium,,italy
asia,china,,bermuda
asia,usa,,india
asia,china,,usa
americas,usa,,usa
americas,india,,japan
americas,bermuda,,usa
americas,china,,sweden
europe,italy,,uk
americas,usa,,usa
europe,sweden,,uk
asia,usa,,usa
americas,usa,,australia
asia,usa,,usa
europe,uk,,china
americas,usa,,india
americas,japan,,israel
asia,uk,,india
asia,australia,,china
asia,india,,china
oceania,israel,,usa
europe,india,,usa
asia,usa,,italy
americas,usa,,usa
asia,china,,china
asia,china,,belgium
europe,italy,,hong kong
americas,usa,,australia
asia,china,,india
oceania,australia,,mexico
asia,china,,austria
americas,mexico,,france
europe,france,,china
asia,hong kong,,usa
americas,usa,,uk
asia,china,,hong kong
americas,india,,malaysia
americas,belgium,,usa
americas,austria,,japan
asia,japan,,usa
europe,usa,,china
europe,usa,,india
asia,usa,,usa
asia,china,,usa
asia,hong kong,,india
asia,malaysia,,japan
asia,usa,,japan
asia,uk,,china
asia,india,,thailand
asia,china,,hong kong
asia,china,,germany
europe,japan,,china
americas,japan,,malaysia
asia,india,,usa
europe,germany,,china
americas,hong kong,,japan
asia,usa,,usa
asia,malaysia,,australia
americas,thailand,,japan
asia,japan,,australia
asia,usa,,china
asia,china,,china
americas,usa,,china
asia,china,,usa
asia,china,,usa
europe,australia,,british virgin islands
asia,australia,,uk
asia,japan,,singapore
americas,china,,taiwan
americas,usa,,colombia
asia,usa,,australia
asia,saudi arabia,,china
oceania,china,,saudi arabia
oceania,uk,,usa
asia,singapore,,china
europe,british virgin islands,,chile
asia,taiwan,,china
americas,colombia,,usa
americas,australia,,uk
asia,thailand,,china
oceania,colombia,,colombia
americas,chile,,saudi arabia
asia,china,,luxembourg
americas,luxembourg,,thailand
asia,china,,ireland
europe,china,,usa
americas,saudi arabia,,france
americas,usa,,china
europe,uk,,france
americas,usa,,germany
europe,germany,,hong kong
americas,usa,,usa
asia,usa,,finland
asia,france,,usa
asia,china,,china
asia,ireland,,china
asia,hong kong,,usa
asia,finland,,china
asia,france,,china
asia,philippines,,japan
europe,china,,chile
europe,china,,india
asia,japan,,china
europe,china,,philippines
asia,india,,belgium
asia,china,,china
asia,usa,,usa
americas,chile,,germany
americas,china,,usa
europe,germany,,china
asia,usa,,china
americas,usa,,usa
americas,china,,usa
asia,south korea,,south korea
americas,usa,,usa
asia,usa,,china
americas,belgium,,canada
americas,china,,usa
americas,china,,singapore
americas,usa,,china
asia,canada,,china
asia,usa,,usa
europe,usa,,usa
americas,china,,usa
americas,usa,,usa
americas,china,,cayman islands
africa,singapore,,india
americas,china,,india
asia,usa,,china
americas,usa,,usa
americas,india,,usa
asia,usa,,india
asia,south africa,,india
asia,usa,,mexico
americas,mexico,,china
asia,india,,china
asia,cayman islands,,thailand
europe,india,,germany
asia,china,,saudi arabia
asia,india,,china
asia,china,,china
asia,uk,,uk
americas,saudi arabia,,usa
asia,china,,china
asia,hong kong,,uk
americas,china,,south africa
europe,thailand,,china
asia,china,,china
europe,usa,,switzerland
europe,germany,,china
asia,uk,,italy
asia,china,,south korea
americas,switzerland,,usa
asia,usa,,uk
asia,china,,usa
asia,italy,,uk
europe,south africa,,france
africa,china,,south africa
americas,uk,,australia
asia,south korea,,sweden
europe,usa,,china
asia,south africa,,india
africa,france,,usa
europe,india,,usa
asia,china,,uk
americas,sweden,,russia
asia,australia,,singapore
asia,usa,,china
oceania,uk,,israel
americas,usa,,hong kong
europe,lithuania,,lithuania
americas,israel,,hong kong
oceania,china,,usa
europe,usa,,malaysia
asia,hong kong,,china
asia,malaysia,,japan
asia,russia,,china
asia,uk,,luxembourg
asia,hong kong,,hong kong
asia,singapore,,china
asia,japan,,usa
europe,china,,usa
europe,china,,sweden
asia,hong kong,,sweden
europe,sweden,,japan
asia,china,,netherlands
asia,usa,,usa
europe,usa,,uk
asia,sweden,,china
europe,luxembourg,,india
europe,japan,,china
americas,uk,,australia
americas,china,,turkey
asia,turkey,,china
americas,usa,,india
asia,china,,australia
americas,china,,china
asia,india,,usa
americas,netherlands,,hong kong
oceania,australia,,japan
europe,usa,,taiwan
asia,china,,canada
asia,canada,,bermuda
asia,hong kong,,usa
oceania,australia,,china
europe,india,,austria
americas,bermuda,,russia
asia,usa,,uk
asia,japan,,china
asia,taiwan,,usa
asia,china,,south korea
americas,israel,,usa
americas,usa,,china
asia,uk,,israel
asia,south korea,,china
americas,china,,uk
europe,usa,,usa
asia,china,,china
europe,russia,,uk
europe,austria,,usa
europe,uk,,france
asia,taiwan,,brazil
americas,uk,,usa
asia,usa,,taiwan
americas,usa,,india
asia,china,,canada
asia,brazil,,usa
asia,france,,china
asia,usa,,japan
asia,china,,thailand
americas,china,,italy
europe,japan,,china
americas,china,,china
asia,china,,usa
asia,thailand,,japan
asia,usa,,usa
europe,canada,,uk
asia,italy,,china
asia,india,,china
americas,usa,,kazakhstan
asia,china,,uk
europe,china,,usa
americas,france,,france
americas,china,,china
asia,japan,,china
americas,uk,,india
asia,kazakhstan,,china
asia,usa,,usa
asia,usa,,usa
europe,uk,,usa
americas,india,,new zealand
americas,china,,usa
asia,israel,,indonesia
europe,usa,,israel
americas,usa,,luxembourg
asia,indonesia,,china
americas,new zealand,,uk
europe,usa,,canada
europe,china,,china
americas,usa,,canada
asia,sweden,,canada
americas,uk,,china
oceania,canada,,sweden
asia,india,,india
europe,luxembourg,,china
americas,china,,uk
europe,canada,,china
americas,china,,usa
asia,china,,germany
americas,canada,,usa
asia,taiwan,,usa
asia,usa,,usa
americas,germany,,canada
asia,canada,,taiwan
americas,usa,,china
europe,china,,china
americas,uk,,uk
americas,usa,,usa
asia,china,,china
americas,usa,,china
asia,china,,canada
americas,usa,,usa
europe,canada,,belgium
asia,uk,,japan
americas,usa,,usa
americas,china,,usa
europe,china,,austria
americas,indonesia,,uk
asia,japan,,usa
europe,belgium,,china
asia,china,,india
asia,usa,,chile
asia,austria,,usa
asia,usa,,usa
americas,usa,,russia
europe,usa,,uk
europe,uk,,china
europe,usa,,usa
asia,chile,,spain
asia,india,,india
americas,china,,russia
americas,spain,,denmark
europe,russia,,china
americas,denmark,,italy
europe,italy,,china
americas,uk,,indonesia
asia,china,,china
asia,china,,china
asia,russia,,japan
americas,usa,,india
europe,india,,indonesia
asia,indonesia,,usa
asia,china,,usa
europe,usa,,usa
americas,usa,,macao
europe,japan,,china
asia,india,,austria
asia,indonesia,,south korea
asia,china,,usa
americas,usa,,usa
asia,china,,france
asia,south korea,,usa
asia,macao,,usa
asia,austria,,china
americas,usa,,usa
americas,china,,china
americas,china,,spain
europe,usa,,usa
americas,france,,saudi arabia
americas,usa,,usa
europe,usa,,australia
americas,spain,,uk
asia,usa,,china
asia,usa,,china
asia,china,,thailand
americas,usa,,south korea
europe,china,,china
americas,china,,china
oceania,saudi arabia,,usa
europe,uk,,china
asia,australia,,uk
asia,usa,,usa
asia,uk,,taiwan
americas,usa,,italy
asia,china,,israel
asia,thailand,,mexico
europe,china,,china
europe,china,,canada
asia,south korea,,china
europe,italy,,uk
asia,taiwan,,switzerland
asia,switzerland,,india
asia,uk,,usa
asia,israel,,usa
americas,usa,,canada
americas,china,,usa
americas,china,,usa
asia,mexico,,china
americas,canada,,saudi arabia
asia,india,,india
americas,usa,,india
americas,china,,switzerland
asia,usa,,usa
asia,usa,,china
asia,china,,russia
americas,saudi arabia,,bermuda
americas,india,,usa
americas,usa,,uk
americas,switzerland,,usa
asia,india,,china
europe,canada,,australia
americas,usa,,usa
asia,usa,,uk
asia,usa,,south africa
oceania,australia,,china
europe,bermuda,,japan
europe,uk,,japan
asia,china,,japan
europe,uk,,norway
africa,south africa,,usa
europe,russia,,china
asia,japan,,spain
europe,norway,,canada
americas,uk,,uk
asia,china,,india
americas,japan,,usa
americas,canada,,usa
asia,china,,usa
americas,spain,,colombia
asia,japan,,usa
europe,usa,,mexico
asia,india,,japan
americas,mexico,,south korea
asia,colombia,,usa
americas,usa,,japan
asia,usa,,isle of man
asia,south korea,,china
europe,usa,,china
americas,usa,,usa
asia,japan,,japan
americas,usa,,usa
americas,isle of man,,usa
asia,japan,,usa
americas,japan,,india
americas,usa,,brazil
americas,china,,usa
europe,india,,china
americas,china,,japan
americas,usa,,usa
americas,usa,,usa
americas,usa,,italy
asia,brazil,,usa
asia,italy,,china
asia,usa,,usa
asia,japan,,south africa
asia,usa,,china
asia,china,,usa
oceania,china,,new zealand
americas,usa,,south korea
americas,usa,,australia
americas,usa,,china
asia,new zealand,,luxembourg
asia,china,,canada
americas,china,,china
oceania,australia,,china
americas,south africa,,uk
asia,south korea,,singapore
europe,luxembourg,,usa
americas,china,,japan
asia,usa,,japan
europe,canada,,usa
americas,uk,,usa
asia,japan,,usa
africa,usa,,usa
europe,germany,,usa
americas,usa,,netherlands
europe,japan,,usa
americas,usa,,brazil
asia,usa,,usa
asia,china,,germany
americas,singapore,,usa
americas,usa,,china
asia,germany,,japan
americas,usa,,china
americas,usa,,china
europe,brazil,,china
asia,netherlands,,china
asia,usa,,brazil
asia,usa,,germany
asia,china,,usa
americas,japan,,south korea
americas,china,,india
europe,china,,china
americas,sweden,,sweden
europe,germany,,usa
asia,south korea,,india
asia,usa,,hong kong
asia,brazil,,uk
asia,china,,china
asia,china,,kazakhstan
asia,india,,usa
americas,china,,china
americas,south korea,,south korea
asia,kazakhstan,,new zealand
americas,usa,,usa
europe,china,,china
americas,uk,,qatar
asia,india,,china
oceania,china,,canada
americas,usa,,japan
asia,new zealand,,usa
asia,hong kong,,saudi arabia
europe,canada,,usa
asia,france,,france
asia,usa,,germany
europe,china,,canada
americas,saudi arabia,,taiwan
asia,usa,,uk
asia,china,,china
asia,japan,,usa
americas,qatar,,france
asia,usa,,china
asia,uk,,china
americas,china,,hong kong
asia,china,,china
americas,france,,usa
asia,usa,,usa
asia,china,,uk
europe,taiwan,,usa
americas,canada,,mexico
asia,germany,,china
asia,hong kong,,malaysia
americas,china,,china
europe,usa,,new zealand
americas,mexico,,belgium
americas,usa,,china
asia,malaysia,,usa
asia,new zealand,,china
europe,usa,,hong kong
asia,china,,thailand
americas,uk,,india
oceania,china,,usa
asia,china,,usa
americas,usa,,italy
asia,hong kong,,canada
europe,thailand,,india
americas,usa,,usa
europe,china,,china
asia,usa,,norway
europe,belgium,,indonesia
americas,india,,uk
asia,italy,,usa
americas,usa,,china
asia,uk,,germany
asia,indonesia,,greece
americas,canada,,uk
europe,china,,china
asia,usa,,japan
asia,germany,,italy
europe,norway,,china
europe,china,,usa
americas,india,,usa
asia,greece,,sweden
americas,usa,,china
asia,china,,sweden
oceania,italy,,malta
europe,japan,,usa
europe,sweden,,china
asia,usa,,france
asia,china,,china
americas,china,,china
europe,uk,,australia
asia,sweden,,usa
europe,australia,,germany
asia,china,,china
americas,usa,,china
asia,china,,china
asia,usa,,china
europe,germany,,china
europe,france,,usa
europe,malta,,china
americas,china,,china
asia,china,,china
americas,usa,,china
asia,china,,usa
americas,china,,china
americas,china,,china
asia,china,,indonesia
asia,china,,india
asia,china,,usa
asia,china,,china
asia,china,,uk
asia,usa,,usa
asia,usa,,china
europe,uk,,china
asia,usa,,uk
asia,indonesia,,china
asia,china,,spain
asia,india,,china
asia,china,,china
asia,china,,china
asia,china,,china
asia,china,,china
americas,china,,india
asia,india,,taiwan
americas,china,,china
europe,china,,usa
asia,china,,usa
europe,china,,usa
europe,spain,,denmark
asia,uk,,australia
asia,china,,china
asia,denmark,,usa
asia,usa,,usa
oceania,australia,,japan
europe,usa,,indonesia
americas,usa,,switzerland
asia,china,,switzerland
asia,usa,,ireland
americas,usa,,usa
americas,taiwan,,singapore
asia,china,,usa
americas,usa,,usa
americas,ireland,,taiwan
asia,singapore,,uk
americas,switzerland,,usa
europe,switzerland,,germany
americas,indonesia,,japan
americas,japan,,israel
asia,taiwan,,ireland
asia,usa,,usa
asia,usa,,china
europe,uk,,usa
europe,usa,,china
asia,china,,malaysia
americas,usa,,usa
asia,germany,,japan
asia,china,,japan
europe,israel,,usa
americas,usa,,india
asia,ireland,,japan
asia,japan,,china
europe,malaysia,,france
americas,usa,,japan
asia,japan,,australia
americas,japan,,china
asia,france,,china
asia,india,,hong kong
asia,china,,france
americas,usa,,china
asia,japan,,china
asia,japan,,usa
europe,china,,china
asia,usa,,usa
asia,china,,china
asia,china,,canada
asia,australia,,netherlands
asia,usa,,france
europe,china,,china
asia,hong kong,,china
asia,china,,austria
americas,france,,india
oceania,turkey,,turkey
asia,india,,greece
asia,china,,china
americas,china,,japan
europe,france,,switzerland
americas,austria,,china
europe,greece,,italy
asia,china,,japan
europe,netherlands,,usa
europe,canada,,luxembourg
europe,italy,,usa
asia,usa,,usa
asia,china,,china
asia,switzerland,,japan
europe,usa,,usa
asia,usa,,usa
asia,china,,japan
europe,luxembourg,,canada
asia,japan,,australia
americas,japan,,austria
americas,austria,,usa
europe,china,,china
americas,usa,,switzerland
asia,usa,,australia
oceania,usa,,canada
asia,japan,,usa
americas,australia,,taiwan
asia,china,,sweden
oceania,canada,,china
asia,japan,,usa
americas,australia,,usa
americas,china,,china
americas,usa,,canada
asia,usa,,china
americas,china,,china
americas,usa,,china
europe,taiwan,,usa
europe,sweden,,china
asia,switzerland,,usa
americas,canada,,usa
asia,canada,,usa
americas,china,,uk
americas,usa,,usa
americas,china,,china
americas,china,,china
americas,uk,,hong kong
americas,usa,,france
asia,china,,france
americas,usa,,usa
europe,usa,,usa
asia,usa,,saudi arabia
asia,usa,,france
asia,saudi arabia,,australia
asia,france,,usa
oceania,france,,usa
americas,france,,china
asia,china,,india
asia,china,,china
asia,hong kong,,usa
europe,usa,,china
europe,australia,,china
europe,china,,usa
americas,usa,,austria
americas,china,,germany
europe,usa,,poland
asia,usa,,australia
americas,china,,thailand
asia,china,,china
asia,usa,,usa
americas,india,,china
americas,austria,,usa
asia,usa,,bermuda
americas,bermuda,,usa
americas,usa,,china
americas,china,,usa
asia,poland,,usa
europe,australia,,china
asia,thailand,,usa
oceania,germany,,usa
europe,china,,usa
asia,usa,,usa
americas,usa,,spain
europe,spain,,denmark
asia,china,,china
europe,usa,,china
americas,china,,israel
americas,usa,,china
americas,usa,,uk
americas,usa,,china
asia,usa,,usa
americas,uk,,indonesia
asia,china,,canada
asia,china,,germany
asia,denmark,,china
americas,israel,,india
americas,china,,usa
americas,indonesia,,china
asia,china,,uk
asia,canada,,usa
asia,usa,,china
asia,canada,,canada
europe,india,,canada
americas,canada,,japan
asia,china,,india
asia,uk,,japan
europe,china,,usa
asia,usa,,brazil
americas,usa,,china
americas,china,,indonesia
asia,germany,,china
europe,japan,,china
asia,indonesia,,usa
asia,india,,india
asia,china,,uk
asia,china,,china
americas,china,,czech republic
asia,usa,,china
americas,usa,,china
americas,japan,,usa
asia,brazil,,faroe islands
asia,india,,japan
asia,china,,india
asia,india,,canada
