,name,world_rank,marketvalue,marketcap,ceo,country
2590,sharp corporation,"2,481",doll_7.125 b ,doll_8.120 b ,,japan
2591,aib group,"2,482",doll_7.131 b ,doll_8.036 b ,,ireland
2592,torrent pharmaceuticals,"2,483",doll_7.127 b ,doll_7.515 b ,,india
2593,omnicell,"2,484",doll_7.128 b ,doll_6.750 b ,,usa
2594,innolux corporation,"2,485",doll_7.129 b ,doll_6.502 b ,,taiwan
2595,medibank private,"2,486",doll_7.118 b ,doll_7.276 b ,,australia
2596,bid corporation,"2,487",doll_7.115 b ,doll_7.260 b ,,south africa
2597,china merchants port holdings company,"2,488",doll_7.115 b ,doll_6.569 b ,,hong kong
2598,natera,"2,489",doll_7.109 b ,doll_11.107 b ,,usa
2599,itochu techno-solutions corporation,"2,490",doll_7.109 b ,doll_7.338 b ,,japan
2600,prosperity bancshares,"2,491",doll_7.114 b ,doll_6.494 b ,,usa
2601,opendoor technologies inc.,"2,492",doll_7.100 b ,doll_11.288 b ,,usa
2602,great eastern holdings,"2,493",doll_7.099 b ,doll_7.461 b ,,singapore
2603,growthpoint properties australia,"2,494",doll_7.100 b ,doll_7.282 b ,,australia
2604,british land company,"2,495",doll_7.090 b ,doll_6.710 b ,,uk
2605,airtel africa,"2,496",doll_7.094 b ,doll_4.867 b ,,uk
2606,aroundtown sa,"2,497",doll_7.077 b ,doll_10.051 b ,,luxembourg
2607,sinopharm group,"2,498",doll_7.081 b ,doll_8.235 b ,,china
2608,global power synergy public company,"2,499",doll_7.077 b ,doll_7.211 b ,,thailand
2609,shopping centres australasia property group,"2,500",doll_7.079 b ,doll_6.402 b ,,australia
2610,woodward,"2,501",doll_7.067 b ,doll_7.692 b ,,usa
2611,ausnet services ltd,"2,502",doll_7.067 b ,doll_5.442 b ,,australia
2612,pt charoen pokphand indonesia tbk,"2,503",doll_7.059 b ,doll_7.260 b ,,indonesia
2613,bangkok bank public company,"2,504",doll_7.058 b ,doll_6.716 b ,,thailand
2614,xiamen faratronic,"2,505",doll_7.059 b ,doll_5.407 b ,,china
2615,royal mail,"2,506",doll_7.026 b ,doll_6.754 b ,,uk
2616,gmexico transportes,"2,507",doll_7.031 b ,doll_6.391 b ,,mexico
2617,aker asa,"2,508",doll_7.026 b ,doll_5.465 b ,,norway
2618,vsmpo-avisma corporation,"2,509",doll_7.030 b ,doll_5.081 b ,,russia
2619,osaka gas,"2,510",doll_7.017 b ,doll_7.862 b ,,japan
2620,bb seguridade participacoes,"2,511",doll_7.013 b ,doll_7.231 b ,,brazil
2621,vitrolife ab (publ),"2,512",doll_7.009 b ,doll_7.002 b ,,sweden
2622,ironsource,"2,513",doll_6.995 b ,doll_10.069 b ,,israel
2623,autek china,"2,514",doll_6.997 b ,doll_8.436 b ,,china
2624,central pattana public company,"2,515",doll_7.004 b ,doll_7.276 b ,,thailand
2625,alaska air group,"2,516",doll_7.000 b ,doll_7.181 b ,,usa
2626,idbi bank,"2,517",doll_6.990 b ,doll_5.588 b ,,india
2627,mastec,"2,518",doll_6.982 b ,doll_6.795 b ,,usa
2628,phonepe,"2,518","2,518","2,518",,india
2629,hdfc asset management company limited,"2,519",doll_6.973 b ,doll_9.249 b ,,india
2630,polaris,"2,520",doll_6.969 b ,doll_7.256 b ,,usa
2631,klarna,"2,520","2,520","2,520",,sweden
2632,clariant ag,"2,521",doll_6.968 b ,doll_6.929 b ,,switzerland
2633,wex inc,"2,522",doll_6.951 b ,doll_8.224 b ,,usa
2634,oz minerals,"2,523",doll_6.945 b ,doll_5.894 b ,,australia
2635,pilgrim's pride corporation,"2,524",doll_6.940 b ,doll_6.784 b ,,usa
2636,shenzhen capchem technology,"2,525",doll_6.935 b ,doll_6.656 b ,,china
2637,suzhou ta&a ultra clean technology,"2,526",doll_6.931 b ,doll_7.848 b ,,china
2638,japan post insurance,"2,527",doll_6.930 b ,doll_7.399 b ,,japan
2639,colfax corporation,"2,528",doll_6.934 b ,doll_7.172 b ,,usa
2640,hikari tsushin,"2,529",doll_6.919 b ,doll_8.115 b ,,japan
2641,mobile telesystems,"2,530",doll_6.920 b ,doll_8.099 b ,,russia
2642,daiwa house reit investment corporation,"2,531",doll_6.917 b ,doll_6.575 b ,,japan
2643,suzhou dongshan precision manufacturing,"2,532",doll_6.923 b ,doll_4.958 b ,,china
2644,tata teleservices (maharashtra),"2,533",doll_6.916 b ,doll_0.999 b ,,india
2645,avic aviation high-technology,"2,534",doll_6.909 b ,doll_7.255 b ,,china
2646,playtika holding corp.,"2,535",doll_6.898 b ,doll_10.810 b ,,israel
2647,levima advanced materials corporation,"2,536",doll_6.902 b ,doll_10.361 b ,,china
2648,corelogic,"2,537","2,537",doll_6.014 b ,,usa
2649,"inner mongolia junzheng energy & chemical group co.,ltd.","2,537",doll_6.902 b ,doll_7.189 b ,,china
2650,soochow securities,"2,538",doll_6.897 b ,doll_5.669 b ,,china
2651,saudi kayan petrochemical company,"2,539",doll_6.888 b ,doll_7.614 b ,,saudi arabia
2652,origin energy,"2,540",doll_6.892 b ,doll_5.813 b ,,australia
2653,kangmei pharmaceutical,"2,541",doll_6.887 b ,doll_2.499 b ,,china
2654,novocure,"2,542",doll_6.878 b ,doll_13.911 b ,,uk
2655,onemain holdings,"2,543",doll_6.880 b ,doll_7.636 b ,,usa
2656,sunac china holdings,"2,544",doll_6.867 b ,doll_12.151 b ,,china
2657,voestalpine ag,"2,545",doll_6.864 b ,doll_7.967 b ,,austria
2658,united states steel corporation,"2,546",doll_6.864 b ,doll_7.226 b ,,usa
2659,keppel corporation,"2,547",doll_6.846 b ,doll_7.015 b ,,singapore
2660,genting singapore,"2,548",doll_6.853 b ,doll_6.919 b ,,singapore
2661,china energy engineering corporation limited,"2,549",doll_6.854 b ,doll_4.573 b ,,china
2662,datang international power generation,"2,550",doll_6.837 b ,doll_6.124 b ,,china
2663,kinross gold corporation,"2,551",doll_6.831 b ,doll_7.597 b ,,canada
2664,tis,"2,552",doll_6.830 b ,doll_7.131 b ,,japan
2665,legend biotech corp,"2,553",doll_6.825 b ,doll_5.541 b ,,usa
2666,marks and spencer group,"2,554",doll_6.830 b ,doll_4.910 b ,,uk
2667,ab electrolux (publ),"2,555",doll_6.815 b ,doll_7.599 b ,,sweden
2668,guangdong weihua corporation,"2,556",doll_6.821 b ,doll_7.247 b ,,china
2669,zhejiang weiming environment protection,"2,557",doll_6.817 b ,doll_5.573 b ,,china
2670,arc resources,"2,558",doll_6.820 b ,doll_5.160 b ,,canada
2671,hapvida participacoes e investimentos,"2,559",doll_6.808 b ,doll_10.760 b ,,brazil
2672,reply,"2,560",doll_6.809 b ,doll_7.605 b ,,italy
2673,qantas airways,"2,561",doll_6.812 b ,doll_7.327 b ,,australia
2674,jafron biomedical,"2,562",doll_6.807 b ,doll_5.945 b ,,china
2675,samsara networks,"2,562","2,562","2,562",,usa
2676,iida group holdings,"2,563",doll_6.804 b ,doll_7.253 b ,,japan
2677,bharat electronics,"2,564",doll_6.803 b ,doll_6.471 b ,,india
2678,brp,"2,565",doll_6.785 b ,doll_6.737 b ,,canada
2679,procter & gamble hygiene and health care,"2,566",doll_6.785 b ,doll_6.247 b ,,india
2680,guanghui energy,"2,567",doll_6.790 b ,doll_6.190 b ,,china
2681,jsw energy,"2,568",doll_6.793 b ,doll_5.908 b ,,india
2682,hunter douglas,"2,569",doll_6.791 b ,doll_4.130 b ,,netherlands
2683,onex corporation,"2,570",doll_6.782 b ,doll_6.265 b ,,canada
2684,commercial international bank -egypt,"2,571",doll_6.782 b ,doll_5.871 b ,,egypt
2685,gap,"2,572",doll_6.766 b ,doll_10.057 b ,,usa
2686,grupo carso,"2,573",doll_6.763 b ,doll_7.705 b ,,mexico
2687,hankyu hanshin holdings,"2,574",doll_6.757 b ,doll_7.236 b ,,japan
2688,medpace holdings,"2,575",doll_6.757 b ,doll_6.532 b ,,usa
2689,national storage reit,"2,576",doll_6.760 b ,doll_6.146 b ,,australia
2690,bosch,"2,577",doll_6.762 b ,doll_5.781 b ,,india
2691,faurecia s.e,"2,578",doll_6.746 b ,doll_6.328 b ,,france
2692,sinopac financial holdings company,"2,579",doll_6.753 b ,doll_5.681 b ,,taiwan
2693,chang hwa commercial bank,"2,580",doll_6.739 b ,doll_6.268 b ,,taiwan
2694,wiwynn corporation,"2,581",doll_6.741 b ,doll_6.093 b ,,taiwan
2695,fox factory holding,"2,582",doll_6.730 b ,doll_6.470 b ,,usa
2696,reynolds consumer products inc.,"2,583",doll_6.725 b ,doll_5.932 b ,,usa
2697,zynga,"2,584",doll_6.721 b ,doll_9.663 b ,,usa
2698,avicopter,"2,585",doll_6.717 b ,doll_5.314 b ,,china
2699,kohl's corporation,"2,586",doll_6.707 b ,doll_8.968 b ,,usa
2700,hikma pharmaceuticals,"2,587",doll_6.713 b ,doll_8.217 b ,,uk
2701,somfy sa,"2,588",doll_6.707 b ,doll_6.721 b ,,france
2702,onex corporation,"2,589",doll_6.713 b ,doll_6.236 b ,,canada
2703,zim integrated shipping services ltd.,"2,590",doll_6.710 b ,doll_5.555 b ,,israel
2704,emcor group,"2,591",doll_6.702 b ,doll_6.612 b ,,usa
2705,bkw ag,"2,592",doll_6.698 b ,doll_6.153 b ,,switzerland
2706,banque cantonale vaudoise,"2,593",doll_6.694 b ,doll_7.338 b ,,switzerland
2707,hero motocorp,"2,594",doll_6.678 b ,doll_7.665 b ,,india
2708,guangzhou kingmed diagnostics group,"2,595",doll_6.681 b ,doll_7.058 b ,,china
2709,cpi property group,"2,596",doll_6.679 b ,doll_6.883 b ,,luxembourg
2710,china greatwall technology group,"2,597",doll_6.677 b ,doll_6.470 b ,,china
2711,pegatron corporation,"2,598",doll_6.677 b ,doll_6.221 b ,,taiwan
2712,iaa,"2,599",doll_6.667 b ,doll_7.160 b ,,usa
2713,affiliated managers group,"2,600",doll_6.667 b ,doll_7.010 b ,,usa
2714,dai nippon printing,"2,601",doll_6.672 b ,doll_6.668 b ,,japan
2715,new relic,"2,602",doll_6.669 b ,doll_5.186 b ,,usa
2716,shanghai zhixin electric,"2,603",doll_6.658 b ,doll_6.193 b ,,china
2717,ascendis pharma a/s,"2,604",doll_6.653 b ,doll_8.448 b ,,denmark
2718,eurazeo se,"2,605",doll_6.650 b ,doll_7.943 b ,,france
2719,jubilant foodworks,"2,606",doll_6.653 b ,doll_7.388 b ,,india
2720,lg innotek,"2,607",doll_6.651 b ,doll_4.426 b ,,south korea
2721,wuxi shangji automation,"2,608",doll_6.642 b ,doll_13.124 b ,,china
2722,odakyu electric railway,"2,609",doll_6.642 b ,doll_8.381 b ,,japan
2723,pepco group n.v.,"2,610",doll_6.630 b ,doll_7.997 b ,,uk
2724,lotte chemical corporation,"2,611",doll_6.632 b ,doll_7.266 b ,,south korea
2725,nextera energy partners lp,"2,612",doll_6.634 b ,doll_6.124 b ,,usa
2726,el puerto de liverpool,"2,613",doll_6.625 b ,doll_5.976 b ,,mexico
2727,nutanix,"2,614",doll_6.616 b ,doll_7.809 b ,,usa
2728,ingredion,"2,615",doll_6.621 b ,doll_5.887 b ,,usa
2729,ritchie bros. auctioneers,"2,616",doll_6.610 b ,doll_6.918 b ,,canada
2730,idp education,"2,617",doll_6.609 b ,doll_6.179 b ,,australia
2731,localiza rent a car,"2,618",doll_6.601 b ,doll_7.926 b ,,brazil
2732,stamps.com,"2,619",doll_6.600 b ,doll_6.060 b ,,usa
2733,shenzhen dynanonic co. ltd,"2,620",doll_6.599 b ,doll_5.233 b ,,china
2734,changjiang securities company,"2,621",doll_6.594 b ,doll_6.412 b ,,china
2735,page industries,"2,622",doll_6.592 b ,doll_4.991 b ,,india
2736,dechra pharmaceuticals,"2,623",doll_6.583 b ,doll_7.826 b ,,uk
2737,tecan group,"2,624",doll_6.579 b ,doll_7.231 b ,,switzerland
2738,eidos therapeutics,"2,624","2,624",doll_5.812 b ,,usa
2739,glacier bancorp,"2,625",doll_6.580 b ,doll_5.087 b ,,usa
2740,sunrun,"2,626",doll_6.566 b ,doll_9.113 b ,,usa
2741,centre testing international group,"2,627",doll_6.574 b ,doll_6.811 b ,,china
2742,change healthcare,"2,628",doll_6.573 b ,doll_6.786 b ,,usa
2743,zhejiang longsheng group,"2,629",doll_6.566 b ,doll_6.588 b ,,china
2744,open house,"2,630",doll_6.571 b ,doll_6.346 b ,,japan
2745,jiangsu expressway company,"2,631",doll_6.570 b ,doll_6.178 b ,,china
2746,ald sa,"2,632",doll_6.567 b ,doll_5.698 b ,,france
2747,adt,"2,633",doll_6.559 b ,doll_7.114 b ,,usa
2748,china shipbuilding industry group power,"2,634",doll_6.558 b ,doll_6.229 b ,,china
2749,coherent,"2,635",doll_6.557 b ,doll_6.199 b ,,usa
2750,helvetia holding ag,"2,636",doll_6.563 b ,doll_6.093 b ,,switzerland
2751,ia financial corporation,"2,637",doll_6.559 b ,doll_5.939 b ,,canada
2752,astral limited,"2,638",doll_6.560 b ,doll_5.936 b ,,india
2753,"shanxi taigang stainless steel co., ltd.","2,639",doll_6.552 b ,doll_7.963 b ,,china
2754,"fushun special steel co.,ltd.","2,640",doll_6.551 b ,doll_7.534 b ,,china
2755,eagle materials,"2,641",doll_6.548 b ,doll_6.578 b ,,usa
2756,kbr,"2,642",doll_6.550 b ,doll_5.482 b ,,usa
2757,huadian power international corporation,"2,643",doll_6.547 b ,doll_5.431 b ,,china
2758,mapfre,"2,644",doll_6.537 b ,doll_6.675 b ,,spain
2759,cobham,"2,645","2,645","2,645",,uk
2760,f&c investment trust,"2,645",doll_6.537 b ,doll_6.567 b ,,uk
2761,rexel,"2,646",doll_6.540 b ,doll_6.338 b ,,france
2762,fraport ag,"2,647",doll_6.540 b ,doll_6.059 b ,,germany
2763,flir systems,"2,647","2,647",doll_5.748 b ,,usa
2764,yantai jereh oilfield services group,"2,648",doll_6.541 b ,doll_5.826 b ,,china
2765,bank ozk,"2,649",doll_6.544 b ,doll_5.499 b ,,usa
2766,anaplan,"2,650",doll_6.534 b ,doll_8.681 b ,,usa
2767,nomura real estate master fund,"2,651",doll_6.529 b ,doll_6.919 b ,,japan
2768,sbi holdings,"2,652",doll_6.528 b ,doll_6.067 b ,,japan
2769,hindustan petroleum corporation,"2,653",doll_6.528 b ,doll_5.684 b ,,india
2770,shanghai bairun investment holding group,"2,654",doll_6.517 b ,doll_8.455 b ,,china
2771,royal gold,"2,655",doll_6.517 b ,doll_7.304 b ,,usa
2772,euronet worldwide,"2,656",doll_6.520 b ,doll_7.038 b ,,usa
2773,air canada,"2,657",doll_6.521 b ,doll_6.927 b ,,canada
2774,yeti holdings,"2,658",doll_6.509 b ,doll_8.689 b ,,usa
2775,asr nederland,"2,659",doll_6.512 b ,doll_6.245 b ,,netherlands
2776,hilton grand vacations,"2,660",doll_6.511 b ,doll_5.229 b ,,usa
2777,tech data corporation,"2,661","2,661","2,661",,usa
2778,hua hong semiconductor,"2,661",doll_6.501 b ,doll_7.651 b ,,china
2779,ford otomotiv sanayi,"2,662",doll_6.501 b ,doll_7.201 b ,,turkey
2780,ackermans & van haaren nv,"2,663",doll_6.501 b ,doll_6.393 b ,,belgium
2781,changsha jingjia microelectronics,"2,664",doll_6.498 b ,doll_5.160 b ,,china
2782,wesco international,"2,665",doll_6.487 b ,doll_5.895 b ,,usa
2783,china suntien green energy corporation,"2,666",doll_6.493 b ,doll_5.313 b ,,china
2784,r1 rcm,"2,667",doll_6.482 b ,doll_5.499 b ,,usa
2785,aspen pharmacare holdings,"2,668",doll_6.465 b ,doll_6.398 b ,,south africa
2786,dawning information industry,"2,669",doll_6.472 b ,doll_6.268 b ,,china
2787,northland power,"2,670",doll_6.458 b ,doll_7.442 b ,,canada
2788,lepu medical technology (beijing),"2,671",doll_6.462 b ,doll_7.127 b ,,china
2789,louisiana-pacific corporation,"2,672",doll_6.456 b ,doll_6.041 b ,,usa
2790,"beijing shougang co., ltd.","2,673",doll_6.452 b ,doll_8.273 b ,,china
2791,baic bluepark new energy technology,"2,674",doll_6.449 b ,doll_7.942 b ,,china
2792,kornit digital,"2,676",doll_6.438 b ,doll_6.036 b ,,israel
2793,tcf financial corporation,"2,677","2,677",doll_5.646 b ,,usa
2794,cadence bancorporation,"2,677",doll_6.435 b ,doll_2.684 b ,,usa
2795,industrial bank of korea,"2,678",doll_6.425 b ,doll_6.689 b ,,south korea
2796,treasury wine estates,"2,679",doll_6.427 b ,doll_6.629 b ,,australia
2797,beijing dabeinong technology group,"2,680",doll_6.425 b ,doll_4.578 b ,,china
2798,encompass health corporation,"2,682",doll_6.411 b ,doll_7.806 b ,,usa
2799,signify,"2,683",doll_6.405 b ,doll_6.958 b ,,netherlands
2800,easyjet,"2,684",doll_6.405 b ,doll_5.105 b ,,uk
2801,beijing easpring material technology,"2,685",doll_6.407 b ,doll_4.928 b ,,china
2802,mainfreight,"2,686",doll_6.404 b ,doll_7.044 b ,,new zealand
2803,charoen pokphand foods public company,"2,687",doll_6.400 b ,doll_6.686 b ,,thailand
2804,etihad etisalat company,"2,688",doll_6.396 b ,doll_6.632 b ,,uae
2805,mdu resources group,"2,689",doll_6.395 b ,doll_6.512 b ,,usa
2806,douglas emmett,"2,690",doll_6.402 b ,doll_5.813 b ,,usa
2807,zhejiang dingli machinery,"2,691",doll_6.403 b ,doll_5.433 b ,,china
2808,medallia,"2,692",doll_6.400 b ,doll_5.416 b ,,usa
2809,konami holdings corporation,"2,693",doll_6.387 b ,doll_8.401 b ,,japan
2810,orpea sa,"2,694",doll_6.390 b ,doll_8.367 b ,,france
2811,hitachi construction machinery,"2,695",doll_6.387 b ,doll_6.250 b ,,japan
2812,sunrise communications group ag,"2,695","2,695",doll_5.583 b ,,switzerland
2813,igo limited,"2,696",doll_6.391 b ,doll_5.509 b ,,australia
2814,godrej properties,"2,697",doll_6.387 b ,doll_5.507 b ,,india
2815,jabal omar development company,"2,698",doll_6.382 b ,doll_8.256 b ,,saudi arabia
2816,"tianneng battery group co., ltd.","2,699",doll_6.384 b ,doll_6.813 b ,,china
2817,landstar system,"2,700",doll_6.380 b ,doll_6.431 b ,,usa
2818,valmet oyj,"2,701",doll_6.381 b ,doll_6.029 b ,,finland
2819,switch,"2,702",doll_6.378 b ,doll_5.997 b ,,usa
2820,descartes systems group,"2,703",doll_6.369 b ,doll_6.604 b ,,canada
2821,chongqing rural commercial bank,"2,704",doll_6.367 b ,doll_6.390 b ,,china
2822,valve corporation,"2,704","2,704","2,704",,usa
2823,caci international,"2,705",doll_6.372 b ,doll_6.074 b ,,usa
2824,grupo aeroportuario del sureste s. a. b. de c. v,"2,706",doll_6.361 b ,doll_5.363 b ,,mexico
2825,anhui kouzi distillery,"2,707",doll_6.356 b ,doll_4.643 b ,,china
2826,cloudkitchens,"2,707","2,707","2,707",,usa
2827,hashicorp,"2,707","2,707","2,707",,usa
2828,lazada group,"2,707","2,707","2,707",,singapore
2829,machine zone,"2,707","2,707","2,707",,usa
2830,tempus,"2,707","2,707","2,707",,usa
2831,the hut group,"2,707","2,707","2,707",,uk
2832,xiaohongshu,"2,707","2,707","2,707",,china
2833,notre dame intermedica participacoes,"2,708",doll_6.345 b ,doll_9.340 b ,,brazil
2834,boston beer company,"2,709",doll_6.348 b ,doll_7.003 b ,,usa
2835,nexstar media group,"2,710",doll_6.352 b ,doll_6.290 b ,,usa
2836,valvoline,"2,711",doll_6.353 b ,doll_5.452 b ,,usa
2837,kawasaki kisen kaisha,"2,712",doll_6.347 b ,doll_4.551 b ,,japan
2838,yifeng pharmacy chain,"2,713",doll_6.340 b ,doll_6.038 b ,,china
2839,zhejiang yongtai technology,"2,714",doll_6.332 b ,doll_6.076 b ,,china
2840,china literature,"2,715",doll_6.322 b ,doll_8.869 b ,,china
2841,cosan,"2,716",doll_6.315 b ,doll_7.907 b ,,brazil
2842,cholamandalam investment and finance company,"2,717",doll_6.321 b ,doll_6.538 b ,,india
2843,abb india,"2,718",doll_6.319 b ,doll_5.582 b ,,india
2844,china state construction international holdings,"2,719",doll_6.316 b ,doll_4.198 b ,,china
2845,gujarat gas,"2,720",doll_6.313 b ,doll_6.790 b ,,india
2846,eclat textile,"2,721",doll_6.307 b ,doll_5.521 b ,,taiwan
2847,zhejiang jiuzhou pharmaceutical co. ltd,"2,722",doll_6.312 b ,doll_5.279 b ,,china
2848,tianshui huatian technology,"2,723",doll_6.307 b ,doll_5.166 b ,,china
2849,"iweb, inc.","2,724",doll_6.314 b ,doll_0.141 b ,,nigeria
2850,welcia holdings,"2,725",doll_6.302 b ,doll_7.345 b ,,japan
2851,sweco ab (publ),"2,726",doll_6.300 b ,doll_6.543 b ,,sweden
2852,financiere de l'odet sa,"2,727",doll_6.295 b ,doll_6.386 b ,,france
2853,zhongjin gold,"2,728",doll_6.297 b ,doll_6.304 b ,,china
2854,cyberark software,"2,729",doll_6.287 b ,doll_6.677 b ,,usa
2855,nvent electric,"2,730",doll_6.287 b ,doll_5.776 b ,,uk
2856,watts water technologies,"2,731",doll_6.288 b ,doll_5.772 b ,,usa
2857,south state corporation,"2,732",doll_6.285 b ,doll_4.804 b ,,usa
2858,beijing shiji information technology,"2,733",doll_6.293 b ,doll_3.923 b ,,china
2859,raia drogasil,"2,734",doll_6.277 b ,doll_8.014 b ,,brazil
2860,texas roadhouse,"2,735",doll_6.283 b ,doll_6.634 b ,,usa
2861,ooredoo,"2,736",doll_6.282 b ,doll_5.984 b ,,qatar
2862,gan & lee pharmaceuticals,"2,737",doll_6.268 b ,doll_6.915 b ,,china
2863,mapletree logistics trust,"2,738",doll_6.273 b ,doll_6.518 b ,,singapore
2864,wintime energy,"2,739",doll_6.267 b ,doll_6.165 b ,,china
2865,cousins properties,"2,740",doll_6.267 b ,doll_5.760 b ,,usa
2866,proximus,"2,741",doll_6.257 b ,doll_6.391 b ,,belgium
2867,colliers international group,"2,742",doll_6.256 b ,doll_6.098 b ,,canada
2868,inspire medical systems,"2,743",doll_6.257 b ,doll_6.097 b ,,usa
2869,hakuhodo dy holdings,"2,744",doll_6.258 b ,doll_6.053 b ,,japan
2870,jiangsu yangnong chemical,"2,754",doll_6.230 b ,doll_5.527 b ,,china
2871,koei tecmo holdings,"2,745",doll_6.249 b ,doll_7.444 b ,,japan
2872,suning.com,"2,755",doll_6.215 b ,doll_7.443 b ,,china
2873,ccc intelligent solutions holdings inc.,"2,756",doll_6.219 b ,doll_6.897 b ,,usa
2874,fs kkr capital,"2,757",doll_6.218 b ,doll_6.584 b ,,usa
2875,beijing tiantan biological products,"2,758",doll_6.212 b ,doll_6.488 b ,,china
2876,humanwell healthcare (group),"2,759",doll_6.211 b ,doll_5.448 b ,,china
2877,shinko electric industries,"2,760",doll_6.208 b ,doll_4.610 b ,,japan
2878,steel authority of india,"2,761",doll_6.199 b ,doll_6.960 b ,,india
2879,anker innovations limited,"2,762",doll_6.203 b ,doll_6.861 b ,,china
2880,songcheng performance development,"2,763",doll_6.199 b ,doll_6.158 b ,,china
2881,jarir marketing company,"2,746",doll_6.253 b ,doll_6.869 b ,,saudi arabia
2882,itv,"2,747",doll_6.253 b ,doll_6.468 b ,,uk
2883,emmi ag,"2,748",doll_6.250 b ,doll_6.123 b ,,switzerland
2884,be semiconductor industries,"2,749",doll_6.240 b ,doll_7.019 b ,,netherlands
2885,kose corporation,"2,750",doll_6.231 b ,doll_6.842 b ,,japan
2886,glaxosmithkline consumer healthcare,"2,750","2,750","2,750",,india
2887,weir group,"2,751",doll_6.227 b ,doll_6.227 b ,,uk
2888,asgn,"2,752",doll_6.227 b ,doll_5.935 b ,,usa
2889,weihai guangwei composites,"2,753",doll_6.230 b ,doll_5.698 b ,,china
2890,toppan printing,"2,764",doll_6.198 b ,doll_6.010 b ,,japan
2891,yunnan aluminium,"2,765",doll_6.190 b ,doll_7.503 b ,,china
2892,e ink holdings,"2,766",doll_6.192 b ,doll_3.206 b ,,taiwan
2893,g4s,"2,767","2,767",doll_5.385 b ,,uk
2894,zydus lifesciences limited,"2,767",doll_6.180 b ,doll_7.926 b ,,india
