02-GioPonSpiz-country,07-silvestri-country,08-slytherin-country,00-avengers-headquarters_country,03-gren-headquarters_country,04-iGMM-headquarters_country
hong kong,,australia,india,hong kong,usa
usa,,south africa,ireland,usa,singapore
japan,,japan,japan,japan,australia
usa,,luxembourg,usa,usa,uk
usa,,indonesia,australia,usa,uk
singapore,,australia,thailand,singapore,luxembourg
australia,,china,china,australia,china
uk,,uk,luxembourg,uk,thailand
uk,,thailand,uk,uk,australia
luxembourg,,usa,uk,luxembourg,usa
china,,australia,australia,china,australia
thailand,,thailand,singapore,thailand,indonesia
australia,,uk,usa,australia,thailand
usa,,sweden,usa,usa,china
australia,,china,japan,australia,uk
indonesia,,russia,russia,indonesia,mexico
thailand,,norway,norway,thailand,norway
china,,brazil,mexico,china,russia
uk,,israel,uk,uk,japan
mexico,,uk,china,mexico,brazil
norway,,china,thailand,norway,sweden
russia,,mexico,indonesia,russia,israel
japan,,japan,australia,japan,china
brazil,,india,brazil,brazil,thailand
sweden,,thailand,india,sweden,usa
israel,,usa,india,israel,india
china,,usa,usa,china,usa
thailand,,switzerland,india,thailand,india
usa,,usa,usa,usa,india
india,,india,thailand,india,usa
usa,,usa,china,usa,sweden
india,,sweden,israel,india,switzerland
india,,india,sweden,india,usa
usa,,china,usa,usa,australia
sweden,,china,usa,sweden,usa
switzerland,,usa,japan,switzerland,china
usa,,russia,china,usa,china
australia,,china,china,australia,japan
usa,,japan,usa,usa,usa
china,,japan,australia,china,japan
china,,japan,usa,china,russia
japan,,usa,switzerland,japan,japan
usa,,australia,sweden,usa,china
japan,,australia,japan,japan,india
russia,,usa,usa,russia,china
japan,,china,china,japan,israel
china,,china,israel,china,china
india,,china,china,india,usa
china,,saudi arabia,china,china,china
israel,,china,india,israel,china
china,,israel,china,china,saudi arabia
usa,,china,japan,usa,australia
china,,india,russia,china,china
china,,uk,china,china,uk
saudi arabia,,usa,singapore,saudi arabia,usa
australia,,canada,usa,australia,china
china,,austria,austria,china,austria
uk,,china,china,uk,usa
usa,,china,usa,usa,singapore
china,,china,uk,china,singapore
austria,,singapore,china,austria,china
usa,,singapore,australia,usa,china
singapore,,usa,saudi arabia,singapore,canada
singapore,,japan,singapore,singapore,japan
china,,canada,china,china,usa
china,,uk,china,china,uk
canada,,brazil,sweden,canada,sweden
japan,,australia,uk,japan,china
usa,,italy,usa,usa,china
uk,,china,japan,uk,canada
sweden,,sweden,canada,sweden,brazil
china,,usa,china,china,italy
china,,china,china,china,australia
canada,,china,canada,canada,china
brazil,,canada,india,brazil,usa
italy,,china,canada,italy,japan
australia,,india,india,australia,india
china,,india,japan,china,canada
usa,,japan,usa,usa,india
japan,,india,china,japan,china
india,,netherlands,australia,india,india
canada,,canada,italy,canada,netherlands
india,,usa,brazil,india,canada
china,,usa,china,china,egypt
india,,egypt,australia,india,usa
netherlands,,usa,usa,netherlands,mexico
canada,,japan,japan,canada,japan
egypt,,taiwan,mexico,egypt,usa
usa,,france,usa,usa,australia
mexico,,india,egypt,mexico,india
japan,,taiwan,canada,japan,france
usa,,australia,netherlands,usa,taiwan
australia,,mexico,india,australia,taiwan
india,,china,india,india,taiwan
france,,taiwan,usa,france,usa
taiwan,,usa,china,taiwan,usa
taiwan,,israel,usa,taiwan,usa
taiwan,,uk,usa,taiwan,china
usa,,usa,usa,usa,usa
usa,,usa,taiwan,usa,uk
usa,,usa,taiwan,usa,france
china,,canada,taiwan,china,canada
usa,,france,france,usa,israel
uk,,china,uk,uk,usa
france,,usa,luxembourg,france,switzerland
canada,,switzerland,china,canada,switzerland
israel,,usa,india,israel,india
usa,,luxembourg,switzerland,usa,china
switzerland,,taiwan,switzerland,switzerland,luxembourg
switzerland,,china,usa,switzerland,china
india,,india,israel,india,taiwan
china,,switzerland,canada,china,usa
luxembourg,,usa,france,luxembourg,usa
china,,uk,china,china,japan
taiwan,,india,india,taiwan,usa
usa,,japan,france,usa,china
usa,,france,denmark,usa,denmark
japan,,denmark,china,japan,france
usa,,china,usa,usa,india
china,,south korea,japan,china,south korea
denmark,,usa,usa,denmark,china
france,,china,usa,france,japan
india,,japan,taiwan,india,uk
south korea,,brazil,south korea,south korea,south korea
china,,mexico,canada,china,usa
japan,,china,usa,japan,mexico
uk,,australia,usa,uk,usa
south korea,,canada,mexico,south korea,usa
usa,,usa,usa,usa,canada
mexico,,usa,south korea,mexico,australia
usa,,usa,uk,usa,brazil
usa,,south korea,japan,usa,usa
canada,,usa,china,canada,china
australia,,china,australia,australia,china
brazil,,china,usa,brazil,india
usa,,usa,usa,usa,uk
china,,usa,switzerland,china,switzerland
china,,china,uk,china,usa
india,,usa,india,india,usa
uk,,usa,china,uk,usa
switzerland,,switzerland,china,switzerland,china
usa,,uk,usa,usa,usa
usa,,india,brazil,usa,china
usa,,japan,usa,usa,japan
china,,france,usa,china,china
usa,,china,china,usa,france
china,,china,usa,china,usa
japan,,india,france,japan,china
china,,usa,china,china,usa
france,,canada,japan,france,switzerland
usa,,usa,china,usa,canada
china,,china,usa,china,india
usa,,switzerland,china,usa,china
switzerland,,usa,switzerland,switzerland,china
canada,,uk,uk,canada,usa
india,,spain,spain,india,usa
china,,china,china,china,china
china,,china,usa,china,spain
usa,,usa,usa,usa,uk
usa,,usa,china,usa,uk
china,,uk,china,china,france
spain,,france,india,spain,germany
uk,,germany,canada,uk,usa
uk,,china,uk,uk,china
france,,canada,india,france,usa
germany,,usa,japan,germany,usa
usa,,japan,japan,usa,japan
china,,usa,usa,china,japan
usa,,usa,usa,usa,india
usa,,usa,china,usa,china
japan,,japan,usa,japan,usa
japan,,china,germany,japan,usa
india,,india,france,india,canada
china,,china,china,china,usa
usa,,belgium,turkey,usa,netherlands
usa,,usa,china,usa,usa
canada,,china,usa,canada,usa
usa,,usa,usa,usa,china
netherlands,,usa,netherlands,netherlands,turkey
usa,,china,usa,usa,belgium
usa,,netherlands,canada,usa,china
china,,turkey,usa,china,usa
turkey,,usa,usa,turkey,china
belgium,,usa,belgium,belgium,usa
china,,china,usa,china,south africa
usa,,usa,china,usa,china
china,,canada,canada,china,canada
usa,,china,china,usa,china
south africa,,usa,south africa,south africa,usa
china,,china,usa,china,china
canada,,israel,china,canada,china
china,,china,usa,china,israel
usa,,south africa,china,usa,usa
china,,usa,china,china,usa
china,,china,netherlands,china,south korea
israel,,new zealand,usa,israel,australia
usa,,thailand,china,usa,china
usa,,china,australia,usa,usa
south korea,,netherlands,south korea,south korea,netherlands
australia,,uk,usa,australia,uk
china,,usa,usa,china,china
usa,,australia,israel,usa,new zealand
netherlands,,south korea,china,netherlands,thailand
uk,,uae,uk,uk,uae
china,,australia,japan,china,usa
new zealand,,switzerland,usa,new zealand,usa
thailand,,japan,china,thailand,china
uae,,japan,usa,uae,usa
usa,,france,usa,usa,japan
usa,,usa,uae,usa,france
china,,china,thailand,china,japan
usa,,usa,new zealand,usa,switzerland
japan,,usa,china,japan,australia
france,,india,france,france,india
japan,,usa,usa,japan,saudi arabia
switzerland,,china,finland,switzerland,china
australia,,usa,usa,australia,usa
india,,finland,china,india,finland
saudi arabia,,usa,saudi arabia,saudi arabia,usa
china,,canada,india,china,canada
usa,,usa,australia,usa,china
finland,,china,switzerland,finland,usa
usa,,saudi arabia,japan,usa,usa
canada,,mexico,canada,canada,mexico
china,,uk,usa,china,china
usa,,usa,singapore,usa,usa
usa,,singapore,usa,usa,usa
mexico,,china,usa,mexico,singapore
china,,brazil,china,china,usa
usa,,usa,mexico,usa,usa
usa,,usa,usa,usa,uk
singapore,,china,usa,singapore,china
usa,,usa,china,usa,brazil
usa,,china,usa,usa,usa
uk,,usa,china,uk,usa
china,,usa,japan,china,usa
brazil,,japan,usa,brazil,japan
usa,,usa,china,usa,china
usa,,india,usa,usa,china
usa,,china,usa,usa,china
japan,,brazil,brazil,japan,brazil
china,,china,china,china,india
china,,india,uk,china,india
china,,nigeria,china,china,china
brazil,,japan,nigeria,brazil,india
india,,taiwan,china,india,taiwan
india,,china,china,india,china
china,,india,taiwan,china,china
india,,china,india,india,nigeria
taiwan,,china,china,taiwan,japan
china,,china,india,china,sweden
china,,france,india,china,france
nigeria,,sweden,brazil,nigeria,china
japan,,china,japan,japan,usa
sweden,,qatar,brazil,sweden,uk
france,,usa,china,france,usa
china,,uk,usa,china,usa
usa,,brazil,usa,usa,china
uk,,singapore,uk,uk,brazil
usa,,usa,usa,usa,usa
usa,,china,china,usa,qatar
china,,usa,france,china,china
brazil,,usa,sweden,brazil,singapore
usa,,belgium,usa,usa,china
qatar,,china,japan,qatar,usa
china,,uk,usa,china,belgium
singapore,,saudi arabia,canada,singapore,canada
china,,japan,belgium,china,usa
usa,,japan,usa,usa,japan
belgium,,canada,china,belgium,japan
canada,,usa,singapore,canada,saudi arabia
usa,,switzerland,china,usa,uk
japan,,usa,qatar,japan,switzerland
china,,netherlands,japan,japan,netherlands
japan,,usa,china,saudi arabia,japan
china,,usa,usa,uk,india
usa,,china,uk,switzerland,uk
usa,,usa,india,netherlands,usa
china,,uk,japan,japan,china
china,,china,netherlands,india,china
japan,,china,switzerland,uk,china
india,,india,uk,usa,usa
china,,japan,saudi arabia,china,usa
china,,taiwan,china,china,china
saudi arabia,,china,china,china,china
uk,,china,china,usa,japan
switzerland,,china,india,usa,india
netherlands,,india,japan,china,china
japan,,japan,china,china,china
india,,china,china,japan,japan
uk,,uk,usa,india,china
usa,,japan,usa,china,taiwan
china,,china,china,china,uk
japan,,south korea,japan,japan,india
china,,china,china,china,china
taiwan,,india,china,taiwan,japan
uk,,india,japan,uk,japan
india,,china,japan,india,china
china,,japan,china,china,china
japan,,japan,india,japan,south korea
japan,,denmark,uk,japan,china
china,,china,taiwan,china,india
china,,china,china,china,denmark
south korea,,uk,south korea,south korea,uk
china,,switzerland,switzerland,china,usa
india,,spain,usa,india,spain
denmark,,usa,china,denmark,china
uk,,usa,spain,uk,usa
usa,,usa,usa,usa,switzerland
spain,,japan,uk,spain,usa
china,,china,denmark,china,japan
usa,,usa,india,usa,usa
switzerland,,usa,china,switzerland,usa
usa,,uk,usa,usa,uk
japan,,usa,canada,japan,china
usa,,usa,china,usa,china
usa,,usa,belgium,usa,belgium
uk,,china,china,uk,china
china,,china,china,china,canada
china,,belgium,uk,china,hong kong
belgium,,hong kong,usa,belgium,usa
china,,canada,usa,china,usa
canada,,china,japan,canada,usa
hong kong,,china,hong kong,hong kong,japan
usa,,indonesia,sweden,usa,usa
usa,,usa,china,usa,china
usa,,sweden,usa,usa,usa
japan,,south africa,china,japan,china
usa,,china,usa,usa,sweden
china,,japan,japan,china,china
usa,,china,usa,usa,south africa
china,,usa,usa,china,indonesia
sweden,,china,usa,sweden,china
china,,japan,china,china,japan
south africa,,japan,japan,south africa,china
indonesia,,usa,usa,indonesia,china
china,,china,turkey,china,turkey
japan,,usa,china,japan,usa
china,,usa,china,china,japan
china,,china,japan,china,usa
turkey,,china,china,turkey,china
usa,,china,indonesia,usa,china
japan,,turkey,south africa,japan,usa
usa,,china,usa,usa,china
china,,hong kong,hong kong,china,china
china,,china,usa,china,china
usa,,hong kong,indonesia,usa,indonesia
china,,singapore,china,china,usa
china,,china,china,china,hong kong
china,,china,china,china,china
indonesia,,indonesia,usa,indonesia,china
usa,,china,china,usa,hong kong
hong kong,,usa,china,hong kong,singapore
china,,india,china,china,india
china,,taiwan,usa,china,japan
hong kong,,turkey,usa,hong kong,uk
singapore,,japan,luxembourg,singapore,luxembourg
india,,luxembourg,uk,india,usa
japan,,usa,japan,japan,usa
uk,,usa,india,uk,turkey
luxembourg,,uk,singapore,luxembourg,usa
usa,,usa,hong kong,usa,taiwan
usa,,usa,china,usa,usa
turkey,,japan,turkey,turkey,usa
usa,,usa,usa,usa,china
taiwan,,norway,usa,taiwan,norway
usa,,china,china,usa,china
usa,,china,norway,usa,usa
china,,japan,china,china,usa
norway,,china,usa,norway,china
china,,italy,usa,china,japan
usa,,usa,taiwan,usa,japan
usa,,usa,usa,usa,italy
china,,spain,china,china,usa
japan,,china,usa,japan,usa
japan,,south korea,spain,japan,south korea
italy,,china,usa,italy,usa
usa,,usa,south korea,usa,spain
usa,,usa,usa,usa,usa
south korea,,china,usa,south korea,china
usa,,usa,italy,usa,china
spain,,usa,japan,spain,china
usa,,china,japan,usa,china
china,,south korea,china,china,usa
china,,india,china,china,south korea
china,,usa,british virgin islands,china,usa
china,,usa,usa,china,usa
usa,,usa,usa,usa,british virgin islands
south korea,,usa,south korea,south korea,china
usa,,india,usa,usa,usa
usa,,british virgin islands,china,usa,india
british virgin islands,,usa,china,british virgin islands,india
china,,china,china,china,usa
usa,,south korea,usa,usa,canada
india,,usa,china,india,japan
india,,usa,usa,india,china
usa,,china,usa,usa,usa
canada,,japan,china,canada,usa
japan,,norway,japan,japan,china
china,,usa,canada,china,norway
usa,,china,usa,usa,usa
usa,,canada,india,usa,south korea
china,,china,india,china,china
norway,,usa,norway,norway,usa
usa,,uk,uk,usa,usa
south korea,,china,usa,south korea,japan
china,,cyprus,france,china,france
usa,,usa,japan,usa,usa
usa,,france,usa,usa,uk
japan,,new zealand,usa,japan,cyprus
france,,uk,china,france,uk
usa,,usa,south korea,usa,china
uk,,japan,usa,uk,new zealand
cyprus,,usa,cyprus,cyprus,finland
uk,,finland,china,uk,usa
china,,japan,japan,china,china
new zealand,,usa,germany,new zealand,germany
finland,,china,china,finland,japan
usa,,china,usa,usa,china
china,,japan,finland,china,japan
germany,,sweden,china,germany,sweden
japan,,china,uk,japan,usa
china,,germany,new zealand,china,china
japan,,austria,japan,japan,china
sweden,,south korea,china,sweden,hong kong
usa,,hong kong,india,usa,china
china,,china,south korea,china,south korea
china,,china,china,china,india
hong kong,,china,hong kong,hong kong,china
china,,china,china,china,china
south korea,,india,china,south korea,uk
india,,china,usa,india,austria
china,,uk,sweden,china,china
china,,australia,china,china,hong kong
uk,,usa,usa,uk,usa
austria,,italy,china,austria,canada
china,,china,china,china,usa
hong kong,,china,canada,hong kong,china
usa,,usa,usa,usa,usa
canada,,canada,hong kong,canada,australia
china,,usa,china,china,china
china,,hong kong,austria,china,china
usa,,china,uk,usa,italy
australia,,usa,australia,australia,usa
china,,indonesia,malaysia,china,singapore
china,,brazil,usa,china,india
italy,,usa,brazil,italy,brazil
usa,,malaysia,india,usa,usa
singapore,,south africa,singapore,singapore,malaysia
india,,indonesia,usa,india,south africa
brazil,,singapore,italy,brazil,germany
usa,,germany,china,usa,indonesia
malaysia,,india,china,malaysia,indonesia
south africa,,china,south africa,south africa,usa
germany,,usa,uk,germany,china
indonesia,,china,china,indonesia,china
indonesia,,china,china,indonesia,china
usa,,china,china,usa,china
china,,china,china,china,uk
china,,australia,usa,china,france
china,,france,indonesia,china,australia
china,,uk,indonesia,china,china
uk,,china,germany,uk,china
france,,germany,france,france,usa
australia,,italy,germany,australia,italy
china,,south korea,sweden,china,south korea
china,,sweden,india,china,india
usa,,india,south korea,usa,sweden
italy,,china,italy,italy,germany
south korea,,usa,usa,south korea,india
india,,china,china,india,china
sweden,,japan,china,sweden,japan
germany,,india,australia,germany,china
india,,canada,india,india,canada
china,,india,usa,china,india
japan,,usa,france,japan,brazil
china,,usa,germany,china,germany
canada,,germany,brazil,canada,france
india,,brazil,india,india,usa
brazil,,usa,canada,brazil,usa
germany,,usa,china,germany,germany
france,,france,japan,france,usa
usa,,germany,china,usa,usa
usa,,china,usa,usa,netherlands
germany,,china,usa,germany,china
usa,,netherlands,germany,usa,china
usa,,china,australia,usa,australia
netherlands,,usa,china,netherlands,germany
china,,china,china,china,usa
china,,canada,netherlands,china,canada
australia,,switzerland,usa,australia,china
germany,,germany,usa,germany,china
usa,,australia,germany,usa,switzerland
canada,,sweden,canada,canada,usa
china,,usa,usa,china,australia
china,,colombia,sweden,china,china
switzerland,,thailand,china,switzerland,china
usa,,usa,china,usa,sweden
australia,,russia,australia,australia,usa
china,,india,usa,china,russia
china,,china,switzerland,china,colombia
sweden,,australia,china,sweden,india
usa,,china,china,usa,thailand
russia,,china,russia,russia,france
colombia,,new zealand,australia,colombia,usa
india,,usa,belgium,india,finland
thailand,,belgium,usa,thailand,usa
france,,australia,finland,france,belgium
usa,,china,usa,usa,australia
finland,,usa,france,finland,china
usa,,finland,thailand,usa,usa
belgium,,france,india,belgium,new zealand
australia,,usa,colombia,australia,china
china,,taiwan,china,china,china
usa,,china,india,usa,taiwan
new zealand,,india,india,new zealand,china
china,,india,usa,china,usa
china,,usa,china,china,india
taiwan,,india,taiwan,taiwan,india
china,,china,china,china,china
usa,,japan,china,usa,japan
india,,china,new zealand,india,india
india,,china,usa,india,china
china,,usa,china,china,usa
japan,,china,mexico,japan,china
india,,mexico,usa,india,luxembourg
china,,taiwan,usa,china,usa
usa,,usa,luxembourg,usa,usa
china,,luxembourg,china,china,mexico
luxembourg,,canada,usa,luxembourg,canada
usa,,usa,china,usa,taiwan
usa,,usa,india,usa,usa
mexico,,denmark,japan,mexico,denmark
canada,,china,canada,canada,usa
