,name,trade_name,address_name,postalcode,city,state,country,location_type
1572,HDI ASSICURAZIONI SPA,,PIAZZA GUGLIELMO MARCONI 25,144,ROMA,ITALY,ITALY,Headquarter
1573,RED LOBSTER SOURCING LLC,RED LOBSTER,450 S ORANGE AVE STE 800,328013344,ORLANDO,Florida(FL),UNITED STATES,Headquarter
1574,INEOS EUROPEAN HOLDINGS LIMITED,,Hawkslease Chapel Lane,              SO43 7FG,LYNDHURST,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1575,MTS SPA,,VIA TOMACELLI 146,186,ROMA,ITALY,ITALY,Headquarter
1576,,,,,,,,
1577,INEOS INDUSTRIES LIMITED,,HAWKSLEASE CHAPEL LANE,              SO43 7FG,LYNDHURST,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1578,BRIVIO & VIGANO' LOGISTICS SRL,,VIA DELLE INDUSTRIE 1/3,20060,POZZUOLO MARTESANA,ITALY,ITALY,Headquarter
1579,,,,,,,,
1580,TERRAPINN LIMITED,,Wren House,              EC1N 8EL,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
1581,HITRAC ENGINEERING GROUP SPA,,VIALE LIBANO 28,144,ROMA,ITALY,ITALY,Headquarter
1582,KAISER FOUNDATION HOSPITALS,,1 KAISER PLZ,946123610,OAKLAND,California(CA),UNITED STATES,Headquarter
1583,,,,,,,,
1584,FAAC PARTECIPAZIONI INDUSTRIALI SRL,,VIA MONALDO CALARI 10,40069,ZOLA PREDOSA,ITALY,ITALY,Headquarter
1585,SONESTA INTERNATIONAL HOTELS CORPORATION,,400 CENTRE ST STE 100,24582076,NEWTON,Massachusetts(MA),UNITED STATES,Headquarter
1586,,,,,,,,
1587,FAAC SPA,,VIA MONALDO CALARI 10,40069,ZOLA PREDOSA,ITALY,ITALY,Headquarter
1588,BANSK GROUP LLC,,340 MADISON AVE STE 22C,101735000,NEW YORK,New York(NY),UNITED STATES,Headquarter
1589,CHRISTIAN DIOR UK LIMITED,,49A Pavilion Road,              SW1X 0HD,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1590,LANNUTTI SPA,,VIA VALLE PO 149,12100,CUNEO,ITALY,ITALY,Headquarter
1591,,,,,,,,
1592,HAWK INCENTIVES LIMITED,,Westside London Road,              HP3 9TD,HEMEL HEMPSTEAD,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1593,TRASPORTI INTERNAZIONALI AGENZIA MARITTIMA SAVINO DEL BENE SPA,SAVINO DEL BENE,VIA DEL BOTTEGHINO 24/26,50018,SCANDICCI,ITALY,ITALY,
1594,ICON DE HOLDINGS LLC,,103 FOULK ROAD SUITE 276,198033742,WILMINGTON,Delaware(DE),UNITED STATES,Single address
1595,INEOS GRANGEMOUTH LIMITED,,Hawkslease Chapel Lane,              SO43 7FG,LYNDHURST,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1596,MI-GSO ITALIA SRL,,PIAZZA PAOLO FERRARI 8,20121,MILANO,ITALY,ITALY,Headquarter
1597,,,,,,,,
1598,,,,,,,,
1599,PIXARTPRINTING SPA,,VIA I MAGGIO 8,30020,QUARTO D'ALTINO,ITALY,ITALY,Headquarter
1600,EMPOWER ANNUITY INSURANCE COMPANY OF AMERICA,EMPOWER RETIREMENT,8515 E ORCHARD RD,801115002,GREENWOOD VILLAGE,Colorado(CO),UNITED STATES,Headquarter
1601,TASTER FOOD UK LIMITED,TASTER,68 HANBURY ST SPITALFIELDS,              E1 5JP,LONDON,UNITED KINGDOM,UNITED KINGDOM,
1602,SIIRTEC NIGI SPA,,VIA ALESSANDRO ALGARDI 2,20148,MILANO,ITALY,ITALY,Headquarter
1603,,,,,,,,
1604,PUBLICIS MEDIA LIMITED,,24 Percy Street,              W1T 2BS,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1605,DILMOOR SPA SIGLABILE DLM SPA DLR SPA DMO SPA DMR SPA DM SPA,,VIA GIOSUE' CARDUCCI 25/25 A,24066,PEDRENGO,ITALY,ITALY,Headquarter
1606,,,,,,,,
1607,PAVILION PUBLISHING AND MEDIA LTD.,,25 Cecil Pashley Way Shoreham Airport,              BN43 5FF,SHOREHAM-BY-SEA,UNITED KINGDOM,UNITED KINGDOM,Single address
1608,AMARIS TECHNOLOGIES SRL,,LUNGO DORA PIETRO COLLETTA 75,10153,TORINO,ITALY,ITALY,Headquarter
1609,REGIONS INVESTMENT MANAGEMENT COMPANY,,2011 4TH AVE N,352033316,BIRMINGHAM,Alabama(AL),UNITED STATES,Headquarter
1610,,,,,,,,
1611,FITT SPA SOCIETA' UNIPERSONALE,,VIA PIAVE 8,36066,SANDRIGO,ITALY,ITALY,Headquarter
1612,UNITY TECHNOLOGIES SF,,30 3RD ST,941033104,SAN FRANCISCO,California(CA),UNITED STATES,Headquarter
1613,BEGGARS GROUP MEDIA LIMITED,,17-19 Alma Road,              SW18 1AA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1614,GILETTA SPA,,VIA ALCIDE DE GASPERI 1,12036,REVELLO,ITALY,ITALY,Headquarter
1615,,,,,,,,
1616,,,,,,,,
1617,LOGIUDICE FORNI SRL,,VIA MACIA 14,37040,ARCOLE,ITALY,ITALY,Headquarter
1618,,,,,,,,
1619,TESTERWORLD LIMITED,DE PHARMACEUTICALS,The Chancery 58 Spring Gardens,              M2 1EW,MANCHESTER,UNITED KINGDOM,UNITED KINGDOM,
1620,LAFITTE ITALIA NATURAL CORK SRL,,FRAZIONE SAN VITO 102/I,14042,CALAMANDRANA,ITALY,ITALY,Single address
1621,,,,,,,,
1622,KIOWA LIMITED,,The Reservation Sleaford Business Park,              NG34 7BY,SLEAFORD,UNITED KINGDOM,UNITED KINGDOM,Single address
1623,INTERCONTINENTAL SPECIALTY FATS (ITALY) SRL IN FORMA ABBREVIATO ISF ITALY SRL,,PONTE PALEOCAPA SNC,16126,GENOVA,ITALY,ITALY,Single address
1624,,,,,,,,
1625,,,,,,,,
1626,DOLOMITI ENERGIA TRADING SPA,,VIA FERSINA 23,38123,TRENTO,ITALY,ITALY,Headquarter
1627,,,,,,,,
1628,MARKS AND SPENCER P.L.C.,,Waterside House 35 North Wharf Road,              W2 1NW,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1629,ANGEL4FUTURE SRL,,VIA SAN SABINO 21,70042,MOLA DI BARI,ITALY,ITALY,Single address
1630,,,,,,,,
1631,ORWELL GROUP HOLDING LTD,,2nd Floor 110 Cannon Street,              EC4N 6EU,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1632,COMPOSAD SRL,,VIA LEON BATTISTA ALBERTI 1,46019,VIADANA (ZONA INDUSTRIALE GERBOLINA ),ITALY,ITALY,Headquarter
1633,,,,,,,,
1634,NISSAN MOTOR MANUFACTURING (UK) LIMITED,,Washington Road,              SR5 3NS,SUNDERLAND,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1635,CONSERVE ITALIA - CONSORZIO ITALIANO FRA COOPERATIVE AGRICOLE SOC COOP AGRICOLA,CIRIO,VIA PAOLO POGGI 11,40068,SAN LAZZARO DI SAVENA,ITALY,ITALY,
1636,,,,,,,,
1637,NISSAN TRADING EUROPE LIMITED,,Investor House Wessington Way,              SR5 3XB,SUNDERLAND,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1638,HME BRASS ITALY SPA,,VIA CASSANO 113,15069,SERRAVALLE SCRIVIA,ITALY,ITALY,Headquarter
1639,,,,,,,,
1640,,,,,,,,
1641,KME RECYCLE SRL,,VIA GIORGIO SAVIANE 6,50127,FIRENZE,ITALY,ITALY,Single address
1642,,,,,,,,
1643,AECOM LIMITED,,Algate Tower 2 Leman Street,              E1 8FA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1644,KME ITALY SPA,,VIA GIORGIO SAVIANE 6,50127,FIRENZE,ITALY,ITALY,Headquarter
1645,E. & J. GALLO WINERY,J VINEYARDS & WINERY,600 YOSEMITE BLVD,953542760,MODESTO,California(CA),UNITED STATES,Headquarter
1646,BMW SERVICES LIMITED,,Ellesfield Avenue,              RG12 8TA,BRACKNELL,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1647,KME SRL,,VIA GIORGIO SAVIANE 6,50127,FIRENZE,ITALY,ITALY,Single address
1648,JUSTIN VINEYARDS & WINERY LLC,,11680 CHIMNEY ROCK RD,934469792,PASO ROBLES,California(CA),UNITED STATES,Headquarter
1649,BMW FINANCIAL SERVICES (GB) LIMITED,,Summit One Summit Avenue,              GU14 0FB,FARNBOROUGH,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1650,AMBIENTA SOCIETA' DI GESTIONE DEL RISPARMIO SPA,AMBIENTA SGR SPA,PIAZZA FONTANA 6,20122,MILANO,ITALY,ITALY,
1651,VONTIER CORPORATION,,5438 WADE PARK BLVD STE 600,276073651,RALEIGH,North Carolina(NC),UNITED STATES,Headquarter
1652,BMW (UK) LIMITED,BMW,Summit One Summit Avenue,              GU14 0FB,FARNBOROUGH,UNITED KINGDOM,UNITED KINGDOM,
1653,WATERALIA SPA,,PIAZZA FONTANA 6,20122,MILANO,ITALY,ITALY,Headquarter
1654,BMW (UK) CAPITAL PLC,,Ellesfield Avenue,              RG12 8TA,BRACKNELL,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1655,CAPRARI SPA,,VIA EMILIA OVEST 900,41123,MODENA,ITALY,ITALY,Headquarter
1656,HILTON DOMESTIC OPERATING COMPANY INC.,,7930 JONES BRANCH DR,221023388,MC LEAN,Virginia(VA),UNITED STATES,Single address
1657,JARDINE MOTORS GROUP UK LIMITED,LANCASTER BMW MILTON KEYNES,Auto Way Ipswich Road Severalls Industrial Park,              CO4 9HA,COLCHESTER,UNITED KINGDOM,UNITED KINGDOM,
1658,CALPEDA SPA,,VIA ROGGIA DI MEZZO 39,36050,MONTORSO VICENTINO,ITALY,ITALY,Headquarter
1659,,,,,,,,
1660,BMW (UK) MANUFACTURING LIMITED,,Horth Path Road Cowley,              OX4 6NL,OXFORD,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1661,FERCAM SPA,,VIA MARIE CURIE 2,39100,BOLZANO,ITALY,ITALY,Headquarter
1662,,,,,,,,
1663,BAE SYSTEMS PLC,,6 Carlton Gardens Stirling Square,              SW1Y 5AD,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1664,BUSINESS REPLY SRL,,CORSO FRANCIA 110,10143,TORINO,ITALY,ITALY,Headquarter
1665,,,,,,,,
1666,,,,,,,,
1667,LOGISTICS REPLY SRL,,VIA CASTELLANZA 11,20151,MILANO,ITALY,ITALY,Headquarter
1668,,,,,,,,
1669,HGCAPITAL LLP,,2 More London Riverside,              SE1 2AP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1670,HERMES REPLY SRL,,CORSO FRANCIA 110,10143,TORINO,ITALY,ITALY,Headquarter
1671,,,,,,,,
1672,MCLAREN AUTOMOTIVE LIMITED,MCLAREN,Mclaren Technology Centre Chertsey Road,              GU21 4YH,WOKING,UNITED KINGDOM,UNITED KINGDOM,
1673,LAMINAM SPA,,VIA GHIAROLA NUOVA 258,41042,FIORANO MODENESE,ITALY,ITALY,Headquarter
1674,ASCENSION HEALTH,,4600 EDMUNDSON RD,631343806,SAINT LOUIS,Missouri(MO),UNITED STATES,Headquarter
1675,MCLAREN CONSTRUCTION GROUP PLC,MCLAREN,Mclaren House 100-102 Kings Road,              CM14 4EA,BRENTWOOD,UNITED KINGDOM,UNITED KINGDOM,
1676,DIXELL SRL,,VIA DELL'INDUSTRIA 27,32016,ALPAGO (PIEVE D'ALPAGO ),ITALY,ITALY,Headquarter
1677,ASCENSION HEALTH ALLIANCE,,101 S HANLEY RD STE 450,631053463,SAINT LOUIS,Missouri(MO),UNITED STATES,Headquarter
1678,DPDGROUP UK LTD,,Roebuck Lane,              B66 1BY,SMETHWICK,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1679,LAVORWASH SPA,,VIA JOHN FITZGERALD KENNEDY 12,46020,PEGOGNAGA,ITALY,ITALY,Headquarter
1680,,,,,,,,
1681,SYNGENTA UK LIMITED,,4 Capital Park Fulbourn,              CB21 5XE,CAMBRIDGE,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1682,ANSALDO FUEL CELLS SPA,,VIA NICOLA LORENZI 8,16152,GENOVA,ITALY,ITALY,Single address
1683,ASPEN TECHNOLOGY SERVICES CORPORATION,,20 CROSBY DR,17301402,BEDFORD,Massachusetts(MA),UNITED STATES,Headquarter
1684,CLYDE & CO LLP,,The St. Botolph Building 138 Houndsditch,              EC3A 7AR,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1685,KELLYDELI SRL,SUSHI DAILY,VIA ARCHIMEDE 10,20129,MILANO,ITALY,ITALY,
1686,,,,,,,,
1687,THE SUNDAY TIMES LIMITED,,1 London Bridge Street,              SE1 9GF,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1688,IBM ITALIA SPA,,CIRCONVALLAZIONE IDROSCALO SNC,20054,SEGRATE,ITALY,ITALY,Headquarter
1689,,,,,,,,
1690,SKRILL LIMITED,Paysafe,25 Canada Square Floor 27,              E14 5LQ,LONDON,UNITED KINGDOM,UNITED KINGDOM,
1691,NUOVO PIGNONE INTERNATIONAL SRL,,VIA FELICE MATTEUCCI 2,50127,FIRENZE,ITALY,ITALY,Headquarter
1692,,,,,,,,
1693,PAYSAFE HOLDINGS UK LIMITED,PAYSAFE,Floor 27 25 Canada Square,              E14 5LQ,LONDON,UNITED KINGDOM,UNITED KINGDOM,
1694,NUOVO PIGNONE SRL,,VIA FELICE MATTEUCCI 2,50127,FIRENZE,ITALY,ITALY,Headquarter
1695,CAMBRO MANUFACTURING COMPANY,CAMBRO,5801 SKYLAB RD,926472051,HUNTINGTON BEACH,California(CA),UNITED STATES,Headquarter
1696,,,,,,,,
1697,ITALWARE SRL,,VIA DELLA MAGLIANELLA 65/E,166,ROMA,ITALY,ITALY,Headquarter
1698,,,,,,,,
1699,,,,,,,,
1700,ITALWARE SERVICES SRL,,VIA DELLA MAGLIANELLA 65 E,166,ROMA,ITALY,ITALY,Headquarter
1701,INVACARE CORPORATION,,1 INVACARE WAY,440354190,ELYRIA,Ohio(OH),UNITED STATES,Headquarter
1702,PPT GROUP UK LTD,,Richmond Works Lake View,              HX3 6EP,HALIFAX,UNITED KINGDOM,UNITED KINGDOM,Single address
1703,KRYALOS SGR SPA,,VIA CORDUSIO 1,20123,MILANO,ITALY,ITALY,Headquarter
1704,,,,,,,,
1705,,,,,,,,
1706,KRYALOS ASSET MANAGEMENT SRL,,VIA CORDUSIO 1,20123,MILANO,ITALY,ITALY,Headquarter
1707,,,,,,,,
1708,CAPGEMINI UK PLC,CAPGEMINI,No 1 Forge End,              GU21 6DB,WOKING,UNITED KINGDOM,UNITED KINGDOM,
1709,COTY ITALIA SRL,WELLA ITALIA GO,VIA CERESIO 7,20154,MILANO,ITALY,ITALY,
1710,BIOMARIN PHARMACEUTICAL INC.,BIOMARIN,770 LINDARO ST,949013991,SAN RAFAEL,California(CA),UNITED STATES,Headquarter
1711,ALTRAN UK LIMITED,CAPGEMINI ENGINEERING,22 St. Lawrence Street,              BA1 1AN,BATH,UNITED KINGDOM,UNITED KINGDOM,
1712,SEMIKRON SRL,,VIA LAURENTINA,71,POMEZIA,ITALY,ITALY,Headquarter
1713,TELESIGN CORPORATION,,13274 FIJI WAY STE 600,902927293,MARINA DEL REY,California(CA),UNITED STATES,Headquarter
1714,JOHNSON MATTHEY DAVY TECHNOLOGIES LIMITED,JOHNSON MATTHEY,10 Eastbourne Terrace,              W2 6LG,LONDON,UNITED KINGDOM,UNITED KINGDOM,
1715,ALI GROUP SRL,CARPIGIANI GROUP,VIA PIERO GOBETTI 2/A,20063,CERNUSCO SUL NAVIGLIO (VILLA FIORITA ),ITALY,ITALY,
1716,GBT US LLC,AMERICAN EXPRESS GLOBAL BUSINESS TRAVEL,666 3RD AVE,100174011,NEW YORK,New York(NY),UNITED STATES,Headquarter
1717,JOHNSON MATTHEY PLC,,5th Floor 25 Farringdon Street,              EC4A 4AB,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1718,LENTI SRL,,VIA BRUNO LOCATELLI 58,24030,BREMBATE DI SOPRA,ITALY,ITALY,Single address
1719,CHEVRON ORONITE COMPANY LLC,,6001 BOLLINGER CANYON RD,945835737,SAN RAMON,California(CA),UNITED STATES,Headquarter
1720,GREEN INVESTMENT GROUP MANAGEMENT LIMITED,,50 Lothian Road Festival Square,              EH3 9WJ,EDINBURGH,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1721,LUCCHINI RS SPA,,VIA GIORGIO PAGLIA 45,24065,LOVERE,ITALY,ITALY,Headquarter
1722,,,,,,,,
1723,SONY/ATV MUSIC PUBLISHING (UK) LIMITED,,22-24 Berners Street,              W1T 3LP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1724,CHANGE SRL,,VIA OTTORINO RESPIGHI 83,41122,MODENA,ITALY,ITALY,Headquarter
1725,,,,,,,,
1726,,,,,,,,
1727,INTERCHANGE ITALIA SRL,CHANGE,VIA DI PORTA ANGELICA 37/39,193,ROMA,ITALY,ITALY,
1728,,,,,,,,
1729,ALLIED VISION TECHNOLOGIES GMBH,,WELLINGTON WAY BROOKLANDS BUSINESS PARK,              KT13 0TT,WEYBRIDGE,UNITED KINGDOM,UNITED KINGDOM,Single address
1730,AREPO FIDUCIARIA SRL,,VIA CERVA 28,20122,MILANO,ITALY,ITALY,Headquarter
1731,,,,,,,,
1732,SKY LIMITED,,Centaurs Business Centre Grant Way,              TW7 5QD,ISLEWORTH,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1733,EMEA SRL,,CORSO NIZZA 112,18039,VENTIMIGLIA (LATTE ),ITALY,ITALY,Headquarter
1734,,,,,,,,
1735,HP INC UK LIMITED,,EARLEY WEST 300 THAMES VALLEY PARK DRIVE,              RG6 1PT,READING,UNITED KINGDOM,UNITED KINGDOM,Single address
1736,GARBAGNATE MILANESE SRL,,VIA MANFREDO CAMPERIO 14,20123,MILANO,ITALY,ITALY,Headquarter
1737,GREEN THUMB INDUSTRIES INC.,,325 W HURON ST STE 700,606543638,CHICAGO,Illinois(IL),UNITED STATES,Headquarter
1738,KEYSIGHT TECHNOLOGIES UK LIMITED,,610 WHARFEDALE ROAD WINNERSH TRIANGLE,              RG41 5TP,WOKINGHAM,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1739,ALSAFIL SRL,,VIA ANTONIO MEUCCI 2,46043,CASTIGLIONE DELLE STIVIERE,ITALY,ITALY,Single address
1740,,,,,,,,
1741,GIVAUDAN UK LIMITED,,Kennington Road Willesborough,              TN24 0LT,ASHFORD,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1742,PLATI ELETTROFORNITURE SRL,,VIA MILANO 33,24040,BONATE SOPRA,ITALY,ITALY,Headquarter
1743,PLANDAY INC,,12130 MILLENNIUM DR,900942945,LOS ANGELES,California(CA),UNITED STATES,Single address
1744,SPODE LIMITED,,CHURCH ST,              ST4 1BX,STOKE-ON-TRENT,UNITED KINGDOM,UNITED KINGDOM,Single address
1745,SERVIZIO ELETTRICO NAZIONALE SPA,,VIALE REGINA MARGHERITA 125,198,ROMA,ITALY,ITALY,Headquarter
1746,CZ-USA,,3341 N 7TH ST TRFY,661151107,KANSAS CITY,Kansas(KS),UNITED STATES,Single address
1747,,,,,,,,
1748,S.I.A.T. SOCIETA' INTERNAZIONALE APPLICAZIONI TECNICHE SPA,,VIA GIANCARLO PUECHER 22,22078,TURATE,ITALY,ITALY,Headquarter
1749,DONNELLY MECHANICAL CORP.,,96-59 222ND ST,114291343,QUEENS VILLAGE,New York(NY),UNITED STATES,Single address
1750,ALL SAINTS RETAIL LIMITED,,114 COMMERCIAL STREET SPITALFIELDS,              E1 6NF,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1751,SIAT SOCIETA' ITALIANA ASSICURAZIONI E RIASSICURAZIONI PER AZIONI,,VIA V DICEMBRE 3,16121,GENOVA,ITALY,ITALY,Headquarter
1752,,,,,,,,
1753,ASTRAZENECA PLC,,1  FRANCIS CRICK AVENUE CAMBRIDGE BIOMEDICAL CAMPUS,              CB2 0AA,CAMBRIDGE,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1754,S.I.A.T.SOCIETA' ITALIANA ACCIAI TRAFILATI SPA,,ZONA INDUSTRIALE,33010,OSOPPO (C/O UFFICI DELLA FERRIERE NORD ),ITALY,ITALY,Headquarter
1755,DUNAVANT HOLDING INC,,959 RIDGEWAY LP RD STE 200,381204050,MEMPHIS,Tennessee(TN),UNITED STATES,Headquarter
1756,ALBA BIOSCIENCE LIMITED,,5 James Hamilton Way Milton Bridge,              EH26 0BF,PENICUIK,UNITED KINGDOM,UNITED KINGDOM,Single address
1757,SOCIETA' CATTOLICA DI ASSICURAZIONE SPA,,LUNGADIGE CANGRANDE 16,37126,VERONA,ITALY,ITALY,Headquarter
1758,,,,,,,,
1759,,,,,,,,
1760,HITACHI RAIL STS SPA,,VIA PAOLO MANTOVANI 3/5,16151,GENOVA,ITALY,ITALY,Headquarter
1761,,,,,,,,
1762,SOTHEBY'S,,34-35 New Bond Street,              W1S 2RT,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1763,HITACHI RAIL SPA,,VIA ARGINE 425,80147,NAPOLI,ITALY,ITALY,Single address
1764,,,,,,,,
1765,THE SWATCH GROUP (UK) LIMITED,,Newham Dockside 1000 Dockside Road,              E16 2QU,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1766,,,,,,,,
1767,STARK AEROSPACE INC.,,319 CHARLEIGH D FORD JR DR,397019064,COLUMBUS,Mississippi(MS),UNITED STATES,Headquarter
1768,COVE COMMUNITIES VENTURE 2 ARGYLE OPCO LIMITED,,Lochgoilhead,              PA24 8AD,CAIRNDOW,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1769,OSCARTIELLE SPA,,VIA BOFFALORA ANG. VIA GARIBALDI,24048,TREVIOLO,ITALY,ITALY,Headquarter
1770,VERTEX AEROSPACE LLC,,555 INDUSTRIAL DR S,391109072,MADISON,Mississippi(MS),UNITED STATES,Headquarter
1771,DTP HOSPITALITY UK LIMITED,,ONE PICCADILLY PLACE 1 AUBURN ST,              M1 3DG,MANCHESTER,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1772,COMUNE DI VOLLA,,VIA ALDO MORO 1,80040,VOLLA,ITALY,ITALY,Single address
1773,NORTHERN ILLINOIS GAS COMPANY,NICOR GAS COMPANY,1844 FERRY RD,605639600,NAPERVILLE,Illinois(IL),UNITED STATES,Headquarter
1774,DTP HOSPITALITY LTD.,,C/O VALOR HOSPITALITY EUROPE LIMITED QUEENS COURT 9-17 EASTERN ROAD,              RM1 3NG,ROMFORD,UNITED KINGDOM,UNITED KINGDOM,Single address
1775,DRILLMEC SPA,,VIA I MAGGIO 12,29027,PODENZANO (GARIGA ),ITALY,ITALY,Headquarter
1776,GHIRARDELLI CHOCOLATE CO,GHIRARDELLI,1111 139TH AVE,945782616,SAN LEANDRO,California(CA),UNITED STATES,Headquarter
1777,U.S. BANK GLOBAL CORPORATE TRUST LIMITED,,125 OLD BROAD STREET FIFTH FLOOR,              EC2N 1AR,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
1778,EUROFINS CHEMICAL CONTROL SRL,,VIA CELDIT 2,12100,CUNEO (MADONNA DELL\'OLMO ),ITALY,ITALY,Single address
1779,MYLAN INC.,VIATRIS,1000 MYLAN BLVD,153175853,CANONSBURG,Pennsylvania(PA),UNITED STATES,Headquarter
1780,WEWORK INTERNATIONAL LIMITED,WEWORK,3rd Floor 207 Regent Street,              W1B 3HH,LONDON,UNITED KINGDOM,UNITED KINGDOM,
1781,RENOVO BIOECONOMY SPA,,VIA PIETRO VERRI 1,46100,MANTOVA,ITALY,ITALY,Headquarter
1782,VIATRIS INC.,,1000 MYLAN BLVD,153175853,CANONSBURG,Pennsylvania(PA),UNITED STATES,Headquarter
1783,BABCOCK MARINE TRAINING LIMITED,,Newgate Lane,              PO14 1AS,FAREHAM,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1784,FARMACIA LORETO GALLO SRL,,VIA MICHELANGELO SCHIPA 25,80122,NAPOLI,ITALY,ITALY,Headquarter
1785,APG ASSET MANAGEMENT US INC.,,666 3RD AVE,100174011,NEW YORK,New York(NY),UNITED STATES,Headquarter
1786,FUTURA FOODS UK LIMITED,,THE PRIORY LONG STREET,              GL11 4HR,DURSLEY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1787,ABILIO SPA,,VIA GALILEO GALILEI 6,48018,FAENZA,ITALY,ITALY,Headquarter
1788,,,,,,,,
1789,EDRINGTON UK DISTRIBUTION LIMITED,,191 West George Street,              G2 2LD,GLASGOW,UNITED KINGDOM,UNITED KINGDOM,Single address
1790,NAOS ITALIA SRL,,PIAZZA DELLA REPUBBLICA 32,20124,MILANO,ITALY,ITALY,Headquarter
1791,MARLIN BUSINESS SERVICES CORP.,,300 FELLOWSHIP RD,80541201,MOUNT LAUREL,New Jersey(NJ),UNITED STATES,Headquarter
1792,THE 1887 COMPANY LIMITED,Edrington,Royal Exchange House 100 Queen Street,              G1 3DN,GLASGOW,UNITED KINGDOM,UNITED KINGDOM,
1793,BIOCURE SRL,,VIA DURAZZO 5,20134,MILANO,ITALY,ITALY,Headquarter
1794,,,,,,,,
1795,THE EDRINGTON GROUP LIMITED,EDRINGTON,Royal Exchange House 100 Queen Street,              G1 3DN,GLASGOW,UNITED KINGDOM,UNITED KINGDOM,
1796,MPS CAPITAL SERVICES BANCA PER LE IMPRESE SPA,,VIA LEONE PANCALDO 4,50127,FIRENZE,ITALY,ITALY,Headquarter
1797,PAYONEER INC.,,150 W 30TH ST STE 500,100014118,NEW YORK,New York(NY),UNITED STATES,Headquarter
1798,EDRINGTON BRANDS LIMITED,,100 Queen Street,              G1 3DN,GLASGOW,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1799,SEGMUELLER VERTRIEBS SRL,,CORSO DELLA LIBERTA' 119,39100,BOLZANO,ITALY,ITALY,Single address
1800,,,,,,,,
1801,HIGHLAND DISTILLERS GROUP LIMITED,The Edrington Group,West Kinfauns Kinfauns,              PH2 7XZ,PERTH,UNITED KINGDOM,UNITED KINGDOM,
1802,CENTRO RECUPERI E SERVIZI SRL,,VIA CAVALIER VIRGILIO TEDESCHI 17,10036,SETTIMO TORINESE,ITALY,ITALY,Headquarter
1803,,,,,,,,
1804,EDRINGTON DISTILLERS LIMITED,Edrington,100 Queen Street,              G1 3DN,GLASGOW,UNITED KINGDOM,UNITED KINGDOM,
1805,DS SMITH PACKAGING ITALIA SPA,,VIA TORRI BIANCHE 24,20871,VIMERCATE (EDIFICIO PLATANO ),ITALY,ITALY,Headquarter
1806,KINETIK HOLDINGS INC.,,2700 POST OAK BLVD STE 300,770565748,HOUSTON,Texas(TX),UNITED STATES,Headquarter
1807,THOMAS LOWNDES & CO. LIMITED,BEAM SUNTORY,2 Longwalk Road Road,              UB11 1BA,UXBRIDGE,UNITED KINGDOM,UNITED KINGDOM,
1808,MONDI ITALIA SRL,,VIA BALILLA 32,24058,ROMANO DI LOMBARDIA,ITALY,ITALY,Headquarter
1809,FEDERATED INVESTMENT MANAGEMENT COMPANY,,1001 LIBERTY AVE,152223714,PITTSBURGH,Pennsylvania(PA),UNITED STATES,Headquarter
1810,BEAM SUNTORY UK LIMITED,,2 Longwalk Road Road,              UB11 1BA,UXBRIDGE,UNITED KINGDOM,UNITED KINGDOM,Headquarter
