,INDEX,URL,Name,Trade Name,Address Name,Postalcode,City,State,Country,Location type
1273,1274,https://www.info-clipper.com/en/company/italy/teksid-aluminum-srl.itd778kfd.html,TEKSID ALUMINUM SRL,,VIA UMBERTO II 5,10022,CARMAGNOLA,ITALY,ITALY,Headquarter
1274,1275,https://www.info-clipper.com/en/company/united-states/shintech-incorporated.usd12r7xa.html,SHINTECH INCORPORATED,,3 GREENWAY PLZ STE 1150,770460325,HOUSTON,Texas(TX),UNITED STATES,Headquarter
1275,1276,https://www.info-clipper.com/en/company/united-kingdom/orapi-applied-limited.gbde5pd2o.html,ORAPI APPLIED LIMITED,,Spring Road,              B66 1PT,SMETHWICK,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1276,1277,https://www.info-clipper.com/en/company/italy/getti-speciali-srl.itd78982k.html,GETTI SPECIALI SRL,,VIA BERNARDI RONDO' 15,10092,BEINASCO,ITALY,ITALY,Single address
1277,1278,https://www.info-clipper.com/en/company/united-states/vision-service-plan-inc.usd16lnfu.html,"VISION SERVICE PLAN, INC.",VSP GLOBAL,3333 QUALITY DR,956709757,RANCHO CORDOVA,California(CA),UNITED STATES,Headquarter
1278,1279,https://www.info-clipper.com/en/company/united-kingdom/genesis-oil-gas-consultants-limited.gbdc6ygvk.html,GENESIS OIL & GAS CONSULTANTS LIMITED,,One St Pauls Churchyard,              EC4M 8AP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1279,1280,https://www.info-clipper.com/en/company/italy/fives-intralogistics-spa.itd733etj.html,FIVES INTRALOGISTICS SPA,,VIALE TICINO 2,21015,LONATE POZZOLO,ITALY,ITALY,Headquarter
1280,1281,https://www.info-clipper.com/en/company/united-states/brazonics-inc.usdab4clq.html,"BRAZONICS, INC.",,94 TIDE MILL RD,38422705,HAMPTON,New Hampshire(NH),UNITED STATES,Headquarter
1281,1282,https://www.info-clipper.com/en/company/united-kingdom/genesis-energies-consultants-ltd.gbd3teowg.html,GENESIS ENERGIES CONSULTANTS LTD,,ONE ST. PAUL'S CHURCHYARD,              EC4M 8AP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
1282,1283,https://www.info-clipper.com/en/company/italy/fives-oto-spa.itd73iv5s.html,FIVES OTO SPA,,VIA DOMENICO MARCHESI 4,42022,BORETTO (ZONA INDUSTRIALE RONDELLO ),ITALY,ITALY,Headquarter
1283,1284,https://www.info-clipper.com/en/company/united-states/trelleborg-offshore-boston-inc.usdembhi1.html,"TRELLEBORG OFFSHORE BOSTON, INC.",,24 TEED DR,23684202,RANDOLPH,Massachusetts(MA),UNITED STATES,Headquarter
1284,1285,https://www.info-clipper.com/en/company/united-kingdom/bmb-group-limited.gbd3niet0.html,BMB GROUP LIMITED,THE BAIRD GROUP,2100 Century Way Thorpe Park,              LS15 8ZB,LEEDS,UNITED KINGDOM,UNITED KINGDOM,
1285,1286,https://www.info-clipper.com/en/company/italy/fives-italy-srl.itd8zwrrp.html,FIVES ITALY SRL,,VIALE TICINO 2,21015,LONATE POZZOLO,ITALY,ITALY,Headquarter
1286,1287,https://www.info-clipper.com/en/company/united-states/y-tech-services-inc.usd39iade.html,"Y-TECH SERVICES, INC.",,8600 ADVANCED GTWY SW,358081336,HUNTSVILLE,Alabama(AL),UNITED STATES,Headquarter
1287,1288,https://www.info-clipper.com/en/company/united-kingdom/bailie-group-limited.gbd3khq4j.html,BAILIE GROUP LIMITED,Bairds,"Greystone Press Greystone Road, Newpark Industrial Estate",              BT41 2RS,ANTRIM,UNITED KINGDOM,UNITED KINGDOM,
1288,1289,https://www.info-clipper.com/en/company/italy/fives-itas-spa.itd737740.html,FIVES ITAS SPA,,VIA METAURO 5,20900,MONZA,ITALY,ITALY,Headquarter
1289,1290,https://www.info-clipper.com/en/company/united-states/ring-llc.usd1b5gmg.html,RING LLC,,12515 CERISE AVE,902504801,HAWTHORNE,California(CA),UNITED STATES,Headquarter
1290,1291,https://www.info-clipper.com/en/company/united-kingdom/baird-group-limited.gbd3hw3ka.html,BAIRD GROUP LIMITED,,2100 Century Way Thorpe Park,              LS15 8ZB,LEEDS,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1291,1292,https://www.info-clipper.com/en/company/italy/fives-giustina-srl.itdau4q78.html,FIVES GIUSTINA SRL,,CORSO LOMBARDIA 79,10099,SAN MAURO TORINESE,ITALY,ITALY,Single address
1292,1293,https://www.info-clipper.com/en/company/united-states/yellowstone-landscape-inc.usdclnlp.html,"YELLOWSTONE LANDSCAPE, INC.",,3235 N STATE ST,321104364,BUNNELL,Florida(FL),UNITED STATES,Headquarter
1293,1294,https://www.info-clipper.com/en/company/united-kingdom/baird-group-limited.gbd3l4wyt.html,BAIRD GROUP (HOLDINGS) LIMITED,,2100 Century Way Thorpe Park,              LS15 8ZB,LEEDS,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1294,1295,https://www.info-clipper.com/en/company/italy/comau-spa.itd76dxw3.html,COMAU SPA,,VIA RIVALTA 30,10095,GRUGLIASCO,ITALY,ITALY,Headquarter
1295,1296,https://www.info-clipper.com/en/company/united-states/bdp-international-inc.usd153pwq.html,"BDP INTERNATIONAL, INC.",,510 WALNUT ST STE 14,191063619,PHILADELPHIA,Pennsylvania(PA),UNITED STATES,Headquarter
1296,1297,https://www.info-clipper.com/en/company/united-kingdom/hilton-worldwide-manage-limited.gbd3l7d3a.html,HILTON WORLDWIDE MANAGE LIMITED,,MAPLE COURT CENTRAL PARK REEDS CRESCENT,              WD24 4QQ,WATFORD,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1297,1298,https://www.info-clipper.com/en/company/italy/ethosenergy-italia-spa.itd7aaim8.html,ETHOSENERGY ITALIA SPA,,CORSO ROMANIA 661,10156,TORINO,ITALY,ITALY,Single address
1298,1299,https://www.info-clipper.com/en/company/united-states/everbridge-inc.usd25o4d2.html,"EVERBRIDGE, INC.",,155 N LAKE AVE STE 900,911011857,PASADENA,California(CA),UNITED STATES,Headquarter
1299,1300,https://www.info-clipper.com/en/company/united-kingdom/jpf-api-laminates-uk-limited.gbd3qf0di.html,JPF API LAMINATES UK LIMITED,,Second Avenue Poynton,              SK12 1ND,STOCKPORT,UNITED KINGDOM,UNITED KINGDOM,Single address
1300,1301,https://www.info-clipper.com/en/company/italy/vomm-impianti-e-processi-spa.itd5lqpj8.html,VOMM IMPIANTI E PROCESSI SPA,,VIA EUGENIO CURIEL 252,20089,ROZZANO,ITALY,ITALY,Headquarter
1301,1302,https://www.info-clipper.com/en/company/united-states/morgan-stanley-mortgage-capital-holdings-llc.usd20doli.html,MORGAN STANLEY MORTGAGE CAPITAL HOLDINGS LLC,,1585 BROADWAY AVE,100368200,NEW YORK,New York(NY),UNITED STATES,Headquarter
1302,1303,https://www.info-clipper.com/en/company/united-kingdom/the-dorchester-limited.gbd3h2vz9.html,THE DORCHESTER LIMITED,,53 Park Lane,              W1K 1QA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
1303,1304,https://www.info-clipper.com/en/company/italy/ambiente-e-nutrizione-srl.itd73f9wk.html,AMBIENTE E NUTRIZIONE SRL,,VIA EUGENIO CURIEL 252,20089,ROZZANO,ITALY,ITALY,Headquarter
1304,1305,https://www.info-clipper.com/en/company/united-states/kkr-capital-markets-holdings-lp.usdg0nij9.html,KKR CAPITAL MARKETS HOLDINGS L.P.,,9 WEST 57TH STREET,100192701,NEW YORK,New York(NY),UNITED STATES,Headquarter
1305,1306,https://www.info-clipper.com/en/company/united-kingdom/dorchester-group-limited.gbd4slv6h.html,DORCHESTER GROUP LIMITED,,57 Berkeley Square,              W1J 6ER,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1306,1307,https://www.info-clipper.com/en/company/italy/softlab-holding-srl.itd5lqnnl.html,SOFTLAB HOLDING SRL,,VIALE PIERO E ALBERTO PIRELLI 6,20126,MILANO,ITALY,ITALY,Headquarter
1307,1308,https://www.info-clipper.com/en/company/united-states/penn-entertainment-inc.usd2fpjkk.html,"PENN ENTERTAINMENT, INC.",,825 BERKSHIRE BLVD STE 200,196101247,WYOMISSING,Pennsylvania(PA),UNITED STATES,Headquarter
1308,1309,https://www.info-clipper.com/en/company/united-kingdom/dorchester-services-limited.gbd85lk3q.html,DORCHESTER SERVICES LIMITED,The Dorchester,45 Park Lane,              W1K 1PN,LONDON,UNITED KINGDOM,UNITED KINGDOM,
1309,1310,https://www.info-clipper.com/en/company/italy/club-del-sole-srl.itd77eyur.html,CLUB DEL SOLE SRL,,VIA BIONDINI 27,47121,FORLI',ITALY,ITALY,Headquarter
1310,1311,https://www.info-clipper.com/en/company/united-states/huge-llc.usddwmim2.html,"HUGE, LLC",,45 MAIN ST # 3,112011000,BROOKLYN,New York(NY),UNITED STATES,Single address
1311,1312,https://www.info-clipper.com/en/company/united-kingdom/bank-of-america-national-association.gbd3h1h77.html,"BANK OF AMERICA, NATIONAL ASSOCIATION",BANK OF AMERICA MERRILL LYNCH,2 King Edward Street,              EC1A 1HQ,LONDON,UNITED KINGDOM,UNITED KINGDOM,
1312,1313,https://www.info-clipper.com/en/company/italy/luxury-goods-italia-spa.itdaf1urh.html,LUXURY GOODS ITALIA SPA,,VIA DEI TORNABUONI 73/R,50123,FIRENZE,ITALY,ITALY,Headquarter
1313,1314,https://www.info-clipper.com/en/company/united-states/anywhere-real-estate-group-llc.usdcwhamf.html,ANYWHERE REAL ESTATE GROUP LLC,,175 PARK AVE,79401123,MADISON,New Jersey(NJ),UNITED STATES,Headquarter
1314,1315,https://www.info-clipper.com/en/company/united-kingdom/blackrock-group-limited.gbd3radld.html,BLACKROCK GROUP LIMITED,,12 Throgmorton Avenue,              EC2N 2DL,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1315,1316,https://www.info-clipper.com/en/company/italy/cma-robotics-spa.itd7e7uyx.html,CMA ROBOTICS SPA,,VIALE DEL LAVORO 41,33050,PAVIA DI UDINE,ITALY,ITALY,Headquarter
1316,1317,https://www.info-clipper.com/en/company/united-states/anywhere-real-estate-inc.usdd8bja1.html,ANYWHERE REAL ESTATE INC.,,175 PARK AVE,79401123,MADISON,New Jersey(NJ),UNITED STATES,Headquarter
1317,1318,https://www.info-clipper.com/en/company/united-kingdom/merrill-lynch-europe-limited.gbd4spm3o.html,MERRILL LYNCH EUROPE LIMITED,,20 Giltspur Street,              EC1A 9DD,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1318,1319,https://www.info-clipper.com/en/company/italy/eni-spa.itd75x1s6.html,ENI SPA,,PIAZZALE ENRICO MATTEI 1,144,ROMA,ITALY,ITALY,Headquarter
1319,1320,https://www.info-clipper.com/en/company/united-states/endeavor-operating-company-llc.usd1cd4za.html,"ENDEAVOR OPERATING COMPANY, LLC",,11 MADISON AVE,100103643,NEW YORK,New York(NY),UNITED STATES,Headquarter
1320,1321,https://www.info-clipper.com/en/company/united-kingdom/blackrock-investment-management-limited.gbd4x60f5.html,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,,12 Throgmorton Avenue,              EC2N 2DL,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1321,1322,https://www.info-clipper.com/en/company/italy/olmar-and-mirta-spa.itd8i573p.html,OLMAR AND MIRTA SPA,CHRISTIES,STRADA CORTESA 12/A,46026,QUISTELLO,ITALY,ITALY,
1322,1323,https://www.info-clipper.com/en/company/united-states/allianz-global-corporate-specialty-north-america.usdg0hm02.html,ALLIANZ GLOBAL CORPORATE & SPECIALTY NORTH AMERICA,,28 LIBERTY ST FL 24,100051400,NEW YORK,New York(NY),UNITED STATES,Single address
1323,1324,https://www.info-clipper.com/en/company/united-kingdom/merrill-lynch-international.gbd89yn00.html,MERRILL LYNCH INTERNATIONAL,,2 King Edward Street,              EC1A 1HQ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1324,1325,https://www.info-clipper.com/en/company/italy/christies-srl.itd73ry76.html,CHRISTIES SRL,,VIA CORTESA 12/A,46026,QUISTELLO,ITALY,ITALY,Single address
1325,1326,https://www.info-clipper.com/en/company/united-states/blackstone-real-estate-special-situations-advisors-llc.usd1y080j.html,BLACKSTONE REAL ESTATE SPECIAL SITUATIONS ADVISORS L.L.C.,,345 PARK AVE STE 1100,101541703,NEW YORK,New York(NY),UNITED STATES,Single address
1326,1327,https://www.info-clipper.com/en/company/united-kingdom/limelife-by-alcone-ltd.gbd3ozzzv.html,LIMELIFE BY ALCONE (UK) LTD,,Procession House 55 Ludgate Hill,              EC4M 7JW,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
1327,1328,https://www.info-clipper.com/en/company/italy/finanziaria-regionale-friuli-venezia-giulia-spa.itd73q2n2.html,FINANZIARIA REGIONALE FRIULI VENEZIA GIULIA SPA,,VIA VITTORIO LOCCHI 19,34143,TRIESTE,ITALY,ITALY,Headquarter
1328,1329,https://www.info-clipper.com/en/company/united-states/rapid7-llc.usd1hio3c.html,"RAPID7, LLC",,120 CAUSEWAY ST STE 400,21141314,BOSTON,Massachusetts(MA),UNITED STATES,Headquarter
1329,1330,https://www.info-clipper.com/en/company/united-kingdom/ntt-europe-ltd.gbd89v67e.html,NTT EUROPE LTD.,,1 King William Street,              EC4N 7AR,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1330,1331,https://www.info-clipper.com/en/company/italy/anacap-fp-srl.itd7ai9b3.html,ANACAP FP SRL,,VIA PIETRO PALEOCAPA 1,20121,MILANO,ITALY,ITALY,Single address
1331,1332,https://www.info-clipper.com/en/company/united-states/foursight-capital-llc.usd1ayjir.html,FOURSIGHT CAPITAL LLC,,2783 S LEADERSHIP CT. STE 400,841208210,SALT LAKE CITY,Utah(UT),UNITED STATES,Single address
1332,1333,https://www.info-clipper.com/en/company/united-kingdom/ntt-data-business-solutions-limited.gbd3x2h5m.html,NTT DATA BUSINESS SOLUTIONS LIMITED,,"Building 2m Siskin Drive, Middlemarch Business Park",              CV3 4FJ,COVENTRY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1333,1334,https://www.info-clipper.com/en/company/italy/zurich-italy-bank-spa.itd7b8gaq.html,ZURICH ITALY BANK SPA,,VIA BENIGNO CRESPI 23,20159,MILANO,ITALY,ITALY,Single address
1334,1335,https://www.info-clipper.com/en/company/united-states/kawasaki-robotics-inc.usdab5mbo.html,"KAWASAKI ROBOTICS (USA), INC.",,28140 LAKEVIEW DR,483933157,WIXOM,Michigan(MI),UNITED STATES,Single address
1335,1336,https://www.info-clipper.com/en/company/united-kingdom/ntt-limited.gbd3q16xu.html,NTT LIMITED,,1 King William Street,              EC4N 7AR,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1336,1337,https://www.info-clipper.com/en/company/italy/integrated-device-technology-srl.itd7bygu5.html,INTEGRATED DEVICE TECHNOLOGY SRL,,VIALE VINCENZO LANCETTI 43,20158,MILANO,ITALY,ITALY,Single address
1337,1338,https://www.info-clipper.com/en/company/united-states/san-francisco-state-university.usdd20kdq.html,SAN FRANCISCO STATE UNIVERSITY,,1600 HOLLOWAY AVE,941321740,SAN FRANCISCO,California(CA),UNITED STATES,Headquarter
1338,1339,https://www.info-clipper.com/en/company/united-kingdom/budget-group-limited.gbd6k74m9.html,BUDGET GROUP LIMITED,Nig Skandia,Crown House 145 City Road,              EC1V 1JY,LONDON,UNITED KINGDOM,UNITED KINGDOM,
1339,1340,https://www.info-clipper.com/en/company/italy/cgi-italia-srl.itd9bk6km.html,CGI ITALIA SRL,,PIAZZA FILIPPO MEDA 3,20121,MILANO,ITALY,ITALY,Headquarter
1340,1341,https://www.info-clipper.com/en/company/united-states/recology-inc.usdcltr5.html,RECOLOGY INC.,,50 CALIFORNIA ST 24TH FL,941114796,SAN FRANCISCO,California(CA),UNITED STATES,Headquarter
1341,1342,https://www.info-clipper.com/en/company/united-kingdom/suttons-tankers-limited.gbd8a0oh9.html,SUTTONS TANKERS LIMITED,,Gorsey Lane,              WA8 0GG,WIDNES,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1342,1343,https://www.info-clipper.com/en/company/italy/permasteelisa-spa.itd77yb5s.html,PERMASTEELISA SPA,,VIA ENRICO MATTEI 21/23,31029,VITTORIO VENETO (SAN GIACOMO ),ITALY,ITALY,Headquarter
1343,1344,https://www.info-clipper.com/en/company/united-states/gavilon-group-llc-the.usd24rluf.html,"GAVILON GROUP, LLC, THE",,1331 CAPITAL AVE,681021196,OMAHA,Nebraska(NE),UNITED STATES,Headquarter
1344,1345,https://www.info-clipper.com/en/company/united-kingdom/anotech-energy-global-solutions-limited.gbdcw9c29.html,ANOTECH ENERGY GLOBAL SOLUTIONS LIMITED,,1st Floor 41 Moorgate,              EC2R 6PP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
1345,1346,https://www.info-clipper.com/en/company/italy/stm-pharma-pro-srl.itd5lvh4b.html,STM PHARMA PRO SRL,,VIA XXV APRILE 56,20040,CAMBIAGO,ITALY,ITALY,Headquarter
1346,1347,https://www.info-clipper.com/en/company/united-states/gavilon-grain-llc.usddonssn.html,"GAVILON GRAIN, LLC",,32788 W COMMUNITY CENTER RD,69169,WALLACE,Nebraska(NE),UNITED STATES,Headquarter
1347,1348,https://www.info-clipper.com/en/company/united-kingdom/anotech-energy-services-limited.gbd3od8px.html,ANOTECH ENERGY SERVICES LIMITED,,1st Floor 41 Moorgate,              EC2R 6PP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1348,1349,https://www.info-clipper.com/en/company/italy/union-gas-metano-spa.itd8jon9o.html,UNION GAS METANO SPA,,VIA DOMENICO SCARLATTI 30,20124,MILANO,ITALY,ITALY,Headquarter
1349,1350,https://www.info-clipper.com/en/company/united-states/gavilon-global-ag-holdings-llc.usd1b8bcq.html,"GAVILON GLOBAL AG HOLDINGS, LLC",,1331 CAPITOL AVE,681021196,OMAHA,Nebraska(NE),UNITED STATES,Headquarter
1350,1351,https://www.info-clipper.com/en/company/united-kingdom/aviva-insurance-limited.gbd3jq71k.html,AVIVA INSURANCE LIMITED,,Pitheavlis,              PH2 0NH,PERTH,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1351,1352,https://www.info-clipper.com/en/company/italy/emerson-automation-solutions-final-control-italia-srl.itd78t84f.html,EMERSON AUTOMATION SOLUTIONS FINAL CONTROL ITALIA SRL,,VIA PIACENZA SNC,29018,LUGAGNANO VAL D'ARDA,ITALY,ITALY,Headquarter
1352,1353,https://www.info-clipper.com/en/company/united-states/rosen-hotels-and-resorts-inc.usd14ehcw.html,"ROSEN HOTELS AND RESORTS, INC.",HUMAN RESOURCES,4000 DESTINATION PKY,328198106,ORLANDO,Florida(FL),UNITED STATES,Headquarter
1353,1354,https://www.info-clipper.com/en/company/united-kingdom/we-are-social-ltd.gbd3hsjeg.html,WE ARE SOCIAL LTD,,Alphabeta 14-18 Finsbury Square,              EC2A 1BR,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
1354,1355,https://www.info-clipper.com/en/company/italy/emerson-process-management-srl.itd79kkj3.html,EMERSON PROCESS MANAGEMENT SRL,,VIA MONTELLO 71/73,20831,SEREGNO,ITALY,ITALY,Headquarter
1355,1356,https://www.info-clipper.com/en/company/united-states/american-express-company.usd45lq4.html,AMERICAN EXPRESS COMPANY,,200 VESEY ST,102850002,NEW YORK,New York(NY),UNITED STATES,Headquarter
1356,1357,https://www.info-clipper.com/en/company/united-kingdom/one51-es-plastics-limited.gbd3mfqb2.html,ONE51 ES PLASTICS (UK) LIMITED,IPL GLOBAL,BARBOT HALL INDUSTRIAL ESTATE MANGHAM ROAD,              S61 4RJ,ROTHERHAM,UNITED KINGDOM,UNITED KINGDOM,
1357,1358,https://www.info-clipper.com/en/company/italy/lanserhof-srl.itd79dpry.html,LANSERHOF SRL,,VIALE DELLA STAZIONE 5,39100,BOLZANO,ITALY,ITALY,Single address
1358,1359,https://www.info-clipper.com/en/company/united-states/american-express-international-inc.usdm6ptz.html,"AMERICAN EXPRESS INTERNATIONAL, INC.",AMERICAN EXPRESS,200 VESEY ST,102850002,NEW YORK,New York(NY),UNITED STATES,Headquarter
1359,1360,https://www.info-clipper.com/en/company/united-kingdom/speyside-cooperage-limited.gbd3jrelb.html,SPEYSIDE COOPERAGE LIMITED,,Dufftown Road Craigellachie,              AB38 9RS,ABERLOUR,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1360,1361,https://www.info-clipper.com/en/company/italy/gilbarco-srl.itd789onw.html,GILBARCO SRL,,VIA DE' CATTANI 220/G,50145,FIRENZE,ITALY,ITALY,Single address
1361,1362,https://www.info-clipper.com/en/company/united-states/american-express-credit-corporation.usdsdiy9.html,AMERICAN EXPRESS CREDIT CORPORATION,AMERICAN EXPRESS,200 VESEY ST,102850002,NEW YORK,New York(NY),UNITED STATES,Headquarter
1362,1363,https://www.info-clipper.com/en/company/united-kingdom/isla-cooperage-company-limited.gbd8c080b.html,ISLA COOPERAGE COMPANY LIMITED,,Isla Road,              AB55 5DQ,KEITH,UNITED KINGDOM,UNITED KINGDOM,Single address
1363,1364,https://www.info-clipper.com/en/company/italy/gilbarco-italia-srl.itd79i3p1.html,GILBARCO ITALIA SRL,,VIA DEI CATTANI 220/G,50145,FIRENZE,ITALY,ITALY,Headquarter
1364,1365,https://www.info-clipper.com/en/company/united-states/american-express-travel-related-services-company-inc.usd1acknc.html,"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",AMERICAN EXPRESS,200 VESEY ST,102850002,NEW YORK,New York(NY),UNITED STATES,Headquarter
1365,1366,https://www.info-clipper.com/en/company/united-kingdom/camlachie-cooperage-limited.gbd4unu6n.html,CAMLACHIE COOPERAGE LIMITED,,"Unit R Clyde Workshops, Fullarton Road, Glasgow East Investment Park",              G32 8YL,GLASGOW,UNITED KINGDOM,UNITED KINGDOM,Single address
1366,1367,https://www.info-clipper.com/en/company/italy/elettromaule-component-srl.itd5m2078.html,ELETTROMAULE COMPONENT SRL,,VIA BORELLI 18/20,36075,MONTECCHIO MAGGIORE,ITALY,ITALY,Headquarter
1367,1368,https://www.info-clipper.com/en/company/united-states/american-express-limited.usdd1ywd8.html,AMERICAN EXPRESS LIMITED,,200 VESEY ST,102850002,NEW YORK,New York(NY),UNITED STATES,Headquarter
1368,1369,https://www.info-clipper.com/en/company/united-kingdom/orano-uk-limited.gbd3hv17d.html,ORANO UK LIMITED,,Suite 7 Hitching Court Abingdon Business Park,              OX14 1RA,ABINGDON,UNITED KINGDOM,UNITED KINGDOM,Single address
1369,1370,https://www.info-clipper.com/en/company/italy/pre-gel-spa.itd79xx39.html,PRE GEL SPA,,VIA XI SETTEMBRE 2001 5/A,42019,SCANDIANO (ARCETO ),ITALY,ITALY,Headquarter
1370,1371,https://www.info-clipper.com/en/company/united-states/american-express-europe-llc.usdfel2md.html,AMERICAN EXPRESS EUROPE LLC,AMERICAN EXPRESS,200 VESEY ST,102850002,NEW YORK,New York(NY),UNITED STATES,Headquarter
