address_name,city,country,name,location_type,postalcode,state,trade_name
1701 village center cir,las vegas,united states,"cannae holdings, inc.",headquarter,891346368,nevada(nv),
90 whitfield street,london,united kingdom,edf energy limited,headquarter,              w1t 4ez,united kingdom,
viale dell'oceano indiano 13,roma,italy,kuwait petroleum italia spa,headquarter,144,italy,
1600 viceroy ste 100,dallas,united states,freeman decorating co.,headquarter,752352312,texas(tx),
newington house 237 southwark bridge road,london,united kingdom,uk power networks (operations) limited,headquarter,              se1 6np,united kingdom,
via giorgio perlasca 20/c 13,fidenza,italy,advice technology petroleum srl,headquarter,43036,italy,
623 radar rd,greensboro,united states,"haeco usa holdings, llc",headquarter,274106221,north carolina(nc),
90 whitfield street,london,united kingdom,edf energy customers limited,,              w1t 4ez,united kingdom,EDF
corso filippo turati 19/6,torino,italy,gruppo torinese trasporti spa,,10128,italy,GTT SPA
7151 jack newell blvd s,fort worth,united states,"allied electronics, inc.",headquarter,761187037,texas(tx),
3rd floor 80 victoria street cardinal place,london,united kingdom,edf trading markets limited,headquarter,              sw1e 5jl,united kingdom,
piazza giovanni amendola 1,cagliari,italy,gtt communications srl,headquarter,9125,italy,
300 delaware ave ste 820,wilmington,united states,"pgim foreign investments, inc.",single address,198011697,delaware(de),
c/o accountsco 47 islington park street,london,united kingdom,abysse uk ltd,headquarter,              n1 1qb,united kingdom,
via cornelia 498,roma,italy,gtt italy srl,headquarter,166,italy,
100 everest way,warren,united states,everest national insurance company,headquarter,70595195,new jersey(nj),EVEREST INSURANCE
highdown house yeoman way,worthing,united kingdom,vertbaudet uk limited,single address,              bn99 3hh,united kingdom,
via cornelia 498,roma,italy,gtt communications italy srl,single address,166,italy,
100 everest way,warren,united states,everest premier insurance company,single address,70595195,new jersey(nj),
"3 newmans row lincolns inn lincoln road, cressex business park",high wycombe,united kingdom,fortec distribution network limited,headquarter,              hp12 3re,united kingdom,
corso trapani 16,torino,italy,johnson matthey italia srl,headquarter,10139,italy,
199 water st,new york,united states,allied world national assurance company,single address,100383532,new york(ny),
85 gracechurch street,london,united kingdom,cfc underwriting limited,headquarter,              ec3v 0aa,united kingdom,
via caduti sul lavoro 4,senigallia,italy,namirial spa,headquarter,60019,italy,
199 water st fl 25,new york,united states,allied world assurance company (u.s.) inc.,headquarter,100383516,new york(ny),ALLIED WORLD NATIONAL ASSURANCE COMPANY
southwater business park worthing road southwater,horsham,united kingdom,sony dadc uk limited,headquarter,              rh13 9yt,united kingdom,
via bresciani 16,gazoldo degli ippoliti,italy,marcegaglia plates spa,headquarter,46040,italy,
one nationwide plz,columbus,united states,nationwide corporation,headquarter,432152226,ohio(oh),
10 great marlborough street,london,united kingdom,sony interactive entertainment europe limited,headquarter,              w1f 7lp,united kingdom,
via pradazzo 7,calderara di reno,italy,palletways italia spa,headquarter,40012,italy,
one nationwide plz,columbus,united states,nationwide mutual insurance company,headquarter,432152226,ohio(oh),NATIONWIDE
"sony b m g music entertainment (uk) ltd, bedford house",london,united kingdom,sony corporate services europe limited,headquarter,              sw6 3jw,united kingdom,
via delle azalee 19,buccinasco,italy,c.o.i.m. spa - chimica organica industriale milanese,,20090,italy,C.O.I.M. SPA
1 nationwide plz,columbus,united states,nationwide life insurance company,headquarter,432152226,ohio(oh),NATIONWIDE
european innovation & development center olympus avenuetachbrook park,warwick,united kingdom,tata technologies europe limited,headquarter,              cv34 6rj,united kingdom,
via del tecchione 46,san giuliano milanese,italy,mecomer srl,headquarter,20098,italy,
116 the american rd,morris plains,united states,temptime corporation,headquarter,79502443,new jersey(nj),
the heights brooklands,weybridge,united kingdom,sony europe b.v.,headquarter,              kt13 0xw,united kingdom,
viale lombardia 29,viadana,italy,saviola holding srl,headquarter,46019,italy,
1000 buffalo rd,lewisburg,united states,playworld systems incorporated,headquarter,178379795,pennsylvania(pa),
station works camlough road,newry,united kingdom,norbrook laboratories limited,headquarter,              bt35 6jp,united kingdom,
via fratelli di dio 1,busto arsizio,italy,rimax technology srl,headquarter,21052,italy,
1701 towanda ave,bloomington,united states,country mutual insurance company,headquarter,617012057,illinois(il),
unit 1 saxon way east,corby,united kingdom,norbrook laboratories (g.b.) limited,single address,              nn18 9ey,united kingdom,
via nazionale 110/6,pianoro,italy,studio boost srl,single address,40065,italy,
70 n 2nd st,san jose,united states,"wrike, inc.",headquarter,951131204,california(ca),
midpoint park kingsbury road minworth,sutton coldfield,united kingdom,hozelock limited,headquarter,              b76 1ab,united kingdom,
piazzetta luigi coloatto 1,ronchi dei legionari,italy,elifriulia spa,headquarter,34077,italy,
590 century blvd,wilmington,united states,info systems l.l.c.,headquarter,198086273,delaware(de),
midpoint park kingsbury road,sutton coldfield,united kingdom,hozelock group limited,,              b76 1ab,united kingdom,HOZELOCK
via lungo l'ema 7,bagno a ripoli (ponte a ema ),italy,a. menarini diagnostics srl,headquarter,50012,italy,
358 5th ave rm 302,new york,united states,audiohq llc,single address,100012209,new york(ny),
the old forge shackstead lane,godalming,united kingdom,mesh digital limited,headquarter,              gu7 1rj,united kingdom,
via la spezia 241/a,parma,italy,sidel spa,headquarter,43126,italy,
22777 springwoods village pkwy,spring,united states,mobil petroleum company inc.,headquarter,773891425,texas(tx),EXXON MOBILE CO
8 lindrick way barlborough,chesterfield,united kingdom,coster aerosols limited,single address,              s43 4xe,united kingdom,
via fabio filzi 25/a,milano,italy,evp ii cavallino srl,single address,20124,italy,
5959 las colinas blvd,irving,united states,exxonmobil international holdings inc.,headquarter,750392298,texas(tx),EXXON MOBIL
3 bush park,plymouth,united kingdom,twofour broadcast limited,headquarter,              pl6 7rg,united kingdom,
piazzale pietro ferrero 1,alba,italy,ferrero spa,headquarter,12051,italy,
2220 central expy,santa clara,united states,"futurewei technologies, inc.",headquarter,950502516,california(ca),
"c/o foresight group llp the shard, 32 london bridge street",london,united kingdom,ps manor farm solar limited,single address,              se1 9sg,united kingdom,
piazza conte camillo benso di cavour 2,milano,italy,ca indosuez wealth (italy) spa in forma abbreviato ca indosuez wealth (italy),single address,20121,italy,
56 top gallant rd,stamford,united states,"dataquest, inc.",single address,69027747,connecticut(ct),
7th floor 33 holborn,london,united kingdom,manor farm (solar power) ltd,single address,              ec1n 2hu,united kingdom,
piazza conte camillo benso di cavour 2,milano,italy,ca indosuez fiduciaria spa,headquarter,20121,italy,
8080 norton pkwy,mentor,united states,avery dennison corporation,headquarter,440605990,ohio(oh),
beaufort court egg farm lane off station road,kings langley,united kingdom,manor farm solar limited,single address,              wd4 8lr,united kingdom,
piazza cavour 2,milano,italy,ca indosuez wealth europe,single address,20121,italy,
7255 goodlett farms pkwy,cordova,united states,louis dreyfus company cotton llc,headquarter,380164909,tennessee(tn),ALLENBERG COTTON CO.
"building 3 chiswick park 566 chiswick high road, chiswick",london,united kingdom,united biscuits (uk) limited,headquarter,              w4 5ya,united kingdom,
via giorgione 59/63,roma,italy,hra pharma italia srl,single address,147,italy,
3501 university blvd e,adelphi,united states,university of maryland global campus,headquarter,207837998,maryland(md),
100 new bridge street,london,united kingdom,booking.com transport limited,,              ec4v 6ja,united kingdom,RENTALCARS.COM
via caldera 21,milano,italy,advanz pharma italia srl,headquarter,20153,italy,
13760 noel rd ste 500,dallas,united states,"ecom usa, llc",headquarter,752401362,texas(tx),
portland house 69-71 wembley hill road,wembley,united kingdom,uml bondi limited,single address,              ha9 8bu,united kingdom,
via giosue' carducci 24,milano,italy,advanz pharma specialty medicine italia srl,single address,20123,italy,
1633 broadway fl 28,new york,united states,"industrial and commercial bank of china (usa), national association",headquarter,100196708,new york(ny),
college road cranfield,bedford,united kingdom,cranfield university,headquarter,              mk43 0al,united kingdom,
viale alessandro volta 2,cusago,italy,sit spa,headquarter,20047,italy,
1166 avenue of the americas,new york,united states,"oliver wyman, inc.",headquarter,100362708,new york(ny),
"building 1 bradbourne drive, tilbrook",milton keynes,united kingdom,red bull technology limited,headquarter,              mk7 8bj,united kingdom,
via delle querce 51,san giovanni in marignano,italy,aeffe spa,,47842,italy,MOSCHINO
5791 van allen way,carlsbad,united states,"applied biosystems, llc",headquarter,920087321,california(ca),
bellway industrial estate whitley road longbenton,newcastle-upon-tyne,united kingdom,bell truck sales limited,headquarter,              ne12 9sw,united kingdom,
via delle querce 51,san giovanni in marignano,italy,moschino spa,headquarter,47842,italy,
7101 vorden pkwy,south bend,united states,"tire rack, inc., the",headquarter,466288422,indiana(in),TIRERACK.COM
"bergen house crawpeel road, altens industrial estate",aberdeen,united kingdom,odfjell technology (uk) ltd.,headquarter,              ab12 3lg,united kingdom,
viale donato bramante 29,fiumicino,italy,in & out spa,headquarter,54,italy,
251 e huron ste 3-710,chicago,united states,northwestern memorial healthcare,headquarter,606112908,illinois(il),
langford lane the boulevard,kidlington,united kingdom,elsevier limited,headquarter,              ox5 1gb,united kingdom,
via galvani 1,campodarsego,italy,out in spa,headquarter,35011,italy,
300 dexter ave,montgomery,united states,"alabama, state of",headquarter,361043741,alabama(al),
grand buildings 1-3 strand,london,united kingdom,relx plc,headquarter,              wc2n 5jr,united kingdom,
piazza colonna 370,roma (palazzo chigi ),italy,governo della repubblica italiana,headquarter,187,italy,
600 opry mills dr,nashville,united states,"opry entertainment group holdings, llc",single address,372142444,tennessee(tn),
tolley house 2 addiscombe road,croydon,united kingdom,relx (uk) limited,headquarter,              cr0 5tt,united kingdom,
piazza poli 42,roma,italy,sace bt spa,headquarter,187,italy,
7150 almeda genoa rd,houston,united states,"applied cryo technologies, inc.",headquarter,770752810,texas(tx),
grand buildings 1-3 strand,london,united kingdom,relx (holdings) limited,headquarter,              wc2n 5jr,united kingdom,
via gino maggi 2,cuvio,italy,modecor italiana srl,headquarter,21030,italy,
3010 n military trl ste 310,boca raton,united states,"apple insurance & financial services, inc.",single address,334316300,florida(fl),
"mill la, box",corsham,united kingdom,womad limited,headquarter,              sn13 8pn,united kingdom,
via abetone inferiore 2,maranello,italy,ferrari - societa'per azioni esercizio fabbriche automobili e corse,,41053,italy,FERRARI SPA
6710 river rd,hodgkins,united states,"voyant beauty, inc.",single address,605254310,illinois(il),
east end house kenrick way,west bromwich,united kingdom,vibrant brands limited,headquarter,              b71 4ea,united kingdom,
via isidoro e lepido facii 4,teramo (san nicolo'  a tordino ),italy,dirickx italia srl,single address,64100,italy,
250 n water st,mobile,united states,alabama state port authority,headquarter,366024000,alabama(al),EXECUTIVE OFFICE OF THE STATE OF ALABAMA
