,index,address_name,city,country,name,location_type,postalcode,state,trade_name
1546,1546,1212 chestnut st,burbank,united states,"esl gaming america, inc.",single address,915061627,california(ca),
1547,1547,"unit 5 pioneer court, chivers way, histon",cambridge,united kingdom,"nichino europe co., ltd.",single address,              cb24 9pt,united kingdom,
1548,1548,via g.negri 11,limena,italy,interpolimeri spa,headquarter,35010,italy,
1549,1549,3200 patrick henry dr ste 250,santa clara,united states,infostretch corporation,headquarter,950541873,california(ca),
1550,1550,"barclays house victoria street, douglas",isle of man,united kingdom,barclays private clients international ltd,,              im1 2le,united kingdom,Barclays
1551,1551,via alessandro manzoni 113,rozzano,italy,humanitas spa,headquarter,20089,italy,
1552,1552,1806 44th st,valley,united states,"lhcg li, llc",single address,368543441,alabama(al),
1553,1553,"cambridge innovation park, f3 blenheim house denny end road, waterbeach",cambridge,united kingdom,velocix solutions limited,,              cb25 9pb,united kingdom,VELOCIX
1554,1554,via alessandro manzoni 56,rozzano,italy,humanitas mirasole spa,headquarter,20089,italy,
1555,1555,1225 washington pike,bridgeville,united states,"ddi-asia/pacific international, ltd.",headquarter,150172825,pennsylvania(pa),
1556,1556,"reading international business park part spur ag, basingstoke road",reading,united kingdom,mavenir systems limited,,              rg2 6dh,united kingdom,MAVENIR
1557,1557,via emilia ponente 2070,castel bolognese,italy,la fabbrica spa,headquarter,48014,italy,
1558,1558,6025 primacy pkwy,memphis,united states,"memphis opco, llc",single address,381195763,tennessee(tn),
1559,1559,39 st vincent place,glasgow,united kingdom,digital barriers services limited,,              g1 2er,united kingdom,DIGITAL BARRIERS
1560,1560,via bligny 1/a,reggio nell'emilia,italy,reggio children srl,headquarter,42124,italy,
1561,1561,2085 e technology cir st 102,tempe,united states,cytec carbon fibers llc,single address,852841811,arizona(az),
1562,1562,st james's square,london,united kingdom,rio tinto international holdings limited,headquarter,              sw1y 4ad,united kingdom,
1563,1563,via arco 1,milano,italy,c.w.f. children worldwide fashion italia srl,,20121,italy,CWF CHILDREN WORLDWIDE FASHION
1564,1564,600 wilshire blvd ste 400,los angeles,united states,"evite, inc.",single address,900173215,california(ca),
1565,1565,hawkslease chapel lane,lyndhurst,united kingdom,ineos sales (uk) limited,,              so43 7fg,united kingdom,INEOS
1566,1566,via giuseppe di vittorio 13,castenaso (villanova ),italy,clarins italia spa,headquarter,40055,italy,
1567,1567,612 howard st ste 100,san francisco,united states,tradeshift inc.,headquarter,941053927,california(ca),TRADE SHIFT APS
1568,1568,38 hans crescent,london,united kingdom,ineos group holdings limited,,              sw1x 0lz,united kingdom,INEOS
1569,1569,via franco russoli 5,milano,italy,hdi global se,headquarter,20143,italy,
1570,1570,one south station ste 3,boston,united states,john brown us llc,single address,21102253,massachusetts(ma),
1571,1571,school aycliffe lane,newton aycliffe,united kingdom,ineos hygienics limited,,              dl5 6ea,united kingdom,INEOS
1572,1572,piazza guglielmo marconi 25,roma,italy,hdi assicurazioni spa,headquarter,144,italy,
1573,1573,450 s orange ave ste 800,orlando,united states,red lobster sourcing llc,headquarter,328013344,florida(fl),RED LOBSTER
1574,1574,hawkslease chapel lane,lyndhurst,united kingdom,ineos european holdings limited,headquarter,              so43 7fg,united kingdom,
1575,1575,via tomacelli 146,roma,italy,mts spa,headquarter,186,italy,
1576,1576,2100 main st rm 134,stevens point,united states,"university of wisconsin-stevens point, foundation inc.",headquarter,544813871,wisconsin(wi),
1577,1577,hawkslease chapel lane,lyndhurst,united kingdom,ineos industries limited,headquarter,              so43 7fg,united kingdom,
1578,1578,via delle industrie 1/3,pozzuolo martesana,italy,brivio & vigano' logistics srl,headquarter,20060,italy,
1579,1579,3200 kirby dr,houston,united states,"pros, inc.",single address,770981039,texas(tx),
1580,1580,wren house,london,united kingdom,terrapinn limited,single address,              ec1n 8el,united kingdom,
1581,1581,viale libano 28,roma,italy,hitrac engineering group spa,headquarter,144,italy,
1582,1582,1 kaiser plz,oakland,united states,kaiser foundation hospitals,headquarter,946123610,california(ca),
1583,1583,"ordnance ho 31 pier rd, st helier",jersey,united kingdom,terrapinn holdings limited,headquarter,              je4 8pw,united kingdom,
1584,1584,via monaldo calari 10,zola predosa,italy,faac partecipazioni industriali srl,headquarter,40069,italy,
1585,1585,400 centre st ste 100,newton,united states,sonesta international hotels corporation,headquarter,24582076,massachusetts(ma),
1586,1586,"united kingdom house 6th floor, 180 oxford street",london,united kingdom,parfums christian dior(u.k.)limited,,              w1d 1ab,united kingdom,Parfums Christian Dior
1587,1587,via monaldo calari 10,zola predosa,italy,faac spa,headquarter,40069,italy,
1588,1588,340 madison ave ste 22c,new york,united states,bansk group llc,headquarter,101735000,new york(ny),
1589,1589,49a pavilion road,london,united kingdom,christian dior uk limited,headquarter,              sw1x 0hd,united kingdom,
1590,1590,via valle po 149,cuneo,italy,lannutti spa,headquarter,12100,italy,
1591,1591,122 5th ave,new york,united states,"barnes & noble, inc.",headquarter,100115634,new york(ny),
1592,1592,westside london road,hemel hempstead,united kingdom,hawk incentives limited,headquarter,              hp3 9td,united kingdom,
1593,1593,via del botteghino 24/26,scandicci,italy,trasporti internazionali agenzia marittima savino del bene spa,,50018,italy,SAVINO DEL BENE
1594,1594,103 foulk road suite 276,wilmington,united states,icon de holdings llc,single address,198033742,delaware(de),
1595,1595,hawkslease chapel lane,lyndhurst,united kingdom,ineos grangemouth limited,headquarter,              so43 7fg,united kingdom,
1596,1596,piazza paolo ferrari 8,milano,italy,mi-gso italia srl,headquarter,20121,italy,
1597,1597,4521 highwoods pkwy,glen allen,united states,"solbern, inc.",single address,230606148,virginia(va),
1598,1598,"po box 227, clinch\'s house lord street, douglas",isle of man,united kingdom,capita life and pensions services (isle of man) limited,single address,              im99 1rz,united kingdom,
1599,1599,via i maggio 8,quarto d'altino,italy,pixartprinting spa,headquarter,30020,italy,
1600,1600,8515 e orchard rd,greenwood village,united states,empower annuity insurance company of america,headquarter,801115002,colorado(co),EMPOWER RETIREMENT
1601,1601,68 hanbury st spitalfields,london,united kingdom,taster food uk limited,,              e1 5jp,united kingdom,TASTER
1602,1602,via alessandro algardi 2,milano,italy,siirtec nigi spa,headquarter,20148,italy,
1603,1603,8515 e orchard rd,greenwood village,united states,"empower retirement, llc",headquarter,801115002,colorado(co),
1604,1604,24 percy street,london,united kingdom,publicis media limited,headquarter,              w1t 2bs,united kingdom,
1605,1605,via giosue' carducci 25/25 a,pedrengo,italy,dilmoor spa siglabile dlm spa dlr spa dmo spa dmr spa dm spa,headquarter,24066,italy,
1606,1606,2 ridgedale ave ste 100,cedar knolls,united states,"kinly, inc.",single address,79271108,new jersey(nj),KEVIN  CARPENTER
1607,1607,25 cecil pashley way shoreham airport,shoreham-by-sea,united kingdom,pavilion publishing and media ltd.,single address,              bn43 5ff,united kingdom,
1608,1608,lungo dora pietro colletta 75,torino,italy,amaris technologies srl,headquarter,10153,italy,
1609,1609,2011 4th ave n,birmingham,united states,regions investment management company,headquarter,352033316,alabama(al),
1610,1610,61 st. james's street,london,united kingdom,"justerini & brooks,limited",headquarter,              sw1a 1lz,united kingdom,
1611,1611,via piave 8,sandrigo,italy,fitt spa societa' unipersonale,headquarter,36066,italy,
1612,1612,30 3rd st,san francisco,united states,unity technologies sf,headquarter,941033104,california(ca),
1613,1613,17-19 alma road,london,united kingdom,beggars group media limited,headquarter,              sw18 1aa,united kingdom,
1614,1614,via alcide de gasperi 1,revello,italy,giletta spa,headquarter,12036,italy,
1615,1615,10335 guilford rd,jessup,united states,"thorlabs quantum electronics, inc.",single address,207949608,maryland(md),
1616,1616,"first floor jebsen house, 53-55-61 high street",ruislip,united kingdom,west one music group france limited,single address,              ha4 7bd,united kingdom,
1617,1617,via macia 14,arcole,italy,logiudice forni srl,headquarter,37040,italy,
1618,1618,1185 ave of the americas fl 9,new york,united states,"hartree partners, lp",headquarter,100362604,new york(ny),
1619,1619,the chancery 58 spring gardens,manchester,united kingdom,testerworld limited,,              m2 1ew,united kingdom,DE PHARMACEUTICALS
1620,1620,frazione san vito 102/i,calamandrana,italy,lafitte italia natural cork srl,single address,14042,italy,
1621,1621,1185 ave of the americas,new york,united states,"hartree metallia, llc",headquarter,100362601,new york(ny),
1622,1622,the reservation sleaford business park,sleaford,united kingdom,kiowa limited,single address,              ng34 7by,united kingdom,
1623,1623,ponte paleocapa snc,genova,italy,intercontinental specialty fats (italy) srl in forma abbreviato isf italy srl,single address,16126,italy,
1624,1624,605 seward ave nw ste 101,grand rapids,united states,"stratum technology management, llc",single address,495045693,michigan(mi),
1625,1625,"alanbrooke road alanbrooke park industrial estate, castlereagh",belfast,united kingdom,thales air defence limited,,              bt6 9hb,united kingdom,Thales
1626,1626,via fersina 23,trento,italy,dolomiti energia trading spa,headquarter,38123,italy,
1627,1627,1818 h st nw,washington,united states,"world bank group, the",headquarter,204330002,district of columbia(dc),
1628,1628,waterside house 35 north wharf road,london,united kingdom,marks and spencer p.l.c.,headquarter,              w2 1nw,united kingdom,
1629,1629,via san sabino 21,mola di bari,italy,angel4future srl,single address,70042,italy,
1630,1630,11095 viking dr ste 100,eden prairie,united states,"fortra, llc",headquarter,553447236,minnesota(mn),
1631,1631,2nd floor 110 cannon street,london,united kingdom,orwell group holding ltd,headquarter,              ec4n 6eu,united kingdom,
1632,1632,via leon battista alberti 1,viadana (zona industriale gerbolina ),italy,composad srl,headquarter,46019,italy,
1633,1633,423 n campbell ave,springfield,united states,"positronic industries, inc.",headquarter,658061007,missouri(mo),
1634,1634,washington road,sunderland,united kingdom,nissan motor manufacturing (uk) limited,headquarter,              sr5 3ns,united kingdom,
1635,1635,via paolo poggi 11,san lazzaro di savena,italy,conserve italia - consorzio italiano fra cooperative agricole soc coop agricola,,40068,italy,CIRIO
1636,1636,1 fanatical pl,windcrest,united states,"rackspace us, inc.",headquarter,782182179,texas(tx),
1637,1637,investor house wessington way,sunderland,united kingdom,nissan trading europe limited,headquarter,              sr5 3xb,united kingdom,
1638,1638,via cassano 113,serravalle scrivia,italy,hme brass italy spa,headquarter,15069,italy,
1639,1639,1 fanatical pl city of windcrest,san antonio,united states,"rackspace technology global, inc.",headquarter,782182179,texas(tx),
1640,1640,"rivers office park denham way, maple cross",rickmansworth,united kingdom,nissan motor (gb) limited,headquarter,              wd3 9ys,united kingdom,
1641,1641,via giorgio saviane 6,firenze,italy,kme recycle srl,single address,50127,italy,
1642,1642,3025 windward plz ste 600,alpharetta,united states,ingenico inc.,headquarter,300058734,georgia(ga),"INGENICO, A WORLDLINE BRAND"
1643,1643,algate tower 2 leman street,london,united kingdom,aecom limited,headquarter,              e1 8fa,united kingdom,
1644,1644,via giorgio saviane 6,firenze,italy,kme italy spa,headquarter,50127,italy,
1645,1645,600 yosemite blvd,modesto,united states,e. & j. gallo winery,headquarter,953542760,california(ca),J VINEYARDS & WINERY
1646,1646,ellesfield avenue,bracknell,united kingdom,bmw services limited,headquarter,              rg12 8ta,united kingdom,
1647,1647,via giorgio saviane 6,firenze,italy,kme srl,single address,50127,italy,
1648,1648,11680 chimney rock rd,paso robles,united states,justin vineyards & winery llc,headquarter,934469792,california(ca),
1649,1649,summit one summit avenue,farnborough,united kingdom,bmw financial services (gb) limited,headquarter,              gu14 0fb,united kingdom,
1650,1650,piazza fontana 6,milano,italy,ambienta societa' di gestione del risparmio spa,,20122,italy,AMBIENTA SGR SPA
1651,1651,5438 wade park blvd ste 600,raleigh,united states,vontier corporation,headquarter,276073651,north carolina(nc),
1652,1652,summit one summit avenue,farnborough,united kingdom,bmw (uk) limited,,              gu14 0fb,united kingdom,BMW
1653,1653,piazza fontana 6,milano,italy,wateralia spa,headquarter,20122,italy,
