,index,address,headquarters,industry,market_cap,name,number_of_employees,revenue,telephone,website
1514,1514,"graafsebaan 65, rosmalen, 5248jt",netherlands,construction,doll_287.7 m,heijmans nv,"4,843",doll_2.1 b,31 73 5435220,www.heijmans.nl
1515,1515,"bubugao mansion, no. 309 shaoshan west road, xiangtan, hunan, 411100",china,retailing,doll_821.5 m,better life commercial chain share co ltd,"21,945",doll_2.1 b,86 731 52322517,www.bbg.com.cn
1516,1516,"2002 papa johns blvd, louisville, kentucky, 40299-3393",united states of america,leisure and arts,doll_3.0 b,papa john's international inc,"14,000",doll_2.1 b,1 502 2617272,www.papajohns.com
1517,1517,"1 montgomery street, suite 1100, san francisco, california, 94104",united states of america,consumer packaged goods,doll_475.4 m,stitch fix inc,"7,920",doll_2.1 b,1 415 8827765,www.stitchfix.com
1518,1518,"1150 assembly dr., suite 800, tampa, florida, 33607",united states of america,consumer packaged goods,doll_2.5 b,primo water corp,"9,230",doll_2.1 b,1 813 3131732,primowatercorp.com
1519,1519,"sicklastraket 4, stockholm, 10524",sweden,financial services,doll_1.6 b,intrum ab,"10,054",doll_2.1 b,46 8 54610200,www.intrum.com
1520,1520,"620 eighth avenue, new york, 10018",united states of america,media,doll_5.6 b,the new york times co,"5,000",doll_2.1 b,1 212 5561234,www.nytco.com
1521,1521,"rosenbergsaustrasse 8, heerbrugg, 9435",switzerland,industrial goods and machinery,doll_4.2 b,sfs group ag,"13,894",doll_2.1 b,41 71 7275151,www.sfs.biz
1522,1522,"wiedner guertel 11, wien, 1100",austria,financial services,doll_4.7 b,bawag group ag,"3,716",doll_2.1 b,43 1 515100,www.bawaggroup.com
1523,1523,"ifangstrasse 9, schlieren, 8952",switzerland,consumer packaged goods,doll_1.3 b,aryzta ag,"8,168",doll_2.1 b,41 44 5834200,www.aryzta.com
1524,1524,"pondok indah office tower iii, 3rd flor, jalan sultan iskandar muda, pondok indah kav v-ta, jakarta selatan, 12310",indonesia,metals and mining,doll_2.7 b,pt indo tambangraya megah tbk,"2,377",doll_2.1 b,62 21 29328100,www.itmg.co.id
1525,1525,"centro empresarial parque norte building, madrid, 28033",spain,alternative energy,doll_22.0 b,edp renovaveis sa,"2,968",doll_2.1 b,34 902 830700,www.edpr.com/es
1526,1526,"one new york plaza, 10004",united states of america,consumer packaged goods,doll_46.2 m,revlon inc,"5,800",doll_2.1 b,1 212 5274000,www.revlon.com
1527,1527,"alashan economic development zone, wusitai town, left banner, inner mongolia, 750336",china,chemicals,doll_2.6 b,cnsig inner mongolia chemical industry co ltd,"9,393",doll_2.1 b,86 483 8182016,www.chinasaltchemical.com
1528,1528,"2435 commerce ave bldg 2200, duluth, georgia, 30096-4980",united states of america,retailing,doll_3.1 b,national vision holdings inc,"13,735",doll_2.1 b,1 770 8223600,www.nationalvision.com
1529,1529,"24th floor, wyndham place, 40-44 wyndham street, central, hong kong",hong kong,construction,doll_310.9 m,zensun enterprises ltd,"1,144",doll_2.1 b,852 22 586888,www.zhsuccess.com
1530,1530,"11995 el camino real, san diego, california, 92130",united states of america,construction,doll_41.4 b,realty income corp,367,doll_2.1 b,1 760 7412111,www.realtyincome.com/home/default.aspx
1531,1531,"8755 w higgins rd, chicago, illinois, 60631-2708",united states of america,industrial goods and machinery,doll_6.1 b,littelfuse inc,"17,000",doll_2.1 b,1 773 6281000,www.littelfuse.com
1532,1532,"gyomroi ut 19-21., budapest, 1103",hungary,pharmaceuticals and healthcare,doll_4.3 b,gedeon richter plc,"12,180",doll_2.1 b,36 1 4314027,www.gedeonrichter.com/hu-hu
1533,1533,"septestraat 27, mortsel, 2640",belgium,technology and communications,doll_491.2 m,agfa-gevaert nv,"6,993",doll_2.1 b,32 3 4442111,www.agfa.com
1534,1534,"outer ring road, nagavara, bangalore, karnataka, 560045",india,aerospace and defense,doll_9.2 b,bharat electronics ltd,"8,853",doll_2.1 b,91 80 25039300,www.bel-india.in
1535,1535,"donimun, d-tower, 134, tongil-ro, jongno-gu, seoul, 03181",south korea,construction,doll_1.1 b,dl holdings co ltd,"5,232",doll_2.1 b,82 2 20117114,www.dlholdings.co.kr
1536,1536,"111 river st, hoboken, new jersey, 07030-5773",united states of america,business and consumer services,doll_2.4 b,"john wiley & sons, inc.","9,500",doll_2.1 b,12017486000,www.wiley.com
1537,1537,"one sansome street 33rd floor, 40th floor, san francisco, california, 94104",united states of america,technology and communications,doll_422.4 m,contextlogic inc,"1,218",doll_2.1 b,1 415 4327323,ir.wish.com
1538,1538,"1-2, chiba minato, chuo-ku, chiba-shi, chubu , 260-8720",japan,financial services,doll_6.2 b,the chiba bank ltd,"4,328",doll_2.1 b,81 43 2451111,www.chibabank.co.jp
1539,1539,"29f, k.wah centre, 191 java road, north point, hong kong",hong kong,construction,doll_1.2 b,kwah international holdings ltd,"1,011",doll_2.1 b,852  28800178,www.kwih.com
1540,1540,"suite 1000-n, 2000 avenue of the stars, los angeles, california, 90067",united states of america,business and consumer services,doll_4.8 b,air lease corporation,129,doll_2.1 b,1 310 5530555,airleasecorp.com
1541,1541,"am karlsbad 11, berlin, 10785",germany,construction,doll_732.1 m,adler real estate ag,315,doll_2.1 b,49 30 39801810,adler-ag.com
1542,1542,"31f tower one and exchange plaza, ayala triangle, ayala avenue, makati, 1226",philippines,construction,doll_8.7 b,ayala land inc,295,doll_2.1 b,63 2 79083111,www.ayalaland.com.ph
1543,1543,"level 14, 151, clarence street, sydney, new south wales, 2000",australia,financial services,doll_7.2 b,washington h soul pattinson and co ltd,"2,130",doll_2.1 b,61 2 92107070,www.whsp.com.au
1544,1544,"avenida paulista, 1374 16 andar, bela vista, sao paulo, 01.310-100",brazil,financial services,doll_691.8 m,banco pan sa,"2,433",doll_2.1 b,55 11 40021687,www.bancopan.com.br/sitepages/inicio.aspx
1545,1545,"1 sportica crescent, tyger valley, bellville, 7530",south africa,financial services,doll_1.8 b,santam ltd,"6,025",doll_2.1 b,27 21 9157000,www.santam.co.za
1546,1546,"400 crossing blvd fl 3, bridgewater, new jersey, 08807-2863",united states of america,pharmaceuticals and healthcare,doll_658.8 m,amneal pharmaceuticals inc,"7,000",doll_2.1 b,1 908 9473120,www.amneal.com
1547,1547,"misbourne court, rectory way, amersham, hp70de",united kingdom,technology and communications,doll_10.1 b,halma plc,"7,779",doll_2.1 b,44 1494 721111,www.halma.com
1548,1548,"no. 1, alley 20, lane 26, rueiguang road, neihu district, taipei, 114",taiwan,technology and communications,doll_8.7 b,advantech co ltd,"6,454",doll_2.1 b,886 2 77323399,www.advantech.com
1549,1549,"ste 500  1111 bay avenue, po box 120, columbus, georgia, 31901",united states of america,financial services,doll_5.4 b,synovus financial corp,"5,005",doll_2.1 b,1 706 6494818,www.synovus.com
1550,1550,"stony point ii building, 9201 forest hill avenue, richmond, virginia, 23235",united states of america,consumer packaged goods,doll_1.3 b,universal corp,"25,000",doll_2.1 b,1 804 3599311,www.universalcorp.com
1551,1551,"49, boulevard prince henri, luxembourg, 1724",luxembourg,consumer packaged goods,doll_4.3 b,l'occitane international sa,"9,042",doll_2.1 b,33 11 43084695,group.loccitane.com
1552,1552,"chateau de betzdorf, 6815",luxembourg,technology and communications,doll_3.4 b,ses sa,"2,037",doll_2.1 b,352 710 7251,www.ses.com
1553,1553,"granada business park - building a3, po box 295814, riyadh, 11351",saudi arabia,technology and communications,doll_2.6 b,mobile telecommunications company saudi arabia,453,doll_2.1 b,966 1 12162227,sa.zain.com
1554,1554,"avenida das nacoes unidas, 12995,32 andar, brooklin novo, sao paulo, 04.183-090",brazil,consumer packaged goods,doll_1.3 b,whirlpool sa,"8,000",doll_2.1 b,55 11 35661434,www.whirlpool.com.br
1555,1555,"13, baekbeom-ro 90da-gil, yongsan-gu, seoul, 04369",south korea,consumer packaged goods,doll_756.9 m,orion holdings corp,"2,087",doll_2.1 b,82 2 7106000,www.oriongroup.co.kr
1556,1556,"599 lexington ave fl 20, new york, 10022-7773",united states of america,financial services,doll_1.1 b,cowen inc,"1,534",doll_2.1 b,1 212 8457900,www.cowen.com
1557,1557,"26 north euclid avenue, pasadena, california, 91101",united states of america,construction,doll_25.5 b,alexandria real estate equities inc,559,doll_2.1 b,1 626 5780777,www.are.com
1558,1558,"1-26-1, ginza, chuo-ku, tokyo, 104-8110",japan,consumer packaged goods,doll_929.4 m,seiko group corp,"11,984",doll_2.1 b,81 3 35632111,www.seiko.co.jp
1559,1559,"4th floor, sakae vt building, 10-32, nishiki 3-chome, naka-ku, nagoya-shi, aichi, 460-0003",japan,retailing,doll_450.0 m,vt holdings co ltd,"3,786",doll_2.1 b,81522039500,www.vt-holdings.co.jp
1560,1560,"no.5 huashan road, xinwu district, wuxi, jiangsu, 214028",china,automotive,doll_2.6 b,weifu high-technology group co ltd,"5,340",doll_2.1 b,86 510 80505999,www.wuxiweifu.com
1561,1561,"l&t technology center, gate no.5, saki vihar road, powai, mumbai, maharashtra, 400072",india,technology and communications,doll_15.6 b,ltimindtree ltd,"50,981",doll_2.1 b,91 22 67766776,www.lntinfotech.com
1562,1562,"no. 26 minyi road, xinqiao town, songjiang industrial zone, shanghai, 201612",china,industrial goods and machinery,doll_854.3 m,lonking holdings ltd,"8,198",doll_2.1 b,86 21 37602031,www.lonkinggroup.com
1563,1563,"455-12, dongsak-ro, pyeongtaek, 17749",south korea,automotive,doll_357.2 m,ssangyong motor co ltd,"4,773",doll_2.1 b,82 31 6101114,www.smotor.com
1564,1564,"central office, lokmangal, 1501, shivajinagar, pune, 411005",india,financial services,doll_2.6 b,bank of maharashtra,"12,721",doll_2.1 b,91 20 25532731,www.bankofmaharashtra.in
1565,1565,"800 main st ste 4, lynchburg, virginia, 24504-1533",united states of america,nuclear energy,doll_5.1 b,bwx technologies inc,"6,600",doll_2.1 b,1 980 3654300,www.bwxt.com
1566,1566,"level 1 menara hong leong no. 6, jalan, damanlela, bukit, kuala lumpur, 50490",malaysia,financial services,doll_10.4 b,hong leong bank bhd,"8,008",doll_2.1 b,60 3 27771778,www.hlb.com.my
1567,1567,"gotthardstrasse 43, zuerich, 8002",switzerland,financial services,doll_4.0 b,vontobel holding ag,"2,160",doll_2.1 b,41 58 2835900,www.vontobel.com
1568,1568,"811 louisiana st, suite 1200, houston, texas, 77002",united states of america,energy and utilities,doll_1.3 b,genesis energy lp,"1,903",doll_2.1 b,1 713 8602500,www.genesisenergy.com
1569,1569,"point building, 3 waterloo lane, pembroke, hm08",bermuda,financial services,doll_1.0 b,siriuspoint ltd,"1,032",doll_2.1 b,1 441 5423300,ir.siriusgroup.com
1570,1570,"110 pitts bay road, pembroke, hm08",bermuda,financial services,doll_950.7 m,argo group international holdings ltd,"1,273",doll_2.1 b,1 441 2965858,www.argolimited.com
1571,1571,"ulitsa sobolekovskaya, zdaniye 23, ofis 129, nizhnekamsk, 423574",russia,chemicals,doll_2.3 b,nizhnekamskneftekhim,"18,867",doll_2.1 b,7 855 5377181,www.nknh.ru
1572,1572,"ty admiral, david street, cardiff, cf102eh",united kingdom,financial services,doll_8.0 b,admiral group plc,"10,725",doll_2.1 b,44 871 8828282,admiralgroup.co.uk
1573,1573,"no.1, creation 3rd road, hsinchu science park, 300",taiwan,technology and communications,doll_4.7 b,accton technology corp,"4,495",doll_2.1 b,886 3 5770270,www.accton.com
1574,1574,"255 e fifth st, 2600 chemed ctr, cincinnati, ohio, 45202",united states of america,pharmaceuticals and healthcare,doll_7.4 b,chemed corp,"14,137",doll_2.1 b,1 513 7626900,www.chemed.com
1575,1575,"level 25, 133 castlereagh street, sydney, new south wales, 2000",australia,construction,doll_6.4 b,stockland corp ltd,"1,800",doll_2.1 b,61 2 90352000,www.stockland.com.au
1576,1576,"thura mark 18, zoerbig, 06780",germany,alternative energy,doll_3.9 b,verbio vereinigte bioenergie ag,978,doll_2.1 b,49 341 3085300,www.verbio.de
1577,1577,"ulitsa lesnaya, dom 5, korpus (stroyeniye) b, kashira, 142931",russia,consumer packaged goods,doll_1.7 b,cherkizovo group pjsc,"31,075",doll_2.1 b,7 495 6602440,cherkizovo.com
1578,1578,"po box 50, lemminkaisenkatu 48, turku, 20521",finland,consumer packaged goods,doll_91.6 m,hkscan corp,"6,850",doll_2.1 b,358 10 570100,www.hkscan.com
1579,1579,"2500, hagisono, chigasaki-shi, kanagawa, 253-8543",japan,industrial goods and machinery,doll_2.3 b,ulvac inc,"6,235",doll_2.1 b,81 467 892033,www.ulvac.co.jp
1580,1580,"333 bridge st, fairhaven, massachusetts, 02719-4905",united states of america,consumer packaged goods,doll_3.2 b,acushnet holdings corp,"6,500",doll_2.1 b,,www.acushnetholdingscorp.com
1581,1581,"11f, cerulean tower, 26-1, sakuragaoka-cho, shibuya-ku, tokyo, 150-8512",japan,technology and communications,doll_2.2 b,gmo internet group inc,"5,758",doll_2.1 b,81 3 54562555,www.gmo.jp
1582,1582,"sala tower, 1-55, ekimae-odori, toyohashi-shi, aichi, 440-8533",japan,business and consumer services,doll_380.9 m,sala corp,"4,030",doll_2.2 b,81 53 2511155,www.sala.jp
1583,1583,"building 1, no.101, eshan road, shanghai, 200126",china,construction,doll_5.2 b,shanghai lujiazui finance & trade zone development co ltd,"5,689",doll_2.2 b,86 21 33848801,www.ljz.com.cn
1584,1584,"55 baker street, 5th floor, london, w1u8ew",united kingdom,power,0,contourglobal plc,"1,518",doll_2.2 b,44 20 74045959,www.contourglobal.com
1585,1585,"sveavaegen 44, stockholm, 11885",sweden,consumer packaged goods,0,swedish match ab,"7,523",doll_2.2 b,46 10 1393000,www.swedishmatch.com
1586,1586,"1800 owens street, suite 200, san francisco, california, 94158",united states of america,technology and communications,doll_8.3 b,dropbox inc,"2,667",doll_2.2 b,1 415 9867057,www.dropbox.com
1587,1587,"6601 bermuda rd, las vegas, nevada, 89119-3605",united states of america,technology and communications,doll_5.8 b,light & wonder inc,"9,500",doll_2.2 b,1 702 8977150,www.scientificgames.com
1588,1588,"2-2-2, matsuzaki-cho, abeno-ku, osaka-shi, 545-8555",japan,construction,doll_889.0 m,okumura corp,"2,194",doll_2.2 b,81 6 66211101,www.okumuragumi.co.jp
1589,1589,"vibeholms alle 20, broendby, 2605",denmark,industrial goods and machinery,doll_2.6 b,nkt as,"4,029",doll_2.2 b,45 43 482000,www.nkt.dk
1590,1590,"suite 200, 6345 dixie road, mississauga, ontario, l5t2e6",canada,power,0,just energy group inc,"1,016",doll_2.2 b,1 905 7954206,www.justenergy.com
1591,1591,"1639 yanlong avenue, pingdi street, longgang district, shenzhen, guangdong, 518117",china,technology and communications,doll_5.8 b,shennan circuits co ltd,"15,740",doll_2.2 b,86 755 86095188,www.scc.com.cn
1592,1592,"j a wettergrens gata 7, box 336, goeteborg, 40125",sweden,financial services,doll_12.9 b,investment ab latour,"8,319",doll_2.2 b,46 31 891790,www.latour.se/sv
1593,1593,"lantai 27, tower ii, sinar mas land plza, jl. m.h. thamrin no. 51, jakarta pusat, 10350",indonesia,metals and mining,doll_1.9 b,pt dian swastatika sentosa tbk,"2,076",doll_2.2 b,62 21 31990258,www.dssa.co.id
1594,1594,"alameda xingu 512, alphaville, barueri, 06.455-030",brazil,financial services,doll_2.6 b,cielo sa,"4,106",doll_2.2 b,55 11 21847600,www.cielo.com.br
1595,1595,"14, rue jeanne d'asnieres, clichy cedex, paris, 92611",france,consumer packaged goods,doll_3.0 b,societe bic,"10,471",doll_2.2 b,33 1 45195200,www.bicworld.com
1596,1596,"6f rockwell business center, tower 3, ortigas avenue, pasig, 1604",philippines,power,doll_1.2 b,first gen corp,"2,059",doll_2.2 b,63 2 34496400,www.firstgen.com.ph
1597,1597,"calgary alberta t2p 2mi, 110 12th ave sw station,  stn m, po box 1900, t2p2m1",canada,power,doll_2.5 b,transalta corp,"1,282",doll_2.2 b,1 403 2674724,www.transalta.com
1598,1598,"6 research dr, shelton, connecticut, 06484-6228",united states of america,consumer packaged goods,doll_2.1 b,edgewell personal care co,"6,900",doll_2.2 b,1 203 9445500,edgewell.com
1599,1599,"5 shlomo kaplan street, tel aviv-yafo, 67897",israel,technology and communications,doll_17.0 b,check point software technologies ltd,"5,805",doll_2.2 b,972 3 7534555,www.checkpoint.com
1600,1600,"19f, shibuya mark city west, 1-12-1, dogenzaka, shibuya-ku, tokyo, 150-0043",japan,retailing,doll_4.4 b,abc-mart inc,"5,974",doll_2.2 b,81 3 34765650,www.abc-mart.co.jp
1601,1601,"100 tice blvd., woodcliff lake, new jersey, 07677",united states of america,retailing,doll_42.4 m,party city holdco inc,"6,400",doll_2.2 b,1 914 3452020,www.partycity.com
1602,1602,"king saud road, p.o.box 56006, riyadh, 11554",saudi arabia,financial services,doll_12.9 b,banque saudi fransi,"3,042",doll_2.2 b,966 1 12891136,www.alfransi.com.sa
1603,1603,"watermead business park, syston, leicester, le71ad",united kingdom,retailing,doll_2.7 b,dunelm group plc,"7,273",doll_2.2 b,44 116 2644400,corporate.dunelm.com
1604,1604,"15 york street, 2nd floor, toronto, ontario, m5j0a3",canada,financial services,doll_2.1 b,ci financial corp,"2,416",doll_2.2 b,1 416 3641145,www.cifinancial.com
1605,1605,"650 castro street, suite 400, mountain view, california, 94041",united states of america,technology and communications,doll_8.1 b,pure storage inc,"4,600",doll_2.2 b,,www.purestorage.com
1606,1606,"lamprechtshausener bundesstrasse 8, bergheim, 5101",austria,industrial goods and machinery,doll_1.1 b,palfinger ag,"12,135",doll_2.2 b,43 662 22810,www.palfinger.ag
1607,1607,"1-3-7, yaesu, chuo-ku, tokyo, 103-0028",japan,financial services,doll_1.5 b,shinkin central bank,"1,791",doll_2.2 b,81 3 52027700,www.shinkin-central-bank.jp
1608,1608,"88 the parq building, ratchadaphisek road, klongtoey, bangkok, bangkok (krung thep maha nakhon), 10110",thailand,leisure and arts,doll_5.2 b,minor international pcl,"64,389",doll_2.2 b,66 23 657500,www.minor.com/en
1609,1609,"414 icici lombard house, veer savarkar marg, prabhadevi, mumbai, 400025",india,financial services,doll_7.2 b,icici lombard general insurance co ltd,"12,754",doll_2.2 b,91 22 61961100,www.icicilombard.com
