_id,ltable_id,rtable_id,ltable_name,ltable_country,ltable_revenue_2022,ltable_profit,ltable_assets,ltable_market_value,rtable_name,rtable_country,rtable_revenue_2022,rtable_profit,rtable_assets,rtable_market_value
475,355,389,bank of jiangsu,china,doll_17.9 b,,,doll_17.05 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
476,389,389,bank of shanghai,china,doll_15.94 b,,,doll_14.76 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
477,423,389,bank of nanjing,china,doll_12.17 b,,,doll_18.84 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
478,433,389,national bank of canada,canada,doll_9 b,,,doll_24.82 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
479,644,389,bank of hangzhou,china,doll_8.7 b,,,doll_13.96 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
480,731,389,industrial bank of korea,south korea,doll_9.44 b,,,doll_6.97 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
481,733,389,national bank of kuwait,kuwait,doll_3.82 b,,,doll_25.78 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
482,866,389,bank of ireland,ireland,doll_8.37 b,,,doll_7.83 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
483,949,389,joint stock commercial bank for foreign trade of vietnam,vietnam,doll_3.91 b,,,doll_16.94 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
484,951,389,shanghai rural commercial bank,china,doll_5.77 b,,,doll_9.28 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
485,953,389,bank of baroda,india,doll_12.06 b,,,doll_7.54 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
486,999,389,union bank of india,india,doll_11.28 b,,,doll_3.62 b,bank of shanghai,china,doll_15.94 b,doll_3.45 b,doll_410.39 b,doll_14.76 b
487,390,390,american tower,united states,doll_9.36 b,,,doll_119.49 b,american tower,united states,doll_9.36 b,doll_2.57 b,doll_69.89 b,doll_119.49 b
488,233,391,canadian natural resources,canada,doll_23.97 b,,,doll_74.27 b,pioneer natural resources,united states,doll_17.87 b,doll_2.11 b,doll_38.77 b,doll_57.38 b
489,391,391,pioneer natural resources,united states,doll_17.87 b,,,doll_57.38 b,pioneer natural resources,united states,doll_17.87 b,doll_2.11 b,doll_38.77 b,doll_57.38 b
490,392,392,sun hung kai properties,hong kong,doll_10.26 b,,,doll_34.81 b,sun hung kai properties,hong kong,doll_10.26 b,doll_3.64 b,doll_103.68 b,doll_34.81 b
491,393,393,wanhua chemical group,china,doll_22.43 b,,,doll_38.63 b,wanhua chemical group,china,doll_22.43 b,doll_3.82 b,doll_29.86 b,doll_38.63 b
492,23,395,china merchants bank,china,doll_71.07 b,,,doll_167.32 b,china merchants shekou industrial zone holdings,china,doll_23.41 b,doll_1.61 b,doll_134.34 b,doll_19.42 b
493,395,395,china merchants shekou industrial zone holdings,china,doll_23.41 b,,,doll_19.42 b,china merchants shekou industrial zone holdings,china,doll_23.41 b,doll_1.61 b,doll_134.34 b,doll_19.42 b
494,462,395,sunac china holdings,china,doll_38.49 b,,,doll_3.18 b,china merchants shekou industrial zone holdings,china,doll_23.41 b,doll_1.61 b,doll_134.34 b,doll_19.42 b
495,898,395,china merchants securities,china,doll_5.7 b,,,doll_9.86 b,china merchants shekou industrial zone holdings,china,doll_23.41 b,doll_1.61 b,doll_134.34 b,doll_19.42 b
496,396,396,haier smart home,china,doll_35.16 b,,,doll_33.26 b,haier smart home,china,doll_35.16 b,doll_2.03 b,doll_34.12 b,doll_33.26 b
497,399,399,johnson controls international,ireland,doll_24.19 b,,,doll_44.22 b,johnson controls international,ireland,doll_24.19 b,doll_1.57 b,doll_42.22 b,doll_44.22 b
498,401,401,saudi telecom,saudi arabia,doll_16.91 b,,,doll_60.71 b,saudi telecom,saudi arabia,doll_16.91 b,doll_3.02 b,doll_31.8 b,doll_60.71 b
499,402,402,jardine matheson,bermuda,doll_35.86 b,,,doll_15.89 b,jardine matheson,bermuda,doll_35.86 b,doll_1.88 b,doll_91.49 b,doll_15.89 b
500,403,403,canadian national railway,canada,doll_11.55 b,,,doll_86.33 b,canadian national railway,canada,doll_11.55 b,doll_3.9 b,doll_38.84 b,doll_86.33 b
501,542,403,canadian pacific railway,canada,doll_6.38 b,,,doll_69.42 b,canadian national railway,canada,doll_11.55 b,doll_3.9 b,doll_38.84 b,doll_86.33 b
502,406,406,mitsubishi electric,japan,doll_40.34 b,,,doll_22.76 b,mitsubishi electric,japan,doll_40.34 b,doll_2.13 b,doll_41.12 b,doll_22.76 b
503,407,407,nissan motor,japan,doll_79.17 b,,,doll_16.36 b,nissan motor,japan,doll_79.17 b,doll_1.1 b,doll_136.86 b,doll_16.36 b
504,408,408,tata steel,india,doll_31.07 b,,,doll_20.42 b,tata steel,india,doll_31.07 b,doll_5.01 b,doll_34.62 b,doll_20.42 b
505,410,410,bae systems,united kingdom,doll_26.85 b,,,doll_30.15 b,bae systems,united kingdom,doll_26.85 b,doll_2.42 b,doll_36.75 b,doll_30.15 b
506,412,412,bt group,united kingdom,doll_28.84 b,,,doll_23.74 b,bt group,united kingdom,doll_28.84 b,doll_1.43 b,doll_69.55 b,doll_23.74 b
507,413,413,ctbc financial,taiwan,doll_14.93 b,,,doll_19.63 b,ctbc financial,taiwan,doll_14.93 b,doll_1.94 b,doll_256.03 b,doll_19.63 b
508,189,415,poly developments & holdings group,china,doll_42.94 b,,,doll_32.81 b,greenland holdings group,china,doll_84.53 b,doll_2.17 b,doll_215.77 b,doll_9.36 b
509,242,415,longfor group holdings,china,doll_34.8 b,,,doll_30.05 b,greenland holdings group,china,doll_84.53 b,doll_2.17 b,doll_215.77 b,doll_9.36 b
510,415,415,greenland holdings group,china,doll_84.53 b,,,doll_9.36 b,greenland holdings group,china,doll_84.53 b,doll_2.17 b,doll_215.77 b,doll_9.36 b
511,573,415,asahi group holdings,japan,doll_20.35 b,,,doll_17.94 b,greenland holdings group,china,doll_84.53 b,doll_2.17 b,doll_215.77 b,doll_9.36 b
512,795,415,cifi holdings group,china,doll_16.77 b,,,doll_4.19 b,greenland holdings group,china,doll_84.53 b,doll_2.17 b,doll_215.77 b,doll_9.36 b
513,819,415,phoenix group holdings,united kingdom,doll_33.53 b,,,doll_7.93 b,greenland holdings group,china,doll_84.53 b,doll_2.17 b,doll_215.77 b,doll_9.36 b
514,829,415,zhongsheng group holdings,china,doll_27.15 b,,,doll_16.05 b,greenland holdings group,china,doll_84.53 b,doll_2.17 b,doll_215.77 b,doll_9.36 b
515,894,415,cimb group holdings,malaysia,doll_5.66 b,,,doll_12.22 b,greenland holdings group,china,doll_84.53 b,doll_2.17 b,doll_215.77 b,doll_9.36 b
516,982,415,agile group holdings,china,doll_11.52 b,,,doll_1.85 b,greenland holdings group,china,doll_84.53 b,doll_2.17 b,doll_215.77 b,doll_9.36 b
517,416,416,rwe group,germany,doll_28.99 b,,,doll_28.86 b,rwe group,germany,doll_28.99 b,doll_852.2 m,doll_203.56 b,doll_28.86 b
518,417,417,daikin industries,japan,doll_26.88 b,,,doll_46.78 b,daikin industries,japan,doll_26.88 b,doll_1.88 b,doll_30.45 b,doll_46.78 b
519,7,423,agricultural bank of china,china,doll_181.42 b,,,doll_133.38 b,bank of nanjing,china,doll_12.17 b,doll_2.61 b,doll_296.8 b,doll_18.84 b
520,8,423,bank of america,united states,doll_96.83 b,,,doll_303.1 b,bank of nanjing,china,doll_12.17 b,doll_2.61 b,doll_296.8 b,doll_18.84 b
521,12,423,bank of china,china,doll_152.43 b,,,doll_117.83 b,bank of nanjing,china,doll_12.17 b,doll_2.61 b,doll_296.8 b,doll_18.84 b
522,29,423,postal savings bank of china (psbc),china,doll_77.61 b,,,doll_125.53 b,bank of nanjing,china,doll_12.17 b,doll_2.61 b,doll_296.8 b,doll_18.84 b
523,61,423,bank of communications,china,doll_76 b,,,doll_52.82 b,bank of nanjing,china,doll_12.17 b,doll_2.61 b,doll_296.8 b,doll_18.84 b
524,88,423,bank of nova scotia,canada,doll_30.35 b,,,doll_80.58 b,bank of nanjing,china,doll_12.17 b,doll_2.61 b,doll_296.8 b,doll_18.84 b
525,105,423,state bank of india,india,doll_54.42 b,,,doll_58.39 b,bank of nanjing,china,doll_12.17 b,doll_2.61 b,doll_296.8 b,doll_18.84 b
526,116,423,bank of montreal,canada,doll_26.53 b,,,doll_72.74 b,bank of nanjing,china,doll_12.17 b,doll_2.61 b,doll_296.8 b,doll_18.84 b
527,265,423,bank of new york mellon,united states,doll_16.09 b,,,doll_35.68 b,bank of nanjing,china,doll_12.17 b,doll_2.61 b,doll_296.8 b,doll_18.84 b
528,294,423,bank of ningbo,china,doll_13.71 b,,,doll_37.67 b,bank of nanjing,china,doll_12.17 b,doll_2.61 b,doll_296.8 b,doll_18.84 b
529,353,423,bank of beijing,china,doll_19.38 b,,,doll_15.09 b,bank of nanjing,china,doll_12.17 b,doll_2.61 b,doll_296.8 b,doll_18.84 b
530,355,423,bank of jiangsu,china,doll_17.9 b,,,doll_17.05 b,bank of nanjing,china,doll_12.17 b,doll_2.61 b,doll_296.8 b,doll_18.84 b
531,389,423,bank of shanghai,china,doll_15.94 b,,,doll_14.76 b,bank of nanjing,china,doll_12.17 b,doll_2.61 b,doll_296.8 b,doll_18.84 b
532,423,423,bank of nanjing,china,doll_12.17 b,,,doll_18.84 b,bank of nanjing,china,doll_12.17 b,doll_2.61 b,doll_296.8 b,doll_18.84 b
533,433,423,national bank of canada,canada,doll_9 b,,,doll_24.82 b,bank of nanjing,china,doll_12.17 b,doll_2.61 b,doll_296.8 b,doll_18.84 b
534,644,423,bank of hangzhou,china,doll_8.7 b,,,doll_13.96 b,bank of nanjing,china,doll_12.17 b,doll_2.61 b,doll_296.8 b,doll_18.84 b
535,731,423,industrial bank of korea,south korea,doll_9.44 b,,,doll_6.97 b,bank of nanjing,china,doll_12.17 b,doll_2.61 b,doll_296.8 b,doll_18.84 b
536,733,423,national bank of kuwait,kuwait,doll_3.82 b,,,doll_25.78 b,bank of nanjing,china,doll_12.17 b,doll_2.61 b,doll_296.8 b,doll_18.84 b
537,866,423,bank of ireland,ireland,doll_8.37 b,,,doll_7.83 b,bank of nanjing,china,doll_12.17 b,doll_2.61 b,doll_296.8 b,doll_18.84 b
538,949,423,joint stock commercial bank for foreign trade of vietnam,vietnam,doll_3.91 b,,,doll_16.94 b,bank of nanjing,china,doll_12.17 b,doll_2.61 b,doll_296.8 b,doll_18.84 b
539,953,423,bank of baroda,india,doll_12.06 b,,,doll_7.54 b,bank of nanjing,china,doll_12.17 b,doll_2.61 b,doll_296.8 b,doll_18.84 b
540,999,423,union bank of india,india,doll_11.28 b,,,doll_3.62 b,bank of nanjing,china,doll_12.17 b,doll_2.61 b,doll_296.8 b,doll_18.84 b
541,425,425,keurig dr pepper,united states,doll_12.68 b,,,doll_52.47 b,keurig dr pepper,united states,doll_12.68 b,doll_2.15 b,doll_50.6 b,doll_52.47 b
542,380,426,power construction corporation of china,china,doll_70.28 b,,,doll_16.34 b,china yangtze power,china,doll_8.52 b,doll_4.08 b,doll_51.5 b,doll_83.05 b
543,426,426,china yangtze power,china,doll_8.52 b,,,doll_83.05 b,china yangtze power,china,doll_8.52 b,doll_4.08 b,doll_51.5 b,doll_83.05 b
544,915,426,china national nuclear power,china,doll_9.6 b,,,doll_22 b,china yangtze power,china,doll_8.52 b,doll_4.08 b,doll_51.5 b,doll_83.05 b
545,427,427,dnb bank,norway,doll_7.79 b,,,doll_34.31 b,dnb bank,norway,doll_7.79 b,doll_2.84 b,doll_331.04 b,doll_34.31 b
546,428,428,emerson electric,united states,doll_18.55 b,,,doll_55.6 b,emerson electric,united states,doll_18.55 b,doll_2.75 b,doll_26.96 b,doll_55.6 b
547,429,429,imperial brands,united kingdom,doll_22.66 b,,,doll_20.62 b,imperial brands,united kingdom,doll_22.66 b,doll_3.88 b,doll_39.22 b,doll_20.62 b
548,431,431,general mills,united states,doll_18.63 b,,,doll_43.66 b,general mills,united states,doll_18.63 b,doll_2.3 b,doll_31.14 b,doll_43.66 b
549,432,432,axis bank,india,doll_11.41 b,,,doll_31.32 b,axis bank,india,doll_11.41 b,doll_1.71 b,doll_152.12 b,doll_31.32 b
550,7,433,agricultural bank of china,china,doll_181.42 b,,,doll_133.38 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
551,8,433,bank of america,united states,doll_96.83 b,,,doll_303.1 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
552,12,433,bank of china,china,doll_152.43 b,,,doll_117.83 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
553,29,433,postal savings bank of china (psbc),china,doll_77.61 b,,,doll_125.53 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
554,61,433,bank of communications,china,doll_76 b,,,doll_52.82 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
555,88,433,bank of nova scotia,canada,doll_30.35 b,,,doll_80.58 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
556,105,433,state bank of india,india,doll_54.42 b,,,doll_58.39 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
557,116,433,bank of montreal,canada,doll_26.53 b,,,doll_72.74 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
558,198,433,nab - national australia bank,australia,doll_15.76 b,,,doll_77.24 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
559,250,433,power corp of canada,canada,doll_57.93 b,,,doll_20.47 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
560,251,433,qatar national bank,qatar,doll_14.2 b,,,doll_59.09 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
561,265,433,bank of new york mellon,united states,doll_16.09 b,,,doll_35.68 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
562,294,433,bank of ningbo,china,doll_13.71 b,,,doll_37.67 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
563,326,433,the saudi national bank,saudi arabia,doll_8.63 b,,,doll_86.46 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
564,353,433,bank of beijing,china,doll_19.38 b,,,doll_15.09 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
565,355,433,bank of jiangsu,china,doll_17.9 b,,,doll_17.05 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
566,389,433,bank of shanghai,china,doll_15.94 b,,,doll_14.76 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
567,423,433,bank of nanjing,china,doll_12.17 b,,,doll_18.84 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
568,433,433,national bank of canada,canada,doll_9 b,,,doll_24.82 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
569,644,433,bank of hangzhou,china,doll_8.7 b,,,doll_13.96 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
570,731,433,industrial bank of korea,south korea,doll_9.44 b,,,doll_6.97 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
571,733,433,national bank of kuwait,kuwait,doll_3.82 b,,,doll_25.78 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
572,866,433,bank of ireland,ireland,doll_8.37 b,,,doll_7.83 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
573,949,433,joint stock commercial bank for foreign trade of vietnam,vietnam,doll_3.91 b,,,doll_16.94 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
574,953,433,bank of baroda,india,doll_12.06 b,,,doll_7.54 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
575,999,433,union bank of india,india,doll_11.28 b,,,doll_3.62 b,national bank of canada,canada,doll_9 b,doll_2.67 b,doll_288.48 b,doll_24.82 b
576,434,434,the estã©e lauder companies,united states,doll_17.77 b,,,doll_94.7 b,the estée lauder companies,united states,doll_17.77 b,doll_3.25 b,doll_22.08 b,doll_94.7 b
577,435,435,cnh industrial,united kingdom,doll_33.43 b,,,doll_20.19 b,cnh industrial,united kingdom,doll_33.43 b,doll_1.72 b,doll_49.42 b,doll_20.19 b
578,436,436,fairfax financial,canada,doll_23.57 b,,,doll_13.28 b,fairfax financial,canada,doll_23.57 b,doll_3.39 b,doll_74.56 b,doll_13.28 b
579,438,438,michelin group,france,doll_28.13 b,,,doll_22.85 b,michelin group,france,doll_28.13 b,doll_2.18 b,doll_38.16 b,doll_22.85 b
580,439,439,norfolk southern,united states,doll_11.14 b,,,doll_67.06 b,norfolk southern,united states,doll_11.14 b,doll_3 b,doll_38.89 b,doll_67.06 b
581,256,440,kb financial group,south korea,doll_33.86 b,,,doll_19.29 b,principal financial group,united states,doll_14.26 b,doll_1.71 b,doll_304.66 b,doll_18.25 b
582,278,440,shinhan financial group,south korea,doll_29.27 b,,,doll_18.17 b,principal financial group,united states,doll_14.26 b,doll_1.71 b,doll_304.66 b,doll_18.25 b
583,440,440,principal financial group,united states,doll_14.26 b,,,doll_18.25 b,principal financial group,united states,doll_14.26 b,doll_1.71 b,doll_304.66 b,doll_18.25 b
584,482,440,hana financial group,south korea,doll_13.75 b,,,doll_11.47 b,principal financial group,united states,doll_14.26 b,doll_1.71 b,doll_304.66 b,doll_18.25 b
585,562,440,svb financial group,united states,doll_6.08 b,,,doll_31.82 b,principal financial group,united states,doll_14.26 b,doll_1.71 b,doll_304.66 b,doll_18.25 b
586,571,440,citizens financial group,united states,doll_6.88 b,,,doll_20.76 b,principal financial group,united states,doll_14.26 b,doll_1.71 b,doll_304.66 b,doll_18.25 b
587,594,440,woori financial group,south korea,doll_11.47 b,,,doll_9.51 b,principal financial group,united states,doll_14.26 b,doll_1.71 b,doll_304.66 b,doll_18.25 b
588,443,443,grupo mexico,mexico,doll_14.77 b,,,doll_37.88 b,grupo mexico,mexico,doll_14.77 b,doll_3.87 b,doll_32.32 b,doll_37.88 b
589,444,444,d.r. horton,united states,doll_28.89 b,,,doll_25.28 b,d.r. horton,united states,doll_28.89 b,doll_4.53 b,doll_25 b,doll_25.28 b
590,445,445,l3harris technologies,united states,doll_17.81 b,,,doll_47.86 b,l3harris technologies,united states,doll_17.81 b,doll_1.85 b,doll_34.71 b,doll_47.86 b
591,51,447,td bank group,canada,doll_38.51 b,,,doll_132.99 b,standard bank group,south africa,doll_15.9 b,doll_1.74 b,doll_170.79 b,doll_18.06 b
592,447,447,standard bank group,south africa,doll_15.9 b,,,doll_18.06 b,standard bank group,south africa,doll_15.9 b,doll_1.74 b,doll_170.79 b,doll_18.06 b
593,506,447,erste group bank,austria,doll_11.43 b,,,doll_13.97 b,standard bank group,south africa,doll_15.9 b,doll_1.74 b,doll_170.79 b,doll_18.06 b
594,448,448,tc energy,canada,doll_10.48 b,,,doll_55.95 b,tc energy,canada,doll_10.48 b,doll_1.56 b,doll_82.51 b,doll_55.95 b
595,449,449,norilsk nickel,russia,doll_17.81 b,,,doll_37.75 b,norilsk nickel,russia,doll_17.81 b,doll_6.53 b,doll_23.43 b,doll_37.75 b
596,450,450,naturgy energy group,spain,doll_26.17 b,,,doll_29.75 b,naturgy energy group,spain,doll_26.17 b,doll_1.43 b,doll_43.5 b,doll_29.75 b
597,541,450,yankuang energy group,china,doll_16.86 b,,,doll_14.32 b,naturgy energy group,spain,doll_26.17 b,doll_1.43 b,doll_43.5 b,doll_29.75 b
598,678,450,wec energy group,united states,doll_8.32 b,,,doll_32.8 b,naturgy energy group,spain,doll_26.17 b,doll_1.43 b,doll_43.5 b,doll_29.75 b
599,451,451,waste management,canada,doll_17.93 b,,,doll_65.39 b,waste management,canada,doll_17.93 b,doll_1.82 b,doll_29.61 b,doll_65.39 b
600,454,454,recruit holdings,japan,doll_24.8 b,,,doll_62.03 b,recruit holdings,japan,doll_24.8 b,doll_2.39 b,doll_20.94 b,doll_62.03 b
601,455,455,hengli petrochemical,china,doll_30.17 b,,,doll_21.93 b,hengli petrochemical,china,doll_30.17 b,doll_2.41 b,doll_33 b,doll_21.93 b
602,456,456,xcel energy,united states,doll_13.37 b,,,doll_40.44 b,xcel energy,united states,doll_13.37 b,doll_1.6 b,doll_60.67 b,doll_40.44 b
603,458,458,synchrony financial,united states,doll_11.37 b,,,doll_19.23 b,synchrony financial,united states,doll_11.37 b,doll_4.13 b,doll_95.27 b,doll_19.23 b
604,459,459,toyota tsusho,japan,doll_69.53 b,,,doll_13.04 b,toyota tsusho,japan,doll_69.53 b,doll_2.05 b,doll_50.05 b,doll_13.04 b
605,460,460,toyota industries,japan,doll_23.32 b,,,doll_18.92 b,toyota industries,japan,doll_23.32 b,doll_1.73 b,doll_64.33 b,doll_18.92 b
606,395,462,china merchants shekou industrial zone holdings,china,doll_23.41 b,,,doll_19.42 b,sunac china holdings,china,doll_38.49 b,doll_5.5 b,doll_186.56 b,doll_3.18 b
607,462,462,sunac china holdings,china,doll_38.49 b,,,doll_3.18 b,sunac china holdings,china,doll_38.49 b,doll_5.5 b,doll_186.56 b,doll_3.18 b
608,257,463,china railway group,china,doll_166.46 b,,,doll_15.36 b,china evergrande group,china,doll_70.4 b,doll_2.45 b,doll_367.96 b,doll_2.78 b
609,463,463,china evergrande group,china,doll_70.4 b,,,doll_2.78 b,china evergrande group,china,doll_70.4 b,doll_2.45 b,doll_367.96 b,doll_2.78 b
610,655,463,china hongqiao group,china,doll_17.76 b,,,doll_12.76 b,china evergrande group,china,doll_70.4 b,doll_2.45 b,doll_367.96 b,doll_2.78 b
611,767,463,china reinsurance group,china,doll_25.39 b,,,doll_3.9 b,china evergrande group,china,doll_70.4 b,doll_2.45 b,doll_367.96 b,doll_2.78 b
612,465,465,emirates nbd,united arab emirates,doll_8.6 b,,,doll_26.14 b,emirates nbd,united arab emirates,doll_8.6 b,doll_2.49 b,doll_188.95 b,doll_26.14 b
