,name,world_rank,marketValue,marketCap,CEO,country
2242,WAREHOUSES DE PAUW,"2,149",8.440 Billion USD,8.411 Billion USD,,Belgium
2243,ADECCO GROUP AG,"2,150",8.426 Billion USD,9.197 Billion USD,,Switzerland
2244,GAIL (INDIA),"2,151",8.434 Billion USD,9.146 Billion USD,,India
2245,NATIONAL RETAIL PROPERTIES,"2,152",8.417 Billion USD,8.364 Billion USD,,USA
2246,HUALAN BIOLOGICAL ENGINEERING,"2,153",8.416 Billion USD,8.174 Billion USD,,China
2247,"MARQETA, INC.","2,154",8.410 Billion USD,15.557 Billion USD,,USA
2248,DXC TECHNOLOGY COMPANY,"2,155",8.410 Billion USD,9.250 Billion USD,,USA
2249,UNITED SPIRITS,"2,156",8.414 Billion USD,7.314 Billion USD,,India
2250,GUANGDONG INVESTMENT,"2,157",8.397 Billion USD,9.284 Billion USD,,Hong Kong
2251,GENSCRIPT BIOTECH CORPORATION,"2,158",8.392 Billion USD,9.636 Billion USD,,China
2252,LA FRANCAISE DES JEUX SOCIETE ANONYME,"2,159",8.376 Billion USD,10.121 Billion USD,,France
2253,INFORMATICA INC.,"2,160",8.379 Billion USD,,,USA
2254,GUANGZHOU SHIYUAN ELECTRONIC TECHNOLOGY COMPANY,"2,161",8.361 Billion USD,8.547 Billion USD,,China
2255,APARTMENT INCOME REIT CORP.,"2,162",8.364 Billion USD,7.953 Billion USD,,USA
2256,BANK OF AYUDHYA PUBLIC COMPANY,"2,163",8.356 Billion USD,7.183 Billion USD,,Thailand
2257,TANDEM DIABETES CARE,"2,164",8.341 Billion USD,7.158 Billion USD,,USA
2258,WUHAN GUIDE INFRARED,"2,165",8.329 Billion USD,9.412 Billion USD,,China
2259,KOREAN AIR LINES,"2,166",8.330 Billion USD,9.370 Billion USD,,South Korea
2260,GENTEX CORPORATION,"2,167",8.323 Billion USD,7.360 Billion USD,,USA
2261,PENSKE AUTOMOTIVE GROUP,"2,168",8.323 Billion USD,7.224 Billion USD,,USA
2262,SHANGHAI JIN JIANG INTERNATIONAL HOTELS DEVELOPMENT,"2,169",8.317 Billion USD,6.620 Billion USD,,China
2263,GERDAU,"2,170",8.306 Billion USD,9.244 Billion USD,,Brazil
2264,ZHEJIANG ZHENENG ELECTRIC POWER,"2,171",8.312 Billion USD,7.120 Billion USD,,China
2265,INGENIC SEMICONDUCTOR,"2,172",8.301 Billion USD,10.051 Billion USD,,China
2266,WH GROUP,"2,173",8.290 Billion USD,12.747 Billion USD,,Hong Kong
2267,YAMAHA CORPORATION,"2,174",8.285 Billion USD,10.865 Billion USD,,Japan
2268,VTB BANK,"2,175",8.283 Billion USD,9.571 Billion USD,,Russia
2269,TELEFONICA DEUTSCHLAND HOLDING AG,"2,176",8.281 Billion USD,8.452 Billion USD,,Germany
2270,KILROY REALTY CORPORATION,"2,177",8.275 Billion USD,7.689 Billion USD,,USA
2271,AMERICOLD REALTY TRUST,"2,178",8.270 Billion USD,9.616 Billion USD,,USA
2272,JAZZ PHARMACEUTICALS,"2,179",8.263 Billion USD,8.082 Billion USD,,Ireland
2273,NANYA TECHNOLOGY CORPORATION,"2,180",8.262 Billion USD,7.577 Billion USD,,Taiwan
2274,WIX.COM,"2,181",8.249 Billion USD,12.527 Billion USD,,Israel
2275,LINCOLN ELECTRIC HOLDINGS,"2,182",8.254 Billion USD,8.291 Billion USD,,USA
2276,WOORI FINANCIAL GROUP,"2,183",8.251 Billion USD,6.996 Billion USD,,South Korea
2277,INTERMEDIATE CAPITAL GROUP,"2,184",8.241 Billion USD,8.998 Billion USD,,UK
2278,TETRA TECH,"2,185",8.241 Billion USD,7.778 Billion USD,,USA
2279,B&M EUROPEAN VALUE RETAIL,"2,186",8.242 Billion USD,7.677 Billion USD,,Luxembourg
2280,WYNDHAM HOTELS & RESORTS,"2,187",8.244 Billion USD,6.799 Billion USD,,USA
2281,ISRAEL DISCOUNT BANK,"2,188",8.236 Billion USD,6.079 Billion USD,,Israel
2282,CTP N.V.,"2,189",8.231 Billion USD,9.305 Billion USD,,Netherlands
2283,SDIC CAPITAL,"2,190",8.226 Billion USD,9.117 Billion USD,,China
2284,JIANGSU ZHONGTIAN TECHNOLOGY,"2,191",8.225 Billion USD,3.698 Billion USD,,China
2285,FLEX,"2,192",8.217 Billion USD,9.071 Billion USD,,Singapore
2286,COTY,"2,193",8.217 Billion USD,7.485 Billion USD,,USA
2287,FRESNILLO,"2,194",8.210 Billion USD,8.573 Billion USD,,UK
2288,DCC,"2,195",8.206 Billion USD,8.497 Billion USD,,Ireland
2289,LPP SA,"2,196",8.205 Billion USD,7.022 Billion USD,,Poland
2290,SAHARA INTERNATIONAL PETROCHEMICAL COMPANY,"2,197",8.214 Billion USD,6.656 Billion USD,,Saudi Arabia
2291,ORGANON & CO.,"2,198",8.195 Billion USD,8.842 Billion USD,,USA
2292,MUTHOOT FINANCE,"2,199",8.200 Billion USD,8.564 Billion USD,,India
2293,XPO LOGISTICS,"2,200",8.190 Billion USD,10.073 Billion USD,,USA
2294,NINGBO RONBAY NEW ENERGY TECHNOLOGY,"2,201",8.190 Billion USD,7.566 Billion USD,,China
2295,KOMERCNI BANKA,"2,202",8.192 Billion USD,7.318 Billion USD,,Czech Republic
2296,MERIDIAN ENERGY,"2,203",8.180 Billion USD,9.532 Billion USD,,New Zealand
2297,SHENGYI TECHNOLOGY,"2,204",8.176 Billion USD,8.054 Billion USD,,China
2298,YAKULT HONSHA,"2,205",8.166 Billion USD,9.318 Billion USD,,Japan
2299,TANIUM,"2,205","2,205","2,205",,USA
2300,TONGKUN GROUP,"2,206",8.172 Billion USD,8.266 Billion USD,,China
2301,GMO PAYMENT GATEWAY,"2,207",8.159 Billion USD,10.010 Billion USD,,Japan
2302,GRANDVISION,"2,208",8.164 Billion USD,8.494 Billion USD,,Netherlands
2303,INTERXION HOLDING,"2,209","2,209","2,209",,Netherlands
2304,HAN'S LASER TECHNOLOGY INDUSTRY GROUP,"2,209",8.162 Billion USD,6.881 Billion USD,,China
2305,TOTAL ACCESS COMMUNICATION PUBLIC COMPANY,"2,210",8.164 Billion USD,5.557 Billion USD,,Thailand
2306,APTARGROUP,"2,211",8.141 Billion USD,8.891 Billion USD,,USA
2307,T&D HOLDINGS,"2,212",8.138 Billion USD,7.312 Billion USD,,Japan
2308,SWIRE PACIFIC,"2,213",8.125 Billion USD,9.601 Billion USD,,Hong Kong
2309,TABCORP HOLDINGS,"2,214",8.134 Billion USD,7.974 Billion USD,,Australia
2310,PINNACLE FINANCIAL PARTNERS,"2,215",8.131 Billion USD,7.376 Billion USD,,USA
2311,L&T TECHNOLOGY SERVICES,"2,216",8.126 Billion USD,5.732 Billion USD,,India
2312,ROCKWOOL INTERNATIONAL A/S,"2,217",8.120 Billion USD,10.742 Billion USD,,Denmark
2313,MPHASIS,"2,218",8.115 Billion USD,7.405 Billion USD,,India
2314,PAN PACIFIC INTERNATIONAL HOLDINGS CORPORATION,"2,219",8.107 Billion USD,12.376 Billion USD,,Japan
2315,PARGESA HOLDING SA,"2,219","2,219","2,219",,Switzerland
2316,SCHIBSTED ASA,"2,220",8.105 Billion USD,10.998 Billion USD,,Norway
2317,PEGASYSTEMS,"2,221",8.103 Billion USD,11.211 Billion USD,,USA
2318,JAPAN AIRLINES,"2,222",8.097 Billion USD,9.491 Billion USD,,Japan
2319,PANALPINA WELTTRANSPORT (HOLDING) AG,"2,222","2,222","2,222",,Switzerland
2320,SPRING AIRLINES,"2,223",8.101 Billion USD,7.661 Billion USD,,China
2321,MP MATERIALS CORP.,"2,224",8.097 Billion USD,5.967 Billion USD,,USA
2322,UPL,"2,225",8.088 Billion USD,8.014 Billion USD,,India
2323,SICHUAN CHUANTOU ENERGY,"2,226",8.085 Billion USD,7.653 Billion USD,,China
2324,CAE,"2,227",8.078 Billion USD,9.135 Billion USD,,Canada
2325,GD POWER DEVELOPMENT,"2,228",8.077 Billion USD,7.487 Billion USD,,China
2326,BANK OF IRELAND GROUP,"2,229",8.068 Billion USD,7.928 Billion USD,,Ireland
2327,GILDAN ACTIVEWEAR,"2,230",8.067 Billion USD,7.633 Billion USD,,Canada
2328,GUANGZHOU BAIYUNSHAN PHARMACEUTICAL HOLDINGS COMPANY,"2,231",8.072 Billion USD,7.105 Billion USD,,China
2329,EMPIRE COMPANY,"2,232",8.052 Billion USD,8.622 Billion USD,,Canada
2330,AXIATA GROUP BERHAD,"2,233",8.049 Billion USD,8.619 Billion USD,,Malaysia
2331,VOYA FINANCIAL,"2,234",8.052 Billion USD,7.371 Billion USD,,USA
2332,SANLAM,"2,235",8.037 Billion USD,9.154 Billion USD,,South Africa
2333,GENESEE & WYOMING,"2,235","2,235","2,235",,USA
2334,UNIPOLSAI ASSICURAZIONI,"2,236",8.042 Billion USD,8.199 Billion USD,,Italy
2335,AGNC INVESTMENT,"2,237",8.031 Billion USD,8.551 Billion USD,,USA
2336,IDEMITSU KOSAN,"2,238",8.027 Billion USD,7.198 Billion USD,,Japan
2337,PENN ENTERTAINMENT INC,"2,239",8.015 Billion USD,12.716 Billion USD,,USA
2338,CANSINO BIOLOGICS,"2,240",8.023 Billion USD,12.122 Billion USD,,China
2339,GDS HOLDINGS,"2,241",8.018 Billion USD,10.930 Billion USD,,China
2340,NINGBO GINLONG TECHNOLOGIES,"2,242",8.018 Billion USD,9.131 Billion USD,,China
2341,PT HANJAYA MANDALA SAMPOERNA TBK,"2,243",8.020 Billion USD,8.142 Billion USD,,Indonesia
2342,TENET HEALTHCARE CORPORATION,"2,244",8.022 Billion USD,8.067 Billion USD,,USA
2343,YONGXING SPECIAL MATERIALS TECHNOLOGY,"2,245",8.015 Billion USD,6.569 Billion USD,,China
2344,HOLMEN AKTIEBOLAG (PUBL.),"2,246",8.010 Billion USD,8.669 Billion USD,,Sweden
2345,MINERAL RESOURCES,"2,247",8.007 Billion USD,7.416 Billion USD,,Australia
2346,FIRST INDUSTRIAL REALTY TRUST,"2,248",8.009 Billion USD,7.260 Billion USD,,USA
2347,JFE HOLDINGS,"2,249",7.998 Billion USD,9.246 Billion USD,,Japan
2348,TPG TELECOM,"2,250",7.996 Billion USD,8.696 Billion USD,,Australia
2349,TOKYO GAS,"2,251",8.004 Billion USD,8.594 Billion USD,,Japan
2350,OSHKOSH CORPORATION,"2,252",8.002 Billion USD,7.864 Billion USD,,USA
2351,SALMAR ASA,"2,253",7.995 Billion USD,7.576 Billion USD,,Norway
2352,US FOODS HOLDING,"2,254",8.003 Billion USD,7.565 Billion USD,,USA
2353,KUNLUN ENERGY COMPANY,"2,255",7.993 Billion USD,9.298 Billion USD,,Hong Kong
2354,SWEDISH ORPHAN BIOVITRUM AB (PUBL),"2,256","2,256","2,510",,Sweden
2355,TELUS INTERNATIONAL (CDA) INC.,"2,256",7.991 Billion USD,8.956 Billion USD,,Canada
2356,PINNACLE WEST CAPITAL CORPORATION,"2,257",7.988 Billion USD,8.673 Billion USD,,USA
2357,CHESAPEAKE ENERGY CORPORATION,"2,258",7.990 Billion USD,5.607 Billion USD,,USA
2358,SMARTSHEET,"2,259",7.980 Billion USD,9.955 Billion USD,,USA
2359,SUMITOMO CHEMICAL COMPANY,"2,260",7.967 Billion USD,8.377 Billion USD,,Japan
2360,TOKYU CORPORATION,"2,261",7.973 Billion USD,8.284 Billion USD,,Japan
2361,NISSAN CHEMICAL CORPORATION,"2,262",7.973 Billion USD,8.241 Billion USD,,Japan
2362,SKSHU PAINT,"2,263",7.968 Billion USD,8.224 Billion USD,,China
2363,ENDAVA,"2,264",7.965 Billion USD,8.137 Billion USD,,UK
2364,IBIDEN,"2,265",7.974 Billion USD,7.559 Billion USD,,Japan
2365,ANGLOGOLD ASHANTI,"2,266",7.971 Billion USD,6.957 Billion USD,,South Africa
2366,TOPBUILD,"2,267",7.962 Billion USD,7.206 Billion USD,,USA
2367,DAITO TRUST CONSTRUCTION,"2,268",7.945 Billion USD,7.654 Billion USD,,Japan
2368,SHANGHAI PHARMACEUTICALS HOLDING CO. LTD,"2,269",7.949 Billion USD,7.347 Billion USD,,China
2369,HNA INFRASTRUCTURE INVESTMENT GROUP,"2,270",7.949 Billion USD,6.770 Billion USD,,China
2370,MEGGITT,"2,271",7.937 Billion USD,8.956 Billion USD,,UK
2371,CYBERAGENT,"2,272",7.927 Billion USD,9.419 Billion USD,,Japan
2372,HITACHI METALS,"2,273",7.930 Billion USD,8.276 Billion USD,,Japan
2373,TALLGRASS ENERGY LP,"2,273","2,273","2,273",,USA
2374,CHUBU ELECTRIC POWER COMPANY,"2,274",7.919 Billion USD,9.155 Billion USD,,Japan
2375,KG DONGBUSTEEL,"2,275",7.902 Billion USD,10.283 Billion USD,,South Korea
2376,PTT GLOBAL CHEMICAL PUBLIC COMPANY,"2,276",7.901 Billion USD,8.762 Billion USD,,Thailand
2377,INSURANCE AUSTRALIA GROUP,"2,277",7.894 Billion USD,9.650 Billion USD,,Australia
2378,TOLL BROTHERS,"2,278",7.888 Billion USD,7.903 Billion USD,,USA
2379,LINGYI ITECH (GUANGDONG) COMPANY,"2,279",7.889 Billion USD,7.270 Billion USD,,China
2380,STIFEL FINANCIAL,"2,280",7.894 Billion USD,7.241 Billion USD,,USA
2381,MACY'S,"2,281",7.889 Billion USD,7.019 Billion USD,,USA
2382,ANHUI YINGJIA DISTILLERY,"2,282",7.893 Billion USD,5.879 Billion USD,,China
2383,COVIVIO,"2,283",7.885 Billion USD,9.071 Billion USD,,France
2384,SHENGJING BANK,"2,283",7.883 Billion USD,8.005 Billion USD,,China
2385,INTELLIA THERAPEUTICS,"2,284",7.869 Billion USD,11.797 Billion USD,,USA
2386,CHINA INTERNATIONAL MARINE CONTAINERS (GROUP),"2,285",7.861 Billion USD,9.361 Billion USD,,China
2387,KT&G CORPORATION,"2,286",7.845 Billion USD,8.729 Billion USD,,South Korea
2388,OXFORD NANOPORE TECHNOLOGIES PLC,"2,286",7.845 Billion USD,,,UK
2389,WEIBO CORPORATION,"2,287",7.842 Billion USD,11.511 Billion USD,,China
2390,REINSURANCE GROUP OF AMERICA,"2,288",7.836 Billion USD,7.875 Billion USD,,USA
2391,STAG INDUSTRIAL,"2,289",7.837 Billion USD,6.859 Billion USD,,USA
2392,ELBIT SYSTEMS,"2,290",7.842 Billion USD,6.414 Billion USD,,Israel
2393,ZHEJIANG SUPOR,"2,291",7.835 Billion USD,6.044 Billion USD,,China
2394,OLD REPUBLIC INTERNATIONAL CORPORATION,"2,292",7.826 Billion USD,7.949 Billion USD,,USA
2395,HELLA GMBH & CO. KGAA,"2,293",7.827 Billion USD,7.948 Billion USD,,Germany
2396,TAISHIN FINANCIAL HOLDING,"2,294",7.827 Billion USD,7.563 Billion USD,,Taiwan
2397,LAND SECURITIES GROUP,"2,295",7.833 Billion USD,7.445 Billion USD,,UK
2398,PLDT,"2,296",7.827 Billion USD,6.346 Billion USD,,Philippines
2399,SEEK LIMITED,"2,297",7.817 Billion USD,8.568 Billion USD,,Australia
2400,BALOISE HOLDING AG,"2,298",7.821 Billion USD,7.363 Billion USD,,Switzerland
2401,WASHINGTON H. SOUL PATTINSON AND COMPANY,"2,299",7.807 Billion USD,6.368 Billion USD,,Australia
2402,WACKER CHEMIE AG,"2,300",7.800 Billion USD,8.793 Billion USD,,Germany
2403,CANADIAN APARTMENT PROPERTIES REAL ESTATE INVESTMENT TRUST,"2,301",7.795 Billion USD,8.406 Billion USD,,Canada
2404,MATTEL,"2,302",7.795 Billion USD,7.573 Billion USD,,USA
2405,CHARTER HALL LONG WALE REIT,"2,303",7.799 Billion USD,7.391 Billion USD,,Australia
2406,SHANGHAI COMMERCIAL & SAVINGS BANK,"2,304",7.800 Billion USD,7.185 Billion USD,,Taiwan
2407,HUNTSMAN CORPORATION,"2,305",7.799 Billion USD,5.866 Billion USD,,USA
2408,PAGSEGURO DIGITAL,"2,306",7.794 Billion USD,19.557 Billion USD,,Brazil
2409,PIRAMAL ENTERPRISES,"2,307",7.794 Billion USD,8.186 Billion USD,,India
2410,MACROTECH DEVELOPERS LIMITED,"2,308",7.787 Billion USD,6.230 Billion USD,,India
2411,BROOKFIELD OFFICE PROPERTIES,"2,309",7.776 Billion USD,7.089 Billion USD,,USA
2412,MESAIEED PETROCHEMICAL HOLDING COMPANY,"2,310",7.769 Billion USD,6.774 Billion USD,,Qatar
2413,AMLOGIC (SHANGHAI),"2,311",7.767 Billion USD,6.600 Billion USD,,China
2414,JSR CORPORATION,"2,312",7.756 Billion USD,7.412 Billion USD,,Japan
2415,ZHEJIANG HUAFENG SPANDEX CO. LTD,"2,313",7.740 Billion USD,9.626 Billion USD,,China
2416,FIRSTSERVICE CORPORATION,"2,314",7.735 Billion USD,8.171 Billion USD,,Canada
2417,JAPAN REAL ESTATE INVESTMENT CORPORATION,"2,315",7.733 Billion USD,8.534 Billion USD,,Japan
2418,"FUZHOU ROCKCHIP ELECTRONICS CO.,LTD.","2,316",7.734 Billion USD,8.495 Billion USD,,China
2419,HUNTINGTON INGALLS INDUSTRIES,"2,317",7.730 Billion USD,8.196 Billion USD,,USA
2420,ZHESHANG SECURITIES,"2,318",7.730 Billion USD,7.935 Billion USD,,China
2421,BRUNSWICK CORPORATION,"2,319",7.726 Billion USD,7.507 Billion USD,,USA
2422,NETMARBLE CORPORATION,"2,320",7.722 Billion USD,8.984 Billion USD,,South Korea
2423,POP MART,"2,321",7.710 Billion USD,10.525 Billion USD,,China
2424,AMERICAN CAMPUS COMMUNITIES,"2,322",7.713 Billion USD,7.088 Billion USD,,USA
2425,BAJAJ HOLDINGS & INVESTMENT,"2,323",7.710 Billion USD,6.760 Billion USD,,India
2426,WIZZ AIR HOLDINGS,"2,324",7.695 Billion USD,8.223 Billion USD,,Switzerland
2427,IPSEN,"2,325",7.703 Billion USD,8.181 Billion USD,,France
2428,POLYMETAL INTERNATIONAL,"2,326",7.685 Billion USD,9.539 Billion USD,,Cyprus
2429,CHINA MERCHANTS EXPRESSWAY NETWORK & TECHNOLOGY HOLDINGS,"2,327",7.677 Billion USD,6.988 Billion USD,,China
2430,INSPUR ELECTRONIC INFORMATION INDUSTRY,"2,328",7.681 Billion USD,6.577 Billion USD,,China
2431,AUCKLAND INTERNATIONAL AIRPORT,"2,329",7.668 Billion USD,7.559 Billion USD,,New Zealand
2432,RENAISSANCERE HOLDINGS,"2,330",7.648 Billion USD,7.383 Billion USD,,Bermuda
2433,FUJI ELECTRIC,"2,331",7.653 Billion USD,6.337 Billion USD,,Japan
2434,SYNOVUS FINANCIAL,"2,332",7.652 Billion USD,6.312 Billion USD,,USA
2435,BOK FINANCIAL CORPORATION,"2,333",7.647 Billion USD,6.082 Billion USD,,USA
2436,WESTERN UNION COMPANY,"2,334",7.642 Billion USD,8.793 Billion USD,,USA
2437,CHEMED CORPORATION,"2,335",7.639 Billion USD,7.499 Billion USD,,USA
2438,BRIGHT HORIZONS FAMILY SOLUTIONS,"2,336",7.630 Billion USD,8.827 Billion USD,,USA
2439,BRIXMOR PROPERTY GROUP,"2,337",7.627 Billion USD,6.983 Billion USD,,USA
2440,GN STORE NORD A/S,"2,338",7.624 Billion USD,9.789 Billion USD,,Denmark
2441,XCMG CONSTRUCTION MACHINERY,"2,339",7.623 Billion USD,8.425 Billion USD,,China
2442,II-VI,"2,340",7.620 Billion USD,6.658 Billion USD,,USA
2443,OFFCN EDUCATION TECHNOLOGY,"2,341",7.606 Billion USD,10.279 Billion USD,,China
2444,TOTO,"2,342",7.612 Billion USD,9.409 Billion USD,,Japan
2445,BLUESCOPE STEEL,"2,343",7.613 Billion USD,9.320 Billion USD,,Australia
2446,BEIJER REF AB (PUBL),"2,344",7.611 Billion USD,8.962 Billion USD,,Sweden
2447,NORTHERN STAR RESOURCES,"2,345",7.609 Billion USD,8.529 Billion USD,,Australia
2448,SEKISUI CHEMICAL,"2,346",7.612 Billion USD,7.771 Billion USD,,Japan
2449,"HANGZHOU LION ELECTRONICS CO.,LTD","2,347",7.607 Billion USD,7.469 Billion USD,,China
2450,PLANET FITNESS,"2,348",7.606 Billion USD,7.040 Billion USD,,USA
2451,LUMENTUM HOLDINGS,"2,349",7.613 Billion USD,6.325 Billion USD,,USA
2452,CANADIAN UTILITIES,"2,350",7.595 Billion USD,7.605 Billion USD,,Canada
2453,ELECTROCOMPONENTS,"2,351",7.604 Billion USD,6.973 Billion USD,,UK
2454,HONGFA TECHNOLOGY,"2,352",7.597 Billion USD,6.875 Billion USD,,China
2455,GRUPO FINANCIERO INBURSA,"2,353",7.604 Billion USD,6.188 Billion USD,,Mexico
2456,HOULIHAN LOKEY,"2,354",7.604 Billion USD,6.163 Billion USD,,USA
2457,SINGAPORE EXCHANGE,"2,355",7.586 Billion USD,7.953 Billion USD,,Singapore
2458,INDORAMA VENTURES PUBLIC COMPANY,"2,356",7.587 Billion USD,7.354 Billion USD,,Thailand
2459,SHOPRITE HOLDINGS,"2,357",7.592 Billion USD,6.839 Billion USD,,South Africa
2460,COMMERCIAL BANK (P.S.Q.C.),"2,358",7.594 Billion USD,6.595 Billion USD,,Qatar
2461,CHIME,"2,358","2,358","2,358",,USA
2462,DATABRICKS,"2,358","2,358","2,358",,USA
2463,FULL TRUCK ALLIANCE,"2,358","2,358","2,358",,China
2464,REVOLUT,"2,358","2,358","2,358",,UK
2465,UNITY TECHNOLOGIES,"2,358","2,358","2,358",,USA
2466,ZIROOM,"2,358","2,358","2,358",,China
2467,DONGFENG MOTOR GROUP COMPANY,"2,359",7.578 Billion USD,9.420 Billion USD,,China
2468,KOREA ZINC COMPANY,"2,360",7.577 Billion USD,7.919 Billion USD,,South Korea
2469,CHINA RAILWAY SIGNAL & COMMUNICATION CORPORATION,"2,361",7.579 Billion USD,7.726 Billion USD,,China
2470,STARWOOD PROPERTY TRUST,"2,362",7.576 Billion USD,7.438 Billion USD,,USA
2471,SILICON LABORATORIES,"2,363",7.576 Billion USD,7.169 Billion USD,,USA
2472,TJ MORRIS,"2,363","2,363","2,363",,UK
2473,VALEO SA,"2,364",7.584 Billion USD,6.772 Billion USD,,France
2474,JASON FURNITURE (HANGZHOU),"2,365",7.574 Billion USD,6.307 Billion USD,,China
2475,AU OPTRONICS,"2,366",7.570 Billion USD,6.090 Billion USD,,Taiwan
2476,BYD ELECTRONIC (INTERNATIONAL) COMPANY,"2,367",7.554 Billion USD,10.208 Billion USD,,China
2477,PERSHING SQUARE HOLDINGS,"2,367","2,367","2,309",,USA
2478,NIELSEN HOLDINGS,"2,368",7.537 Billion USD,7.700 Billion USD,,USA
2479,S.A.C.I. FALABELLA,"2,369",7.525 Billion USD,9.994 Billion USD,,Chile
2480,SHENZHEN GOODIX TECHNOLOGY,"2,370",7.531 Billion USD,7.354 Billion USD,,China
2481,TRELLEBORG AB (PUBL),"2,371",7.533 Billion USD,6.759 Billion USD,,Sweden
2482,INNOVENT BIOLOGICS,"2,372",7.516 Billion USD,11.846 Billion USD,,China
2483,NISSIN FOODSHOLDINGS,"2,373",7.523 Billion USD,8.030 Billion USD,,Japan
2484,FIRST FINANCIAL BANKSHARES,"2,374",7.521 Billion USD,6.734 Billion USD,,USA
2485,"DIGITALOCEAN HOLDINGS, INC.","2,375",7.516 Billion USD,6.621 Billion USD,,USA
2486,ACUITY BRANDS,"2,376",7.516 Billion USD,6.589 Billion USD,,USA
2487,LIXIL GROUP CORPORATION,"2,377",7.505 Billion USD,8.346 Billion USD,,Japan
2488,MITSUBISHI UFJ LEASE & FINANCE COMPANY,"2,378",7.506 Billion USD,7.972 Billion USD,,Japan
2489,AUSTRALIAN FOUNDATION INVESTMENT COMPANY,"2,379",7.509 Billion USD,7.621 Billion USD,,Australia
2490,M&G PLC,"2,380",7.512 Billion USD,7.356 Billion USD,,UK
2491,OGE ENERGY,"2,381",7.513 Billion USD,7.104 Billion USD,,USA
2492,GEM CO. LTD,"2,382",7.496 Billion USD,8.984 Billion USD,,China
2493,DS SMITH,"2,383",7.502 Billion USD,8.458 Billion USD,,UK
2494,OMEGA HEALTHCARE INVESTORS,"2,384",7.497 Billion USD,8.052 Billion USD,,USA
2495,FAR EASTONE TELECOMMUNICATIONS,"2,385",7.502 Billion USD,7.120 Billion USD,,Taiwan
2496,BELIMO HOLDING AG,"2,386",7.500 Billion USD,6.455 Billion USD,,Switzerland
2497,UNIVERSAL DISPLAY CORPORATION,"2,387",7.486 Billion USD,9.833 Billion USD,,USA
2498,SAMSUNG FIRE & MARINE INSURANCE,"2,388",7.487 Billion USD,8.171 Billion USD,,South Korea
2499,FAW CAR,"2,389",7.492 Billion USD,7.967 Billion USD,,China
2500,EREGLI DEMIR VE CELIK FABRIKALARI T.A.S,"2,390",7.490 Billion USD,7.584 Billion USD,,Turkey
2501,PVH,"2,391",7.485 Billion USD,7.478 Billion USD,,USA
2502,GUANGXI GUIGUAN ELECTRIC POWERCO,"2,392",7.485 Billion USD,6.349 Billion USD,,China
2503,KOBENHAVNS LUFTHAVNE A/S,"2,393",7.478 Billion USD,7.660 Billion USD,,Denmark
2504,INTERPUMP GROUP,"2,394",7.483 Billion USD,7.498 Billion USD,,Italy
2505,LITTELFUSE,"2,395",7.475 Billion USD,7.026 Billion USD,,USA
2506,PILBARA MINERALS LIMITED,"2,396",7.481 Billion USD,4.822 Billion USD,,Australia
2507,GPT GROUP,"2,397",7.469 Billion USD,6.918 Billion USD,,Australia
2508,MAGNIT,"2,398",7.445 Billion USD,7.623 Billion USD,,Russia
2509,SAIA,"2,399",7.447 Billion USD,6.324 Billion USD,,USA
2510,SAREPTA THERAPEUTICS,"2,400",7.445 Billion USD,6.237 Billion USD,,USA
2511,SIXT SE,"2,401",7.446 Billion USD,5.402 Billion USD,,Germany
2512,BRASKEM,"2,402",7.443 Billion USD,10.098 Billion USD,,Brazil
2513,GLP J-REIT,"2,403",7.427 Billion USD,7.886 Billion USD,,Japan
2514,DALI FOODS GROUP COMPANY,"2,404",7.426 Billion USD,7.691 Billion USD,,China
2515,AXTEL,"2,405",7.417 Billion USD,11.362 Billion USD,,Mexico
2516,EVOTEC SE,"2,406",7.422 Billion USD,8.216 Billion USD,,Germany
2517,AXALTA COATING SYSTEMS,"2,407",7.421 Billion USD,7.029 Billion USD,,USA
2518,CROCS,"2,408",7.397 Billion USD,8.910 Billion USD,,USA
2519,BANCA MEDIOLANUM,"2,409",7.400 Billion USD,7.630 Billion USD,,Italy
2520,CTS EVENTIM AG & CO. KGAA,"2,410",7.397 Billion USD,6.300 Billion USD,,Germany
2521,AUTONATION,"2,411",7.380 Billion USD,7.810 Billion USD,,USA
2522,FENG TAY ENTERPRISES,"2,412",7.373 Billion USD,6.713 Billion USD,,Taiwan
2523,BANCOLOMBIA,"2,413",7.358 Billion USD,7.995 Billion USD,,Colombia
2524,DONALDSON COMPANY,"2,414",7.354 Billion USD,8.508 Billion USD,,USA
2525,STOCKLAND,"2,415",7.353 Billion USD,8.255 Billion USD,,Australia
2526,DIGI.COM BERHAD,"2,416",7.351 Billion USD,8.099 Billion USD,,Malaysia
2527,"THOUGHTWORKS HOLDING, INC.","2,417",7.350 Billion USD,,,USA
2528,KOBE BUSSAN,"2,418",7.337 Billion USD,8.501 Billion USD,,Japan
2529,HOWDEN JOINERY GROUP,"2,419",7.336 Billion USD,7.827 Billion USD,,UK
2530,DATWYLER HOLDING,"2,420",7.339 Billion USD,6.022 Billion USD,,Switzerland
2531,GLOBAL-E ONLINE LTD.,"2,421",7.329 Billion USD,11.548 Billion USD,,Israel
2532,MIRATI THERAPEUTICS,"2,422",7.329 Billion USD,8.762 Billion USD,,USA
2533,"FRONTIER COMMUNICATIONS PARENT, INC.","2,423",7.332 Billion USD,7.198 Billion USD,,USA
2534,AALBERTS NV,"2,424",7.327 Billion USD,6.931 Billion USD,,Netherlands
