name,market_capitalization_USD,price,country
United Breweries,5300000000,20,India
TopBuild,5300000000,166,USA
Telus International,5290000000,20,Canada
Airtel Africa,5290000000,1,UK
İsdemir,5290000000,2,Turkey
Stevanato,5290000000,20,Italy
BWX Technologies,5290000000,58,USA
Nykaa,5290000000,2,India
FAW Car,5280000000,1,China
Hagerty,5280000000,9,USA
Universal Display Corporation,5280000000,112,USA
Zydus Lifesciences,5280000000,5,India
Jabal Omar Development,5280000000,5,S. Arabia
Antero Midstream,5270000000,11,USA
Univar Solutions,5270000000,32,USA
Equatorial Energia,5270000000,5,Brazil
“K” Line,5270000000,20,Japan
Eagle Materials,5270000000,143,USA
Seven Group Holdings (SGH),5260000000,15,Australia
Lynas,5260000000,6,Malaysia
IAA-Insurance Auto Auctions,5260000000,39,USA
Apartment Income REIT,5260000000,35,USA
Worley,5260000000,10,Australia
Oak Street Health,5250000000,22,USA
Ashok Leyland,5250000000,2,India
Itochu Techno-Solutions,5250000000,23,Japan
GÜBRETAŞ,5250000000,16,Turkey
Groupe SEB,5230000000,95,France
The Weir Group,5230000000,20,UK
DraftKings,5220000000,12,USA
Muthoot Finance,5210000000,13,India
Timken Company,5210000000,72,USA
CCC Intelligent Solutions,5210000000,8,USA
Hexcel,5210000000,62,USA
Gildan,5210000000,29,Canada
Assaí Atacadista,5210000000,18,Brazil
Confluent,5200000000,18,USA
LEG Immobilien,5200000000,70,Germany
DT Midstream,5200000000,54,USA
Credit Acceptance,5190000000,402,USA
Lundin Mining,5190000000,7,Canada
Wärtsilä,5190000000,9,Finland
Wintrust Financial,5180000000,85,USA
Chart Industries,5180000000,122,USA
Somfy,5180000000,151,France
Telecom Italia,5180000000,0,Italy
BE Semiconductor,5180000000,65,Netherlands
Indian Railway Finance,5180000000,0,India
Rightmove,5180000000,6,UK
Akbank,5180000000,1,Turkey
ALD Automotive,5180000000,12,France
Balkrishna Industries,5170000000,27,India
R1 RCM,5170000000,12,USA
Guidewire Software,5170000000,63,USA
Rayonier,5150000000,34,USA
Valmet,5150000000,28,Finland
Dai Nippon Printing,5150000000,19,Japan
Apellis Pharmaceuticals,5150000000,47,USA
Voestalpine,5150000000,29,Austria
National Storage,5140000000,36,USA
DKSH Holding,5140000000,79,Switzerland
Patanjali Foods,5140000000,14,India
Barratt Developments,5140000000,5,UK
FS KKR Capital,5130000000,18,USA
Ibiden,5130000000,37,Japan
Realtek,5120000000,10,Taiwan
Cemig,5120000000,2,Brazil
HealthEquity,5120000000,61,USA
Core & Main,5100000000,21,USA
Obayashi,5100000000,7,Japan
Zurich Airport,5100000000,166,Switzerland
Coherent,5090000000,37,USA
Schaeffler India,5090000000,33,India
Gruma (Maseca),5080000000,14,Mexico
Universal Forest Products,5080000000,82,USA
Falabella,5070000000,2,Chile
Phillips-Van Heusen,5070000000,80,USA
IPG Photonics,5060000000,104,USA
McDonald's Japan,5050000000,38,Japan
AU Small Finance Bank,5050000000,8,India
Exponent,5050000000,100,USA
GLP J-REIT,5050000000,1072,Japan
Tomra,5040000000,17,Norway
Persimmon,5040000000,16,UK
Trex,5030000000,46,USA
iQIYI,5020000000,6,China
Dongfeng Motor,5020000000,1,China
Astral Poly Technik,5020000000,25,India
Power Finance Corp,5020000000,2,India
Kingsoft,5020000000,4,China
Madrigal Pharmaceuticals,5010000000,281,USA
GameStop,5010000000,16,USA
Viper Energy Partners,5000000000,30,USA
Seek Limited,5000000000,14,Australia
Colgate-Palmolive India,5000000000,18,India
Turkcell,5000000000,5,Turkey
Koito Manufacturing,4990000000,16,Japan
CG Power and Industrial Solutions,4990000000,3,India
KOBAYASHI Pharmaceutical,4980000000,66,Japan
Banco Popular,4970000000,68,USA
Euronet Worldwide,4970000000,98,USA
Noble Corporation,4970000000,37,UK
LHC Group,4960000000,160,USA
Portland General Electric,4960000000,49,USA
LOTTE Chemical,4960000000,140,S. Korea
Leonardo,4960000000,9,Italy
Dutch Bros,4960000000,30,USA
Banco de Crédito e Inversiones,4950000000,29,Chile
Prometheus Biosciences,4950000000,106,USA
Watts Water Technologies,4940000000,149,USA
Discovery Limited,4940000000,8,South Africa
Algonquin Power & Utilities,4940000000,7,Canada
Novanta,4930000000,138,USA
Valaris,4930000000,66,UK
Lufax,4930000000,2,China
Hargreaves Lansdown,4930000000,10,UK
Keyera,4930000000,22,Canada
Permian Resources,4930000000,9,USA
Intra-Cellular Therapies,4930000000,52,USA
Hanover Insurance Group,4910000000,138,USA
Alight,4900000000,9,USA
Bharat Forge,4900000000,11,India
Integra LifeSciences,4900000000,59,USA
Mercury NZ,4890000000,4,New Zealand
EVA Air,4890000000,1,Taiwan
AltaGas,4890000000,17,Canada
Brookfield Renewable,4890000000,28,USA
Chemours,4880000000,32,USA
Evoqua Water Technologies,4880000000,40,USA
First Financial Bankshares,4880000000,34,USA
Carsales,4880000000,14,Australia
National Instruments,4870000000,37,USA
X5 Retail Group,4870000000,18,Netherlands
Petro Rabigh,4870000000,3,S. Arabia
CyberArk,4870000000,117,Israel
New Jersey Resources,4860000000,50,USA
Jollibee,4860000000,4,Philippines
Perrigo,4860000000,36,Ireland
Jarir,4860000000,41,S. Arabia
Valeo,4850000000,20,France
Wendy’s Company,4850000000,23,USA
Vanguard International Semiconductor,4840000000,3,Taiwan
Yapı Kredi,4840000000,1,Turkey
Tower Semiconductor,4830000000,44,Israel
Sunrun,4830000000,23,USA
HomeServe,4830000000,14,UK
Helmerich & Payne,4820000000,46,USA
F.N.B. Corporation,4820000000,13,USA
Nippon Express,4820000000,54,Japan
NHPC Limited,4810000000,0,India
RioCan REIT,4800000000,16,Canada
Eurazeo,4800000000,63,France
Cummins India,4800000000,17,India
Cerevel Therapeutics,4800000000,31,USA
Barito Pacific,4800000000,0,Indonesia
Just Eat Takeaway,4790000000,22,Netherlands
Sharp Corporation,4790000000,7,Japan
Pirelli,4790000000,5,Italy
Saudi Investment Bank,4790000000,5,S. Arabia
Smartsheet,4780000000,36,USA
Koza Gold,4780000000,31,Turkey
Nan Ya PCB,4780000000,7,Taiwan
Five9,4780000000,68,USA
Madras Rubber Factory,4780000000,1128,India
Hyundai Glovis,4780000000,127,S. Korea
Hilton Grand Vacations,4770000000,42,USA
Asia Cement,4770000000,1,Taiwan
Stericycle,4760000000,52,USA
Johnson Matthey,4760000000,26,UK
Ormat Technologies,4760000000,85,USA
International Game Technology,4760000000,24,UK
AMN Healthcare Services,4750000000,110,USA
Bank OZK,4750000000,40,USA
Polycab India,4750000000,32,India
Atkore,4740000000,119,USA
Aalberts,4740000000,43,Netherlands
Civitas Resources,4740000000,56,USA
Bandhan Bank,4740000000,3,India
Silicon Labs,4740000000,142,USA
Mazda,4730000000,8,Japan
GOL Airlines,4730000000,3,Brazil
Fabrinet,4730000000,129,Cayman Islands
ZhongAn Insurance,4730000000,3,China
AXIS Capital,4730000000,56,Bermuda
Türk Telekom,4720000000,1,Turkey
Owl Rock Capital,4720000000,12,USA
SCSK Corporation,4720000000,15,Japan
Toppan,4700000000,14,Japan
Penn National Gaming,4700000000,30,USA
Hektaş,4690000000,2,Turkey
MP Materials,4690000000,26,USA
Black Hills,4680000000,72,USA
Coca-Cola Consolidated,4680000000,500,USA
Italgas,4680000000,6,Italy
Welcia Holdings,4680000000,22,Japan
Vale Indonesia,4680000000,0,Indonesia
Evercore,4670000000,120,USA
Tata Elxsi,4670000000,75,India
Hawaiian Electric Industries,4660000000,43,USA
GDS Holdings,4650000000,24,China
Weibo,4650000000,20,China
Applied Industrial Technologies,4650000000,121,USA
dLocal,4650000000,16,Uruguay
Tegna,4650000000,21,USA
KION Group,4650000000,35,Germany
Bank of India,4640000000,1,India
Emmi AG,4640000000,868,Switzerland
Hitachi Construction Machinery,4640000000,22,Japan
Home BancShares,4630000000,23,USA
Tobu Railway,4630000000,22,Japan
Sabancı Holding,4620000000,2,Turkey
Kite Realty,4620000000,21,USA
Fuchs Petrolub,4620000000,31,Germany
Fluor Corporation,4610000000,32,USA
BAWAG Group,4600000000,56,Austria
Bechtle,4600000000,37,Germany
Hiscox,4590000000,13,Bermuda
MACOM,4580000000,65,USA
Elastic NV,4580000000,48,USA
Topdanmarks,4570000000,51,Denmark
Under Armour,4570000000,10,USA
HashiCorp,4570000000,24,USA
Argo Investments,4570000000,6,Australia
Parsons,4560000000,44,USA
LATAM Airlines,4560000000,0,Chile
Air Lease Corporation,4560000000,41,USA
Japan Airport Terminal,4560000000,49,Japan
SPS Commerce,4550000000,126,USA
Powszechny Zakład Ubezpieczeń,4540000000,8,Poland
Calix,4540000000,69,USA
Cadence Bancorp,4540000000,25,USA
Shift4 Payments,4530000000,55,USA
Zai Lab,4530000000,46,China
Whitecap Resources,4520000000,7,Canada
Hochtief,4520000000,60,Germany
Mapletree Industrial Trust,4520000000,2,Singapore
Scor,4520000000,25,France
Bezeq,4520000000,2,Israel
Unite Group (Unite Students),4510000000,11,UK
Orica,4510000000,10,Australia
Mphasis,4510000000,24,India
ManpowerGroup,4510000000,89,USA
British Land,4500000000,5,UK
Aerojet Rocketdyne,4500000000,56,USA
IDFC FIRST Bank,4490000000,1,India
Autohome,4480000000,36,China
PowerSchool,4480000000,22,USA
Vornado Realty Trust,4480000000,22,USA
Driven Brands,4480000000,27,USA
Leggett & Platt,4480000000,34,USA
Tikehau Capital,4480000000,26,France
Element Solutions,4480000000,19,USA
Kilroy Realty,4480000000,38,USA
Shin Kong Financial Holding,4470000000,0,Taiwan
Sembcorp,4470000000,3,Singapore
ERG,4470000000,30,Italy
Maximus,4470000000,74,USA
Cencosud,4470000000,2,Chile
MSG Sports,4460000000,184,USA
Royal Boskalis Westminster,4460000000,35,Netherlands
Enagás,4460000000,17,Spain
Supermicro,4460000000,84,USA
HelloFresh,4460000000,26,Germany
APi Group,4460000000,19,USA
CSN Mineração,4460000000,1,Brazil
Jyske Bank,4450000000,69,Denmark
Schaeffler,4450000000,7,Germany
Alkermes,4450000000,27,Ireland
Terreno Realty,4450000000,59,USA
Thor Industries,4450000000,83,USA
Olam,4450000000,1,Singapore
Bucher Industries,4440000000,435,Switzerland
Mediclinic International,4440000000,6,South Africa
Neoen,4440000000,38,France
Louisiana-Pacific,4440000000,62,USA
ALTEN,4440000000,130,France
Odakyu Electric Railway,4430000000,12,Japan
Indian Bank,4420000000,4,India
AAK,4420000000,17,Sweden
Remgro Limited,4420000000,8,South Africa
Inchcape,4410000000,11,UK
Ryman Hospitality Properties,4400000000,80,USA
Hikma Pharmaceuticals,4400000000,20,UK
Schneider,4400000000,25,USA
TriNet,4400000000,73,USA
CyberAgent,4390000000,9,Japan
monday.com,4390000000,101,Israel
OneMain Financial,4390000000,36,USA
Alkem Laboratories,4390000000,37,India
IAC/InterActiveCorp,4390000000,49,USA
Wix.com,4380000000,75,Israel
MSC Industrial Direct,4380000000,78,USA
Empresas CMPC,4380000000,2,Chile
Signify,4380000000,35,Netherlands
Bangkok Expressway and Metro (BEM),4380000000,0,Thailand
JCDecaux,4380000000,20,France
Merlin Properties,4380000000,9,Spain
Metropolitan Bank (Metrobank),4370000000,1,Philippines
South Jersey Industries,4370000000,36,USA
Tofaş Türk Otomobil Fabrikası,4370000000,9,Turkey
Southwest Gas,4370000000,65,USA
Seaboard,4370000000,3765,USA
SPIE,4350000000,26,France
Offcn Education,4340000000,1,China
Technoprobe,4340000000,7,Italy
Informatica,4330000000,15,USA
Power Integrations,4330000000,76,USA
Companhia Siderúrgica Nacional,4320000000,3,Brazil
10x Genomics,4320000000,38,USA
National Mineral Development Corporation,4320000000,1,India
Iida Group,4320000000,15,Japan
Paytm,4320000000,7,India
Cirrus Logic,4320000000,78,USA
Atlas Corp,4310000000,15,Canada
Workiva,4310000000,82,USA
Enstar Group,4310000000,245,Bermuda
Frasers Group,4310000000,9,UK
Lyft,4300000000,12,USA
Temenos,4300000000,60,Switzerland
Pepkor,4300000000,1,South Africa
Dairy Farm,4300000000,3,Hong Kong
IMI plc,4300000000,17,UK
Gap Inc.,4300000000,12,USA
Powerchip Semiconductor Manufacturing,4300000000,1,Taiwan
Steel Authority of India,4290000000,1,India
Alamos Gold,4290000000,11,Canada
Hindustan Petroleum,4290000000,3,India
Insperity,4290000000,113,USA
HUGO BOSS,4290000000,62,Germany
The Bidvest Group,4270000000,13,South Africa
Box,4270000000,30,USA
ONE Gas,4270000000,79,USA
Wiwynn,4270000000,24,Taiwan
Diploma plc,4270000000,34,UK
Honeywell Automation India,4260000000,483,India
Reply,4260000000,113,Italy
Arrowhead Pharmaceuticals,4250000000,37,USA
Aditya Birla Capital,4250000000,2,India
SJM Holdings,4250000000,1,Hong Kong
Thyssenkrupp,4240000000,7,Germany
Mainfreight,4240000000,41,New Zealand
B2Gold,4240000000,4,Canada
ASGN,4240000000,85,USA
Hancock Whitney,4230000000,49,USA
A1 Telekom Austria,4230000000,6,Austria
Azenta,4220000000,61,USA
Strabag,4220000000,41,Austria
Topicus,4220000000,52,Canada
National Beverage,4210000000,45,USA
Allegheny Technologies,4200000000,33,USA
Janus Henderson,4200000000,25,UK
PNM Resources,4200000000,49,USA
Schibsted,4200000000,18,Norway
Zhejiang Century Huatong,4200000000,1,China
Leapmotor,4200000000,4,China
Asahi Intecc,4190000000,15,Japan
Bank AlJazira,4190000000,5,S. Arabia
Bank Mega,4190000000,0,Indonesia
Ryder,4190000000,83,USA
Fraport,4180000000,45,Germany
Herc Holdings,4180000000,143,USA
Richter Gedeon,4170000000,20,Hungary
CLEAR Secure,4170000000,27,USA
Hera Group,4170000000,3,Italy
Wendel,4160000000,96,France
Phillips Edison & Company,4160000000,32,USA
Sallie Mae,4160000000,17,USA
VakıfBank,4160000000,1,Turkey
Premier,4150000000,35,USA
Peabody Energy,4150000000,29,USA
Cable One,4150000000,716,USA
Denbury,4150000000,83,USA
Simpson Manufacturing Company,4150000000,96,USA
Essent Group,4150000000,39,Bermuda
UOL Group,4150000000,5,Singapore
XPO Logistics,4140000000,36,USA
Howden Joinery,4140000000,7,UK
Fox Factory Holding,4140000000,98,USA
FirstCash,4130000000,89,USA
TMBThanachart Bank (ttb),4120000000,0,Thailand
BlackLine,4120000000,69,USA
Intermediate Capital Group (ICG),4120000000,14,UK
Sixt,4120000000,98,Germany
BİM Birleşik Mağazalar,4120000000,7,Turkey
Flowserve,4110000000,32,USA
Triton International,4110000000,70,Bermuda
Academy Sports,4100000000,53,USA
First International Bank of Israel,4100000000,41,Israel
Wingstop Restaurants,4100000000,137,USA
First Interstate BancSystem,4100000000,39,USA
Casella Waste Systems,4090000000,79,USA
Fomento de Construcciones y Contratas,4090000000,9,Spain
Cytokinetics,4080000000,43,USA
UMB Financial,4080000000,85,USA
Asbury Automotive Group,4070000000,184,USA
TFS Financial,4070000000,15,USA
Endava,4070000000,72,UK
Colliers International,4070000000,94,Canada
Wayfair,4060000000,38,USA
United Internet,4060000000,22,Germany
Galenica,4060000000,82,Switzerland
Comfort Systems,4060000000,114,USA
Lechwerke,4060000000,115,Germany
Lupin Limited,4060000000,9,India
Castellum,4050000000,12,Sweden
Merit Medical,4050000000,71,USA
Rithm Capital,4040000000,9,USA
Tokyo Century,4040000000,33,Japan
Husqvarna,4040000000,7,Sweden
Boston Beer Company,4040000000,329,USA
Godrej Properties,4040000000,15,India
Evolution Mining,4040000000,2,Australia
Chiba Bank,4030000000,27,Japan
Natera,4020000000,37,USA
K+S,4020000000,21,Germany
Verbio,4020000000,63,Germany
Kinnevik,4020000000,14,Sweden
Bright Horizons,4010000000,70,USA
Gujarat Gas,4010000000,6,India
ALS Global,4000000000,8,Australia
COSCO SHIPPING Development,4000000000,0,China
Colas,4000000000,122,France
Paycor,3990000000,23,USA
MINISO Group,3990000000,13,China
MEG Energy,3990000000,13,Canada
Aritzia,3980000000,36,Canada
Synaptics,3980000000,100,USA
Lanxess,3980000000,46,Germany
Jubilant FoodWorks,3980000000,6,India
Savola Group,3970000000,7,S. Arabia
American Equity Investment Life Holding,3970000000,46,USA
Banco del Bajío,3960000000,3,Mexico
Clicks Group,3960000000,16,South Africa
Nexans,3960000000,91,France
Enact Holdings,3960000000,24,USA
Tenable,3960000000,35,USA
Petronet LNG,3960000000,3,India
COSMOS Pharmaceutical,3950000000,100,Japan
Rambus,3950000000,37,USA
Zurn Water Solutions,3950000000,22,USA
Rural Electrification Corp,3940000000,2,India
RLX Technology,3940000000,3,China
Aaon,3940000000,74,USA
Visteon,3940000000,140,USA
Cabot Corporation,3930000000,70,USA
Braskem,3930000000,9,Brazil
Infratil,3920000000,5,New Zealand
Cleanaway Waste Management,3920000000,2,Australia
Denali Therapeutics,3920000000,29,USA
Toyo Suisan,3920000000,37,Japan
National Shipping Company of Saudi Arabia (Bahri),3920000000,8,S. Arabia
Avnet,3920000000,43,USA
AppFolio,3910000000,111,USA
Indofood,3910000000,0,Indonesia
Onex,3900000000,48,Canada
Allison Transmission,3900000000,42,USA
GATX,3900000000,111,USA
United Community Bank,3900000000,34,USA
Balchem,3900000000,121,USA
Howard Hughes Corporation,3900000000,78,USA
Qualys,3900000000,103,USA
Dufry,3900000000,43,Switzerland
Finning,3900000000,26,Canada
Altra Industrial Motion,3900000000,60,USA
Gujarat Fluorochemicals,3900000000,36,India
IG Group,3890000000,9,UK
WNS,3890000000,81,India
Capital Power,3890000000,33,Canada
Elang Mahkota Teknologi,3880000000,0,Indonesia
Independence Realty Trust,3870000000,17,USA
ICU Medical,3870000000,162,USA
Vontobel,3870000000,70,Switzerland
Parkland Corp,3870000000,22,Canada
Virtu Financial,3860000000,21,USA
Spectris,3860000000,37,UK
F&F Co,3850000000,99,S. Korea
LG Display,3850000000,5,S. Korea
General Insurance Corporation of India,3840000000,2,India
Nuvei,3840000000,27,Canada
Vopak,3830000000,31,Netherlands
Freshworks,3830000000,14,USA
Charter Hall Group,3830000000,8,Australia
SFS Group,3830000000,99,Switzerland
Aroundtown,3830000000,3,Luxembourg
Kirby Corporation,3820000000,64,USA
H.B. Fuller,3820000000,72,USA
SeaWorld Entertainment,3820000000,60,USA
ITV plc,3810000000,1,UK
Topgolf Callaway Brands,3810000000,21,USA
Oberbank,3800000000,108,Austria
Stadler Rail,3800000000,38,Switzerland
Maxar Technologies,3800000000,51,USA
Bombardier,3800000000,41,Canada
Manchester United,3800000000,23,UK
Storebrand,3800000000,8,Norway
Steadfast Group,3800000000,4,Australia
Ziff Davis,3800000000,81,USA
Electrolux,3790000000,17,Sweden
AntarChile,3790000000,8,Chile
Luzerner Kantonalbank,3790000000,444,Switzerland
Scout24,3790000000,50,Germany
Arçelik,3790000000,6,Turkey
Spire Energy,3780000000,72,USA
Franklin Electric,3780000000,82,USA
PBBank (Public Bank Bhd),3780000000,1,Malaysia
Bakkafrost,3780000000,57,Denmark
Contact Energy,3780000000,5,New Zealand
MGIC Investment,3780000000,13,USA
Pan American Silver,3770000000,18,Canada
Supreme Industries,3770000000,30,India
Blackstone Mortgage Trust,3760000000,22,USA
Umpqua Holdings,3760000000,17,USA
Altair Engineering,3760000000,47,USA
Lumentum,3760000000,55,USA
APL Apollo,3760000000,14,India
Oberoi Realty,3760000000,10,India
Perfect World Entertainment,3750000000,2,China
Bendigo and Adelaide Bank,3750000000,7,Australia
SentinelOne,3750000000,13,USA
UniFirst,3750000000,201,USA
Minda Industries,3750000000,6,India
Dätwyler,3740000000,221,Switzerland
Aurubis,3740000000,86,Germany
Indoritel,3740000000,0,Indonesia
Allete,3740000000,65,USA
ServisFirst Bancshares,3730000000,69,USA
Buzzi Unicem,3730000000,20,Italy
New Relic,3730000000,55,USA
Biocon,3730000000,3,India
Assured Guaranty,3730000000,62,Bermuda
Lawson,3730000000,37,Japan
Kojamo,3720000000,15,Finland
Haemonetics,3720000000,74,USA
Independent Bank,3720000000,82,USA
Südzucker,3720000000,18,Germany
Bloom Energy,3710000000,19,USA
AllianceBernstein,3710000000,37,USA
China Airlines,3710000000,1,Taiwan
Crescent Point Energy,3700000000,7,Canada
Air France-KLM,3700000000,1,France
Kangwon Land,3700000000,18,S. Korea
G-bits Network Technology,3700000000,52,China
Foot Locker,3690000000,40,USA
CRISPR Therapeutics,3690000000,47,Switzerland
Société Foncière Lyonnaise,3690000000,86,France
SoFi,3690000000,5,USA
Insight Enterprises,3690000000,105,USA
Lendlease,3680000000,5,Australia
Sarana Menara Nusantara,3680000000,0,Indonesia
Vaxcyte,3680000000,47,USA
PrairieSky Royalty,3680000000,15,Canada
Lundbeck,3670000000,4,Denmark
Huhtamäki,3670000000,35,Finland
Brighthouse Financial,3670000000,53,USA
Direct Line Group,3670000000,3,UK
Mayora,3670000000,0,Indonesia
