,name,valuation,dateJoined,country,city,industry,investors,founded,stage,totalRaised
920,Lucid Software,$3B,6/29/2021,United States,South Jordan,Internet software & services,"Spectrum Equity, ICONIQ Capital, Grayhawk Capital",2010,Secondary Market,$166M
921,ActiveCampaign,$3B,4/21/2021,United States,Chicago,Internet software & services,"Silversmith Capital Partners, Susquehanna Growth Equity, Tiger Global Management",2003,Series C,$360M
922,BlockFi,$3B,3/11/2021,United States,Jersey City,Fintech,"ConsenSys Ventures, Valar Ventures, PUC",2017,Line of Credit,$762.75M
923,CMR Surgical,$3B,9/17/2019,United Kingdom,Cambridge,Health,"Cambridge Innovation Capital, LGT Capital Partners, Escala Capital",2014,Series D,$986.3M
924,FlixMobility,$3B,7/18/2019,Germany,Munich,Auto & transportation,"Holtzbrinck Ventures, Unternehmertum Venture Capital, General Atlantic",2013,Series G,$1.211B
925,Wildlife Studios,$3B,12/5/2019,Brazil,Sao Paulo,Other,"Benchmark, Bessemer Venture Partners",2011,Secondary Market,$180M
926,ApplyBoard,$3.2B,5/5/2020,Canada,Kitchener,Edtech,"Artiman Ventures, Plug and Play Ventures, Anthos Capital",2015,Unattributed,$479.91M
927,Verkada,$3.2B,1/29/2020,United States,San Mateo,Cybersecurity,"next47, First Round Capital, Sequoia Capital",2016,Series D,$344.64M
928,Zuoyebang,$3B,7/18/2018,China,Beijing,Edtech,"Sequoia Capital China, Xiang He Capital, GGV Capital",2014,Series E - II,$3.435B
929,HighRadius,$3.1B,1/7/2020,United States,Houston,Fintech,"Susquehanna Growth Equity, Citi Ventures, ICONIQ Capital",2006,Series C,$475M
930,SouChe Holdings,$3B,11/1/2017,China,Hangzhou,E-commerce & direct-to-consumer,"Morningside Ventures, Warburg Pincus, CreditEase Fintech Investment Fund",2012,Debt - II,$1.282B
931,Udaan,$3.1B,9/4/2018,India,Bengaluru,"Supply chain, logistics, & delivery","DST Global, Lightspeed Venture Partners, Microsoft ScaleUp",2016,Debt - V,$1.632B
932,Circle,$3B,5/15/2018,United States,Boston,Fintech,"General Catalyst, Digital Currency Group, Accel",2013,Unattributed VC,$1.113B
933,Calendly,$3B,1/26/2021,United States,Atlanta,Internet software & services,"ICONIQ Capital, OpenView Venture Partners",2013,Series B,$350.55M
934,PsiQuantum,$3.15B,7/27/2021,United States,Palo Alto,Hardware,"Playground Global, M12, BlackRock",2016,Series D,$728.5M
935,Skims,$3.2B,4/9/2021,United States,Los Angeles,E-commerce & direct-to-consumer,"Thrive Capital, Alliance Consumer Growth, Imaginary Ventures",2019,Series B,$394M
936,Ironclad,$3.2B,1/18/2022,United States,Sacramento,Internet software & services,"Accel, Sequoia Capital, Y Combinator",2014,Series E,$331.12M
937,Eruditus Executive Education,$3.2B,8/12/2021,India,Mumbai,Edtech,"Sequoia Capital India, Softbank, Bertelsmann India Investments",2015,Debt - II,$943.46M
938,Eikon Therapeutics, $3.2B,1/6/2022,United States,Hayward,Health,"The Column Group, Foresite Capital, Foresite Capital",2019,Series B,$665.8M
939,Cedar,$3.2B,3/9/2021,United States,New York,Fintech,"Thrive Capital, Founders Fund, Cocnord Health Partners",2016,Corporate Minority,$350.81M
940,Thumbtack,$3.2B,9/29/2015,United States,San Francisco,E-commerce & direct-to-consumer,"Tiger Global, Sequoia Capital, Google Capital",2008,Series I,$698.85M
941,Aiven,$3.21B,10/18/2021,Finland,Helsinki,Internet software & services,"Institutional Venture Partners, Atomico, Earlybird Venture Capital",2016,Series D,$419.93M
942,BlockDaemon,$3.25B,9/21/2021,United States,Los Angeles,Fintech,"BOLDstart Ventures, Lerer Hippeau, Kenetic Capital",2016,Series C - II,$401.54M
943,BGL Group,$3B,11/24/2017,United Kingdom,Peterborough,Fintech,CPP Investment Board,1992,Corporate Minority,$900M
944,Traveloka,$3B,1/1/2017,Indonesia,Jakarta,Travel,"Global Founders Capital, East Ventures, Expedia Inc.",2012,Series E,$1.47B
945,Dadi Cinema,$3.24B,5/11/2016,China,Shenzhen,Other,Alibaba Pictures Group,2006,Convertible Note,$154M
946,Scopely,$3.3B,10/29/2019,United States,Culver City,Mobile & telecommunications,"Greycroft, Sands Capital, Revolution Growth",2011,Series E,$998.5M
947,Nuvemshop,$3.1B,8/17/2021,Brazil,Sao Paulo,E-commerce & direct-to-consumer,"Kaszek Ventures, Qualcomm Ventures, Accel",2011,Series E,$628.3M
948,Astera Labs,$3.2B,11/17/2022,United States,Santa Clara,Hardware,"Intel Capital, Sutter Hill Ventures, VentureTech",2017,Series D,$232.35M
949,Komodo Health,$3.3B,5/22/2020,United States,San Francisco,Health,"Andreessen Horowitz, IA Ventures, Felicis Ventures",2014,Unattributed,$515M
950,Retool,$3.2B,12/22/2021,United States,San Francisco,Internet software & services,Sequoia Capital,2000,Private Equity - II,$18.58M
951,Yixia,$3B,11/24/2015,China,Beijing,Mobile & telecommunications,"Sequoia Capital China, Sina Weibo, Kleiner Perkins Caufield & Byers, Redpoint Ventures",2011,Series E,$775M
952,Kurly,$3.3B,7/9/2021,South Korea,Seoul,"Supply chain, logistics, & delivery","Sequoia Capital China, DST Global, DST Global",2014,Private Equity,$769.86M
953,Sila Nanotechnologies,$3.3B,4/16/2019,United States,Alameda,Other,"Bessemer Venture Partners, Sutter Hill Ventures, Matrix Partners",2011,Grant - VI,$1.031B
954,ECARX,$3.31B,10/26/2020,China,Wuhan,Auto & transportation,"Geely, SIG Asia Investments, China State Capital Venture Capital Fund",2016,Reverse Merger,$508.67M
955,Forter,$3B,11/19/2020,United States,New York,Cybersecurity,"Sequoia Capital Israel, Scale Venture Partners, Commerce Ventures",2013,Series F,$525M
956,Blockstream,$3.2B,8/24/2021,Canada,Vancouver,Fintech,"AME Cloud Ventures, Future Perfect Ventures, Blockchain Capital",2014,Series B,$311M
957,Innovaccer,$3.2B,2/19/2021,United States,San Francisco,Health,"M12, WestBridge Capital, Lightspeed Venture Partners",2014,Series E,$375.68M
958,Cars24,$3.3B,11/24/2020,India,Gurgaon,E-commerce & direct-to-consumer,"Moore Strategic Ventures, DST Global, Sequoia Capital India",2015,Debt - V,$1.296B
959,Youxia Motors,$3.35B,4/2/2018,China,Shanghai,Auto & transportation,"China Environmental Protection Industry, China Fortune Ocean",2014,Series B - II,$1.326B
960,Starling Bank,$3.34B,3/8/2021,United Kingdom,London,Fintech,"JTC Group, Qatar Investment Authority, Fidelity Investment",2014,Secondary Market,$905.62M
961,OwnBackup,$3.35B,1/28/2021,United States,Englewood Cliffs,Data management & analytics,"Insight Partners, Salesforce Ventures, Vertex Ventures",2015,Series E,$507.25M
962,Starburst,$3.35B,1/6/2021,United States,Boston,Data management & analytics,"Index Ventures, Coatue Management, Andreessen Horowitz",2017,Series D,$414M
963,Improbable,$3.36B,5/11/2017,United Kingdom,London,Other,"Andreessen Horowitz, SoftBank Group, Temasek Holdings",2012,Corporate Minority - II,$865.95M
964,Acronis,$3.5B,9/18/2019,Switzerland,Schaffhausen,Cybersecurity,"Goldman Sachs, VebVentures, Insight Partners",2003,Unattributed - III,$677.51M
965,MoonPay,$3.4B,11/22/2021,United States,Miami,Fintech,"New Enterprise Associates, Coatue Management, Tiger Global Management",2019,Unattributed VC,$555M
966,Unacademy,$3.44B,9/2/2020,India,Bengaluru,Edtech,"Blume Ventures, Nexus Venture Partners, Sequoia Capital India",2015,Series H,$875.73M
967,Odoo,$3.43B,7/29/2021,Belgium,Louvain-la-Neuve,Internet software & services,"Summit Partners, Noshaq, Sofinnova Partners",2005,Secondary Market,$319M
968,Upstox,$3.4B,11/29/2021,India,Mumbai,Fintech,"Tiger Global Management, Kalaari Capital",2010,Series C,$54M
969,Helion Energy,$3.50B,11/5/2021,United States,Redmond,Other,"Mithril Capital Management, Y Combinator, Capricorn Investment Group",2010,Series E,$512.11M
970,Flock Safety,$3.5B,7/13/2021,United States,Atlanta,Hardware,"Matrix Partners, Initialized Capital, Tiger Global Management",2017,Series E,$382.14M
971,Handshake,$3.5B,5/12/2021,United States,San Francisco,Internet software & services,"Kleiner Perkins Caufield & Byers, Lightspeed Venture Partners, True Ventures",2012,None,None
972,Indigo Ag,$3.5B,9/26/2017,United States,Boston,Artificial intelligence,"Activant Capital Group, Alaska Permanent Fund, Baillie Gifford & Co.",2012,None,None
973,ChargeBee Technologies,$3.5B,4/20/2021,United States,San Francisco,Fintech,"Insight Partners, Tiger Global Management, Accel",2011,Series H,$468.65M
974,Tekion,$3.5B,10/21/2020,United States,San Ramon,Internet software & services,"Airbus Ventures, Index Ventures, Advent International",2016,Series D,$400M
975,GoStudent,$3.5B,6/22/2021,Austria,Vienna,Edtech,"DN Capital, Left Lane Capital, Coatue Management",2017,Series D,$684.79M
976,Celsius Network,$3.5B,10/12/2021,United States,Hoboken,Fintech,"WestCap Group, Caisse de depot et placement du Quebec",2017,Loan,$783.8M
977,Mirakl,$3.5B,9/22/2020,France,Paris,E-commerce & direct-to-consumer,"Elaia Partners, 83North, Felix Capital",2011,Series E,$948M
978,Highspot,$3.5B,2/22/2021,United States,Seattle,Internet software & services,"Madrona Venture Group, Shasta Ventures, Salesforce Ventures",2013,Series F,$652.85M
979,HyalRoute,$3.5B,5/26/2020,Singapore,,Mobile & telecommunications,Kuang-Chi,2015,Corporate Minority,$263.12M
980,Otto Bock HealthCare,$3.52B,6/24/2017,Germany,Duderstadt,Health,EQT Partners,1919,Loan,$815.49M
981,Commure,$3.5B,9/16/2021,United States,San Francisco,Internet software & services,"General Catalyst, HCA Healthcare",2017,Series D - II,$743.89M
982,Rec Room,$3.5B,3/23/2021,United States,Seattle,Internet software & services,"First Round Capital, Sequoia Capital, Index Ventures",2016,Series E,$294.82M
983,Course Hero,$3.6B,2/12/2020,United States,Redwood City,Edtech,"NewView Capital, Maveron, Ridge Ventures",2006,Series C,$475.68M
984,Applied Intuition,$3.6B,10/22/2020,United States,Sunnyvale,Auto & transportation,"Andreessen Horowitz, Lux Capital, General Catalyst",2017,Series D,$340M
985,SpotOn,$3.6B,5/26/2021,United States,San Francisco,Fintech,"Dragoneer Investment Group, DST Global, Franklin Templeton",2017,Series F,$900M
986,Whoop,$3.6B,10/28/2020,United States,Boston,E-commerce & direct-to-consumer,"NextView Ventures, Promus Ventures, Two Sigma Ventures",2012,Series F,$404.38M
987,Relativity,$3.6B,3/18/2021,United States,Chicago,Internet software & services,"Silver Lake, ICONIQ Capital",2001,Private Equity,$125M
988,Autograph,$3.66B,1/20/2022,United States,Santa Monica,Internet software & services,01 Advisors. Kleiner Perkins Caufield & Byers. Andreessen Horowitz,2021,Series B,$205M
989,Whatnot,$3.7B,9/16/2021,United States,Marina del Rey,E-commerce & direct-to-consumer,"Y Combinator, Andreessen Horowitz, Wonder Ventures",2019,Series D,$484.15M
990,Harness,$3.7B,1/14/2021,United States,San Francisco,Artificial intelligence,"Menlo Ventures, Alkeon Capital Management, Citi Ventures",2016,Series D,$425M
991,Abogen,$3.7B,11/29/2021,China,Suzhou,Health,"Hillhouse Capital Management, SoftBank Group, Qiming Venture Partners",2003,Series C - II,$1.134B
992,VAST Data,$3.7B,4/16/2020,United States,New York,Data management & analytics,"Norwest Venture Partners, Goldman Sachs, Dell Technologies Capital",2016,Series D,$263M
993,Dutchie,$3.75B,3/16/2021,United States,Bend,E-commerce & direct-to-consumer,"Casa Verde Capital, Gron Ventures, Thrity Five Ventures",2017,Series D,$603M
994,Dataiku,$3.7B,12/4/2019,United States,New York,Artificial intelligence,"Alven Capital, FirstMark Capital, capitalG",2013,Series F,$846.6M
995,Papaya Global,$3.7B,3/4/2021,United States,New York,Internet software & services,"Bessemer Venture Partners, Insight Partners, New Era Ventures",2016,Series D,$438M
996,GOAT,$3.7B,9/23/2020,United States,Culver City,E-commerce & direct-to-consumer,"Upfront Ventures, Webb Investment Network, D1 Capital Partners",2015,Series F,$491.62M
997,Redwood Materials,$3.7B,7/28/2021,United States,Carson City,Other,"Breakthrough Energy Ventures, Capricorn Investment Group, Valor Equity Partners",2017,Convertible Note,$991.2M
998,StockX,$3.8B,6/26/2019,United States,Detroit,E-commerce & direct-to-consumer,"Google Ventures, Battery Ventures, DST Global",2016,Series E - II,$520M
999,Convoy,$3.8B,9/21/2018,United States,Seattle,"Supply chain, logistics, & delivery","Greylock Partners, capitalG, Y Combinator",2015,Line of Credit,$1.085B
1000,MessageBird,$3.8B,10/8/2020,Netherlands,Amsterdam,Mobile & telecommunications,"Y Combinator, Atomico, Accel",2011,Series C - II,$1.1B
1001,Cohesity,$3.7B,6/11/2018,United States,San Jose,Data management & analytics,"SoftBank Group, Sequoia Capital, Wing Venture Capital",2013,Secondary Market,$660M
1002,Aurora Solar,$4B,5/24/2021,United States,San Francisco,Internet software & services,"Fifth Wall Ventures, Energize Ventures, 	ICONIQ Capital",2013,Series D,$520.4M
1003,Medlinker,$3.92B,7/31/2018,China,Chengdu,Health,"China Health Industry Investment Fund, China Renaissance, and Sequoia Capital China",2014,Series E,$764.74M
1004,Abnormal Security,$4B,5/10/2022,United States,San Francisco,Cybersecurity,"Greylock Partners, Insight Partners,Menlo Ventures",2018,Series C,$284M
1005,Webflow,$4B,1/13/2021,United States,San Francisco,Internet software & services,"Accel, Silversmith Capital Partners, capitalG",2012,Series C,$334.92M
1006,Yuga Labs,$4B,3/22/2022,United States,Miami,Internet software & services,"Andreessen Horowitz, Thrive Capital, Sound Ventures",2021,Seed VC,$450M
1007,Digit Insurance,$4B,1/15/2021,India,Bengaluru,Fintech,"Fairfax Financial Holdings, A91 Partners, TVS Capital",2016,Series F,$478.85M
1008,Intarcia Therapeutics,$3.8B,4/1/2014,United States,Boston,Health,"New Enterprise Associates, New Leaf Venture Partners, Charter Venture Capital",1995,Debt - VI,$1.487B
1009,ClickUp,$4B,12/15/2020,United States,San Diego,Internet software & services,"Georgian Partners, Craft Ventures",2017,Series C,$535M
1010,Farmers Business Network,$4B,8/3/2020,United States,San Carlos,Other,"Blackrock, Kleiner Perkins Caulfield & Byers, Google Ventures",2014,Series G,$739.6M
1011,Branch,$4B,9/10/2018,United States,Redwood City,Mobile & telecommunications,"New Enterprise Associates, Pear, Cowboy Ventures",2014,Series F,$542M
1012,Noom,$3.7B,5/24/2021,United States,New York,Health,"Qualcomm Ventures, Samsung Ventures, Silver Lake",2006,Series F,$627.8M
1013,BrowserStack,$4B,6/16/2021,Ireland,Dublin,Internet software & services,"Accel, Insight Partners, Bond Capital",2011,Series B,$250M
1014,Melio,$4B,1/25/2021,United States,New York,Fintech,"Accel, Aleph, American Express Ventures",2019,Incubator/Accelerator,None
1015,Rubrik,$4B,4/28/2017,United States,Palo Alto,Data management & analytics,"Greylock Partners, Lightspeed Venture Partners, Khosla Ventures",2014,Corporate Minority,$553M
1016,Olive,$4B,12/1/2020,United States,Columbus,Health,"Drive Capital, General Catalyst, Ascension Ventures",2012,Series H,$858.8M
1017,Cerebras Systems,$4B,11/14/2018,United States,Los Altos,Hardware,"Benchmark, Foundation Capital, Sequoia Capital",2016,Series F,$718M
1018,Clubhouse,$4B,1/24/2021,United States,San Francisco,Mobile & telecommunications,"Andreessen Horowitz, TQ Ventures",2020,None,None
1019,Greensill,$4B,7/16/2018,United Kingdom,London,Fintech,"SoftBank Group, General Atlantic",2011,Corporate Minority - II,$1.705B
1020,Patreon,$4B,9/2/2020,United States,San Francisco,Internet software & services,"Index Ventures, Thrive Capital, CRV",2013,Series F,$412.1M
1021,Impossible Foods,$4B,5/13/2019,United States,Redwood City,Consumer & retail,"Khosla Ventures, Horizons Ventures, Temasek Holdings",2011,Series H,$2.006B
1022,Radiology Partners,$4B,2/26/2018,United States,El Segundo,Health,"New Enterprise Associates, Starr Investment Holdings",2012,Unattributed - V,$1.347B
1023,Next Insurance,$4B,10/7/2019,United States,Palo Alto,Fintech,"Zeev Ventures, Ribbit Capital, TLV Partners",2016,Corporate Minority,$881M
1024,PointClickCare,$4B,1/7/2021,Canada,Mississauga,Internet software & services,"Dragoneer Investment Group, Hellman & Friedman, JMI Equity",2000,Private Equity,$86.88M
1025,MEGVII,$4B,10/31/2017,China,Beijing,Artificial intelligence,"Ant Financial Services Group, Russia-China Investment Fund, Foxconn Technology Company",2011,Series D - II,$1.358B
1026,Zapier,$4B,1/14/2021,United States,Sunnyvale,Internet software & services,"Sequoia Capital, Bessemer Venture Partners, Threshold Ventures",None,Secondary Market,$2.58M
1027,Houzz,$4B,9/30/2014,United States,Palo Alto,E-commerce & direct-to-consumer,"New Enterprise Associates, Sequoia Capital, Comcast Ventures",2008,Corporate Minority,$613.6M
1028,Yello Mobile,$4B,11/11/2014,South Korea,Seoul,Mobile & telecommunications,Formation 8,2012,Convertible Note - II,$216.07M
1029,Skydance Media,$4B,2/11/2020,United States,Santa Monica,Other,"RedBird Capital Partners, CJ ENM, Tencent Holdings",2010,Private Equity - II,$2.475B
1030,Weee!,$4.1B,3/16/2021,United States,Fremont,"Supply chain, logistics, & delivery","Goodwater Capital, iFly, XVC Venture Capital",2015,Series E,$836.3M
1031,Globalization Partners,$4.2B,1/24/2022,United States,Boston,Internet software & services,"Vista Equity Partners, Wincove, TDR Capital",2012,Private Equity - II,$353.5M
1032,dbt Labs,$4.2B,6/30/2021,United States,Philadelphia,Data management & analytics,"Andreessen Horowitz, Amplify Partners, Sequoia Capital",2016,Series D,$415.9M
1033,Dataminr,$4.1B,6/4/2018,United States,New York,Artificial intelligence,"Venrock, Institutional Venture Partners, Goldman Sachs",2009,Series F,$1.044B
1034,Relativity Space,$4.2B,11/23/2020,United States,Inglewood,Other,"Playground Global, Bond, Tribe Capital",2016,Series E - II,$1.385B
1035,ThoughtSpot,$4.2B,5/8/2018,United States,Sunnyvale,Internet software & services,"Lightspeed Venture Partners, Khosla Ventures, Geodesic Capital",2012,Series F,$673.7M
1036,BitPanda,$4.11B,3/16/2021,Austria,Vienna,Fintech,"Speedinvest, Valar Ventures, Uniqa Ventures",2014,Series C,$497.43M
1037,Sorare,$4.3B,9/21/2021	,France,Paris,Internet software & services,"Benchmark, Accel, SoftBank Group",2019,Angel - II,$737.08M
1038,Arctic Wolf Networks,$4.3B,10/22/2020,United States,Eden Prairie,Cybersecurity,"Lightspeed Venture Partners, Redpoint Ventures, Viking Global Investors",2012,Convertible Note,$899.25M
1039,Guild Education,$4.4B,11/13/2019,United States,Denver,Internet software & services,"General Atlantic, Blackstone, ICONIQ Growth",2015,Series F - II,$641.17M
1040,Miaoshou Doctor,$4.25B,6/27/2019,China,Beijing,E-commerce & direct-to-consumer,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",2015,Series F,$971.14M
1041,Outreach,$4.4B,4/16/2019,United States,Seattle,Internet software & services,"Mayfield Fund, M12, Trinity Ventures",2011,Series G,$489.78M
1042,Lenskart,$4.5B,12/20/2019,India,Faridabad,E-commerce & direct-to-consumer,"Chiratae Ventures, PremjiInvest, Softbank",2008,Series J - II,$1.081B
1043,UBTECH Robotics,$4.58B,7/25/2016,China,Shenzhen,Hardware,"CDH Investments, Goldstone Investments, Qiming Venture Partners",2012,Unattributed VC,$645.6M
1044,WeRide,$4.4B,12/23/2020,China,Guangzhou,Auto & transportation,"Atop Capital, IDInvest Partners, Qiming Venture Partners",2017,Series C - IV,$1.189B
1045,wefox,$4.5B,3/5/2019,Germany,Berlin,Fintech,"Salesforce Ventures, Seedcamp, OMERS Ventures",2014,Debt,$1.324B
1046,Monzo,$4.5B,10/31/2018,United Kingdom,London,Fintech,"Passion Capital, Thrive Capital, Orange Digital Ventures",2018,Other Investors,None
1047,Pleo,$4.7B,7/6/2021,Denmark,Copenhagen,Fintech,"Creandum, Founders, Kinnevik",2015,Series C - II,$428.8M
1048,Chipone,$4.73B,12/16/2021,China,Beijing,Hardware,"China Grand Prosperity Investment, Silk Road Huacheng, Oriza Equity Investment",2008,Series E,$1.024B
1049,SonarSource,$4.7B,4/26/2022,Switzerland,Geneva,Internet software & services,"Advent International,General Catalyst,Insight Partners",2008,Unattributed VC,$457M
1050,VIPKid,$4.5B,8/4/2016,China,Beijing,Edtech,"Sequoia Capital China, Tencent Holdings, Sinovation Ventures",2013,Series E,$975.49M
1051,Socure,$4.5B,3/16/2021,United States,New York,Cybersecurity,"Two Sigma Ventures, Flint Capital, Commerce Ventures",2012,Series E,$648.25M
1052,Vinted,$4.53B,11/27/2019,Lithuania,Vilnius,E-commerce & direct-to-consumer,"Accel, Insight Partners, Burda Principal Investments",2008,Series F,$562.23M
1053,BetterUp,$4.7B,2/25/2021,United States,San Francisco,Internet software & services,"Threshold Ventures, Lightspeed Venture Partners, Crosslink Capital",2013,Series E,$566.9M
1054,Lendable,$4.58B,3/31/2021,United Kingdom,London,Fintech,"Ontario Teachers' Pension Plan, Goldman Sachs",2014,Growth Equity,$527.41M
1055,Reify Health,$4.8B,8/10/2021,United States,Boston,Health,"Sierra Ventures, Battery Ventures, Asset Management Ventures",2012,Series D,$477.64M
1056,Color,$4.6B,1/4/2021,United States,Burlingame,Health,"General Catalyst, Viking Global Investors, T. Rowe Price",2013,Series E,$496.04M
1057,Checkr,$4.6B,9/19/2019,United States,San Francisco,Internet software & services,"Y Combinator, Accel, T. Rowe Price",2014,Series E - II,$679M
1058,Cerebral,$4.8B,6/10/2021,United States,San Francisco,Health,"Oak HC/FT Partners, Artis Ventures, WestCap Group",2019,Series C,$462M
1059,Creditas,$4.8B,12/18/2020,Brazil,Sao Paulo,Fintech,"Kaszek Ventures, Amadeus Capital Partners, Quona Capital",2012,Series F - II,$917.44M
1060,Lyra Health,$5.85B,8/25/2020,United States,Burlingame,Health,"Greylock Partners, Venrock, Providence Ventures",2015,Series G,$906.13M
1061,Meesho,$4.9B,4/5/2021,India,Bengaluru,Internet software & services,"Venture Highway, Sequoia Capital India, Prosus Ventures",2015,Series F,$1.061B
1062,SSENSE,$4.15B,6/8/2021,Canada,Montreal,E-commerce & direct-to-consumer,Sequoia Capital,None,None,None
1063,Grafana Labs,$4.93B,3/25/2021,United States,New York,Internet software & services,"Lightspeed Venture Partners, Lead Edge Capital, Coatue Management",2014,Series D,$570.23M
1064,OfBusiness,$5B,7/31/2021,India,Gurgaon,E-commerce & direct-to-consumer,"Matrix Partners India, Falcon Edge Capital, SoftBank Group",2015,Series G,$855.55M
1065,ShareChat,$5B,4/8/2021,India,Bengaluru,Internet software & services,"India Quotient, Elevation Capital, Lightspeed Venture Partners",2015,Series H - II,$1.655B
1066,Ola Electric Mobility,$5B,7/2/2019,India,Bengaluru,Auto & transportation,"SoftBank Group, Tiger Global Management, Matrix Partners India",2019,Series C - II,$822.29M
1067,VerSe Innovation,$5B,12/22/2020,India,Bengaluru,Mobile & telecommunications,"Falcon Edge Capital, Omidyar Network, Sequoia Capital India",2007,Shareholder Liquidity,$1.674B
1068,OakNorth Bank,$5B,10/12/2017,United Kingdom,London,Fintech,"Clermont Group, Coltrane Asset Management, Toscafund Asset Management",2015,Secondary Market - II,$990.52M
1069,Qonto,$5B,1/11/2022,France,Paris,Fintech,"Alven Capital, Valar Ventures, Tencent Holdings",2016,Angel - II,$708.82M
1070,Pine Labs,$5B,1/24/2020,India,Noida,Fintech,"Sequoia Capital India, Temasek, PayPal Ventures",1998,Unattributed - IV,$1.127B
1071,ZEPZ,$5B,8/23/2021,United Kingdom,London,Fintech,"Accel, Technology Crossover Ventures, LeapFrog Investments",2010,Series E,$692M
1072,Coalition,$5B,3/17/2021,United States,San Francisco,Cybersecurity,"Two Sigma Ventures, Flint Capital, Commerce Ventures",2017,Series F,$770M
1073,Hopper,$5B,3/24/2021,Canada,Montreal,Travel,"Capital One Growth Ventures, Citi Ventures, OMERS Ventures",2007,Series H,$710.2M
1074,SambaNova Systems,$5B,4/13/2021,United States,Palo Alto,Data management & analytics,"Walden International, Google Ventures, Intel Capital",2017,Series D,$1.132B
1075,Icertis,$5B,7/17/2019,United States,Bellevue,Artificial intelligence,"Eight Roads Ventures, Greycroft, Ignition Partners",2009,Line of Credit,$521.5M
1076,Cockroach Labs,$5B,1/12/2021,United States,New York,Data management & analytics,"Google Ventures, Benchmark, FirstMark Capital",2015,Series F,$632.85M
1077,Howden Group Holdings,$5B,9/29/2020,United Kingdom,London,Other,"General Atlantic, 3i Group, Huagai Capital",1994,Private Equity - III,$187.26M
1078,Airwallex,$5.5B,3/25/2019,Australia,Melbourne,Fintech,"DST Global, Sequoia Capital China, Tencent Holdings",2015,Series E - III,$902M
1079,QuintoAndar,$5.1B,9/9/2019,Brazil,Campinas,E-commerce & direct-to-consumer,"Kaszek Ventures, General Atlantic, SoftBank Group",2012,Unattributed,$755.74M
1080,Rappi,$5.25B,8/31/2018,Colombia,Bogota,"Supply chain, logistics, & delivery","DST Global, Andreessen Horowitz, Sequoia Capital, Redpoint e.ventures",2015,None,None
1081,Horizon Robotics,$5B,2/27/2019,China,Beijing,Artificial intelligence,"Hillhouse Capital Management, Linear Venture, Morningside Venture Capital",2015,Corporate Minority - IV,$3.2B
1082,Hello TransTech,$5B,6/1/2018,China,Shanghai,Auto & transportation,"Ant Financial Services Group, GGV Capital",2016,Corporate Minority - III,$2.701B
1083,Collibra,$5.25B,1/29/2019,Belgium,Brussels,Data management & analytics,"Index Ventures, Battery Ventures, ICONIQ Capital",2008,Unattributed VC,$595.9M
1084,Flink,$5B,12/1/2021,Germany,Berlin,E-commerce & direct-to-consumer,"Mubadala Capital, Bond, Prosus Ventures",2021,Series C,$1.11B
1085,Mambu,$5.5B,1/6/2021,Netherlands,Amsterdam,Fintech,"Runa Capital, Acton Capital Partners, Point Nine Capital",2011,Debt,$445.51M
1086,The Boring Company,$5.7B,4/20/2022,United States,Pflugerville,Other,"VY Capital, 8VC, Craft Ventures",2016,Series C,$907.52M
1087,ContentSquare,$5.6B,5/25/2021,France,Paris,Internet software & services,"Highland Europe, Eurazeo, Canaan Partners",2012,Debt,$1.412B
1088,Trade Republic,$5.36B,5/20/2021,Germany,Berlin,Fintech,"Founders Fund. Accel, Creandum",2015,Series C - II,$1.255B
1089,OneTrust,$5.1B,7/11/2019,United States,Atlanta,Internet software & services,Insight Partners,2016,Unattributed,$943.65M
1090,RELEX,$5.7B,2/17/2022,Finland,Helsinki,"Supply chain, logistics, & delivery","Blackstone, Technology Crossover Ventures, Summit Partners",2005,Growth Equity - IV,$792.36M
1091,FiveTran,$5.6B,6/30/2020,United States,Oakland,Data management & analytics,"Matrix Partners, Andreessen Horowitz, General Catalyst",2012,Series D,$728.02M
1092,Postman,$5.6B,6/11/2020,United States,San Francisco,Internet software & services,"Nexus Venture Partners, CRV, Insight Partners",2014,Series D,$433M
1093,Back Market,$5.7B,5/18/2021,France,Paris,E-commerce & direct-to-consumer,"Aglae Ventures, Eurazeo, Daphni",2014,Series E,$1.021B
1094,Attentive,$5.99B,9/23/2020,United States,Hoboken,Mobile & telecommunications,"NextView Ventures, Eniac Ventures, Sequoia Capital",2016,Series E - II,$864.52M
1095,Lianjia,$5.77B,4/7/2016,China,Beijing,E-commerce & direct-to-consumer,"Tencent, Baidu, Huasheng Capital",2001,Series E,$1.701B
1096,6Sense,$5.2B,3/30/2021,United States,San Francisco,Artificial intelligence,"Venrock, Battery Ventures, Insight Partners",2013,Series E,$424M
1097,Better.com,$6B,11/10/2020,United States,New York,Fintech,"Pine Brook, American Express Ventures, Kleiner Perkins Caufield & Byers",2018,Seed VC - III,$1.42M
1098,Benchling,$6.1B,4/14/2021,United States,San Francisco,Internet software & services,"Thrive Capital, Benchmark, MenloVentures",2012,Series F,$412M
1099,Royole Corporation,$6B,8/18/2015,China,Shenzhen,Hardware,"Warmsun Holding, IDG Capital Partners",2012,Unattributed - III,$1.414B
1100,Workato,$5.7B,1/12/2021,United States,Mountain View,Internet software & services,"Battery Ventures, Storm Ventures, Redpoint Ventures",2013,Corporate Minority,$415M
