00-avengers-country,01-DDD-country,02-GioPonSpiz-country,03-gren-country,04-iGMM-country,05-MalPatSaj-country,06-MarScoToc-country
usa,usa,mexico,usa,,usa,usa
usa,spain,usa,usa,India,israel,india
canada,united-arab-emirates,south africa,uk,,finland,japan
usa,usa,uk,usa,USA,usa,switzerland
usa,usa,india,usa,India,usa,usa
usa,switzerland,usa,s. korea,Canada,japan,netherlands
sweden,usa,usa,italy,USA,india,chile
canada,usa,brazil,usa,Malaysia,india,usa
usa,china,s. korea,chile,,usa,saudi arabia
usa,japan,usa,usa,,taiwan,india
australia,japan,india,usa,,usa,uk
poland,usa,usa,south africa,,india,usa
usa,spain,usa,canada,,switzerland,usa
usa,usa,india,usa,,switzerland,japan
usa,united-kingdom,usa,uk,,poland,usa
usa,china,usa,china,Germany,usa,usa
usa,usa,france,uk,Israel,usa,usa
usa,spain,japan,canada,,brazil,indonesia
usa,spain,s. korea,usa,Belgium,taiwan,
usa,brazil,india,usa,Norway,malaysia,china
usa,hong-kong,japan,usa,,usa,india
japan,china,usa,usa,,usa,india
china,india,usa,india,USA,usa,italy
usa,usa,india,usa,,spain,usa
usa,usa,china,new zealand,,japan,usa
usa,usa,germany,taiwan,India,uk,turkey
usa,united-kingdom,usa,canada,,israel,usa
usa,china,japan,usa,USA,s. korea,china
usa,china,usa,usa,,uk,usa
usa,usa,usa,usa,Canada,canada,india
usa,usa,italy,usa,,japan,japan
usa,ireland,usa,australia,,usa,china
usa,india,italy,usa,,usa,usa
ireland,france,japan,netherlands,USA,usa,france
poland,china,usa,s. arabia,USA,usa,india
,united-kingdom,usa,israel,,china,turkey
cambodia,china,switzerland,usa,,usa,usa
usa,usa,usa,philippines,,india,germany
usa,usa,brazil,ireland,,s. korea,usa
usa,china,usa,s. arabia,,japan,canada
usa,usa,usa,france,India,china,india
usa,usa,india,usa,USA,usa,usa
usa,netherlands,turkey,taiwan,Indonesia,uk,usa
china,india,usa,turkey,,usa,usa
japan,japan,canada,israel,USA,india,usa
usa,none,usa,usa,,usa,usa
china,usa,china,uk,,usa,israel
japan,south-korea,netherlands,usa,USA,usa,brazil
,mexico,usa,usa,,uk,france
usa,canada,israel,japan,,usa,usa
usa,usa,usa,india,USA,usa,india
turkey,germany,usa,canada,,india,germany
turkey,usa,indonesia,france,USA,netherlands,usa
usa,united-kingdom,usa,india,USA,netherlands,usa
usa,japan,usa,usa,USA,usa,canada
usa,sweden,germany,indonesia,USA,canada,usa
usa,usa,cayman islands,netherlands,,japan,india
usa,sweden,taiwan,japan,,s. arabia,usa
usa,china,turkey,italy,,usa,china
usa,usa,japan,s. arabia,,canada,canada
poland,japan,usa,usa,,italy,usa
usa,usa,italy,turkey,,israel,germany
china,usa,chile,taiwan,,italy,
canada,usa,japan,usa,,usa,italy
china,usa,usa,india,,chile,india
australia,france,india,s. korea,USA,germany,japan
denmark,taiwan,usa,usa,,usa,usa
canada,taiwan,usa,taiwan,,usa,usa
usa,united-kingdom,canada,usa,,usa,israel
usa,germany,taiwan,uk,,spain,taiwan
japan,canada,usa,usa,,usa,china
usa,china,usa,uk,,denmark,india
uk,usa,philippines,usa,,usa,uk
usa,none,taiwan,usa,,india,usa
usa,hong-kong,ireland,india,,ilippines,brazil
usa,usa,india,usa,USA,usa,taiwan
india,canada,uk,netherlands,,bermuda,usa
japan,chile,usa,usa,,usa,usa
usa,hong-kong,india,india,USA,usa,taiwan
usa,hong-kong,uk,usa,,japan,usa
japan,usa,india,japan,India,usa,italy
usa,germany,japan,brazil,,japan,usa
usa,australia,brazil,cayman islands,,canada,uk
usa,canada,germany,china,Malaysia,usa,taiwan
usa,usa,usa,bermuda,USA,mexico,germany
india,usa,india,turkey,,usa,usa
usa,usa,uk,usa,,canada,germany
usa,canada,usa,japan,,japan,chile
usa,switzerland,china,japan,,s. arabia,indonesia
canada,usa,uk,usa,USA,germany,uk
hong kong,brazil,india,turkey,USA,usa,usa
usa,usa,italy,usa,,france,japan
usa,usa,usa,usa,India,s. arabia,india
india,usa,usa,usa,,australia,japan
usa,usa,india,italy,,usa,india
usa,usa,s. arabia,japan,India,yman islands,india
usa,italy,usa,indonesia,USA,uk,usa
china,china,usa,usa,USA,italy,uk
usa,india,china,india,,india,ireland
usa,china,uk,usa,Canada,usa,
usa,usa,india,china,,italy,canada
usa,usa,indonesia,china,,japan,usa
hong kong,indonesia,japan,usa,,usa,usa
usa,usa,israel,uruguay,India,usa,japan
usa,china,israel,usa,,taiwan,usa
usa,china,japan,germany,,usa,india
usa,china,netherlands,india,,uk,india
portugal,usa,turkey,switzerland,USA,switzerland,japan
usa,usa,usa,japan,,uk,usa
usa,usa,usa,usa,,usa,
india,india,china,japan,India,usa,saudi arabia
usa,taiwan,usa,turkey,,italy,netherlands
usa,usa,usa,usa,,,usa
usa,united-kingdom,india,germany,,france,brazil
cambodia,canada,canada,usa,USA,austria,japan
usa,netherlands,france,austria,,usa,usa
china,usa,usa,germany,,china,usa
canada,usa,usa,bermuda,USA,usa,poland
taiwan,china,france,usa,,usa,japan
usa,indonesia,japan,usa,USA,japan,usa
usa,south-korea,taiwan,denmark,,japan,uk
usa,china,usa,usa,India,south africa,brazil
usa,usa,usa,usa,China,uk,
usa,netherlands,s. arabia,australia,,france,israel
usa,germany,uruguay,usa,USA,usa,usa
india,usa,bermuda,chile,,sweden,france
canada,ireland,israel,usa,,usa,france
usa,japan,usa,japan,,india,saudi arabia
usa,united-arab-emirates,usa,usa,USA,indonesia,australia
usa,south-korea,india,poland,India,usa,united arab emirates
usa,italy,usa,usa,USA,uk,usa
usa,united-kingdom,usa,usa,,uk,usa
usa,usa,germany,usa,USA,uk,uk
taiwan,usa,australia,china,USA,norway,usa
canada,japan,usa,canada,,usa,norway
usa,canada,germany,germany,,usa,denmark
usa,usa,india,singapore,,netherlands,usa
uk,usa,usa,france,,indonesia,usa
canada,usa,australia,israel,India,usa,germany
canada,usa,japan,uk,India,spain,usa
usa,australia,italy,australia,USA,usa,usa
indonesia,netherlands,germany,india,,usa,usa
uk,usa,israel,usa,USA,italy,china
japan,japan,s. arabia,uk,USA,india,australia
usa,usa,china,usa,USA,chile,switzerland
usa,usa,austria,india,USA,chile,germany
usa,saudi-arabia,turkey,china,,australia,
usa,usa,japan,usa,,usa,turkey
usa,usa,spain,usa,USA,usa,
usa,netherlands,usa,usa,India,usa,usa
china,australia,poland,usa,,usa,
india,japan,usa,france,,usa,usa
usa,united-kingdom,uae,usa,,bermuda,switzerland
usa,usa,india,usa,USA,france,spain
usa,china,usa,taiwan,Turkey,usa,singapore
japan,japan,france,singapore,,india,south africa
usa,japan,china,italy,USA,usa,usa
usa,saudi-arabia,germany,usa,Canada,denmark,china
usa,australia,usa,chile,France,south africa,usa
usa,netherlands,switzerland,usa,,india,chile
usa,china,usa,netherlands,India,netherlands,italy
china,germany,usa,spain,,japan,india
usa,brazil,japan,usa,,austria,usa
india,china,usa,germany,,france,japan
usa,usa,usa,usa,India,usa,japan
india,india,turkey,brazil,India,singapore,india
usa,usa,switzerland,denmark,USA,france,usa
usa,usa,usa,germany,India,usa,usa
usa,india,spain,ireland,India,india,
usa,india,usa,usa,India,usa,france
usa,usa,philippines,usa,Bermuda,usa,
uk,france,uk,singapore,India,usa,uk
canada,japan,usa,switzerland,Israel,india,usa
usa,united-kingdom,germany,south africa,India,usa,turkey
usa,canada,bermuda,france,,usa,israel
japan,japan,uk,usa,USA,india,uk
usa,usa,south africa,france,,india,usa
usa,usa,india,japan,,usa,usa
usa,usa,usa,india,USA,india,uk
japan,france,sweden,sweden,,uk,saudi arabia
india,usa,india,south africa,,italy,
italy,india,usa,uk,,usa,india
china,usa,singapore,usa,India,canada,sweden
usa,australia,japan,uk,,poland,japan
usa,usa,usa,usa,,japan,uk
usa,germany,canada,usa,,south africa,usa
australia,japan,usa,japan,USA,usa,japan
singapore,usa,brazil,israel,,usa,usa
usa,united-kingdom,japan,usa,,usa,usa
usa,spain,usa,india,USA,taiwan,singapore
usa,usa,usa,usa,USA,usa,uk
japan,usa,usa,israel,Canada,china,canada
india,france,usa,usa,,usa,japan
canada,brazil,uk,chile,,south africa,south africa
usa,usa,sweden,netherlands,,germany,usa
usa,canada,uk,thailand,USA,italy,usa
usa,usa,india,france,,taiwan,south africa
uk,usa,italy,spain,India,s. korea,usa
usa,usa,singapore,philippines,,usa,india
uk,usa,japan,usa,USA,usa,germany
india,usa,uk,turkey,,new zealand,taiwan
usa,saudi-arabia,usa,usa,,usa,sweden
canada,germany,luxembourg,usa,India,usa,usa
india,usa,usa,france,India,usa,usa
usa,china,south africa,china,,usa,turkey
japan,usa,denmark,italy,USA,brazil,netherlands
israel,india,japan,usa,China,usa,canada
usa,germany,usa,usa,,china,new zealand
denmark,usa,japan,brazil,USA,usa,usa
australia,india,italy,usa,,usa,denmark
usa,usa,chile,india,India,ilippines,usa
usa,france,south africa,japan,,china,netherlands
usa,usa,usa,india,,japan,italy
usa,switzerland,canada,usa,,usa,india
usa,usa,china,canada,,singapore,usa
canada,saudi-arabia,netherlands,usa,India,usa,switzerland
usa,canada,usa,bermuda,Australia,usa,usa
japan,usa,denmark,uk,USA,usa,india
usa,brazil,taiwan,usa,India,turkey,usa
canada,china,singapore,switzerland,,germany,ireland
usa,usa,france,south africa,,usa,spain
china,united-kingdom,egypt,hong kong,Israel,usa,usa
malaysia,france,sweden,uk,,usa,japan
usa,canada,usa,usa,,india,thailand
japan,usa,norway,taiwan,Israel,usa,turkey
usa,south-korea,usa,india,,usa,turkey
usa,usa,germany,canada,,south africa,usa
usa,usa,usa,india,,,germany
usa,france,sweden,usa,,usa,france
poland,france,taiwan,germany,USA,canada,france
usa,switzerland,germany,south africa,,canada,usa
usa,usa,usa,usa,USA,turkey,taiwan
usa,usa,usa,usa,,switzerland,uk
usa,usa,usa,taiwan,India,chile,usa
taiwan,switzerland,usa,uk,,usa,singapore
australia,usa,china,india,,usa,usa
sweden,germany,usa,italy,Canada,china,china
usa,usa,japan,usa,USA,usa,sweden
canada,usa,france,india,USA,usa,usa
germany,usa,usa,hong kong,USA,uk,usa
china,spain,usa,germany,,israel,usa
france,usa,brazil,new zealand,,germany,usa
india,germany,canada,canada,,austria,portugal
india,japan,switzerland,usa,,usa,
usa,australia,ireland,usa,Japan,usa,canada
india,usa,netherlands,austria,,usa,france
usa,usa,india,usa,,usa,south africa
usa,china,france,austria,USA,uguay,usa
canada,united-kingdom,uk,canada,Sweden,india,usa
usa,netherlands,india,usa,,italy,usa
usa,germany,south africa,usa,,usa,usa
portugal,japan,uk,uk,,usa,france
usa,united-arab-emirates,usa,usa,,sweden,canada
usa,germany,chile,norway,Canada,ireland,usa
japan,china,usa,china,,usa,germany
usa,usa,germany,china,,usa,india
usa,united-kingdom,usa,japan,,usa,italy
japan,ireland,usa,s. arabia,,usa,india
usa,japan,usa,indonesia,,netherlands,usa
usa,usa,usa,usa,,usa,china
usa,usa,usa,germany,USA,india,usa
india,norway,uk,usa,,usa,australia
usa,japan,india,hungary,India,taiwan,chile
usa,usa,usa,usa,,usa,usa
usa,usa,germany,italy,,canada,usa
japan,usa,austria,france,,uk,usa
usa,usa,france,usa,USA,usa,
usa,usa,thailand,usa,,ireland,usa
usa,usa,usa,turkey,,india,usa
canada,usa,chile,usa,,usa,germany
usa,india,india,usa,,singapore,hong kong
usa,canada,india,usa,,usa,usa
usa,china,france,usa,,sweden,usa
usa,usa,austria,usa,,usa,china
china,belgium,usa,bermuda,India,india,india
usa,usa,usa,singapore,,s. arabia,mexico
usa,united-kingdom,uk,usa,Austria,france,france
india,china,usa,uk,,ngary,germany
poland,australia,usa,usa,India,usa,
usa,china,usa,usa,,usa,usa
usa,germany,usa,thailand,USA,usa,india
usa,usa,usa,usa,,australia,canada
usa,usa,usa,uk,,uk,usa
canada,france,hong kong,germany,India,germany,hong kong
germany,italy,usa,turkey,India,germany,usa
usa,usa,germany,usa,,turkey,south korea
canada,usa,usa,bermuda,,japan,canada
usa,france,usa,usa,,china,usa
usa,switzerland,new zealand,israel,Switzerland,switzerland,usa
canada,indonesia,australia,usa,USA,usa,usa
brazil,usa,italy,usa,USA,usa,turkey
indonesia,canada,france,usa,USA,usa,usa
china,usa,usa,spain,,indonesia,usa
belgium,south-korea,turkey,usa,,indonesia,singapore
australia,singapore,usa,usa,,thailand,usa
usa,usa,canada,usa,USA,usa,usa
usa,hong-kong,canada,usa,India,india,switzerland
japan,germany,usa,uk,USA,usa,india
usa,italy,usa,canada,,uk,australia
usa,china,india,usa,USA,germany,india
india,china,germany,germany,,usa,usa
usa,india,bermuda,switzerland,,usa,
usa,china,usa,usa,Cayman Islands,uk,turkey
usa,usa,canada,germany,,japan,canada
usa,china,singapore,india,,bermuda,uk
usa,united-kingdom,australia,sweden,USA,chile,usa
usa,belgium,usa,usa,,uk,usa
usa,usa,canada,usa,,china,india
usa,india,argentina,japan,,china,usa
india,china,china,sweden,,usa,usa
usa,denmark,india,usa,USA,usa,usa
usa,brazil,turkey,india,,usa,germany
canada,usa,usa,australia,,austria,uk
usa,usa,usa,japan,USA,usa,
usa,usa,usa,usa,,france,denmark
usa,mexico,canada,germany,USA,turkey,germany
,south-korea,usa,germany,USA,usa,canada
usa,hong-kong,australia,sweden,India,france,usa
usa,brazil,china,usa,India,sweden,sweden
sweden,usa,israel,india,,bermuda,usa
usa,japan,usa,australia,,new zealand,usa
usa,united-kingdom,usa,china,,usa,switzerland
denmark,usa,taiwan,france,,usa,usa
usa,sweden,india,usa,,australia,usa
india,south-korea,germany,china,,japan,italy
usa,usa,bermuda,canada,USA,s. korea,usa
sweden,usa,india,canada,USA,usa,indonesia
usa,usa,germany,usa,,norway,india
india,usa,usa,germany,,germany,
canada,usa,usa,india,India,canada,china
usa,ireland,usa,s. arabia,USA,japan,china
india,spain,spain,usa,India,turkey,australia
india,usa,mexico,mexico,,south africa,india
australia,usa,usa,south africa,,brazil,taiwan
usa,japan,hungary,france,USA,china,germany
usa,china,usa,usa,,usa,usa
usa,thailand,usa,usa,India,australia,
usa,usa,bermuda,india,USA,usa,usa
taiwan,china,sweden,japan,India,usa,usa
canada,france,usa,usa,USA,usa,uk
usa,usa,usa,usa,USA,india,australia
usa,germany,usa,india,India,usa,usa
usa,france,usa,china,USA,usa,japan
thailand,china,thailand,usa,,canada,canada
india,usa,canada,usa,,france,sweden
usa,australia,usa,usa,India,canada,canada
usa,canada,usa,brazil,,brazil,thailand
canada,usa,australia,new zealand,,usa,spain
usa,usa,usa,australia,,uk,usa
usa,japan,hong kong,usa,,usa,usa
china,usa,uk,japan,,switzerland,israel
japan,usa,usa,s. arabia,,china,usa
uk,china,usa,usa,USA,denmark,saudi arabia
usa,usa,indonesia,usa,,germany,usa
usa,china,france,indonesia,USA,usa,saudi arabia
australia,usa,usa,canada,,usa,usa
usa,usa,china,usa,,usa,usa
usa,usa,usa,usa,,singapore,france
usa,china,s. arabia,usa,USA,uk,india
india,japan,canada,usa,,usa,usa
usa,hong-kong,usa,usa,USA,hong kong,usa
usa,usa,finland,usa,India,japan,china
germany,usa,switzerland,switzerland,,usa,canada
norway,china,uk,canada,Canada,germany,indonesia
canada,usa,usa,usa,USA,usa,
malaysia,ireland,south africa,india,,usa,usa
usa,switzerland,china,uk,,hong kong,usa
india,usa,usa,india,,turkey,usa
usa,usa,uk,canada,India,bermuda,india
,india,usa,indonesia,Israel,usa,usa
usa,india,usa,usa,India,france,usa
usa,usa,usa,usa,USA,india,turkey
usa,usa,switzerland,switzerland,India,switzerland,germany
usa,usa,usa,canada,,france,canada
usa,france,canada,usa,,india,india
usa,usa,india,uk,USA,s. arabia,uk
usa,germany,uk,s. korea,,usa,usa
canada,france,usa,s. korea,,usa,usa
usa,usa,canada,india,,spain,usa
usa,canada,canada,canada,USA,indonesia,usa
usa,usa,usa,netherlands,USA,s. korea,finland
usa,usa,usa,usa,,canada,switzerland
usa,canada,japan,australia,,usa,france
usa,taiwan,uk,switzerland,,usa,india
usa,usa,usa,luxembourg,USA,usa,usa
canada,usa,india,usa,USA,new zealand,usa
usa,italy,norway,usa,India,turkey,canada
taiwan,japan,india,usa,Cayman Islands,usa,new zealand
usa,usa,s. korea,uk,,luxembourg,usa
israel,france,usa,usa,USA,finland,usa
usa,usa,japan,austria,,usa,usa
usa,germany,usa,switzerland,,belgium,usa
india,china,turkey,usa,USA,india,china
india,usa,indonesia,canada,USA,usa,norway
usa,usa,turkey,uk,,brazil,usa
japan,indonesia,usa,norway,USA,usa,usa
hong kong,usa,usa,australia,,canada,usa
india,usa,usa,usa,,india,india
canada,mexico,usa,sweden,USA,india,uk
,usa,switzerland,chile,,usa,canada
usa,japan,usa,switzerland,,china,usa
china,australia,usa,germany,,canada,usa
usa,united-kingdom,s. arabia,turkey,,usa,usa
usa,usa,usa,usa,USA,canada,singapore
usa,brazil,usa,usa,USA,usa,switzerland
usa,usa,canada,malaysia,,canada,south africa
usa,usa,india,denmark,,usa,ireland
usa,usa,new zealand,new zealand,Canada,germany,usa
usa,usa,usa,usa,,usa,usa
usa,united-arab-emirates,japan,canada,USA,usa,australia
usa,malaysia,germany,india,,usa,italy
usa,usa,usa,usa,Japan,usa,indonesia
usa,mexico,australia,usa,,usa,usa
india,taiwan,usa,usa,,usa,usa
india,japan,usa,usa,USA,india,finland
usa,usa,usa,india,,usa,canada
canada,usa,turkey,india,,usa,sweden
usa,india,australia,china,USA,canada,thailand
usa,china,usa,australia,,germany,japan
india,usa,ireland,usa,India,canada,netherlands
canada,usa,china,usa,,china,usa
usa,usa,usa,india,India,malaysia,usa
brazil,usa,usa,switzerland,,taiwan,usa
usa,japan,canada,germany,,usa,usa
usa,usa,usa,indonesia,,austria,usa
usa,canada,usa,usa,USA,sweden,australia
usa,usa,canada,usa,,canada,usa
usa,united-kingdom,usa,italy,,usa,canada
canada,usa,denmark,usa,,germany,australia
usa,ireland,new zealand,india,,australia,usa
india,india,usa,bermuda,,usa,usa
usa,switzerland,sweden,japan,USA,canada,usa
china,south-korea,usa,finland,Japan,germany,uk
usa,taiwan,usa,usa,India,usa,denmark
india,australia,usa,usa,Germany,thailand,japan
usa,canada,switzerland,germany,India,turkey,usa
usa,india,switzerland,usa,India,japan,germany
usa,hong-kong,turkey,usa,USA,france,israel
usa,france,usa,taiwan,,usa,
usa,japan,usa,canada,,canada,japan
japan,china,italy,france,,usa,new zealand
usa,italy,india,s. korea,,s. arabia,switzerland
india,united-kingdom,finland,china,,uk,usa
usa,germany,austria,usa,,switzerland,australia
usa,usa,usa,switzerland,,usa,south korea
usa,none,s. korea,france,,india,india
uk,usa,japan,usa,,uk,usa
usa,usa,usa,usa,USA,usa,usa
india,switzerland,usa,australia,India,switzerland,usa
malaysia,india,usa,indonesia,,usa,switzerland
usa,usa,singapore,usa,,india,turkey
india,usa,switzerland,canada,,usa,south korea
usa,united-arab-emirates,usa,denmark,Malaysia,netherlands,switzerland
india,sweden,canada,finland,,usa,netherlands
usa,usa,usa,usa,,s. korea,india
usa,usa,indonesia,uk,,zakhstan,usa
usa,israel,kazakhstan,indonesia,,usa,usa
usa,china,netherlands,denmark,,usa,usa
malaysia,usa,usa,usa,USA,usa,uk
france,japan,netherlands,usa,USA,denmark,china
usa,italy,australia,usa,,chile,germany
usa,usa,switzerland,singapore,,germany,usa
ireland,china,spain,spain,,australia,usa
usa,usa,china,usa,USA,finland,south africa
usa,netherlands,france,china,,singapore,chile
india,usa,usa,thailand,,japan,usa
israel,usa,switzerland,usa,,germany,indonesia
india,japan,usa,bermuda,,spain,uk
usa,usa,malaysia,japan,,mexico,usa
usa,none,chile,usa,,india,usa
usa,brazil,s. korea,canada,USA,usa,hong kong
usa,usa,usa,uk,,india,switzerland
usa,china,usa,usa,India,switzerland,canada
usa,usa,usa,usa,,usa,malaysia
usa,usa,japan,taiwan,India,bermuda,france
usa,usa,thailand,usa,Cyprus,usa,usa
usa,usa,india,ireland,Monaco,usa,
canada,usa,india,usa,,australia,france
usa,usa,south africa,france,,taiwan,
canada,canada,sweden,south africa,Canada,canada,usa
usa,south-africa,denmark,usa,,uk,uk
sweden,usa,s. korea,usa,,uk,usa
usa,usa,usa,usa,USA,denmark,usa
usa,australia,usa,usa,,taiwan,usa
china,usa,turkey,sweden,India,netherlands,spain
usa,usa,france,japan,USA,china,canada
taiwan,japan,australia,usa,USA,usa,
uk,united-kingdom,uk,usa,,india,south korea
usa,japan,switzerland,germany,India,usa,usa
usa,japan,usa,usa,,s. korea,usa
canada,usa,germany,usa,,india,india
usa,none,israel,hong kong,USA,usa,poland
usa,usa,usa,usa,Brazil,usa,taiwan
usa,united-kingdom,india,uk,,usa,usa
india,turkey,germany,usa,,usa,usa
usa,germany,india,canada,USA,germany,uk
usa,germany,usa,japan,India,usa,india
usa,japan,indonesia,kazakhstan,,south africa,uk
usa,usa,taiwan,canada,,indonesia,south korea
canada,france,canada,germany,,usa,indonesia
usa,usa,usa,netherlands,,usa,usa
india,germany,france,usa,,switzerland,japan
usa,germany,canada,japan,,usa,usa
usa,japan,usa,uk,India,usa,india
usa,united-kingdom,usa,india,,norway,canada
canada,chile,uk,usa,Israel,china,spain
usa,singapore,india,usa,,usa,japan
usa,south-korea,usa,usa,,israel,usa
usa,usa,s. korea,australia,,canada,denmark
usa,usa,india,china,USA,australia,usa
usa,taiwan,indonesia,australia,,india,italy
india,turkey,hong kong,usa,India,india,india
usa,usa,uk,usa,,usa,usa
usa,usa,bermuda,switzerland,Poland,usa,taiwan
usa,usa,usa,spain,,israel,usa
