00-avengers-categories,01-DDD-categories,04-iGMM-categories
"['car retail', 'used car retailer', 'e-commerce', 'internet', 'tech']",internet tech ,
"['energy', 'electricity', 'renewable energy']",cement building-materials ,
"['biotech', 'pharmaceuticals', 'gene therapy', 'genomics']",insurance investment financial-services ,
"['oil&gas', 'energy']",software tech ,
"['machinery manufacturing', 'manufacturing']",energy renewable-energy electricity utility-companies ,[]
"['mining', 'gold mining', 'silver mining']",chemicals ,
['media/press'],software tech ,['Aerospace']
['media/press'],electricity energy ,['Financialservices']
"['real estate', 'investment']",none,['Chemicals']
"['video games', 'entertainment', 'esports']",video-games entertainment ,['Professionalservices']
['mining'],energy electricity utility-companies ,['GlovesPPE']
"['real estate', 'investment', 'reits', 'energy']",none,
"['pharmaceuticals', 'biotech']",consumer-goods manufacturing ,
"['uranium', 'energy', 'mining']",electronics tech tech-hardware ,
"['video games', 'entertainment']",pharmaceuticals biotech healthcare ,
['medical devices'],airports infrastructure ,
"['pharmaceuticals', 'biotech']",pharmaceuticals biotech ,
"['rental & leasing services', 'real estate']",retail supermarkets ,
"['engineering', 'professional services']",mining coal-mining energy ,['Conglomerate']
"['telecommunication', 'software', 'tech', 'video games', 'entertainment']",utility-companies energy electricity ,[]
"['pharmaceuticals', 'biotech']",telecommunication ,
['cosmetics and beauty'],oil-gas energy ,['Medicaldevices']
"['pharmaceuticals', 'biotech', 'gene therapy']",financial-services ,[]
"['oil&gas', 'energy']",real-estate ,
"['video games', 'entertainment', 'tech']",manufacturing renewable-energy energy ,
"['tech', 'bitcoin', 'internet', 'entertainment', 'video games']",steel-producers steel-industry ,['Financialservices']
,banks financial-services ,
"['telehealth', 'healthcare', 'software', 'tech']",electricity energy ,
['medical-instruments & supplies'],none,[]
['advertising'],none,
"['pharmaceuticals', 'biotech']",delivery-services ,['Insurance']
"['electricity', 'energy']",transportation maritime-transportation container-shipping ,
"['pharmaceuticals', 'biotech']",software internet tech ,['Mining']
['media/press'],internet ,
['medical devices'],none,
"['tech', 'bitcoin', 'bitcoin mining']",oil-gas energy ,
"['diagnostics and testing', 'biotech']",tires cac-40 ,['Pharmaceuticals']
"['video games', 'entertainment']",banks financial-services ,[]
"['transportation', 'maritime transportation']",specialty-vehicles ,
,airports infrastructure ,
['retail'],none,
"['asset management', 'financial services']",telecommunication ,
['mining'],travel internet online-travel tech ,
"['oil&gas', 'energy']",food ,['Beverages']
['medical devices'],software internet tech ,['Telecommunicationsequipment']
"['mining', 'gold mining']",food ,['Realestate']
['education'],food ,
"['software', 'tech', 'video games', 'entertainment']",insurance ,['Healthcare']
"['wire and cable manufacturers', 'aerospace']",insurance ,
"['tech', 'bitcoin', 'bitcoin mining']",none,
"['video games', 'entertainment', 'internet']",internet tech ,[]
['pharmaceuticals'],financial-services ,
"['pharmaceuticals', 'biotech']",none,
"['electric vehicles', 'automakers']",food ,[]
"['clothing', 'manufacturing']",real-estate dax reit ,
"['cement', 'building materials']",none,['Insurance']
"['bitcoin', 'tech', 'bitcoin mining']",tobacco ,[]
"['renewable energy', 'energy', 'electricity', 'manufacturing']",railways transportation ,['Transportation']
"['aerospace', 'tech', 'agriculture']",gambling entertainment ,[]
['retail'],real-estate investment ,
['clothing'],machinery-manufacturing manufacturing ,
['medical devices'],real-estate ,
['telecommunications equipment'],retail ,
"['video games', 'entertainment']",none,
"['pharmaceuticals', 'biotech']",pharmaceuticals biotech ,
['tech'],banks financial-services ,
"['waste & recycling', 'renewable energy', 'energy', 'biofuel']",real-estate ,
"['video games', 'entertainment']",financial-services insurance ,
"['silver mining', 'mining']",cac-40 ,['Investment']
"['video games', 'entertainment']",electronics tech tech-hardware ,
"['mining', 'silver mining']",banks financial-services ,
"['software', 'tech']",banks financial-services ,
"['software', 'tech']",insurance dax ,
"['video games', 'entertainment']",banks financial-services ,
"['tech', 'it security', 'it services', 'software']",food restaurant-chains ,
"['pharmaceuticals', 'biotech']",electricity energy ,
,oil-gas energy ,
,electronics tool-manufacturers manufacturing ,
['mining'],tech software it-security ,[]
,telecommunication media-press ,
"['video games', 'entertainment', 'tech', 'software']",chemicals ,
"['e-commerce', 'internet', 'tech']",alcoholic-beverages beverages ,[]
['pharmaceuticals'],conglomerate telecommunication infrastructure ports ,
"['video games', 'entertainment', 'tech']",building-materials ,['Pulpandpaper']
"['luxury goods', 'manufacturing']",electricity energy ,
,real-estate reit investment ,
['mining'],oil-gas transportation energy infrastructure ,['GlovesPPE']
['pharmaceuticals'],none,['Investment']
['media/press'],food ,
['tobacco'],airlines travel transportation ,
"['pharmaceuticals', 'biotech']",mining gold-mining ,
"['pharmaceuticals', 'biotech']",chemicals ,
"['video games', 'entertainment']",dow-jones insurance ,[]
['batteries'],beverages alcoholic-beverages ,[]
"['pharmaceuticals', 'biotech']",software tech ,
"['diagnostics and testing', 'biotech']",none,['Chemicals']
['media/press'],restaurant-chains food ,
['mining'],tech software it-security networking-hardware ,
"['pharmaceuticals', 'biotech']",real-estate investment reit ,['AutomotiveSuppliers']
['electronics'],automakers manufacturing ,['Agriculture']
['manufacturing'],internet tech ,[]
"['e-commerce', 'internet', 'retail']",banks financial-services ,
,banks financial-services ,[]
"['biotech', 'pharmaceuticals']",software tech ,
"['renewable energy', 'electricity', 'energy']",telecommunications-equipment ,
['financial services'],mining ,
['sports goods'],retail ,['Education']
"['pharmaceuticals', 'biotech']",mining ,
"['pharmaceuticals', 'biotech']",delivery-services ,
['electronics'],financial-services internet ,
['football'],agriculture chemicals ,['Pulpandpaper']
['financial services'],manufacturing ,
['mining'],none,
"['real estate', 'investment']",financial-services ,['Clothing']
['chemicals'],electronics manufacturing tech-hardware tech ,
['tech'],none,
['manufacturing'],insurance ,
"['energy', 'electricity', 'infrastructure']",energy oil-gas ,[]
"['oil&gas', 'oil & gas equipment & services']",semiconductors tech tech-hardware ,
"['video games', 'entertainment']",financial-services tech bitcoin ,
"['renewable energy', 'energy']",food ,['Pharmaceuticals']
"['video games', 'entertainment']",chemicals ,
,banks financial-services ,['ElectricVehicles']
,biotech manufacturing ,
['insurance'],banks financial-services investment ,[]
"['financial services', 'asset management']",tech software ,['Realestate']
"['pharmaceuticals', 'biotech']",entertainment ,
"['pharmaceuticals', 'biotech']",semiconductors tech dax tech-hardware ,['Pharmaceuticals']
['pharmaceuticals'],biotech manufacturing ,
"['financial services', 'bitcoin']",none,
['medical devices'],none,
"['pharmaceuticals', 'biotech']",banks financial-services ,['Patentlicensing']
['healthcare'],semiconductors tech tech-hardware ,[]
['medical devices'],banks financial-services ,[]
['medical devices'],electricity energy infrastructure utility-companies ,
"['tech', 'manufacturing', 'engineering']",food ,['Investment']
"['video games', 'entertainment']",scientific-and-technical-instruments tech ,['Realestate']
"['biotech', 'pharmaceuticals']",conglomerate ,
['pharmaceuticals'],retail ,
"['asset management', 'investment']",real-estate investment reit ,
"['pharmaceuticals', 'biotech']",delivery-services transportation ,
"['uranium', 'energy', 'mining']",insurance ,[]
['cannabis'],oil-gas energy ,['AutomotiveSuppliers']
['wellness'],mining ,['Biotech']
"['energy', 'oil&gas']",financial-services tech ,
"['software', 'tech']",electricity energy ,['Financialservices']
"['internet', 'video games', 'entertainment']",engineering conglomerate ,['Healthcare']
['medical devices'],food ,['Cannabis']
['manufacturing'],none,['Food']
"['electric vehicles', 'specialty vehicles', 'manufacturing']",telecommunication ,
"['biotech', 'pharmaceuticals']",oil-gas energy ,
"['financial services', 'investment']",software tech electronics tech-hardware ,['Financialservices']
"['reits', 'real estate', 'investment']",banks financial-services ,['Packaging']
"['video games', 'entertainment']",banks financial-services investment ,
['media/press'],entertainment hotels travel ,
"['pharmaceuticals', 'biotech']",financial-services stock-exchanges exchanges ,
"['pharmaceuticals', 'biotech']",medical-devices ,['Cannabis']
"['pharmaceuticals', 'biotech']",electronics ,[]
"['video games', 'entertainment']",conglomerate ,
"['gene therapy', 'genomics', 'pharmaceuticals', 'biotech']",manufacturing ,[]
"['financial services', 'tech']",mining ,[]
['food'],energy oil-gas ,['Football']
['clothing'],automakers manufacturing cac-40 ,
"['electronics', 'tech', 'tech hardware']",banks financial-services ,['Pharmaceuticals']
"['internet', 'tech']",insurance dax ,
"['pharmaceuticals', 'biotech']",banks financial-services ,
['automotive suppliers'],electricity energy renewable-energy ,
['diagnostics and testing'],food ,['Realestate']
['telecommunication'],conglomerate ,['Telecommunication']
['pharmaceuticals'],real-estate investment reit ,['Medicaldevices']
['pharmaceuticals'],beverages ,[]
"['pharmaceuticals', 'biotech']",tobacco ,[]
"['entertainment', 'esports']",energy oil-gas utility-companies ,['Telecommunication']
['insurance'],automakers manufacturing ,['Insurance']
['chemicals'],electricity utility-companies energy ,['Chemicals']
"['uranium', 'energy', 'mining']",video-games electronics entertainment tech-hardware tech ,['Renewableenergy']
"['hotels', 'real estate', 'investment', 'reits', 'travel']",consumer-goods ,[]
"['software', 'tech']",e-commerce internet tech ,
"['video games', 'entertainment', 'tech']",pharmaceuticals biotech ,['Medicaldevices']
['insurance'],hotels travel ,
['electronics'],none,
"['mining', 'gold mining']",energy oil-gas electricity infrastructure ,['Advertising']
"['video games', 'entertainment', 'retail']",software cac-40 tech ,
,software semiconductors tech electronics tech-hardware ,
['football'],banks financial-services ,
"['software', 'tech']",electricity energy utility-companies ,['Chemicals']
['media/press'],banks financial-services ,
"['electricity', 'renewable energy']",banks financial-services ,
['healthcare'],chemicals dax ,
"['uranium', 'energy', 'mining']",staffing-employment professional-services ,['Realestate']
['education'],healthcare ,
['clothing'],biotech pharmaceuticals ,
"['transportation', 'tech']",electricity energy ,['Financialservices']
"['semiconductors', 'tech']",tool-manufacturers manufacturing ,['Retail']
"['video games', 'entertainment']",medical-devices ,['Mining']
['financial services'],cac-40 luxury-goods ,
"['pharmaceuticals', 'biotech']",oil-gas energy ,
,retail ,
"['energy', 'oil&gas']",railways transportation infrastructure ,['Retail']
['pharmaceuticals'],pharmaceuticals biotech ,
"['gene therapy', 'genomics', 'biotech', 'pharmaceuticals']",retail supermarkets ,[]
"['pharmaceuticals', 'biotech']",energy electricity oil-gas utility-companies ,
"['bitcoin', 'tech', 'bitcoin mining']",insurance ,['Biotech']
"['software', 'tech']",energy oil-gas electricity utility-companies ,
"['pharmaceuticals', 'biotech']",chemicals ,
"['electric vehicles', 'specialty vehicles', 'manufacturing']",automakers manufacturing dax autonomous-driving ,[]
['automotive suppliers'],biotech pharmaceuticals ,[]
,oil-gas energy ,
['asset management'],pharmaceuticals mrna-therapeutics biotech ,[]
['pharmaceuticals'],consumer-goods food ,['AutomotiveSuppliers']
['cannabis'],automakers dax manufacturing ,
"['pharmaceuticals', 'biotech']",energy oil-gas ,['Chemicals']
['mining'],professional-services it-services ,
"['batteries', 'electricity', 'manufacturing']",pharmaceuticals biotech ,['Healthcare']
['manufacturing'],banks financial-services cac-40 ,
"['reits', 'real estate', 'investment']",tobacco ,
"['oil&gas', 'energy']",luxury-goods ,
"['dairy companies', 'food']",oil-gas energy ,
,banks financial-services ,[]
"['pharmaceuticals', 'biotech']",railways transportation ,['Pharmaceuticals']
"['entertainment', 'video games']",software internet tech ,['HomeKitchenAppliances']
"['pharmaceuticals', 'biotech']",mining ,['Education']
['diagnostics and testing'],mining coal-mining energy ,
"['reits', 'real estate', 'investment']",conglomerate ,
"['bitcoin', 'tech']",tobacco ,[]
"['airlines', 'travel', 'transportation']",cac-40 chemicals ,
"['robotics', 'tech']",oil-gas energy ,
"['internet', 'video games', 'entertainment']",semiconductors tech manufacturing ,[]
['cannabis'],batteries electricity energy ,
"['pharmaceuticals', 'biotech']",food ,
"['pharmaceuticals', 'biotech']",insurance professional-services ,
['diagnostics and testing'],cac-40 glasses-and-contact-lenses luxury-goods ,
"['video games', 'entertainment']",cac-40 tech professional-services software ,['Medicaldevices']
