"Name","Industry","Headquarter","Ownership","Foundation Year"
"Shriram Finance","NBFC","Mumbai, India","","1979 (44 yrs old)"
"Vascon Engineers","Real Estate","Pune, Maharashtra, India","Public","1986 (37 yrs old)"
"AISECT","Education & Training","Bhopal, Madhya Pradesh, India","Private","1985 (38 yrs old)"
"The Hershey Company","Food Processing","Derry Township, Pennsylvania, United States (USA)","Private","1894 (129 yrs old)"
"QX Global Group","","Skipton, North Yorkshire, England","Public","2003 (20 yrs old)"
"PC Financial Services","Financial Services","Gurgaon/Gurugram, Haryana, India","Private","1995 (28 yrs old)"
"Apisero","IT Services & Consulting","Chandler, United States (USA)","","2016 (7 yrs old)"
"Murugappa Group","Agriculture","Chennai, Tamil Nadu, India","Private","1900 (123 yrs old)"
"Liberty Shoes","Fashion & Textile","Gurgaon/Gurugram, Haryana, India","Public","1954 (69 yrs old)"
"CPA Global","IT Services & Consulting","St Helier, New Jersey, United States (USA)","Private","1969 (54 yrs old)"
"Hindustan Field Services","Other","Johannesburg, Gauteng, South Africa","Private",""
"VAYA Finserv","Financial Services","Hyderabad,Telangana, India","Private","2014 (9 yrs old)"
"Muthoot Homefin India","Investment Banking / Venture Capital / Private Equity","Mumbai, Maharashtra, India","Private","2011 (12 yrs old)"
"Tops Security","Law Enforcement & Security","Mumbai, Maharashtra, India","Private","1970 (53 yrs old)"
"T R Chadha & Co Llp","Accounting & Auditing","Delhi/NCR, Delhi, India","LLP","1946 (77 yrs old)"
"University of Petroleum & Energy Studies","Education & Training","Dehradun, Uttarakhand, India","Private","2003 (20 yrs old)"
"Ador Welding","Industrial Machinery","Mumbai, Maharashtra, India","Public","1951 (72 yrs old)"
"TIDC India","Industrial Machinery","Chennai, Tamil Nadu, India","Private","1960 (63 yrs old)"
"Toshiba Transmission & Distribution Systems","Electrical Equipment","Hyderabad, India","Private","1894 (129 yrs old)"
"SALARPURIA SATTVA","Real Estate","Bangalore/Bengaluru, Karnataka, India","Private","1986 (37 yrs old)"
"University of Petroleum & Energy Studies","Education & Training","Dehradun, Uttarakhand, India","Private","2003 (20 yrs old)"
"T R Chadha & Co Llp","Accounting & Auditing","Delhi/NCR, Delhi, India","LLP","1946 (77 yrs old)"
"Baxter Pharmaceutical Solutions LLC.","Pharma","Deerfield, United States","","1931 (92 yrs old)"
"Muthoot Homefin India","Investment Banking / Venture Capital / Private Equity","Mumbai, Maharashtra, India","Private","2011 (12 yrs old)"
"Elin Appliances","Consumer Electronics & Appliances","Ghaziabad, Uttar Pradesh, India","Private","1969 (54 yrs old)"
"Vertex","Pharma","King Of Prussia,Pennsylvania, United States","Private","1989 (34 yrs old)"
"Toshiba","Industrial Machinery","Tokyo, Japan","Private","1875 (148 yrs old)"
"Fiat Chrysler Automobiles","Automobile","London, England","Public","2014 (9 yrs old)"
"Mr Cooper","Financial Services","Dallas, Texas, United States (USA)","Private","1994 (29 yrs old)"
"Emerson Climate Technologies","Industrial Machinery","St. Louis, UnitedStates","","1890 (133 yrs old)"
"Bravura Solutions","IT Services & Consulting","Gurgaon/Gurugram, Haryana, India","Private","2004 (19 yrs old)"
"Empower Pragati","Education & Training","Delhi/NCR, New Delhi, India","Private","2010 (13 yrs old)"
"United India Insurance Company","Insurance","Chennai, Tamil Nadu, India","Public","1938 (85 yrs old)"
"Consero Global Solutions","Financial Services","Austin, United States","Private","2006 (17 yrs old)"
"Reliance Cement Company","Building Material","Kathmandu, Nepal","Private","2004 (19 yrs old)"
"Securens System","Law Enforcement & Security","Mumbai,Maharashtra, India","Private","2012 (11 yrs old)"
"Baramati Agro","FMCG","Pune, Maharashtra, India","Public","1988 (35 yrs old)"
"Abbott Nutrition International","Pharma","Chicago, Illinois, United States (USA)","Private","1910 (113 yrs old)"
"Samarth LifeSciences","Pharma","Mumbai, Maharashtra, India","Private","1963 (60 yrs old)"
"Sterling Tools","Industrial Machinery","Faridabad, Haryana, India","Public","1979 (44 yrs old)"
"Wagh Bakri Tea Group","Beverage","Ahmedabad, Gujarat, India","Private","1915 (108 yrs old)"
"Hexagon Capability Center","IT Services & Consulting","Stockholm, Sweden","","1987 (36 yrs old)"
"Sterling Talent Solutions","Internet","Bothell,Washington, United States","Private","1975 (48 yrs old)"
"H&R Block","IT Services & Consulting","Kansas City, Missouri, United States (USA)","Private","1955 (68 yrs old)"
"Global Hospital Pune India","","Pune, Maharashtra, India","Private","2012 (11 yrs old)"
"Mashreq Global Services","IT Services & Consulting","Dubai, UAE","Private","2005 (18 yrs old)"
"Global Hospital Pune India","","Pune, Maharashtra, India","Private","2012 (11 yrs old)"
"Mashreq Global Services","IT Services & Consulting","Dubai, UAE","Private","2005 (18 yrs old)"
"NTT Global Networks","Telecom","Greenwood Village, CO, Japan","Public","2000 (23 yrs old)"
"NTT DATA Business Solutions","IT Services & Consulting","","",""
"Markelytics Solutions","Analytics & KPO","Bangalore/Bengaluru, Karnataka, India","Private","2003 (20 yrs old)"
"DSM Infocom","IT Services & Consulting","Heerlen, Netherlands","Private","2004 (19 yrs old)"
"Tablets (India)","Pharma","Chennai, Tamil Nadu, India","Private","1938 (85 yrs old)"
"AIG","Insurance","New York, United States (USA)","","2009 (14 yrs old)"
"GS Lab","IT Services & Consulting","Pune, India","Private","2003 (20 yrs old)"
"Gujarat State Fertilizers & Chemicals","Agro Chemicals","Vadodara/Baroda, Gujarat, India","Private","1962 (61 yrs old)"
"MidasCare Pharmaceuticals","Pharma","Mumbai, Maharashtra, India","Private","1986 (37 yrs old)"
"Merck Life Science","Pharma","Mumbai, India","Private","1668 (355 yrs old)"
"Machino Plastics","Auto Components","Gurgaon/Gurugram, Haryana, India","Public","1987 (36 yrs old)"
"Verifacts Services","Recruitment","Bengaluru, India","Private","2004 (19 yrs old)"
"Corporate Infotech","IT Services & Consulting","Noida, Uttar Pradesh, India","Private","2007 (16 yrs old)"
"Prolifics Corporation","IT Services & Consulting","Orlando, Florida, United States","Private","1978 (45 yrs old)"
"Emirates Flight Catering","Hospitality","Dubai, Dubai, United Arab Emirates (UAE)","Public","1982 (41 yrs old)"
"MSPL","Metals & Mining","Hosapete, India","Private","1961 (62 yrs old)"
"LM Wind Power","Power","Kolding, Denmark","Private","1940 (83 yrs old)"
"AISATS","Aviation","Mumbai, India","Private","2008 (15 yrs old)"
"Uneecops Technologies","IT Services & Consulting","Delhi/NCR, Delhi, India","Private","1995 (28 yrs old)"
"ZIM Laboratories","Pharma","Nagpur, Maharashtra, India","Public","1984 (39 yrs old)"
"Billabong High International School","Education & Training","Noida, Uttar Pradesh, India","Public","2009 (14 yrs old)"
"Western Union","Financial Services","Denver, Colorado, United States (USA)","Private","1851 (172 yrs old)"
"Zee Laboratories","Pharma","Delhi/NCR, Delhi, India","Public","1993 (30 yrs old)"
"Puzzolana Machinery Fabricators","Industrial Machinery","Hyderabad/Secunderabad, Telangana, India","Private","1964 (59 yrs old)"
"MEDOPHARM","Pharma","Chennai, Tamil Nadu, India","Private","1970 (53 yrs old)"
"Citykart Retail","Retail","Delhi,NCT, India","Private","2016 (7 yrs old)"
"Pierian Services","Financial Services","Bangalore/Bengaluru, Karnataka, India","Private","2002 (21 yrs old)"
"VERITY GLOBAL SOLUTIONS","Investment Banking / Venture Capital / Private Equity","","",""
"Tata Steel Long Products","Iron & Steel","Keonjhar, India","Public","1982 (41 yrs old)"
"Opporture","Marketing & Advertising","","",""
"Grupo Antolin","Auto Components","Burgos, Burgos, Spain","Private","1950 (73 yrs old)"
"Al-Futtaim Group","Retail","Dubai, Dubai, United Arab Emirates (UAE)","Private","1930 (93 yrs old)"
"Veer-O-- Metals","Industrial Machinery","Bangalore/Bengaluru, Karnataka, India","Private","1965 (58 yrs old)"
"Mobius Knowledge Services","Printing & Publishing","Chennai, India","Private","2002 (21 yrs old)"
"Vindhya e-Info Media","IT Services & Consulting","Bangalore/Bengaluru, Karnataka, India","Private","2006 (17 yrs old)"
"Sakra World Hospital","Healthcare","Bangalore/Bengaluru, Karnataka, India","Private","2013 (10 yrs old)"
"Bnp Paribas Securities","Financial Services","Pantin, France","Private","1848 (175 yrs old)"
"Banswara Syntex","Fashion & Textile","Banswara, Rajasthan, India","Public","1976 (47 yrs old)"
"High Street Essentials","Retail","Noida, Uttar Pradesh, India","Private",""
"Knowledge Splice Services pvt ltd.","BPO","Houston, Texas, United States (USA)","Private","2011 (12 yrs old)"
"SpeedLabs","Education & Training","Mumbai,Maharashtra, India","Private","2015 (8 yrs old)"
"Garware Technical Fibres","Fashion & Textile","","Private","1976 (47 yrs old)"
"Greenpanel Industries","Furniture & Furnishing","Gurgaon/Gurugram, Haryana, India","Public","2017 (6 yrs old)"
"Ivy Hospital","Healthcare","Mohali,Punjab, India","Private","2008 (15 yrs old)"
"Government of Maharashtra","Government","Mumbai, India","",""
"Espire Infolabs","IT Services & Consulting","Gurgaon/Gurugram, Haryana, India","Private","2001 (22 yrs old)"
"CSIR","Government","Delhi/NCR, New Delhi, India","Public","1945 (78 yrs old)"
"MTR Foods","Food Processing","Bangalore/Bengaluru, Karnataka, India","Private","1924 (99 yrs old)"
"Kangaro Industries","FMCG","Ludhiana, Punjab, India","Private","1994 (29 yrs old)"
"TÜV Rheinland","Law Enforcement & Security","Cologne, Germany","Private","1872 (151 yrs old)"
"IndustryBuying.com","Import & Export","Delhi,NCT, India","Private","2013 (10 yrs old)"
"Themis Medicare","Pharma","Mumbai, Maharashtra, India","Public","1969 (54 yrs old)"
"In Time Tec Visionsoft","IT Services & Consulting","Meridian, ID, United States (USA)","Private","2009 (14 yrs old)"
"Indian Metals & Ferro Alloys","Iron & Steel","Bhubaneswar, Odisha, India","Public","1961 (62 yrs old)"
"Shaily Engineering Plastics","Industrial Machinery","Vadodara/Baroda, Gujarat, India","Public","1980 (43 yrs old)"
"Cactus Communications","Analytics & KPO","Mumbai, Maharashtra, India","Private","2002 (21 yrs old)"
"Vulcan Express","Logistics","Gurgaon, India","Private","2013 (10 yrs old)"
"Kalkine","Analytics & KPO","Sydney, Australia","Private","2014 (9 yrs old)"
"Sel Manufacturing Co.","Fashion & Textile","Ludhiana, Punjab, India","Public","1969 (54 yrs old)"
"Policyboss.com","Insurance","Mumbai, Maharashtra, India","Private","2003 (20 yrs old)"
"Sanoh","Auto Components","Tokyo, Japan","","1939 (84 yrs old)"
"NatWest Markets","Banking","Edinburgh, United Kingdom (UK)","Private","2016 (7 yrs old)"
"Ford India","","","",""
"Appcino Technologies","IT Services & Consulting","Jaipur, Rajasthan, India","Private","2013 (10 yrs old)"
"Polyplex","Chemicals / Agri Inputs","Noida, Uttar Pradesh, India","Public","1984 (39 yrs old)"
"Molecular Connections","IT Services & Consulting","Bangalore/Bengaluru, Karnataka, India","Private","2001 (22 yrs old)"
"Cameo Corporate Services","BPO","Chennai, Tamil Nadu, India","Private","1985 (38 yrs old)"
"Zuari Agro Chemicals","Agro Chemicals","Gurgaon/Gurugram, Haryana, India","Public","1967 (56 yrs old)"
"Mas Callnet","BPO","Noida, Uttar Pradesh, India","Private","1990 (33 yrs old)"
"Nippon Koei India","Engineering & Construction","Delhi/NCR, Delhi, India","Private","2008 (15 yrs old)"
"Dee Piping System","Oil & Gas","Palwal, Haryana, India","Private","1983 (40 yrs old)"
"Brinton Pharmaceuticals","Pharma","Pune,Maharashtra, India","","2014 (9 yrs old)"
"Van Heusen","Fashion & Textile","New York, UnitedStates","Private","1921 (102 yrs old)"
"Sungard Availability Services","IT Services & Consulting","Jacksonville, Florida, United States (USA)","Private","1968 (55 yrs old)"
"OodlesTechnologies","IT Services & Consulting","Gurgaon/Gurugram, Haryana, India","Private","2009 (14 yrs old)"
"Trelleborg","Industrial Machinery","Trelleborg, Baden-Württemberg, Sweden","Private","1952 (71 yrs old)"
"Plada Infotech Services","IT Services & Consulting","Mumbai, Maharashtra, India","Private","2010 (13 yrs old)"
"Pmkvy","Education & Training","Delhi/NCR, Delhi, India","Public","2015 (8 yrs old)"
"Millennium Engineers & Contractors","Engineering & Construction","Pune, India","Private","1999 (24 yrs old)"
"Sanjeev Auto Parts Manufacturers","Auto Components","Aurangabad, Maharashtra, India","Private","1988 (35 yrs old)"
"Ordnance Factory","Government","Kolkata, India","Other","1775 (248 yrs old)"
"ISMT","Iron & Steel","Pune, Maharashtra, India","Public","1977 (46 yrs old)"
"Nexval Infotech","IT Services & Consulting","Kolkata, West Bengal, India","Private","2009 (14 yrs old)"
"Sentiss Pharma","Healthcare","Gurgaon/Gurugram, Haryana, India","Private","1990 (33 yrs old)"
"Calsonic Kansei Motherson Auto Products","Auto Components","Noida, India","Private","1975 (48 yrs old)"
"Essar Power","Power","Mumbai, Maharashtra, India","Public","1997 (26 yrs old)"
"Rajiv Gandhi Cancer Institute & Research Centre","Healthcare","Delhi/NCR, Delhi, India","NGO/NPO","1996 (27 yrs old)"
"Aquity Solutions","IT Services & Consulting","Cary, United States","","1999 (24 yrs old)"
"SkillVertex","EdTech","Bangalore,Karnataka, India","","2021 (2 yrs old)"
"Incred Finance","FinTech","Mumbai,Maharashtra, India","Private","2016 (7 yrs old)"
"Synopsys","Software Product","Mountain View,California, United States","Public","1986 (37 yrs old)"
"Atibir Industries","Iron & Steel","Giridih, Jharkhand, India","Private","2000 (23 yrs old)"
"Systems Plus Transformations","IT Services & Consulting","Mumbai,","Private",""
"Padmini VNA Mechatronics","Auto Components","Gurgaon/Gurugram, Haryana, India","Private","1991 (32 yrs old)"
"Synergies Castings","Industrial Machinery","Visakhapatnam/Vizag, Andhra Pradesh, India","Public","1999 (24 yrs old)"
"Shopclues","Internet","Gurgaon,Haryana, India","Private","2011 (12 yrs old)"
"HomeShop18","Internet","Noida,Uttar Pradesh, India","Private","2008 (15 yrs old)"
"Fluentgrid","IT Services & Consulting","Hyderabad/Secunderabad, Telangana, India","Private","1998 (25 yrs old)"
"Micromatic Machine Tools","Industrial Machinery","Bengaluru, India","Public","1973 (50 yrs old)"
"FUJIFILM","Animation & VFX","Tokyo, Japan","Private","2008 (15 yrs old)"
"Namaste India Foods","Food Processing","Kanpur, Uttar Pradesh, India","","2014 (9 yrs old)"
"TAJSATS AIR CATERING","Hospitality","Mumbai, Maharashtra, India","Public","1976 (47 yrs old)"
"Trackon Courier","Logistics","Delhi/NCR, Delhi, India","Private","2002 (21 yrs old)"
"Solitaire World","Real Estate","Pune, India","Private","1986 (37 yrs old)"
"Radheya Machining","Industrial Machinery","Pune, India","","2000 (23 yrs old)"
"Creative Hands HR Consultancy","Recruitment","Chennai, India","Private","2012 (11 yrs old)"
"Helloverify","Law Enforcement & Security","Noida,Uttar Pradesh, India","","2012 (11 yrs old)"
"BharatPe","FinTech","Bangalore,Karnataka, India","Private","2018 (5 yrs old)"
"Google Operations Center","Internet","","",""
"Gufic Biosciences","Pharma","Mumbai, Maharashtra, India","Public","1970 (53 yrs old)"
"Spacewood","Furniture & Furnishing","Nagpur, Maharashtra, India","Private","1994 (29 yrs old)"
"Sundaram Motors","Automobile","Chennai, Tamil Nadu, India","Private","1998 (25 yrs old)"
"Indus Net Technologies","IT Services & Consulting","Kolkata, West Bengal, India","Private","1997 (26 yrs old)"
"Data-Core Systems","IT Services & Consulting","Bristol, United Kingdom","Private","1988 (35 yrs old)"
"Onicra Credit Rating Agency","FinTech","Delhi/NCR, New Delhi, India","Public","1993 (30 yrs old)"
"IKF Finance","NBFC","Hyderabad/Secunderabad, Telangana, India","Public","1991 (32 yrs old)"
"Sales India","Retail","Ahmedabad, India","Private","1971 (52 yrs old)"
"Microsense","IT Services & Consulting","Collegeville, Pennsylvania, United States (USA)","","1982 (41 yrs old)"
"Flash Viven Machining Technologies","Electronics Manufacturing","New Delhi, India","Private","2013 (10 yrs old)"
"Acme Generics LLP","Pharma","Baddi, Himachal Pradesh, India","LLP","2005 (18 yrs old)"
"Sales India","Retail","Ahmedabad, India","Private","1971 (52 yrs old)"
"IKF Finance","NBFC","Hyderabad/Secunderabad, Telangana, India","Public","1991 (32 yrs old)"
"Microsense","IT Services & Consulting","Collegeville, Pennsylvania, United States (USA)","","1982 (41 yrs old)"
"Onicra Credit Rating Agency","FinTech","Delhi/NCR, New Delhi, India","Public","1993 (30 yrs old)"
"Metrochem Api","Pharma","Hyderabad/Secunderabad, Telangana, India","Private","2004 (19 yrs old)"
"Cipla Health","Pharma","Mumbai, India","Public","2013 (10 yrs old)"
"Apollo Gleneagles Hospitals, Kolkata","Healthcare","Kolkata, West Bengal, India","Private","2003 (20 yrs old)"
"Sri Gopikrishna Infrastructure","Engineering & Construction","Hyderabad/Secunderabad, Telangana, India","","2007 (16 yrs old)"
