,Unnamed: 0,Name,Industry,Sector,Headquarters,Founded,Notes
1095,1095,Howaldtswerke-Deutsche Werft,Industrials,Commercial vehicles & trucks,Kiel,1838,Shipbuilding
1096,1096,Hubert Burda Media,Consumer services,Publishing,Offenburg,1903,Publishing and mass media
1097,1097,Hugo Boss,Consumer goods,Clothing & accessories,Metzingen,1924,Luxury fashion
1098,1098,HypoVereinsbank,Financials,Financial services,Munich,1998,"Finance and insurance, part of UniCredit (Italy)"
1099,1099,Hypo Real Estate,Financials,Real estate,Munich,2003,Nationalized holding company
1100,1100,IAV,Industrials,Industrial suppliers,Berlin,1983,Automotive supplier
1101,1101,IG Farben,Basic materials,Commodity chemicals,Frankfurt,1925,Defunct 2012
1102,1102,Infineon Technologies,Technology,Semiconductors,Neubiberg,1999,Semiconductor manufacturer
1103,1103,Intershop,Consumer services,Specialty retailers,Berlin,1962,Defunct 1990
1104,1104,J. A. Henckels,Consumer goods,Durable household products,Solingen,1731,Kitchenware
1105,1105,J. Schmalz,Industrials,Industrial machinery,Glatten,1910,Vacuum technology
1106,1106,Jack Wolfskin,Consumer goods,Recreational products,Idstein,1981,Camping and outdoor
1107,1107,Jako,Consumer goods,Clothing & accessories,Mulfingen,1948,Shoes & sports apparel & accessories manufacturer
1108,1108,Jenoptik,Industrials,Industrial machinery,Jena,1991,Optoelectronics engineering
1109,1109,Jil Sander,Consumer goods,Clothing & accessories,Hamburg,1968,Fashion
1110,1110,Junghans,Consumer goods,Clothing & accessories,Schramberg,1861,Watches
1111,1111,Junkers,Industrials,Aerospace,Dessau,1895,"Aircraft manufacturer, defunct 1969"
1112,1112,K+S,Basic materials,Speciality chemicals,Kassel,1889,Fertilisers
1113,1113,Kärcher,Industrials,Waste & disposal services,Winnenden,1935,Cleaning equipment
1114,1114,Katjes International,Market,Food retailers,Emmerich am Rhein,1972,"Sugar confectionery Market, part of Katjes Group"
1115,1115,Kaufland,Consumer services,Food retailers & wholesalers,Neckarsulm,1985,"Hypermarket, part of Schwarz Gruppe"
1116,1116,Keimfarben,Basic materials,Speciality chemicals,Diedorf,1878,Paints
1117,1117,KfW,Financials,Banks,Frankfurt,1906,Financial services
1118,1118,Klöckner & Co SE,Industrials,Industrial machinery,Duisburg,1906,Metal distribution
1119,1119,Knorr,Consumer goods,Food products,Heilbronn,1838,"Food brand, part of Unilever (UK/Netherlands)"
1120,1120,Knorr-Bremse,Industrials,Industrial suppliers,Munich,1905,Braking systems
1121,1121,Koenig & Bauer,Industrials,Industrial machinery,Würzburg,1817,Printing machines
1122,1122,Körber,Industrials,Industrial machinery,Hamburg,1995,Mechanical engineering
1123,1123,Krauss-Maffei,Industrials,Industrial machinery,Munich,1931,"Mechanical engineering, part of ChemChina (China)"
1124,1124,Krombacher Brauerei,Consumer goods,Brewers,Kreuztal,1803,Brewery
1125,1125,Krones,Industrials,Industrial machinery,Neutraubling,1951,Mechanical engineering
1126,1126,KSB Company,Industrials,Industrial machinery,Frankenthal,1871,Mechanical engineering
1127,1127,KUKA,Industrials,Industrial machinery,Augsburg,1898,Automation
1128,1128,Lamy,Consumer goods,Nondurable household products,Heidelberg,1930,Writing instruments
1129,1129,Lanxess,Basic materials,Speciality chemicals,Cologne,2004,Chemicals
1130,1130,Leica Camera,Consumer goods,Recreational products,Wetzlar,1914,Optical imaging
1131,1131,Leidolf,Consumer goods,Recreational products,Wetzlar,1921,"Cameras, defunct 1962"
1132,1132,Leoni AG,Industrials,Electrical components & equipment,Nuremberg,1917,Cable and harnessing manufacturing
1133,1133,Lidl,Consumer services,Food retailers & wholesalers,Neckarsulm,1930,Part of Schwarz Gruppe
1134,1134,Lindauer Dornier,Consumer goods,Clothing & accessories,Lindau,1985,Textile machinery
1135,1135,Linguatec,Technology,Software,Pasing,1996,Machine translation
1136,1136,Linhof,Consumer goods,Recreational products,Munich,1887,Camera manufacturer
1137,1137,Loewe,Consumer goods,Consumer electronics,Kronach,1923,Consumer electronics
1138,1138,Löwenbräu,Consumer goods,Brewers,Munich,1383,"Brewery, part of Anheuser-Busch InBev (Belgium)"
1139,1139,LSG Sky Chefs,Industrials,Transportation services,Neu-Isenburg,1942,"Airline catering, part of Lufthansa"
1140,1140,LTU International,Consumer services,Airlines,Düsseldorf,1955,"Leisure airline, defunct 2009"
1141,1141,Lufthansa Group,Consumer services,Airlines,Cologne,1955,Largest German airline
1142,1142,Lürssen,Industrials,Commercial vehicles & trucks,Bremen-Vegesack,1875,Shipyard
1143,1143,Magirus,Industrials,Commercial vehicles & trucks,Ulm,1866,Trucks and industrial vehicles
1144,1144,Magix,Technology,Software,Berlin,1994,"Software publisher, part of Bellevue Investments"
1145,1145,Mahle GmbH,Industrials,Industrial suppliers,Stuttgart,1920,Automotive parts
1146,1146,MAN,Industrials,Commercial Vehicles & Trucks,Munich,1758,"Automotive, mechanical engineering, part of Volkswagen Group"
1147,1147,Mannesmann,Industrials,Diversified industrials,Düsseldorf,1890,"Now part of Vodafone, ThyssenKrupp, Siemens, Salzgitter AG"
1148,1148,Mast-Jägermeister,Consumer goods,Distillers & vintners,Wolfenbüttel,1878,Alcohol
1149,1149,Meindl,Consumer goods,Clothing & accessories,Kirchanschöring,1683,Shoes manufacturer
1150,1150,Meinl Percussion,Consumer goods,Recreational products,Gutenstetten,1951,Musical instruments
1151,1151,Meinl-Weston,Consumer goods,Recreational products,Geretsried,1810,Musical instruments
1152,1152,Meissen porcelain,Consumer goods,Durable household products,Meissen,1708,Porcelain
1153,1153,Melitta,Consumer goods,Beverages,Minden,1908,Coffee
1154,1154,Mennekes,Industrials,Electrical components & equipment,Kirchhundem,1935,Industrial plugs and connectors
1155,1155,Mercedes-AMG,Consumer goods,Automobiles,Affalterbach,1967,"Automobile and engine manufacturing, part of Daimler AG"
1156,1156,Mercedes-Benz,Consumer goods,Automobiles,Stuttgart,1883,"Automotive, part of Daimler AG"
1157,1157,Merck,Health care,Pharmaceuticals,Darmstadt,1668,Pharmaceuticals
1158,1158,Messerschmitt,Industrials,Aerospace,Augsburg,1938,"Aircraft manufacturer, defunct 1968"
1159,1159,Metro AG,Consumer services,Broadline retailers,Düsseldorf,1964,Diversified retailer
1160,1160,Metz,Consumer goods,Consumer electronics,Zirndorf,1938,"Electronics manufacturer, defunct 2014"
1161,1161,Meyer Werft,Industrials,Commercial vehicles & trucks,Papenburg,1795,Shipbuilding
1162,1162,Miele,Consumer goods,Consumer electronics,Gütersloh,1899,Domestic appliances
1163,1163,Montblanc,Consumer goods,Nondurable household products,Hamburg,1906,Luxury goods
1164,1164,Munich Re,Financials,Reinsurance,Munich,1880,Reinsurance
1165,1165,Müller,Consumer goods,Food products,Fischach,1896,Dairy
1166,1166,Nemetschek,Technology,Software,Munich,1963,Software
1167,1167,Nero AG,Technology,Software,Karlsruhe,1995,Software
1168,1168,Netto Marken-Discount,Consumer services,Food retailers & wholesalers,Maxhütte-Haidhof,1984,"Supermarkets, part of Edeka"
1169,1169,Nordzucker,Consumer goods,Food products,Braunschweig,1997,Sugar
1170,1170,NSU Motorenwerke,Consumer goods,Automobiles,Neckarsulm,1873,"Now part of Audi, defunct"
1171,1171,Opel,Consumer goods,Automobiles,Rüsselsheim am Main,1862,"Automotive, part of Groupe PSA (France)"
1172,1172,Orenstein & Koppel,Industrials,Industrial vehicles & trucks,Berlin,1876,Defunct 1999
1173,1173,Osram,Industrials,Building materials & fixtures,Munich,1919,Lighting
1174,1174,Otto GmbH,Consumer services,Broadline retailers,Hamburg,1949,Mail order company
1175,1175,Otto Bock,Health care,Medical equipment,Duderstadt,1919,"Wheel chairs, prosthetics"
1176,1176,Paulaner Brewery,Consumer goods,Brewers,Munich,1634,"Brewery, part of Brau Holding International"
1177,1177,PCC SE,Basic materials,Speciality chemicals,Duisburg,1993,"Chemicals, energy, logistics"
1178,1178,Penny,Consumer services,Food retailers & wholesalers,Cologne,1973,"Supermarkets, part of REWE Group"
1179,1179,Philipp Holzmann,Industrials,Heavy construction,Frankfurt,1849,Defunct 2002
1180,1180,Phoenix Contact,Industrials,Industrial machinery,Blomberg,1923,Automation
1181,1181,Plus,Consumer services,Food retailers & wholesalers,Mülheim,1972,"Part of Edeka, defunct 2009"
1182,1182,Porsche,Consumer goods,Automobiles,Stuttgart,1931,"High performance vehicles, part of Volkswagen Group"
1183,1183,ProSiebenSat.1,Consumer services,Broadcasting & entertainment,Unterföhring,2000,Mass media
1184,1184,PTV AG,Technology,Software,Karlsruhe,1979,Software design and consulting
1185,1185,PUMA,Consumer goods,Clothing & accessories,Herzogenaurach,1948,Shoes & sports apparel & accessories manufacturer
1186,1186,Putzmeister,Industrials,Industrial machinery,Aichtal,1958,Concrete pumps
1187,1187,Radeberger Brewery,Consumer goods,Brewers,Radeberg,1872,"Brewery, part of Dr. Oetker"
1188,1188,Recaro,Industrials,Industrial suppliers,Stuttgart,1906,Vehicle seating
1189,1189,Reemtsma,Consumer goods,Tobacco,Hamburg,1910,Tobacco and cigarette
1190,1190,Rehau Group,Industrials,Industrial suppliers,Rehau,1948,Polymer-based products supplier
1191,1191,REWE Group,Consumer services,Food retailers & wholesalers,Cologne,1927,"Supermarkets, retail"
1192,1192,Rheinmetall,Industrials,Defense,Düsseldorf,1889,Defense and automotive
1193,1193,Rheinmetall Automotive,Industrials,Industrial suppliers,Neckarsulm,1997,"Automotive parts, part of Rheinmetall"
1194,1194,Rimowa,Consumer goods,Luggage,Cologne,1898,"Luggage and travel accessories, acquired by LVMH in 2016"
1195,1195,Ritter Sport,Consumer goods,Food products,Waldenbuch,1912,Chocolates
1196,1196,Robert Bosch GmbH,Conglomerate,-,Waldenbuch,1886,"Automotive parts, home appliances, engineering, computing"
1197,1197,Rohde & Schwarz,Industrials,Electronic equipment,Munich,1933,Electronics
1198,1198,ROSE Bikes,Consumer goods,Recreational products,Bocholt,1907,Bicycles
1199,1199,Rossmann,Consumer services,Drug retailers,Burgwedel,1972,Pharmacies
1200,1200,RRI Rhein Ruhr International,Industrials,Industrial machinery,Essen,1942,Engineering
1201,1201,RUF Automobile,Consumer goods,Automobiles,Pfaffenhausen,1939,Automotive
1202,1202,RWE,Utilities,Electricity,Essen,1898,Electric generation and distribution
1203,1203,SABA,Consumer goods,Consumer electronics,Triberg im Schwarzwald,1923,"Radios, defunct 1980"
1204,1204,Salzgitter AG,Basic materials,Iron & steel,Salzgitter,1937,Steel producer
1205,1205,SAP SE,Technology,Software,Walldorf,1972,Enterprise software
1206,1206,Ströer,mass media,billboard,Cologne,1990,online advertising
1207,1207,Sauer Flugmotorenbau,Industrials,Aerospace,Ober-Olm,?,Aviation engines
1208,1208,Schaeffler Group,Industrials,Industrial suppliers,Herzogenaurach,1883,Automotive parts
1209,1209,Schaller Guitarenparts,Consumer goods,Recreational products,Postbauer-Heng,1945,Musical instruments
1210,1210,Schering,Health care,Pharmaceuticals,Berlin,1851,"Defunct 2006, now part of Bayer"
1211,1211,Schmitz Cargobull,Industrials,Commercial Vehicles & Trucks,Horstmar,1892,Trailers and truck bodies
1212,1212,Schott AG,Basic materials,Speciality chemicals,Mainz,1884,"Industrial glass, part of Carl-Zeiss-Stiftung"
1213,1213,Schwan-Stabilo,Consumer goods,Nondurable household products,Heroldsberg,1855,Writing instruments
1214,1214,Schwarz Gruppe,Consumer services,Food retailers & wholesalers,Neckarsulm,1973,Supermarket holding company
1215,1215,Schwind eye-tech-solutions,Health care,Medical equipment,Kleinostheim,1958,Medical technology
1216,1216,Sebamed,Consumer goods,Personal products,Boppard,1957,Skin care products
1217,1217,Seca,Health care,Medical equipment,Hamburg,1840,Medical scales and measuring instruments
1218,1218,Sennheiser,Consumer goods,Consumer electronics,Wedemark,1945,Audio electronics
1219,1219,Severin Elektro,Consumer goods,Consumer electronics,Sundern,1892,Household appliances
1220,1220,SEW Eurodrive,Industrials,General industrials,Bruchsal,1931,Electric motors
1221,1221,SGL Carbon,Basic materials,Chemicals,Wiesbaden,1992,Chemicals
1222,1222,Siemens,Conglomerates,-,Berlin,1847,"Industrials, energy, health care"
1223,1223,SIG Sauer,Industrials,Defense,Eckernförde,1976,Firearms
1224,1224,SimScale,Technology,Software,Munich[4],2012,Engineering simulation software
1225,1225,SkySails,Industrials,Industrial machinery,Hamburg,2001,Marine propulsion by wind energy
1226,1226,Smart,Consumer goods,Automobiles,Böblingen,1994,"Automotive, part of Daimler AG"
1227,1227,Software AG,Technology,Software,Darmstadt,1969,Enterprise software
1228,1228,SolarWorld,Industrials,Industrial machinery,Bonn,1988,Photovoltaics
1229,1229,Sonor,Consumer goods,Recreational products,Berlin,1875,Musical instruments
1230,1230,Sortimo,Industrials,Industrial suppliers,Zusmarshausen,1973,In-vehicle equipment
1231,1231,Staedtler,Consumer goods,Nondurable household products,Nuremberg,1835,Writing instruments
1232,1232,Steinway & Sons,Consumer goods,Recreational products,Hamburg,1853,Musical instruments
1233,1233,Stihl,Basic materials,Forestry,Waiblingen,1926,"Forestry equipment, garden tools"
1234,1234,Südzucker,Consumer goods,Food products,Mannheim,1926,Sugar
1235,1235,Symrise,Personal products,"Flavours, gustatory and cosmetic substances",Holzminden,2003,"Flavours, gustatory and cosmetic substances"
1236,1236,Talanx,Financials,Full line insurance,Hanover,1996,Commercial insurance
1237,1237,Tchibo,Consumer services,Broadline retailers,Hamburg,1949,"Consumer goods, retail"
1238,1238,Telefunken,Consumer goods,Consumer electronics,Berlin,1903,Defunct 1967
1239,1239,Tengelmann Group,Consumer services,Broadline retailers,Mülheim,1867,Retail holding company
1240,1240,Tente International,Industrials,General industrials,Cologne,1923,Wheels and castors
1241,1241,Tetra,Consumer services,Specialty retailers,Melle,1951,Fishkeeping supplies
1242,1242,The Linde Group,Basic materials,Speciality chemicals,Munich,1879,Industrial gas production and plant engineering
1243,1243,ThyssenKrupp,Conglomerates,-,Duisburg,1999,"Steel, engineering, shipyards"
1244,1244,trivago,Technology,Internet,Düsseldorf,2005,"Hotel and travel search, part of Expedia, Inc. (US)"
1245,1245,Trumpf,Industrials,Industrial machinery,Ditzingen,1923,Machine tools
1246,1246,T-Systems,Technology,Software,Frankfurt,2000,Part of Deutsche Telekom
1247,1247,TUI Group,Consumer services,Travel & leisure,Hanover,1923,"Hospitality, tourism"
1248,1248,Uhlsport,Consumer goods,Clothing & accessories,Balingen,1948,Shoes & sports apparel & accessories manufacturer
1249,1249,Ulla Popken,Consumer goods,Clothing & accessories,Rastede,1880,Clothing
1250,1250,Ultrasone,Consumer goods,Consumer electronics,Tutzing,1991,Audio electronics
1251,1251,Underberg,Consumer goods,Brewers,Rheinberg,1846,Bitters
1252,1252,United Internet,Telecommunications,Fixed line telecommunications,Montabaur,1988,ISP
1253,1253,Vaude,Consumer goods,Recreational products,Tettnang,1974,"Clothing, mountain sports equipment"
1254,1254,Vector Informatik,Technology,Software,Stuttgart,1988,Software
1255,1255,Veltins,Consumer goods,Brewers,Meschede,1824,Brewery
1256,1256,Vereinigte Flugtechnische Werke,Industrials,Aerospace,Bremen,1964,Defunct 1981
1257,1257,Viessmann,Industrials,General industrials,Allendorf (Eder),1917,Heating systems
1258,1258,Villeroy & Boch,Consumer goods,Durable household products,Mettlach,1748,Ceramics
1259,1259,Voith,Industrials,Industrial engineering,Heidenheim an der Brenz,1867,Mechanical engineering
1260,1260,Volkswagen Group,Consumer goods,Automobiles,Wolfsburg,1937,Automotive
1261,1261,Volkswagen,Consumer goods,Automobiles,Wolfsburg,1937,Part of Volkswagen Group
1262,1262,Vonovia,Financials,Real estate,Bochum,2001,Real estate
1263,1263,Vossloh,Industrials,Industrial transportation,Werdohl,1888,Railway systems engineering
1264,1264,Wacker Chemie,Basic materials,Chemicals,Munich,1914,Chemicals
1265,1265,Wacker Neuson,Industrials,Construction & materials,Munich,1848,Construction equipment
1266,1266,WAGO Kontakttechnik,Industrials,Electrical components & equipment,Minden,1951,Electrical components
1267,1267,Warsteiner,Consumer goods,Brewers,Warstein,1753,Brewery
1268,1268,Wella,Consumer goods,Personal products,Darmstadt,1880,Hair care and cosmetics
1269,1269,Wera Werk Hermann Werner,Consumer goods,Durable household products,Wuppertal,1936,Tools
1270,1270,Weser Flugzeugbau,Industrials,Aerospace,Bremen,1934,Defunct 1964
1271,1271,Wilkhahn,Consumer goods,Furnishings,Bad Münder,1907,Office furniture
1272,1272,Wintershall,Oil & gas,Exploration & production,Kassel,1894,Part of BASF
