,Name,Industry,Sector,Headquarters,Founded
2646,Semperit,Basic materials,Commodity chemicals,Vienna,1824
2647,SKIDATA,Industrials,Electronic equipment,Grödig,1977
2648,Steyr Mannlicher,Industrials,Defense,Sankt Ulrich bei Steyr,1864
2649,Steyr Motors GmbH,Industrials,Auto components,Sankt Ulrich bei Steyr,2001
2650,Steyr Tractor,Consumer goods,Automobiles,Floridsdorf,1907
2651,Strabag,Industrials,Heavy construction,Vienna,1835
2652,Stroh,Consumer goods,Distillers & vintners,Klagenfurt,1832
2653,Swarovski,Consumer goods,Clothing & accessories,Wattens,1895
2654,Taurob,Robotics,Autonomous robots,Vienna,2010
2655,Telekom Austria,Telecommunications,Fixed line telecommunications,Vienna,1998
2656,TourRadar,Consumer services,Travel & tourism,Vienna,2010
2657,Tushek&Spigel Supercars,Consumer goods,Automobiles,Graz,2012
2658,Uniqa,Financials,Full line insurance,Vienna,1922
2659,Verbund,Utilities,Alternative electricity,Vienna,1947
2660,Vienna Insurance Group,Financials,Full line insurance,Vienna,1824
2661,Voestalpine,Basic materials,Iron & steel,Linz,1938
2662,Wienerberger,Industrials,Building materials & fixtures,Vienna,1819
2663,Zumtobel Lighting Group,Industrials,Building materials & fixtures,Dornbirn,1950
