00-avengers-country,01-DDD-country,02-GioPonSpiz-country,03-gren-country,04-iGMM-country,05-MalPatSaj-country,06-MarScoToc-country
usa,usa,usa,indonesia,uk,usa,japan
usa,usa,india,taiwan,bahamas,taiwan,usa
usa,japan,usa,taiwan,australia,poland,usa
usa,india,china,germany,usa,usa,usa
usa,usa,india,japan,usa,japan,japan
usa,france,india,usa,india,brazil,mexico
china,canada,new zealand,china,japan,uk,japan
usa,china,usa,switzerland,usa,japan,switzerland
usa,usa,usa,usa,india,usa,india
usa,none,uk,usa,usa,australia,italy
russia,australia,brazil,japan,japan,china,usa
usa,usa,canada,usa,usa,switzerland,south korea
russia,france,usa,south africa,usa,usa,usa
russia,none,south africa,usa,usa,usa,taiwan
japan,usa,usa,brazil,japan,japan,canada
usa,spain,indonesia,canada,usa,macau,france
usa,japan,canada,taiwan,usa,india,australia
usa,usa,china,japan,australia,japan,sweden
usa,taiwan,usa,usa,canada,taiwan,usa
usa,usa,japan,japan,india,usa,sweden
usa,japan,taiwan,austria,usa,india,usa
usa,usa,uk,canada,usa,indonesia,usa
usa,usa,taiwan,japan,canada,usa,japan
usa,usa,usa,usa,usa,japan,usa
usa,usa,usa,india,usa,sweden,
canada,netherlands,usa,japan,usa,usa,usa
switzerland,hong-kong,india,usa,china,taiwan,usa
australia,usa,usa,japan,uk,south africa,canada
usa,usa,japan,uk,uk,usa,taiwan
usa,switzerland,poland,usa,uk,china,canada
usa,canada,india,japan,usa,japan,usa
canada,china,usa,spain,usa,canada,japan
usa,denmark,usa,usa,indonesia,canada,usa
malaysia,united-arab-emirates,usa,usa,uk,usa,switzerland
usa,japan,usa,japan,usa,france,usa
usa,india,spain,usa,usa,india,usa
poland,usa,australia,usa,israel,luxembourg,usa
usa,south-africa,italy,uk,usa,usa,taiwan
usa,china,canada,usa,usa,usa,india
canada,japan,usa,usa,china,japan,spain
poland,united-arab-emirates,taiwan,philippines,usa,usa,uk
usa,norway,japan,sweden,usa,usa,usa
canada,usa,sweden,uk,portugal,usa,usa
china,germany,usa,australia,usa,usa,germany
usa,usa,canada,brazil,usa,s. arabia,usa
south africa,france,usa,japan,usa,india,sweden
usa,usa,japan,usa,usa,sweden,usa
usa,china,usa,france,usa,uk,china
poland,turkey,usa,usa,cambodia,brazil,brazil
ireland,australia,japan,usa,usa,japan,australia
usa,usa,usa,austria,usa,australia,japan
usa,usa,turkey,hong kong,usa,sweden,usa
usa,china,japan,italy,india,usa,brazil
usa,sweden,usa,usa,usa,australia,usa
israel,thailand,usa,uk,usa,india,usa
israel,usa,usa,japan,usa,india,usa
canada,saudi-arabia,usa,usa,usa,usa,usa
australia,china,india,india,israel,taiwan,usa
usa,taiwan,usa,usa,canada,usa,usa
canada,germany,canada,hong kong,canada,brazil,japan
usa,usa,usa,usa,usa,usa,canada
usa,singapore,czech republic,usa,taiwan,hong kong,usa
sweden,india,canada,usa,usa,uk,japan
usa,netherlands,brazil,usa,sweden,usa,switzerland
usa,japan,usa,usa,usa,usa,india
usa,usa,usa,sweden,usa,usa,usa
usa,japan,germany,india,usa,usa,brazil
,japan,usa,usa,india,spain,brazil
usa,usa,usa,thailand,usa,usa,
usa,denmark,netherlands,sweden,usa,usa,netherlands
usa,hong-kong,japan,usa,india,japan,canada
usa,chile,hong kong,australia,uk,usa,australia
usa,usa,brazil,uk,usa,usa,japan
,usa,switzerland,india,usa,usa,uk
usa,united-kingdom,usa,singapore,usa,usa,usa
canada,usa,usa,spain,usa,usa,usa
usa,usa,canada,usa,usa,brazil,india
usa,united-kingdom,india,canada,japan,brazil,usa
canada,japan,india,canada,greece,ilippines,usa
usa,usa,sweden,usa,japan,taiwan,
usa,united-kingdom,usa,canada,japan,uk,usa
usa,united-kingdom,austria,usa,usa,singapore,usa
usa,usa,thailand,japan,usa,usa,denmark
uk,singapore,indonesia,usa,usa,usa,canada
sweden,japan,singapore,usa,taiwan,uk,usa
usa,canada,japan,india,usa,india,turkey
hong kong,usa,india,usa,japan,usa,uk
usa,usa,usa,usa,canada,norway,usa
usa,usa,australia,hungary,india,france,hong kong
usa,south-africa,japan,usa,usa,switzerland,japan
poland,canada,usa,uk,usa,usa,canada
poland,usa,s. korea,canada,usa,taiwan,usa
usa,south-korea,spain,sweden,usa,israel,canada
uk,united-kingdom,usa,brazil,usa,usa,uk
usa,usa,usa,usa,china,gentina,turkey
china,australia,australia,s. korea,usa,usa,australia
usa,japan,sweden,switzerland,usa,usa,usa
israel,sweden,brazil,usa,italy,canada,usa
canada,usa,usa,s. arabia,usa,usa,australia
usa,usa,uk,usa,sweden,brazil,singapore
usa,usa,uk,denmark,usa,brazil,singapore
usa,usa,usa,usa,usa,india,
canada,usa,australia,usa,usa,india,usa
usa,none,japan,canada,usa,usa,thailand
sweden,hong-kong,japan,brazil,usa,usa,usa
usa,taiwan,austria,usa,usa,usa,australia
singapore,usa,australia,australia,usa,usa,usa
usa,none,hungary,poland,japan,usa,netherlands
usa,new-zealand,sweden,usa,china,usa,usa
australia,usa,usa,usa,india,usa,taiwan
usa,india,philippines,czech republic,usa,china,canada
uk,japan,usa,egypt,australia,austria,usa
usa,turkey,taiwan,sweden,usa,australia,japan
usa,south-korea,canada,usa,usa,usa,spain
usa,japan,australia,taiwan,usa,taiwan,hong kong
usa,usa,uk,uk,usa,switzerland,usa
usa,japan,hong kong,usa,usa,japan,india
usa,united-kingdom,singapore,taiwan,usa,usa,usa
canada,taiwan,thailand,chile,usa,usa,italy
usa,india,brazil,taiwan,usa,usa,sweden
usa,turkey,uk,india,poland,japan,brazil
taiwan,mexico,usa,china,india,spain,uk
singapore,mexico,canada,usa,usa,brazil,
usa,south-korea,denmark,usa,denmark,usa,sweden
india,usa,canada,usa,usa,thailand,india
usa,united-arab-emirates,usa,usa,usa,sweden,thailand
usa,china,usa,brazil,usa,usa,canada
sweden,israel,usa,india,usa,australia,uk
israel,france,japan,france,china,canada,usa
,usa,usa,japan,india,usa,usa
usa,none,mexico,usa,usa,canada,uk
usa,sweden,canada,australia,uk,australia,australia
usa,usa,usa,canada,canada,usa,usa
usa,usa,usa,japan,usa,usa,poland
usa,usa,usa,australia,usa,usa,japan
australia,sweden,france,usa,usa,switzerland,usa
usa,switzerland,india,switzerland,usa,usa,
usa,usa,usa,india,usa,china,usa
israel,italy,australia,usa,usa,japan,australia
usa,usa,india,sweden,netherlands,japan,finland
usa,south-korea,china,uk,usa,usa,usa
usa,usa,usa,australia,china,usa,usa
usa,usa,usa,usa,china,usa,taiwan
china,netherlands,usa,usa,usa,singapore,switzerland
china,south-korea,uk,usa,usa,usa,usa
usa,usa,usa,japan,india,usa,usa
ireland,japan,italy,philippines,taiwan,taiwan,usa
usa,singapore,usa,australia,china,mexico,australia
usa,usa,taiwan,usa,canada,usa,canada
usa,australia,switzerland,sweden,usa,brazil,netherlands
usa,germany,canada,india,usa,usa,taiwan
australia,china,usa,usa,usa,ngary,usa
taiwan,taiwan,usa,usa,sweden,usa,india
usa,usa,uk,japan,usa,canada,taiwan
usa,israel,usa,australia,canada,usa,canada
,usa,netherlands,china,usa,usa,india
taiwan,none,australia,usa,usa,canada,uk
usa,india,usa,taiwan,usa,india,india
china,france,taiwan,japan,china,sweden,chile
poland,usa,taiwan,usa,greece,thailand,brazil
israel,canada,india,usa,canada,usa,uk
usa,none,canada,new zealand,france,chile,usa
usa,netherlands,australia,uk,usa,canada,japan
japan,finland,usa,singapore,germany,usa,japan
denmark,india,usa,netherlands,usa,switzerland,china
poland,canada,brazil,india,usa,india,usa
usa,canada,usa,usa,usa,usa,canada
finland,thailand,japan,canada,usa,ech republic,usa
usa,usa,usa,switzerland,usa,singapore,japan
israel,germany,canada,usa,usa,usa,usa
china,singapore,finland,usa,canada,usa,
australia,usa,usa,usa,portugal,usa,usa
usa,thailand,usa,india,usa,usa,uk
usa,italy,usa,switzerland,usa,usa,usa
usa,south-africa,japan,usa,india,australia,japan
usa,usa,switzerland,canada,usa,usa,usa
usa,usa,usa,usa,india,india,china
usa,japan,sweden,canada,canada,usa,usa
usa,india,philippines,taiwan,canada,usa,usa
usa,brazil,austria,usa,usa,japan,uk
usa,united-kingdom,uk,usa,usa,canada,usa
usa,south-africa,china,india,israel,china,japan
usa,usa,uk,usa,malaysia,usa,finland
usa,usa,france,canada,usa,india,chile
usa,saudi-arabia,japan,uk,usa,uk,japan
uk,usa,new zealand,turkey,usa,taiwan,usa
germany,usa,finland,italy,usa,netherlands,usa
usa,south-africa,norway,usa,canada,uk,italy
usa,usa,usa,india,usa,japan,usa
usa,brazil,uk,china,usa,india,australia
usa,usa,usa,usa,usa,china,usa
israel,sweden,usa,usa,india,japan,canada
canada,usa,usa,india,usa,usa,switzerland
taiwan,thailand,usa,s. arabia,usa,canada,china
usa,usa,canada,usa,usa,usa,sweden
usa,taiwan,s. arabia,usa,usa,usa,germany
usa,taiwan,turkey,brazil,usa,usa,usa
usa,hong-kong,usa,japan,germany,usa,malaysia
usa,usa,usa,usa,denmark,usa,usa
australia,australia,usa,australia,netherlands,uk,usa
usa,usa,china,malaysia,usa,turkey,usa
usa,usa,usa,usa,usa,japan,usa
india,switzerland,brazil,usa,usa,israel,australia
usa,india,australia,australia,usa,japan,japan
hong kong,usa,japan,usa,usa,usa,india
usa,usa,india,india,usa,usa,usa
poland,australia,usa,japan,usa,new zealand,singapore
usa,sweden,india,turkey,usa,usa,uk
usa,usa,japan,france,usa,usa,usa
usa,usa,australia,uk,france,usa,france
poland,usa,usa,usa,india,taiwan,usa
singapore,spain,netherlands,india,germany,usa,usa
taiwan,usa,chile,usa,canada,australia,usa
usa,germany,usa,usa,china,taiwan,switzerland
japan,china,usa,usa,poland,usa,usa
japan,usa,china,canada,usa,switzerland,new zealand
,canada,japan,brazil,usa,usa,norway
usa,india,usa,usa,usa,usa,usa
japan,none,switzerland,germany,usa,india,india
usa,australia,india,usa,usa,australia,canada
usa,japan,usa,usa,usa,usa,japan
usa,malaysia,usa,canada,brazil,usa,france
uk,usa,usa,finland,india,uk,india
usa,netherlands,canada,usa,usa,india,usa
china,united-kingdom,france,usa,usa,australia,usa
usa,india,india,france,usa,australia,india
germany,usa,usa,italy,japan,india,uk
usa,switzerland,usa,netherlands,usa,uk,usa
canada,usa,usa,india,usa,austria,usa
japan,saudi-arabia,usa,uk,canada,france,france
usa,usa,india,turkey,sweden,japan,usa
usa,india,japan,france,uk,germany,switzerland
usa,usa,usa,india,usa,usa,brazil
usa,france,s. arabia,usa,usa,usa,usa
india,usa,usa,usa,usa,uk,usa
china,taiwan,usa,usa,usa,uk,india
india,belgium,usa,finland,sweden,usa,usa
usa,usa,taiwan,japan,usa,usa,south korea
usa,usa,usa,usa,usa,italy,taiwan
usa,norway,usa,austria,usa,usa,saudi arabia
singapore,china,chile,usa,thailand,turkey,usa
usa,usa,malaysia,switzerland,india,s. arabia,mexico
usa,hong-kong,india,india,india,usa,usa
usa,sweden,switzerland,uk,usa,finland,usa
usa,united-kingdom,singapore,usa,japan,france,switzerland
japan,netherlands,uk,japan,india,usa,canada
usa,china,uk,taiwan,usa,usa,usa
china,south-korea,uk,brazil,usa,turkey,usa
usa,usa,usa,usa,usa,uk,china
china,israel,taiwan,usa,usa,hong kong,usa
usa,taiwan,usa,japan,usa,usa,usa
israel,usa,canada,switzerland,india,usa,south korea
usa,germany,usa,usa,israel,usa,usa
usa,usa,japan,india,usa,india,usa
usa,netherlands,usa,mexico,india,usa,japan
taiwan,usa,france,usa,usa,india,taiwan
portugal,hong-kong,usa,chile,india,india,israel
canada,italy,switzerland,usa,usa,usa,south africa
usa,usa,india,usa,canada,australia,france
usa,sweden,india,japan,usa,canada,usa
usa,japan,usa,india,japan,s. arabia,usa
usa,japan,usa,usa,india,new zealand,canada
japan,usa,usa,japan,belgium,india,usa
ireland,malaysia,usa,norway,japan,usa,brazil
usa,indonesia,usa,uk,usa,usa,india
usa,south-korea,canada,usa,usa,netherlands,usa
finland,usa,japan,china,usa,switzerland,india
usa,japan,uk,china,germany,turkey,usa
usa,usa,india,india,usa,usa,usa
australia,netherlands,france,india,usa,uk,japan
usa,none,usa,china,india,india,japan
canada,hong-kong,usa,usa,india,canada,usa
usa,india,india,usa,usa,usa,india
usa,usa,usa,usa,usa,canada,turkey
usa,japan,usa,australia,usa,usa,usa
portugal,mexico,japan,india,usa,japan,new zealand
usa,usa,india,turkey,usa,usa,usa
usa,south-korea,new zealand,japan,usa,canada,uk
usa,china,usa,india,usa,usa,usa
usa,usa,usa,japan,usa,japan,india
usa,usa,mexico,usa,india,usa,usa
usa,spain,usa,usa,usa,israel,india
canada,united-arab-emirates,south africa,uk,usa,finland,japan
usa,usa,uk,usa,india,usa,switzerland
usa,usa,india,usa,canada,usa,usa
usa,switzerland,usa,s. korea,usa,japan,netherlands
sweden,usa,usa,italy,malaysia,india,chile
canada,usa,brazil,usa,usa,india,usa
usa,china,s. korea,chile,japan,usa,saudi arabia
usa,japan,usa,usa,usa,taiwan,india
australia,japan,india,usa,china,usa,uk
poland,usa,usa,south africa,usa,india,usa
usa,spain,usa,canada,cayman islands,switzerland,usa
usa,usa,india,usa,japan,switzerland,japan
usa,united-kingdom,usa,uk,germany,poland,usa
usa,china,usa,china,israel,usa,usa
usa,usa,france,uk,canada,usa,usa
usa,spain,japan,canada,belgium,brazil,indonesia
usa,spain,s. korea,usa,norway,taiwan,japan
usa,brazil,india,usa,usa,malaysia,china
usa,hong-kong,japan,usa,usa,usa,india
japan,china,usa,usa,usa,usa,india
china,india,usa,india,usa,usa,italy
usa,usa,india,usa,usa,spain,usa
usa,usa,china,new zealand,india,japan,usa
usa,usa,germany,taiwan,taiwan,uk,turkey
usa,united-kingdom,usa,canada,usa,israel,usa
usa,china,japan,usa,usa,s. korea,china
usa,china,usa,usa,canada,uk,usa
usa,usa,usa,usa,usa,canada,india
usa,usa,italy,usa,taiwan,japan,japan
usa,ireland,usa,australia,uk,usa,china
usa,india,italy,usa,usa,usa,usa
ireland,france,japan,netherlands,usa,usa,france
poland,china,usa,s. arabia,usa,usa,india
,united-kingdom,usa,israel,india,china,turkey
cambodia,china,switzerland,usa,usa,usa,usa
usa,usa,usa,philippines,usa,india,germany
usa,usa,brazil,ireland,usa,s. korea,usa
usa,china,usa,s. arabia,india,japan,canada
usa,usa,usa,france,usa,china,india
usa,usa,india,usa,indonesia,usa,usa
usa,netherlands,turkey,taiwan,japan,uk,usa
china,india,usa,turkey,usa,usa,usa
japan,japan,canada,israel,usa,india,usa
usa,none,usa,usa,usa,usa,usa
china,usa,china,uk,usa,usa,israel
japan,south-korea,netherlands,usa,usa,usa,brazil
,mexico,usa,usa,usa,uk,france
usa,canada,israel,japan,usa,usa,usa
usa,usa,usa,india,greece,usa,india
turkey,germany,usa,canada,usa,india,germany
turkey,usa,indonesia,france,usa,netherlands,usa
usa,united-kingdom,usa,india,usa,netherlands,usa
usa,japan,usa,usa,usa,usa,canada
usa,sweden,germany,indonesia,usa,canada,usa
usa,usa,cayman islands,netherlands,usa,japan,india
usa,sweden,taiwan,japan,usa,s. arabia,usa
usa,china,turkey,italy,usa,usa,china
usa,usa,japan,s. arabia,usa,canada,canada
poland,japan,usa,usa,usa,italy,usa
usa,usa,italy,turkey,usa,israel,germany
china,usa,chile,taiwan,taiwan,italy,
canada,usa,japan,usa,usa,usa,italy
china,usa,usa,india,usa,chile,india
australia,france,india,s. korea,usa,germany,japan
denmark,taiwan,usa,usa,usa,usa,usa
canada,taiwan,usa,taiwan,usa,usa,usa
usa,united-kingdom,canada,usa,usa,usa,israel
usa,germany,taiwan,uk,canada,spain,taiwan
japan,canada,usa,usa,usa,usa,china
usa,china,usa,uk,usa,denmark,india
uk,usa,philippines,usa,poland,usa,uk
usa,none,taiwan,usa,usa,india,usa
usa,hong-kong,ireland,india,usa,ilippines,brazil
usa,usa,india,usa,usa,usa,taiwan
india,canada,uk,netherlands,usa,bermuda,usa
japan,chile,usa,usa,usa,usa,usa
usa,hong-kong,india,india,china,usa,taiwan
usa,hong-kong,uk,usa,india,japan,usa
japan,usa,india,japan,usa,usa,italy
usa,germany,japan,brazil,usa,japan,usa
usa,australia,brazil,cayman islands,malaysia,canada,uk
usa,canada,germany,china,usa,usa,taiwan
usa,usa,usa,bermuda,usa,mexico,germany
india,usa,india,turkey,usa,usa,usa
usa,usa,uk,usa,usa,canada,germany
usa,canada,usa,japan,japan,japan,chile
usa,switzerland,china,japan,usa,s. arabia,indonesia
canada,usa,uk,usa,usa,germany,uk
hong kong,brazil,india,turkey,india,usa,usa
usa,usa,italy,usa,india,france,japan
usa,usa,usa,usa,usa,s. arabia,india
india,usa,usa,usa,canada,australia,japan
usa,usa,india,italy,india,usa,india
usa,usa,s. arabia,japan,usa,yman islands,india
usa,italy,usa,indonesia,usa,uk,usa
china,china,usa,usa,usa,italy,uk
usa,india,china,india,canada,india,ireland
usa,china,uk,usa,usa,usa,
usa,usa,india,china,china,italy,canada
usa,usa,indonesia,china,canada,japan,usa
hong kong,indonesia,japan,usa,india,usa,usa
usa,usa,israel,uruguay,usa,usa,japan
usa,china,israel,usa,usa,taiwan,usa
usa,china,japan,germany,usa,usa,india
usa,china,netherlands,india,usa,uk,india
portugal,usa,turkey,switzerland,usa,switzerland,japan
usa,usa,usa,japan,japan,uk,usa
usa,usa,usa,usa,india,usa,
india,india,china,japan,canada,usa,saudi arabia
usa,taiwan,usa,turkey,usa,italy,netherlands
usa,usa,usa,usa,indonesia,india,usa
usa,united-kingdom,india,germany,usa,france,brazil
cambodia,canada,canada,usa,usa,austria,japan
usa,netherlands,france,austria,usa,usa,usa
china,usa,usa,germany,usa,china,usa
canada,usa,usa,bermuda,usa,usa,poland
taiwan,china,france,usa,usa,usa,japan
usa,indonesia,japan,usa,japan,japan,usa
usa,south-korea,taiwan,denmark,india,japan,uk
usa,china,usa,usa,china,south africa,brazil
usa,usa,usa,usa,israel,uk,
usa,netherlands,s. arabia,australia,usa,france,israel
usa,germany,uruguay,usa,usa,usa,usa
india,usa,bermuda,chile,india,sweden,france
canada,ireland,israel,usa,usa,usa,france
usa,japan,usa,japan,usa,india,saudi arabia
usa,united-arab-emirates,usa,usa,india,indonesia,australia
usa,south-korea,india,poland,usa,usa,united arab emirates
usa,italy,usa,usa,usa,uk,usa
usa,united-kingdom,usa,usa,usa,uk,usa
usa,usa,germany,usa,usa,uk,uk
taiwan,usa,australia,china,china,norway,usa
canada,japan,usa,canada,usa,usa,norway
usa,canada,germany,germany,usa,usa,denmark
usa,usa,india,singapore,israel,netherlands,usa
uk,usa,usa,france,india,indonesia,usa
canada,usa,australia,israel,india,usa,germany
canada,usa,japan,uk,usa,spain,usa
usa,australia,italy,australia,usa,usa,usa
indonesia,netherlands,germany,india,usa,usa,usa
uk,usa,israel,usa,usa,italy,china
japan,japan,s. arabia,uk,usa,india,australia
usa,usa,china,usa,usa,chile,switzerland
usa,usa,austria,india,usa,chile,germany
usa,saudi-arabia,turkey,china,china,australia,
usa,usa,japan,usa,usa,usa,turkey
usa,usa,spain,usa,india,usa,
usa,netherlands,usa,usa,usa,usa,usa
china,australia,poland,usa,uk,usa,
india,japan,usa,france,france,usa,usa
usa,united-kingdom,uae,usa,usa,bermuda,switzerland
usa,usa,india,usa,turkey,france,spain
usa,china,usa,taiwan,usa,usa,singapore
japan,japan,france,singapore,usa,india,south africa
usa,japan,china,italy,canada,usa,usa
usa,saudi-arabia,germany,usa,france,denmark,china
usa,australia,usa,chile,india,south africa,usa
usa,netherlands,switzerland,usa,india,india,chile
usa,china,usa,netherlands,usa,netherlands,italy
china,germany,usa,spain,usa,japan,india
usa,brazil,japan,usa,france,austria,usa
india,china,usa,germany,india,france,japan
usa,usa,usa,usa,india,usa,japan
india,india,turkey,brazil,usa,singapore,india
usa,usa,switzerland,denmark,india,france,usa
usa,usa,usa,germany,india,usa,usa
usa,india,spain,ireland,india,india,
usa,india,usa,usa,bermuda,usa,france
usa,usa,philippines,usa,india,usa,india
uk,france,uk,singapore,israel,usa,uk
canada,japan,usa,switzerland,india,india,usa
usa,united-kingdom,germany,south africa,usa,usa,turkey
usa,canada,bermuda,france,usa,usa,israel
japan,japan,uk,usa,usa,india,uk
usa,usa,south africa,france,china,india,usa
usa,usa,india,japan,usa,usa,usa
usa,usa,usa,india,uk,india,uk
japan,france,sweden,sweden,australia,uk,saudi arabia
india,usa,india,south africa,japan,italy,usa
italy,india,usa,uk,india,usa,india
china,usa,singapore,usa,usa,canada,sweden
usa,australia,japan,uk,usa,poland,japan
usa,usa,usa,usa,brazil,japan,uk
usa,germany,canada,usa,usa,south africa,usa
australia,japan,usa,japan,sweden,usa,japan
singapore,usa,brazil,israel,usa,usa,usa
usa,united-kingdom,japan,usa,usa,usa,usa
usa,spain,usa,india,usa,taiwan,singapore
usa,usa,usa,usa,canada,usa,uk
japan,usa,usa,israel,usa,china,canada
india,france,usa,usa,japan,usa,japan
canada,brazil,uk,chile,india,south africa,south africa
usa,usa,sweden,netherlands,usa,germany,usa
